220kV玉竹Ⅱ回电压_A相_9,220kV玉竹Ⅱ回电压_B相_10,220kV玉竹Ⅱ回电压_C相_11,220kV玉竹Ⅱ回电压_3U0_12,220kV玉竹Ⅱ回线_A相_37,220kV玉竹Ⅱ回线_B相_38,220kV玉竹Ⅱ回线_C相_39,220kV玉竹Ⅱ回线_3I0_40
-72.61421203613281,-1.963338017463684,75.44849395751953,1.716442584991455,0.038086649030447006,-0.020809832960367203,0.011362200602889061,0.00380070717073977
-58.85222625732422,-22.9367733001709,84.77837371826172,5.2273478507995605,0.034277983009815216,-0.01135081797838211,-0.0056811003014445305,0.011402121745049953
-41.50423049926758,-43.62973403930664,86.4803695678711,2.168959379196167,0.034277983009815216,-0.009459014981985092,-0.0018937001004815102,0.005701060872524977
-20.83007049560547,-62.31780242919922,81.54041290283203,-3.10520076751709,0.034277983009815216,0.003783605992794037,-0.013255900703370571,0.005701060872524977
2.1412148475646973,-76.01961517333984,72.2624282836914,-3.869797945022583,0.03237365186214447,0.007567211985588074,-0.007574800401926041,0.01520282868295908
24.384904861450195,-83.84180450439453,59.93329620361328,0.3901005983352661,0.026660652831196785,0.018918029963970184,-0.017043299973011017,0.00760141434147954
44.89275360107422,-84.93254852294922,42.892520904541016,2.3562076091766357,0.017138991504907608,-0.015134423971176147,0.045448802411556244,-0.02850530482828617
34.35298538208008,-79.2918472290039,29.35953140258789,-25.543787002563477,1.0740435123443604,-0.09080654382705688,-0.08521650731563568,-0.8095506429672241
53.634315490722656,-71.531982421875,0.550037145614624,-31.70737648010254,2.079530954360962,-0.13053441047668457,-0.10036610811948776,-1.7559267282485962
64.40275573730469,-53.882720947265625,-22.93551254272461,-22.235733032226562,3.2259390354156494,-0.20809833705425262,-0.17043301463127136,-2.757413148880005
63.248992919921875,-37.85398864746094,-34.79763412475586,-16.852346420288086,4.427572727203369,-0.32160651683807373,-0.2973109185695648,-3.718991994857788
60.837528228759766,-14.958765029907227,-58.90586853027344,-21.62717628479004,5.495903491973877,-0.37457698583602905,-0.3332912027835846,-4.684371471405029
58.36369705200195,5.45371675491333,-70.35286712646484,-11.312917709350586,6.463304042816162,-0.4937605857849121,-0.4260825216770172,-5.4407124519348145
44.0923957824707,25.30524444580078,-83.04523468017578,-23.64009666442871,7.194567680358887,-0.5826753377914429,-0.48099982738494873,-6.016519546508789
32.710697174072266,45.1152229309082,-83.93775177001953,-10.31425952911377,7.670650959014893,-0.5883507132530212,-0.5453855991363525,-6.3984904289245605
19.19817543029785,62.26586151123047,-80.08748626708984,1.7320466041564941,7.7582502365112305,-0.6413212418556213,-0.5643226504325867,-6.459301948547363
3.4612843990325928,75.69758605957031,-72.56339263916016,12.202346801757812,7.569721221923828,-0.631862223148346,-0.6003029346466064,-6.233160018920898
-12.577038764953613,82.5536880493164,-61.06450271606445,16.243789672851562,7.009847640991211,-0.5959179401397705,-0.6059840321540833,-5.695359706878662
