110kV II母电压_A相_5,110kV II母电压_B相_6,110kV II母电压_C相_7,110kV II母电压_3U0_8,110kV鲁关中丹线_A相_21,110kV鲁关中丹线_B相_22,110kV鲁关中丹线_C相_23,110kV鲁关中丹线_3I0_24
63.26403045654297,-80.5455093383789,17.03579330444336,-0.15553119778633118,-0.15326060354709625,0.25977015495300293,-0.08895333856344223,0.011344320140779018
75.71112060546875,-71.00968933105469,-4.7679443359375,0.1399780809879303,-0.20434747636318207,0.24460110068321228,-0.018926242366433144,0.009453600272536278
82.51649475097656,-56.820213317871094,-25.32516098022461,0.80876225233078,-0.23272907733917236,0.21047072112560272,0.04920823127031326,0.015125760808587074
83.960693359375,-38.080970764160156,-46.00702667236328,-0.10887183994054794,-0.2478659301996231,0.16496354341506958,0.11166483163833618,0.011344320140779018
79.90863037109375,-16.962963104248047,-62.80390548706055,0.4199342429637909,-0.24597382545471191,0.10618342459201813,0.16844356060028076,0.009453600272536278
70.73435974121094,4.840625286102295,-75.73656463623047,-0.04665936157107353,-0.221376433968544,0.028441989794373512,0.21386654675006866,0.007562880404293537
56.64567184448242,25.480802536010742,-82.71708679199219,-0.7309966683387756,-0.18921062350273132,-0.034130387008190155,0.24982640147209167,0.005672160070389509
37.5698356628418,46.110591888427734,-83.8493423461914,0.07776559889316559,-0.1400158703327179,-0.0985988974571228,0.26875266432762146,0.005672160070389509
17.122535705566406,63.156654357910156,-80.6395492553711,-0.2955092787742615,-0.07757636159658432,-0.14979447424411774,0.2630747854709625,0.007562880404293537
-4.987146377563477,75.89186096191406,-70.96862030029297,0.10887183994054794,-0.009460531175136566,-0.1971977949142456,0.2460411638021469,0.005672160070389509
-25.579906463623047,82.59187316894531,-56.560909271240234,0.917634129524231,0.06054740026593208,-0.23512044548988342,0.21386654675006866,0.0018907201010733843
-45.66355895996094,83.9630355834961,-38.392860412597656,-0.07776559889316559,0.11541848629713058,-0.24270497262477875,0.16655093431472778,0.005672160070389509
-63.40949249267578,80.49357604980469,-16.890365600585938,0.45104050636291504,0.17218166589736938,-0.246497243642807,0.10220171511173248,0.0037814402021467686
-75.72151184082031,70.9889144897461,4.601741790771484,-0.07776559889316559,0.2232685387134552,-0.2275359183549881,0.03406723588705063,0.0037814402021467686
-82.58922576904297,56.7890510559082,25.2420597076416,-0.7621029019355774,0.2516501247882843,-0.19340552389621735,-0.03406723588705063,0.005672160070389509
-84.11653900146484,38.205623626708984,45.91353988647461,0.2644030451774597,0.27057120203971863,-0.14600220322608948,-0.09841646254062653,0.0037814402021467686
-80.05409240722656,17.004514694213867,62.71041488647461,-0.38882800936698914,0.25921857357025146,-0.08342983573675156,-0.14951731264591217,0.005672160070389509
-70.71358489990234,-4.383570671081543,75.77811431884766,0.6532310843467712,0.23272907733917236,-0.0246497243642807,-0.2100812941789627,0.03781440109014511
-56.92620086669922,-25.418476104736328,82.5716552734375,0.591018557548523,0.20623958110809326,0.05119558051228523,-0.23468540608882904,0.018907200545072556
-37.902313232421875,-46.08981704711914,83.58965301513672,-0.7154435515403748,0.15515272319316864,0.11376795917749405,-0.24982640147209167,0.01701648160815239
-16.956298828125,-62.907352447509766,80.44218444824219,1.0109528303146362,0.09460531175136566,0.16306740045547485,-0.2460411638021469,0.01701648160815239
4.852077960968018,-75.87108612060547,71.05171966552734,0.18663744628429413,0.026489488780498505,0.21615912020206451,-0.23468540608882904,0.013235040940344334
25.61107635498047,-82.84117126464844,56.71672439575195,-0.6532310843467712,-0.03973423317074776,0.25408175587654114,-0.19683292508125305,0.009453600272536278
45.559661865234375,-84.01497650146484,38.548675537109375,0.40438112616539,-0.09460531175136566,0.2654585540294647,-0.14951731264591217,0.007562880404293537
63.02506637573242,-80.52473449707031,17.077342987060547,-0.4976998567581177,-0.15136849880218506,0.2654585540294647,-0.08895333856344223,0.009453600272536278
75.55526733398438,-71.186279296875,-4.414763450622559,0.15553119778633118,-0.20623958110809326,0.246497243642807,-0.017033617943525314,0.011344320140779018
82.506103515625,-56.965641021728516,-25.117406845092773,0.8865278959274292,-0.23462118208408356,0.2085745930671692,0.04920823127031326,0.009453600272536278
83.93991088867188,-38.267948150634766,-45.809661865234375,-0.12442496418952942,-0.2478659301996231,0.16496354341506958,0.11166483163833618,0.011344320140779018
79.84629821777344,-17.098003387451172,-62.59614944458008,0.4354873597621918,-0.24029749631881714,0.1042872965335846,0.16276569664478302,0.009453600272536278
70.96293640136719,4.508221626281738,-75.6534652709961,-0.09331872314214706,-0.221376433968544,0.032234255224466324,0.21575917303562164,0.007562880404293537
56.80152130126953,25.262662887573242,-82.675537109375,-0.6998904347419739,-0.18921062350273132,-0.036026518791913986,0.24982640147209167,0.007562880404293537
37.80880355834961,45.94438934326172,-83.92205810546875,0.031106241047382355,-0.13433954119682312,-0.09480662643909454,0.2668600380420685,0.007562880404293537
17.34072494506836,62.91773986816406,-80.5979995727539,-0.2955092787742615,-0.07757636159658432,-0.14979447424411774,0.25928953289985657,0.007562880404293537
-4.665060043334961,75.79837799072266,-71.14521026611328,0.18663744628429413,-0.009460531175136566,-0.20099005103111267,0.24414853751659393,0.0018907201010733843
-25.465618133544922,82.64380645751953,-56.75827407836914,0.8554216027259827,0.056763190776109695,-0.23701657354831696,0.21575917303562164,0.0018907201010733843
-45.580440521240234,83.90071105957031,-38.434410095214844,-0.04665936157107353,0.11920269578695297,-0.24460110068321228,0.1646583080291748,0.0037814402021467686
-63.160133361816406,80.5870590209961,-17.18122100830078,0.4976998567581177,0.17407378554344177,-0.24460110068321228,0.10409433394670486,0.0037814402021467686
-75.61760711669922,71.1655044555664,4.331662178039551,-0.09331872314214706,0.221376433968544,-0.22943204641342163,0.03595986217260361,0.0037814402021467686
-82.5788345336914,56.89292907714844,25.148569107055664,-0.7154435515403748,0.2516501247882843,-0.19340552389621735,-0.03217461332678795,0.0037814402021467686
-83.99185943603516,38.30949783325195,45.705787658691406,0.23329681158065796,0.27057120203971863,-0.1478983461856842,-0.09841646254062653,0.007562880404293537
-80.13721466064453,17.316143035888672,62.48188781738281,-0.40438112616539,0.25921857357025146,-0.08342983573675156,-0.14951731264591217,0.005672160070389509
-71.05644989013672,-4.373182773590088,75.51842498779297,0.23329681158065796,0.24218960106372833,-0.013272928074002266,-0.19494029879570007,0.009453600272536278
-56.90542221069336,-25.169174194335938,82.66514587402344,1.0576121807098389,0.21380801498889923,0.05119558051228523,-0.23657803237438202,0.009453600272536278
-37.91270446777344,-45.736637115478516,83.62081146240234,-0.015553120523691177,0.15893693268299103,0.11376795917749405,-0.2479337900876999,0.007562880404293537
-17.423843383789062,-62.813865661621094,80.51490020751953,0.4976998567581177,0.09649742394685745,0.16496354341506958,-0.2479337900876999,0.007562880404293537
4.675449848175049,-75.86070251464844,71.19715118408203,0.15553119778633118,0.028381595388054848,0.21615912020206451,-0.23279279470443726,0.009453600272536278
25.361719131469727,-82.7269058227539,56.7686653137207,-0.80876225233078,-0.03973423317074776,0.25408175587654114,-0.19683292508125305,0.011344320140779018
45.36225509643555,-84.03575134277344,38.6733283996582,0.18663744628429413,-0.09838952869176865,0.26735469698905945,-0.14951731264591217,0.009453600272536278
62.91077423095703,-80.63899993896484,17.472074508666992,-0.2177436798810959,-0.15136849880218506,0.2635624408721924,-0.09084596484899521,0.015125760808587074
75.47215270996094,-71.2797622680664,-4.207009792327881,0.15553119778633118,-0.20245537161827087,0.24460110068321228,-0.022711491212248802,0.009453600272536278
82.43338012695312,-57.07990646362305,-24.98236656188965,0.7932091355323792,-0.23462118208408356,0.21236684918403625,0.04920823127031326,0.011344320140779018
83.90874481201172,-38.47570037841797,-45.57074737548828,-0.09331872314214706,-0.2497580349445343,0.1592751443386078,0.10787958651781082,0.013235040940344334
80.03330993652344,-17.378467559814453,-62.49227523803711,0.4199342429637909,-0.24029749631881714,0.10807956010103226,0.16844356060028076,0.009453600272536278
71.0356674194336,4.352407932281494,-75.5495834350586,0.0,-0.2232685387134552,0.032234255224466324,0.21197392046451569,0.009453600272536278
56.87425231933594,25.11723518371582,-82.62359619140625,-0.80876225233078,-0.1911027431488037,-0.034130387008190155,0.2460411638021469,0.005672160070389509
38.078941345214844,45.69508743286133,-83.8701171875,0.07776559889316559,-0.1400158703327179,-0.09670276194810867,0.26118215918540955,0.0037814402021467686
17.56930160522461,62.845027923583984,-80.75381469726562,-0.2955092787742615,-0.08136057108640671,-0.14979447424411774,0.26118215918540955,0.0018907201010733843
-4.509211540222168,75.64256286621094,-71.23870086669922,0.06221248209476471,-0.01135263778269291,-0.19530165195465088,0.2479337900876999,0.005672160070389509
-25.23703956604004,82.53993225097656,-56.85176467895508,0.8709747195243835,0.056763190776109695,-0.23701657354831696,0.21575917303562164,0.0037814402021467686
