1-220kVⅠ母电压Ua_1,2-220kVⅠ母电压Ub_2,3-220kVⅠ母电压Uc_3,4-220kVⅠ母电压3Uo_4,5-220kV厂狮线271电流Ia_5,6-220kV厂狮线271电流Ib_6,7-220kV厂狮线271电流Ic_7,8-220kV厂狮线271电流3Io_8
57.129886627197266,-82.86481475830078,25.946544647216797,0.44348499178886414,0.2820053994655609,-0.6345655918121338,0.4221014678478241,0.03523796796798706
61.09944534301758,-81.82029724121094,20.972665786743164,0.41180750727653503,0.2820053994655609,-0.6345655918121338,0.3869263529777527,0.0
64.52914428710938,-80.14274597167969,15.777019500732422,0.22174249589443207,0.2820053994655609,-0.6345655918121338,0.3517512083053589,0.0
67.67303466796875,-78.18032836914062,10.518013000488281,0.031677499413490295,0.35250675678253174,-0.6345655918121338,0.3165760934352875,0.03523796796798706
70.7216567993164,-76.15460205078125,5.44909143447876,-0.06335499882698059,0.38775742053985596,-0.6345655918121338,0.28140097856521606,0.0
73.5797348022461,-73.87566375732422,0.28512686491012573,-0.06335499882698059,0.38775742053985596,-0.6698192358016968,0.28140097856521606,0.0
76.15200805664062,-71.18524169921875,-4.878837585449219,0.12670999765396118,0.4582587778568268,-0.6345655918121338,0.21105073392391205,0.0
78.62901306152344,-68.39987182617188,-9.979440689086914,0.31677499413490295,0.4582587778568268,-0.6345655918121338,0.14070048928260803,0.0
80.85196685791016,-65.4878921508789,-15.016681671142578,0.5701950192451477,0.4935094714164734,-0.6345655918121338,0.14070048928260803,0.03523796796798706
82.59857177734375,-61.974525451660156,-20.053922653198242,0.9503250122070312,0.5287601351737976,-0.5640583038330078,0.10552536696195602,0.0
83.8053207397461,-58.176292419433594,-24.901079177856445,1.1720675230026245,0.5287601351737976,-0.5640583038330078,0.07035024464130402,0.03523796796798706
84.50395965576172,-53.90327835083008,-29.81159782409668,1.2670999765396118,0.599261462688446,-0.5640583038330078,0.03517512232065201,0.0
84.82152557373047,-49.218788146972656,-34.78547668457031,1.298777461051941,0.5640107989311218,-0.5288046598434448,-0.03517512232065201,0.0
84.69450378417969,-44.28108215332031,-39.72767639160156,1.0770349502563477,0.5640107989311218,-0.4935510456562042,-0.03517512232065201,0.03523796796798706
84.21815490722656,-39.1218147277832,-44.54315185546875,0.7919374704360962,0.599261462688446,-0.45829740166664124,-0.10552536696195602,0.0
83.61478424072266,-33.962547302246094,-49.32694625854492,0.4751625061035156,0.599261462688446,-0.42304375767707825,-0.14070048928260803,0.0
82.85262298583984,-28.961538314819336,-53.76225662231445,0.22174249589443207,0.634512186050415,-0.38779011368751526,-0.17587560415267944,0.03523796796798706
82.0269546508789,-24.023832321166992,-57.8173942565918,0.15838749706745148,0.599261462688446,-0.38779011368751526,-0.21105073392391205,-0.03523796796798706
80.88372802734375,-19.149431228637695,-61.555721282958984,0.22174249589443207,0.599261462688446,-0.3172827959060669,-0.28140097856521606,0.03523796796798706
79.51819610595703,-14.338335037231445,-64.97724151611328,0.25341999530792236,0.599261462688446,-0.35253646969795227,-0.3165760934352875,0.03523796796798706
77.99388885498047,-9.400629997253418,-68.33540344238281,0.31677499413490295,0.599261462688446,-0.2820291519165039,-0.3165760934352875,0.0
76.02498626708984,-4.273013591766357,-71.37676239013672,0.4751625061035156,0.599261462688446,-0.21152187883853912,-0.3517512083053589,0.0
