110kV II母电压_5,110kV II母电压_6,110kV II母电压_7,110kV II母电压_8,110kV 禄腰德线_13,110kV 禄腰德线_14,110kV 禄腰德线_15,110kV 禄腰德线_16
-64.76023864746094,82.0055923461914,-17.672927856445312,-0.5160539746284485,-0.00343999988399446,-0.003447999944910407,0.03463999927043915,0.00171999994199723
-67.90491485595703,79.92681884765625,-12.299976348876953,-0.3283979892730713,-0.000859999970998615,-0.003447999944910407,0.03897000104188919,0.005160000175237656
-71.0124740600586,77.82152557373047,-6.858071804046631,-0.015637999400496483,-0.002580000087618828,-0.004310000222176313,0.03723800182342529,0.005160000175237656
-73.77003479003906,75.387451171875,-1.5275520086288452,0.2502079904079437,0.000859999970998615,-0.006895999889820814,0.027712000533938408,0.00343999988399446
-76.2253189086914,72.67230987548828,3.834791898727417,0.4925970137119293,0.00171999994199723,-0.006895999889820814,0.0337739996612072,0.002580000087618828
-78.58515930175781,69.6336898803711,9.308520317077637,0.5004159808158875,0.000859999970998615,-0.011206000111997128,0.03723800182342529,0.00343999988399446
-80.71166229248047,66.1072006225586,14.729207992553711,0.35185500979423523,0.0,-0.012067999690771103,0.0355059988796711,0.00430000014603138
-82.70028686523438,62.61782455444336,20.038511276245117,0.08600900322198868,0.00430000014603138,-0.013791999779641628,0.029443999752402306,0.009460000321269035
-84.17452239990234,58.91632843017578,25.050792694091797,-0.2502079904079437,0.009460000321269035,-0.012067999690771103,0.0337739996612072,0.00687999976798892
-85.18209075927734,54.748172760009766,29.967599868774414,-0.508234977722168,0.011180000379681587,-0.013791999779641628,0.029443999752402306,0.002580000087618828
-85.8237533569336,50.320167541503906,34.963966369628906,-0.6724339723587036,0.00687999976798892,-0.016378000378608704,0.03463999927043915,0.00171999994199723
-86.01996612548828,45.56867980957031,39.90199279785156,-0.7584429979324341,0.012900000438094139,-0.012930000200867653,0.030309999361634254,0.006020000204443932
-85.93511199951172,40.81719207763672,44.728633880615234,-0.4847779870033264,0.012900000438094139,-0.012930000200867653,0.028578000143170357,0.00171999994199723
-85.68057250976562,35.99676513671875,49.39615249633789,-0.21893200278282166,0.016340000554919243,-0.020687999203801155,0.028578000143170357,0.00687999976798892
-84.8479995727539,30.964216232299805,53.809078216552734,0.07818999886512756,0.01375999953597784,-0.018101999536156654,0.025113999843597412,0.00171999994199723
-83.9146728515625,25.873336791992188,58.10531997680664,0.1876560002565384,0.020640000700950623,-0.021549999713897705,0.030309999361634254,0.00343999988399446
-82.7533187866211,20.66048812866211,62.12575149536133,0.2423889935016632,0.026660000905394554,-0.017240000888705254,0.028578000143170357,0.009460000321269035
-81.0987777709961,15.426426887512207,65.61578369140625,0.07037100195884705,0.026660000905394554,-0.012930000200867653,0.023382000625133514,0.00430000014603138
-79.0359115600586,10.356759071350098,68.64437103271484,0.07037100195884705,0.024080000817775726,-0.019826000556349754,0.02597999945282936,0.000859999970998615
-76.72911071777344,5.048456192016602,71.44487762451172,-0.2345699965953827,0.026660000905394554,-0.020687999203801155,0.022515999153256416,0.00860000029206276
-74.30033111572266,-0.27575600147247314,74.19235229492188,-0.39876899123191833,0.0215000007301569,-0.024135999381542206,0.024248000234365463,0.007739999797195196
-71.61170959472656,-5.462090015411377,76.77009582519531,-0.3909499943256378,0.024080000817775726,-0.012067999690771103,0.02597999945282936,0.00860000029206276
-68.30794525146484,-10.71205997467041,78.89169311523438,-0.12510399520397186,0.03009999915957451,-0.013791999779641628,0.015588000416755676,0.00343999988399446
-64.7496337890625,-15.988545417785645,80.72157287597656,0.06255199760198593,0.03956000134348869,-0.016378000378608704,0.016454000025987625,0.00343999988399446
-60.77238082885742,-21.371089935302734,82.29155731201172,0.3909499943256378,0.030959999188780785,-0.018964000046253204,0.016454000025987625,0.00860000029206276
-56.476951599121094,-26.75893783569336,83.64408111572266,0.7740809917449951,0.029239999130368233,-0.022412000223994255,0.022515999153256416,0.002580000087618828
-52.250457763671875,-31.97709083557129,84.70487976074219,0.8600900173187256,0.03353999927639961,-0.012067999690771103,0.012124000117182732,0.005160000175237656
-47.854270935058594,-37.27478790283203,85.55882263183594,0.7584429979324341,0.03784000128507614,-0.014654000289738178,0.00952600035816431,0.000859999970998615
-43.29899597167969,-42.413394927978516,86.02027130126953,0.523872971534729,0.03353999927639961,-0.015515999868512154,0.012124000117182732,0.006020000204443932
-38.83386993408203,-47.15958023071289,86.136962890625,0.2502079904079437,0.028379999101161957,-0.011206000111997128,0.013856000266969204,0.00343999988399446
-34.19904708862305,-51.57697677612305,85.87175750732422,0.0469140000641346,0.036979999393224716,-0.012067999690771103,0.008659999817609787,0.005160000175237656
-29.399831771850586,-55.59665298461914,85.00190734863281,-0.06255199760198593,0.03784000128507614,-0.013791999779641628,0.0017320000333711505,0.00687999976798892
-24.26652717590332,-59.319358825683594,83.52208709716797,-0.06255199760198593,0.041280001401901245,-0.012067999690771103,0.002597999991849065,0.00687999976798892
-18.788528442382812,-63.073883056640625,81.88845825195312,0.0,0.04213999956846237,-0.012067999690771103,0.006062000058591366,0.0
-13.326438903808594,-66.68522644042969,80.12752532958984,0.007818999700248241,0.04041999951004982,-0.012930000200867653,0.00952600035816431,0.007739999797195196
-7.901470184326172,-70.12156677246094,78.1756591796875,0.0938280001282692,0.03612000122666359,-0.012930000200867653,0.002597999991849065,0.00343999988399446
-2.5295310020446777,-73.17609405517578,75.87371826171875,0.2423889935016632,0.043859999626874924,-0.0060339998453855515,0.0008660000166855752,0.009460000321269035
