220kV玉元Ⅰ回电压_A相_13,220kV玉元Ⅰ回电压_B相_14,220kV玉元Ⅰ回电压_C相_15,220kV玉元Ⅰ回电压_3U0_16,220kV玉元Ⅰ回线_A相_41,220kV玉元Ⅰ回线_B相_42,220kV玉元Ⅰ回线_C相_43,220kV玉元Ⅰ回线_3I0_44
81.5140609741211,-18.903301239013672,-61.6434326171875,1.0145081281661987,0.015219167806208134,0.0913986936211586,-0.0815732330083847,0.007592456415295601
73.486083984375,2.816269636154175,-75.3742904663086,-0.5930970311164856,-0.005707188043743372,0.10282353311777115,-0.07208797335624695,0.009490570053458214
59.35932922363281,23.122509002685547,-83.12255859375,-1.8729380369186401,-0.026633543893694878,0.0990152508020401,-0.04552924633026123,0.0018981141038239002
40.55477523803711,43.70933532714844,-85.68800354003906,-2.7001523971557617,-0.053267087787389755,0.10282353311777115,-0.036043986678123474,0.0018981141038239002
19.229808807373047,62.415184020996094,-81.2010726928711,-1.7012521028518677,-0.06277906894683838,0.0913986936211586,-0.007588208187371492,0.0018981141038239002
-2.3440866470336914,76.53810119628906,-73.08927154541016,0.3589797914028168,-0.07990062981843948,0.0761655792593956,0.03224988281726837,-0.0037962282076478004
-23.21268081665039,83.63593292236328,-59.3272590637207,1.950977087020874,-0.0932174026966095,0.06283660233020782,0.037941038608551025,0.009490570053458214
-43.42783737182617,85.85984802246094,-40.621307373046875,2.153878688812256,-0.09131500869989395,0.0456993468105793,0.06829386949539185,0.009490570053458214
-61.817508697509766,82.11868286132812,-18.99677085876465,1.1393706798553467,-0.08560781925916672,0.017137255519628525,0.0815732330083847,0.013286798261106014
-76.3384017944336,73.42046356201172,2.0357394218444824,-0.8428221344947815,-0.06848625838756561,-0.00952069740742445,0.09105849266052246,0.0
-83.5781021118164,59.27676010131836,22.943613052368164,-2.247525691986084,-0.041852712631225586,-0.039986930787563324,0.10054375231266022,0.009490570053458214
-85.25837707519531,40.560516357421875,43.84109878540039,-2.481642961502075,-0.03234073147177696,-0.059028323739767075,0.10054375231266022,0.0018981141038239002
-81.56591796875,19.007221221923828,61.54995346069336,-0.9832924604415894,-0.013316771946847439,-0.07426144182682037,0.09674964845180511,0.007592456415295601
-73.51719665527344,-2.5045053958892822,75.3327407836914,0.5774892568588257,0.019023960456252098,-0.09330283850431442,0.08347028493881226,0.0
-59.151885986328125,-23.205646514892578,83.11217498779297,1.810506820678711,0.03614552319049835,-0.08568627387285233,0.06449976563453674,0.013286798261106014
