曲营II回TV_A相_1,曲营II回TV_B相_2,曲营II回TV_C相_3,曲营II回TV_3U0_4,曲营II回线_A相_17,曲营II回线_B相_18,曲营II回线_C相_19,曲营II回线_3I0_20
-2.029059886932373,-71.22394561767578,73.40945434570312,0.7627404928207397,0.03404959291219711,-0.053135551512241364,0.043580539524555206,0.009421665221452713
18.03144073486328,-80.81258392333984,61.47625732421875,-1.8990681171417236,0.06053260713815689,-0.058828648179769516,0.034106507897377014,0.01507466472685337
39.11692810058594,-84.10575866699219,42.90541076660156,-3.253321647644043,0.09079891443252563,-0.0607263445854187,0.015158448368310928,0.026380663737654686
57.807289123535156,-80.23082733154297,22.690763473510742,0.5448146462440491,0.11160699278116226,-0.05503325164318085,-0.003789612092077732,0.039570994675159454
71.49821472167969,-73.47826385498047,2.673785448074341,1.1674598455429077,0.13809001445770264,-0.045544758439064026,-0.020842865109443665,0.04899265989661217
80.34658813476562,-62.248233795166016,-18.768516540527344,-1.120761513710022,0.14754822850227356,-0.028465474024415016,-0.03600131347775459,0.05652999132871628
83.53660583496094,-44.08903503417969,-39.08720397949219,0.8250049948692322,0.16457302868366241,-0.011386189609766006,-0.0530545674264431,0.06783599406480789
79.88639068603516,-21.732860565185547,-56.78412628173828,2.817469835281372,0.1664646714925766,0.005693094804883003,-0.06631820648908615,0.07914198935031891
73.34947204589844,-2.462087869644165,-71.05818939208984,0.2646242380142212,0.14754822850227356,0.01707928441464901,-0.07200262695550919,0.0716046541929245
62.15826416015625,17.930648803710938,-80.70254516601562,-0.23349198698997498,0.1191735714673996,0.03795396536588669,-0.07579223811626434,0.05087699368596077
44.33600616455078,39.69467544555664,-82.89775085449219,2.661808490753174,0.07944905012845993,0.05503325164318085,-0.07579223811626434,0.026380663737654686
22.235986709594727,58.030479431152344,-79.72457885742188,1.5254809856414795,0.04161616787314415,0.06831713765859604,-0.07200262695550919,0.0037686661817133427
1.830337643623352,71.02656555175781,-73.5343017578125,-0.560380756855011,0.011349864304065704,0.07401023060083389,-0.058738984167575836,-0.009421665221452713
-18.209243774414062,80.68791961669922,-61.64271926879883,2.1481261253356934,-0.024591371417045593,0.07780563086271286,-0.045475345104932785,-0.02072766423225403
-39.315650939941406,83.82526397705078,-42.91581726074219,3.5179457664489746,-0.049182742834091187,0.07401023060083389,-0.030316896736621857,-0.032033663243055344
-57.97463607788086,79.79450225830078,-22.49308967590332,-0.326888769865036,-0.06999082863330841,0.06831713765859604,-0.013263641856610775,-0.039570994675159454
-71.5818862915039,73.09388732910156,-2.5281317234039307,-0.9806663393974304,-0.094582200050354,0.0607263445854187,0.003789612092077732,-0.054645661264657974
-80.53485107421875,61.99890899658203,18.903766632080078,1.3698196411132812,-0.10593206435441971,0.045544758439064026,0.020842865109443665,-0.06029865890741348
-83.68303680419922,43.766990661621094,39.17043685913086,-0.8094388842582703,-0.11539028584957123,0.03036317229270935,0.03789611905813217,-0.0697203278541565
-79.94915008544922,21.35887336730957,56.74251174926758,-2.9264328479766846,-0.10782370716333389,0.013283887878060341,0.045475345104932785,-0.0697203278541565
-73.40176391601562,2.1608197689056396,70.97496032714844,-0.17122745513916016,-0.09269055724143982,-0.003795396536588669,0.058738984167575836,-0.062182992696762085
