1-220kV墨石线电压Ua_1,2-220kV墨石线电压Ub_2,3-220kV墨石线电压Uc_3,4-220kV墨石线电压3Uo_4,9-220kV墨石线Ia_9,10-220kV墨石线Ib_10,11-220kV墨石线Ic_11,12-220kV墨石线3Io_12
-63.27177810668945,78.3399658203125,-15.34200668334961,-0.4129682183265686,0.09341135621070862,-0.13662363588809967,0.03592682257294655,-0.007182727102190256
-66.26651763916016,76.37034606933594,-9.973892211914062,0.34943464398384094,0.1005968451499939,-0.12943291664123535,0.02874145843088627,0.0
-69.1975326538086,73.82890319824219,-4.8916544914245605,-0.34943464398384094,0.10778233408927917,-0.12943291664123535,0.02155609428882599,0.0
-71.74624633789062,71.09685516357422,0.4446958601474762,-0.4129682183265686,0.12215331196784973,-0.12943291664123535,0.02155609428882599,0.0
-74.23123931884766,68.30126953125,5.876338005065918,-0.03176678717136383,0.12215331196784973,-0.12943291664123535,0.0,-0.007182727102190256
-76.49322509765625,65.06092834472656,11.08563232421875,-0.6353357434272766,0.12215331196784973,-0.11505148559808731,-0.007185364607721567,0.0
-78.46847534179688,61.629981994628906,16.326690673828125,-0.7624028921127319,0.129338800907135,-0.11505148559808731,-0.014370729215443134,0.0
-79.9658432006836,58.0084228515625,21.504220962524414,-0.7306360602378845,0.129338800907135,-0.10067004710435867,-0.02155609428882599,0.007182727102190256
-81.24019622802734,54.259796142578125,26.586458206176758,-0.6035689115524292,0.14370977878570557,-0.10786076635122299,-0.02155609428882599,0.0
-82.13224792480469,50.225257873535156,31.57340431213379,-0.47650179266929626,0.14370977878570557,-0.10067004710435867,-0.03592682257294655,0.0
-82.80128479003906,46.03187561035156,36.33800506591797,-0.7624028921127319,0.129338800907135,-0.09347932785749435,-0.05029755458235741,-0.007182727102190256
-83.05615997314453,41.743194580078125,41.10260009765625,-0.4129682183265686,0.14370977878570557,-0.07909789681434631,-0.05029755458235741,-0.007182727102190256
-82.99243927001953,37.26390075683594,45.45426940917969,-0.4129682183265686,0.14370977878570557,-0.071907177567482,-0.06466828286647797,0.0
-82.7057113647461,32.78460693359375,49.583587646484375,-0.5400353670120239,0.15089526772499084,-0.071907177567482,-0.0718536451458931,0.0
-56.199100494384766,33.134056091308594,57.588111877441406,69.66455841064453,-0.2011936902999878,-0.06471645832061768,-0.0718536451458931,-0.3447708785533905
-42.372337341308594,23.31773567199707,61.209205627441406,71.34820556640625,-2.5867760181427,-0.08628861606121063,-0.10778047144412994,-2.7797152996063232
-28.00397491455078,15.820479393005371,60.12923049926758,83.35604858398438,-4.167583465576172,-0.06471645832061768,-0.10778047144412994,-4.359915256500244
-15.132978439331055,10.038698196411133,58.89043426513672,93.48965454101562,-5.417858600616455,0.0,-0.05748291686177254,-5.4804205894470215
-7.359406471252441,3.1768031120300293,62.479766845703125,99.39827728271484,-6.610650062561035,0.13662363588809967,0.05029755458235741,-6.4285407066345215
-3.345184564590454,2.0013859272003174,70.6113510131836,119.95138549804688,-8.047747611999512,0.1797679364681244,0.05748291686177254,-7.814806938171387
-4.046080589294434,-1.7154736518859863,73.47010803222656,119.37958526611328,-9.154313087463379,0.071907177567482,-0.04311218857765198,-9.122063636779785
-6.339921474456787,-6.480678558349609,74.3594970703125,108.92830657958984,-10.418959617614746,0.014381435699760914,-0.07903901487588882,-10.479598999023438
-11.373627662658691,-16.964128494262695,71.75485229492188,77.09799194335938,-11.259661674499512,0.12943291664123535,0.007185364607721567,-11.140409469604492
-21.664052963256836,-17.726560592651367,80.23583984375,72.90477752685547,-12.409339904785156,0.2660565674304962,0.08622437715530396,-12.074164390563965
-27.653526306152344,-20.4586124420166,84.93690490722656,65.75724792480469,-13.4512357711792,0.28043797612190247,0.09340973943471909,-13.079745292663574
-28.73672866821289,-24.111934661865234,84.93690490722656,58.4826545715332,-14.291937828063965,0.16538651287555695,-0.03592682257294655,-14.149971961975098
-21.823347091674805,-37.96279525756836,76.7735595703125,31.57618522644043,-14.852405548095703,0.13662363588809967,-0.05748291686177254,-14.782052040100098
-17.235666275024414,-50.4476318359375,70.7066421508789,7.115760326385498,-15.082341194152832,0.1797679364681244,0.0,-14.904158592224121
-12.233818054199219,-51.527748107910156,73.59716033935547,18.392969131469727,-15.585326194763184,0.2948194146156311,0.11496583372354507,-15.19146728515625
-7.486841678619385,-53.30675506591797,76.48768615722656,29.066608428955078,-16.066753387451172,0.30920085310935974,0.10059510916471481,-15.679892539978027
-1.5929450988769531,-54.19626235961914,78.52058410644531,41.58272171020508,-16.648778915405273,0.2948194146156311,0.02874145843088627,-16.333520889282227
