500kV龙厂乙线电压_5,500kV龙厂乙线电压_6,500kV龙厂乙线电压_7,500kV龙厂乙线电压_8,500kV龙厂乙线电流_25,500kV龙厂乙线电流_26,500kV龙厂乙线电流_27,500kV龙厂乙线电流_28
-68.26873779296875,-13.179061889648438,81.67284393310547,0.2590779960155487,0.1659799963235855,0.02579299919307232,-0.13486500084400177,0.0231929998844862
-64.5940170288086,-18.41619873046875,83.35286712646484,0.4553529918193817,0.1590999960899353,0.03611300140619278,-0.14860899746418,0.019757000729441643
-60.767982482910156,-23.58867835998535,84.70877075195312,0.5260120034217834,0.1522199958562851,0.056752998381853104,-0.1554809957742691,0.0231929998844862
-56.28806686401367,-28.847366333007812,85.67572784423828,0.7379890084266663,0.13845999538898468,0.053312998265028,-0.14860899746418,0.019757000729441643
-51.9810791015625,-34.03062057495117,86.5130386352539,0.6280750036239624,0.13157999515533447,0.07739300280809402,-0.1554809957742691,0.026629000902175903
-47.39848709106445,-38.84749221801758,86.74532318115234,0.6123729944229126,0.13157999515533447,0.08083300292491913,-0.1554809957742691,0.0231929998844862
-42.53488540649414,-43.81523132324219,86.7129135131836,0.33758801221847534,0.11782000213861465,0.09115300327539444,-0.15204499661922455,0.0231929998844862
-37.622650146484375,-48.45429611206055,86.3671875,0.15701499581336975,0.10750000178813934,0.11179299652576447,-0.16922500729560852,0.0231929998844862
-32.40238571166992,-52.98021697998047,85.70813751220703,0.22767400741577148,0.10750000178813934,0.10491299629211426,-0.15204499661922455,0.026629000902175903
-27.22535514831543,-57.25290298461914,84.7249755859375,0.054951999336481094,0.08342000097036362,0.12555299699306488,-0.16578899323940277,0.0231929998844862
-21.91862678527832,-61.55791473388672,83.79582977294922,0.0628030002117157,0.08342000097036362,0.12899300456047058,-0.16578899323940277,0.0231929998844862
-16.54705047607422,-65.71745300292969,82.62359619140625,0.14131300151348114,0.0662200003862381,0.1393129974603653,-0.14860899746418,0.0231929998844862
-11.337594985961914,-69.1980972290039,80.862548828125,0.0628030002117157,0.05245999991893768,0.1530729979276657,-0.16235299408435822,0.0231929998844862
-5.917383193969727,-72.4739990234375,78.80438232421875,0.2355249971151352,0.05245999991893768,0.1461929976940155,-0.14860899746418,0.0231929998844862
-0.3620710074901581,-75.78223419189453,76.45991516113281,0.07065399736166,0.035259999334812164,0.15995299816131592,-0.14860899746418,0.0231929998844862
5.101373195648193,-78.24993896484375,73.46720886230469,0.08635599911212921,0.024940000846982002,0.16683299839496613,-0.14860899746418,0.019757000729441643
10.462141036987305,-80.7661361694336,70.52851867675781,-0.04711100086569786,0.014619999565184116,0.16683299839496613,-0.1245570033788681,0.0231929998844862
15.558113098144531,-82.73814392089844,67.24410247802734,-0.3140450119972229,0.000859999970998615,0.18059299886226654,-0.13486500084400177,0.0231929998844862
20.57302474975586,-84.23600769042969,63.619361877441406,-0.455363005399704,-0.002580000087618828,0.17371299862861633,-0.1176849976181984,0.0231929998844862
25.744653701782227,-85.45369720458984,59.551658630371094,-0.7065950036048889,-0.012900000438094139,0.18403300642967224,-0.11081299930810928,0.0231929998844862
30.856836318969727,-86.18107604980469,55.105812072753906,-0.7772539854049683,-0.026660000905394554,0.19435299932956696,-0.10394100099802017,0.0231929998844862
35.95280838012695,-86.99465942382812,50.870643615722656,-0.7144460082054138,-0.03353999927639961,0.18747299909591675,-0.0867609977722168,0.026629000902175903
40.92448806762695,-87.18324279785156,46.030452728271484,-0.7222970128059387,-0.05073999986052513,0.20123299956321716,-0.0936330035328865,0.0231929998844862
45.65298843383789,-86.83302307128906,41.18485641479492,-0.40040600299835205,-0.054179999977350235,0.19435299932956696,-0.06958100199699402,0.0231929998844862
50.41391372680664,-86.42892456054688,36.16639709472656,-0.21983300149440765,-0.06793999671936035,0.20123299956321716,-0.06614500284194946,0.0231929998844862
54.8505973815918,-85.70154571533203,31.050704956054688,-0.1413230001926422,-0.08513999730348587,0.20467300713062286,-0.0558370016515255,0.026629000902175903
59.0603141784668,-84.85023498535156,26.064659118652344,-0.03925999999046326,-0.08513999730348587,0.19435299932956696,-0.03865699842572212,0.026629000902175903
63.25381851196289,-83.58944702148438,20.581628799438477,-0.08636599779129028,-0.09545999765396118,0.20123299956321716,-0.03865699842572212,0.0231929998844862
66.9933853149414,-82.05386352539062,15.384904861450195,0.08635599911212921,-0.10577999800443649,0.18403300642967224,-0.02491299994289875,0.0231929998844862
70.53840637207031,-80.24349975585938,9.96669864654541,-0.1334719955921173,-0.1092199981212616,0.19091300666332245,-0.01460499968379736,0.026629000902175903
73.84025573730469,-78.01825714111328,4.424246788024902,-0.14917400479316711,-0.1160999983549118,0.18403300642967224,-0.01116899959743023,0.026629000902175903
76.81245422363281,-75.5936508178711,-0.858909010887146,0.04710099846124649,-0.1160999983549118,0.17371299862861633,0.009446999989449978,0.026629000902175903
79.2820816040039,-72.61947631835938,-6.385155200958252,-0.03925999999046326,-0.12985999882221222,0.18059299886226654,0.006010999903082848,0.0231929998844862
81.35721588134766,-69.42977905273438,-11.554868698120117,0.07065399736166,-0.13673999905586243,0.16339300572872162,0.030062999576330185,0.0231929998844862
83.08649444580078,-66.13771057128906,-16.659759521484375,0.11776000261306763,-0.13673999905586243,0.1565130054950714,0.036935001611709595,0.026629000902175903
84.5617904663086,-62.220638275146484,-21.81326675415039,0.33758801221847534,-0.14361999928951263,0.1530729979276657,0.04724299907684326,0.026629000902175903
85.6047592163086,-58.03416061401367,-26.907352447509766,0.5574160218238831,-0.14361999928951263,0.1393129974603653,0.06442300230264664,0.026629000902175903
86.36132049560547,-53.594451904296875,-32.10407638549805,0.6045219898223877,-0.15049999952316284,0.1393129974603653,0.06442300230264664,0.026629000902175903
