17-220kVⅡ段母线电压Ua_17,18-220kVⅡ段母线电压Ub_18,19-220kVⅡ段母线电压Uc_19,20-220kVⅡ段母线电压3Uo_20,5-220kV甘镇线路电流Ia_5,6-220kV甘镇线路电流Ib_6,7-220kV甘镇线路电流Ic_7,8-220kV甘镇线路电流3Io_8
47.9070930480957,35.90182113647461,-83.8774642944336,-0.18693813681602478,-0.4142296612262726,-0.3802381157875061,0.7607436180114746,-0.03454866260290146
43.325218200683594,40.85702133178711,-84.43851470947266,-0.4361889958381653,-0.3451913893222809,-0.41480520367622375,0.7607436180114746,0.0
38.80568313598633,45.65639877319336,-84.75021362304688,-0.4985016882419586,-0.3451913893222809,-0.4493723213672638,0.7607436180114746,0.0
33.880943298339844,50.4869384765625,-84.65670776367188,-0.5296580195426941,-0.2761531174182892,-0.48393940925598145,0.7607436180114746,-0.03454866260290146
28.76919174194336,55.19281768798828,-84.22032928466797,-0.5296580195426941,-0.24163396656513214,-0.5185065269470215,0.7607436180114746,-0.03454866260290146
23.782115936279297,59.58705139160156,-83.59693908691406,-0.4985016882419586,-0.2071148306131363,-0.5530735850334167,0.7607436180114746,0.0
18.732702255249023,63.544979095458984,-82.4748306274414,-0.37387627363204956,-0.1380765587091446,-0.5876407027244568,0.7261644005775452,0.0
13.465104103088379,67.06659698486328,-80.6669921875,-0.280407190322876,-0.10355741530656815,-0.5876407027244568,0.691585123538971,0.0
8.135167121887207,70.27657318115234,-78.48511505126953,-0.2492508441209793,-0.03451913967728615,-0.6567749381065369,0.691585123538971,0.0
2.961076021194458,73.0813980102539,-76.05388641357422,-0.12462542206048965,-0.03451913967728615,-0.6567749381065369,0.691585123538971,0.0
-2.1506762504577637,75.63690948486328,-73.40447235107422,0.09346906840801239,0.03451913967728615,-0.6913419961929321,0.6570058465003967,0.0
-7.44944429397583,77.91194152832031,-70.25634002685547,0.31156355142593384,0.10355741530656815,-0.7259091138839722,0.6224266290664673,0.0
-12.717042922973633,79.93765258789062,-66.8900146484375,0.46734532713890076,0.1380765587091446,-0.7259091138839722,0.5878473520278931,-0.03454866260290146
-17.704118728637695,81.68287658691406,-63.46135711669922,0.7165961861610413,0.17259569466114044,-0.7259091138839722,0.5532681345939636,0.0
-22.504179000854492,82.89830780029297,-59.78334426879883,0.9970033764839172,0.2071148306131363,-0.7259091138839722,0.5532681345939636,-0.03454866260290146
