阿太乙线_5,阿太乙线_6,阿太乙线_7,阿太乙线_8,阿太乙线_25,阿太乙线_26,阿太乙线_27,阿太乙线_28
-34.503143310546875,87.10103607177734,-52.06745529174805,0.21370799839496613,0.05702799931168556,-0.13329899311065674,0.08332499861717224,7.000000096013537e-06
-39.67888641357422,87.34791564941406,-47.54008483886719,0.24536800384521484,0.06394000351428986,-0.14017899334430695,0.07301700115203857,7.000000096013537e-06
-44.58850860595703,87.64310455322266,-42.95849609375,0.07123800367116928,0.06739600002765656,-0.14361900091171265,0.06614500284194946,7.000000096013537e-06
-49.28632354736328,87.47673034667969,-38.19797897338867,0.07123800367116928,0.07430800050497055,-0.13673900067806244,0.06614500284194946,7.000000096013537e-06
-53.59853744506836,86.98832702636719,-33.307334899902344,-0.02374199964106083,0.08467599749565125,-0.13673900067806244,0.05240099877119064,7.000000096013537e-06
-58.06282043457031,86.10813903808594,-28.19438934326172,0.03957799822092056,0.09504400193691254,-0.13329899311065674,0.04552900046110153,7.000000096013537e-06
-62.16322326660156,85.08840942382812,-22.929628372192383,0.05540800094604492,0.09849999845027924,-0.13329899311065674,0.03865699842572212,7.000000096013537e-06
-65.9703598022461,83.71446228027344,-17.57269287109375,0.07915300130844116,0.10195600241422653,-0.13329899311065674,0.028348999097943306,-0.0034290000330656767
-69.41361236572266,81.5837631225586,-12.085627555847168,0.015832999721169472,0.10886800289154053,-0.12985900044441223,0.01804099977016449,7.000000096013537e-06
-72.58531188964844,79.28131866455078,-6.609407901763916,-0.03165699914097786,0.11232399940490723,-0.12641899287700653,0.01460499968379736,7.000000096013537e-06
-75.52348327636719,76.70515441894531,-1.225361943244934,-0.15038199722766876,0.11578000336885452,-0.11953900009393692,0.0008609999786131084,-0.0034290000330656767
-78.108642578125,73.9035873413086,4.234591960906982,-0.22161699831485748,0.12269199639558792,-0.11609899997711182,-0.009446999989449978,7.000000096013537e-06
-80.40595245361328,70.2164535522461,9.62948226928711,-0.4115769863128662,0.12960399687290192,-0.11265899986028671,-0.012883000075817108,7.000000096013537e-06
-82.27964782714844,66.77620697021484,15.008106231689453,-0.6252819895744324,0.12960399687290192,-0.1023389995098114,-0.016318999230861664,-0.0034290000330656767
-84.03929138183594,62.971004486083984,20.440950393676758,-0.728177011013031,0.12960399687290192,-0.1023389995098114,-0.036935001611709595,7.000000096013537e-06
-85.40790557861328,59.19800567626953,25.705711364746094,-0.9339669942855835,0.12960399687290192,-0.08857899904251099,-0.036935001611709595,-0.0034290000330656767
-86.54841613769531,54.71656036376953,30.845767974853516,-1.0922670364379883,0.1365160048007965,-0.08513899892568588,-0.043806999921798706,7.000000096013537e-06
-87.14039611816406,50.7074089050293,36.05088806152344,-1.2505669593811035,0.1365160048007965,-0.07481899857521057,-0.05755100026726723,7.000000096013537e-06
-87.44995880126953,45.791236877441406,41.11503601074219,-0.9102219939231873,0.13305999338626862,-0.07137899845838547,-0.06442300230264664,-0.0034290000330656767
-87.54228973388672,41.320526123046875,45.9351921081543,-0.8706470131874084,0.12960399687290192,-0.06793899834156036,-0.07129500061273575,7.000000096013537e-06
-87.31961822509766,36.1467399597168,50.5764274597168,-0.5382170081138611,0.1365160048007965,-0.05417900159955025,-0.08160299807786942,7.000000096013537e-06
-86.75479125976562,31.53648567199707,54.96824645996094,-0.7994120121002197,0.1365160048007965,-0.04729900136590004,-0.09191100299358368,7.000000096013537e-06
-85.9347152709961,26.019210815429688,59.251625061035156,-0.39574700593948364,0.13305999338626862,-0.04041900113224983,-0.09534700214862823,7.000000096013537e-06
-84.55523681640625,21.011798858642578,63.2259521484375,-0.3720020055770874,0.12960399687290192,-0.033539000898599625,-0.09878300130367279,7.000000096013537e-06
-82.75214385986328,15.473054885864258,66.88580322265625,-0.16621200740337372,0.1365160048007965,-0.023219000548124313,-0.1056549996137619,7.000000096013537e-06
-80.56888580322266,10.401240348815918,70.2962417602539,-0.2849369943141937,0.12269199639558792,-0.016339000314474106,-0.11252699792385101,-0.0034290000330656767
-78.21183013916016,4.535109043121338,73.38677978515625,-0.02374199964106083,0.12269199639558792,-0.0060189999639987946,-0.11252699792385101,7.000000096013537e-06
-75.38227844238281,-0.5045040249824524,76.18995666503906,-0.23744699358940125,0.12269199639558792,0.0008609999786131084,-0.11939900368452072,7.000000096013537e-06
-72.30833435058594,-6.333065986633301,78.5810546875,-0.12663699686527252,0.11578000336885452,0.007741000037640333,-0.12627099454402924,0.0068789999932050705
-68.8107681274414,-11.62492847442627,80.66852569580078,-0.0554019995033741,0.11232399940490723,0.021500999107956886,-0.12627099454402924,-0.0034290000330656767
-65.3620834350586,-17.410554885864258,82.54995727539062,0.3086880147457123,0.10195600241422653,0.028380999341607094,-0.1297069936990738,7.000000096013537e-06
-61.43003845214844,-22.375028610229492,84.23078155517578,0.37200799584388733,0.09849999845027924,0.03526100143790245,-0.13314299285411835,-0.0034290000330656767
-57.525150299072266,-27.86547088623047,85.5212173461914,0.7281829714775085,0.09504400193691254,0.04558100178837776,-0.13314299285411835,-0.0034290000330656767
