17-220kVⅡ段母线电压Ua_17,18-220kVⅡ段母线电压Ub_18,19-220kVⅡ段母线电压Uc_19,20-220kVⅡ段母线电压3Uo_20,13-220kV砚普Ⅱ回线路电流Ia_13,14-220kV砚普Ⅱ回线路电流Ib_14,15-220kV砚普Ⅱ回线路电流Ic_15,16-220kV砚普Ⅱ回线路电流3Io_16
-74.28972625732422,0.8226235508918762,73.3725814819336,-0.1264820098876953,-0.03533310070633888,-0.1058696061372757,0.10572509467601776,0.03528841957449913
-71.62519836425781,-4.61934757232666,76.31254577636719,0.221343532204628,-0.03533310070633888,-0.1058696061372757,0.10572509467601776,0.03528841957449913
-68.51657104492188,-9.934762001037598,78.7467041015625,0.5059280395507812,0.0,-0.07057973742485046,0.10572509467601776,0.03528841957449913
-65.15418243408203,-15.123618125915527,80.70668029785156,0.727271556854248,0.0,-0.07057973742485046,0.10572509467601776,0.03528841957449913
-61.53803253173828,-20.280834197998047,82.35052490234375,1.0434765815734863,0.0,-0.14115947484970093,0.07048339396715164,0.03528841957449913
-57.60467529296875,-25.311494827270508,83.58341217041016,1.1383380889892578,0.0,-0.1058696061372757,0.07048339396715164,0.03528841957449913
-53.38582992553711,-30.342153549194336,84.43695068359375,1.1699585914611816,0.03533310070633888,-0.1058696061372757,0.07048339396715164,0.03528841957449913
-49.040103912353516,-35.11969757080078,84.87952423095703,1.1699585914611816,0.03533310070633888,-0.14115947484970093,0.07048339396715164,0.03528841957449913
-44.63093566894531,-39.89724349975586,85.10081481933594,1.0434765815734863,0.03533310070633888,-0.1058696061372757,0.03524169698357582,0.03528841957449913
-40.12660598754883,-44.48495101928711,85.06919860839844,0.7588920593261719,0.03533310070633888,-0.14115947484970093,0.07048339396715164,0.03528841957449913
-35.431949615478516,-48.8828239440918,84.59501647949219,0.5059280395507812,0.07066620141267776,-0.14115947484970093,0.10572509467601776,0.03528841957449913
-30.610414505004883,-53.05921936035156,83.8995361328125,0.37944602966308594,0.07066620141267776,-0.14115947484970093,0.03524169698357582,0.03528841957449913
-25.757156372070312,-57.01414108276367,82.91954803466797,0.3162050247192383,0.07066620141267776,-0.1058696061372757,0.07048339396715164,0.03528841957449913
-20.71357536315918,-60.96906280517578,81.8763427734375,0.3478255271911621,0.07066620141267776,-0.14115947484970093,0.03524169698357582,0.03528841957449913
-15.352787971496582,-64.82906341552734,80.42216491699219,0.442687064409256,0.07066620141267776,-0.1058696061372757,0.0,0.03528841957449913
-10.087162017822266,-68.2461166381836,78.5570297241211,0.41106653213500977,0.07066620141267776,-0.17644934356212616,0.03524169698357582,0.03528841957449913
-4.8849778175354,-71.44169616699219,76.5022201538086,0.3162050247192383,0.10599930584430695,-0.14115947484970093,0.0,-0.03528841957449913
0.6344127058982849,-74.57398986816406,74.06805419921875,0.28458452224731445,0.10599930584430695,-0.1058696061372757,0.03524169698357582,0.0
6.090362071990967,-77.29497528076172,71.2861557006836,0.18972301483154297,0.14133240282535553,-0.1058696061372757,-0.03524169698357582,0.03528841957449913
11.324267387390137,-79.4148178100586,68.03006744384766,-0.1264820098876953,0.10599930584430695,-0.1058696061372757,-0.03524169698357582,0.0
16.463010787963867,-81.34481811523438,64.61592102050781,-0.37944602966308594,0.10599930584430695,-0.1058696061372757,0.0,0.03528841957449913
21.633474349975586,-82.83186340332031,60.790809631347656,-0.6956510543823242,0.14133240282535553,-0.1058696061372757,-0.07048339396715164,0.03528841957449913
26.803937911987305,-84.12908172607422,56.74441146850586,-0.9169946312904358,0.10599930584430695,-0.1058696061372757,-0.07048339396715164,0.0
31.752357482910156,-84.888427734375,52.66640090942383,-0.7588920593261719,0.14133240282535553,-0.07057973742485046,-0.03524169698357582,0.03528841957449913
36.51045227050781,-85.20481872558594,48.39871597290039,-0.41106653213500977,0.14133240282535553,-0.1058696061372757,-0.10572509467601776,0.0
41.17338562011719,-85.3630142211914,44.004581451416016,-0.18972301483154297,0.14133240282535553,-0.07057973742485046,-0.07048339396715164,0.03528841957449913
45.80459976196289,-85.33137512207031,39.42076873779297,-0.1264820098876953,0.14133240282535553,-0.07057973742485046,-0.10572509467601776,0.03528841957449913
50.150325775146484,-84.60366821289062,34.520835876464844,0.15810251235961914,0.10599930584430695,-0.07057973742485046,-0.07048339396715164,0.03528841957449913
54.242286682128906,-83.68612670898438,29.58928680419922,0.3162050247192383,0.14133240282535553,-0.07057973742485046,-0.10572509467601776,0.03528841957449913
