17-220kVⅡ母电压Ua_17,18-220kVⅡ母电压Ub_18,19-220kVⅡ母电压Uc_19,20-220kVⅡ母电压3Uo_20,5-砚马Ⅱ回266电流Ia_5,6-砚马Ⅱ回266电流Ib_6,7-砚马Ⅱ回266电流Ic_7,8-砚马Ⅱ回266电流3Io_8
85.34937286376953,-36.16658020019531,-48.79922103881836,0.5390753149986267,0.25883224606513977,-0.09340076893568039,-0.17218688130378723,-0.01794806309044361
84.39539337158203,-31.09501838684082,-52.95302200317383,0.570785641670227,0.2552373707294464,-0.08262375742197037,-0.17936132848262787,-0.01794806309044361
83.05982208251953,-25.76987648010254,-56.91657257080078,0.5390753149986267,0.25164246559143066,-0.06466206908226013,-0.19371023774147034,-0.014358451589941978
81.78784942626953,-20.825103759765625,-60.65816116333008,0.3805237412452698,0.24445268511772156,-0.046700384467840195,-0.2080591470003128,-0.014358451589941978
80.22968292236328,-15.595054626464844,-64.30462646484375,0.44394436478614807,0.240857794880867,-0.032331034541130066,-0.21882082521915436,-0.014358451589941978
78.32172393798828,-10.269913673400879,-67.85596466064453,0.3171031177043915,0.2336680144071579,-0.014369348995387554,-0.22240805625915527,-0.01794806309044361
76.22296905517578,-4.944773197174072,-71.05851745605469,0.44394436478614807,0.22288332879543304,0.007184674497693777,-0.24034418165683746,-0.014358451589941978
73.80622100830078,0.41206446290016174,-74.00739288330078,0.3805237412452698,0.21209865808486938,0.021554023027420044,-0.24393141269683838,-0.01794806309044361
71.10327911376953,5.7372050285339355,-76.76602935791016,0.09513093531131744,0.20131398737430573,0.03592337295413017,-0.2511058747768402,-0.014358451589941978
67.98694610595703,11.062345504760742,-79.14415740966797,-0.09513093531131744,0.19052930176258087,0.05388506129384041,-0.25828033685684204,-0.01794806309044361
64.36182403564453,16.4191837310791,-80.9515380859375,-0.3805237412452698,0.1797446310520172,0.07543908059597015,-0.2654547691345215,-0.01794806309044361
