17-110kVⅡ母电压Ua_17,18-110kVⅡ母电压Ub_18,19-110kVⅡ母电压Uc_19,20-110kVⅡ母电压3Uo_20,21-110kV狮云回Ⅱ线177电流Ia_21,22-110kV狮云回Ⅱ线177电流Ib_22,23-110kV狮云回Ⅱ线177电流Ic_23,24-110kV狮云回Ⅱ线177电流3Io_24
-80.74830627441406,15.156002044677734,65.02473449707031,-0.8560770750045776,0.03525475040078163,-0.035158928483724594,0.0,0.0
-79.79496002197266,12.61943244934082,66.70503997802734,-0.6658377051353455,-0.03525475040078163,-0.035158928483724594,-0.03526987507939339,-0.03528634458780289
-78.65094757080078,10.114570617675781,68.25852966308594,-0.3487721383571625,0.0,-0.035158928483724594,0.0,0.0
-77.37982177734375,7.514586925506592,69.78031921386719,-0.0951196700334549,-0.03525475040078163,-0.035158928483724594,-0.03526987507939339,0.0
-75.9498062133789,4.787774562835693,71.23870086669922,0.2219458967447281,0.03525475040078163,-0.035158928483724594,0.0,0.03528634458780289
-74.45623016357422,1.965841293334961,72.76049041748047,0.5073049068450928,0.0,-0.035158928483724594,0.0,0.0
-72.93087768554688,-0.8243850469589233,74.15545654296875,0.8243705034255981,0.0,-0.035158928483724594,0.0,0.0
-71.31019592285156,-3.58290433883667,75.48702239990234,1.0146098136901855,0.0,0.0,-0.03526987507939339,0.0
-69.65773010253906,-6.404837608337402,76.6917724609375,1.2048492431640625,0.0,-0.035158928483724594,-0.03526987507939339,0.0
-68.06881713867188,-9.226771354675293,77.89652252197266,1.2048492431640625,-0.03525475040078163,0.0,0.0,0.03528634458780289
-66.47991180419922,-11.921875953674316,79.06956481933594,1.109729528427124,0.0,-0.035158928483724594,0.0,0.0
-64.92278289794922,-14.585273742675781,80.11579895019531,1.0146098136901855,0.03525475040078163,0.0,-0.03526987507939339,0.0
-63.36565399169922,-17.216964721679688,81.06690979003906,0.8243705034255981,0.0,0.0,0.0,0.0
-61.74496841430664,-19.81694793701172,81.92292022705078,0.634131133556366,0.07050950080156326,-0.035158928483724594,0.0,0.0
-60.09250259399414,-22.321809768676758,82.62040710449219,0.4438917934894562,0.0,0.0,0.0,0.0
-58.37648010253906,-24.699844360351562,83.19107818603516,0.1902393400669098,0.0,0.0,0.0,0.0
-56.50157165527344,-27.141292572021484,83.63493347167969,0.0,0.0,-0.035158928483724594,-0.03526987507939339,0.0
-54.594879150390625,-29.55103302001953,84.04708099365234,-0.1585327833890915,0.03525475040078163,-0.035158928483724594,0.03526987507939339,-0.03528634458780289
-52.529300689697266,-31.80223846435547,84.26901245117188,-0.1585327833890915,0.03525475040078163,-0.035158928483724594,-0.03526987507939339,0.0
-50.30482864379883,-34.08515167236328,84.42752838134766,-0.0951196700334549,0.0,-0.07031785696744919,0.0,0.0
-48.01679992675781,-36.3997688293457,84.459228515625,0.0634131133556366,0.03525475040078163,-0.035158928483724594,0.0,0.0
-45.569881439208984,-38.77780532836914,84.52263641357422,0.2219458967447281,0.0,-0.035158928483724594,-0.03526987507939339,0.0
-43.05940628051758,-41.15583801269531,84.5543441772461,0.4438917934894562,0.0,0.0,-0.03526987507939339,-0.03528634458780289
-40.54893493652344,-43.50216293334961,84.459228515625,0.634131133556366,0.03525475040078163,-0.035158928483724594,0.0,0.0
-37.97490310668945,-45.84849166870117,84.30071258544922,0.7609573602676392,0.0,-0.035158928483724594,0.0,0.03528634458780289
-35.305538177490234,-48.289939880371094,84.17389678955078,0.8560770750045776,0.03525475040078163,0.0,-0.03526987507939339,0.0
-32.73150634765625,-50.667972564697266,84.015380859375,0.9194901585578918,0.0,0.0,-0.03526987507939339,0.0
-30.221031188964844,-52.9191780090332,83.82515716552734,0.9511967301368713,0.0,-0.035158928483724594,0.0,0.0
-27.710556030273438,-55.17038345336914,83.50811767578125,0.9194901585578918,0.03525475040078163,-0.035158928483724594,-0.03526987507939339,0.0
-25.327194213867188,-57.231346130371094,83.06426239013672,0.8243705034255981,0.03525475040078163,0.0,0.0,0.0
-22.943832397460938,-59.16548156738281,82.55699920654297,0.5707180500030518,0.03525475040078163,-0.035158928483724594,0.0,0.0
-20.624027252197266,-61.067909240722656,81.95462036132812,0.3487721383571625,0.03525475040078163,-0.035158928483724594,0.0,0.0
-18.240663528442383,-62.811798095703125,81.22543334960938,0.0951196700334549,0.03525475040078163,-0.035158928483724594,0.0,0.0
-15.82552433013916,-64.52398681640625,80.4328384399414,-0.0634131133556366,0.03525475040078163,-0.035158928483724594,0.0,0.0
-13.44216251373291,-66.10933685302734,79.57682800292969,-0.1585327833890915,0.0,-0.035158928483724594,-0.03526987507939339,0.03528634458780289
-10.931687355041504,-67.72640228271484,78.59400939941406,-0.317065566778183,0.03525475040078163,0.0,-0.03526987507939339,0.0
-8.294099807739258,-69.24834442138672,77.45266723632812,-0.3487721383571625,0.0,0.0,0.0,0.0
-5.561178207397461,-70.70687103271484,76.21621704101562,-0.3487721383571625,0.0,-0.035158928483724594,0.0,0.0
-2.796478271484375,-72.16539764404297,74.88465118408203,-0.2853590250015259,0.0,-0.035158928483724594,0.0,0.03528634458780289
0.031778160482645035,-73.59221649169922,73.55308532714844,-0.1585327833890915,0.0,0.0,-0.03526987507939339,0.0
2.828256368637085,-74.8922119140625,72.12641143798828,-0.0317065566778183,0.0,-0.035158928483724594,-0.03526987507939339,0.03528634458780289
5.65651273727417,-76.0336685180664,70.57291412353516,0.1268262267112732,0.03525475040078163,-0.035158928483724594,0.0,-0.03528634458780289
8.421212196350098,-77.20683288574219,68.98772430419922,0.1585327833890915,0.0,-0.035158928483724594,0.0,0.0
11.122356414794922,-78.37998962402344,67.4342269897461,0.1268262267112732,-0.03525475040078163,0.0,0.0,0.0
13.82349967956543,-79.45803833007812,65.81732940673828,0.1585327833890915,0.0,0.0,0.0,0.0
16.461088180541992,-80.47266387939453,64.13702392578125,0.0951196700334549,0.03525475040078163,-0.035158928483724594,-0.03526987507939339,0.0
18.971561431884766,-81.36046600341797,62.393306732177734,0.0,0.0,-0.035158928483724594,0.0,0.0
21.450258255004883,-82.08972930908203,60.61788558959961,-0.1902393400669098,0.0,0.0,-0.03526987507939339,0.03528634458780289
23.833620071411133,-82.78728485107422,58.81076431274414,-0.3804786801338196,0.03525475040078163,0.0,0.0,0.0
26.216981887817383,-83.32630157470703,56.9719352722168,-0.4438917934894562,0.0,0.0,0.0,0.0
28.568567276000977,-83.77020263671875,55.00629425048828,-0.47559836506843567,0.03525475040078163,-0.035158928483724594,0.0,0.0
30.82481575012207,-84.24581146240234,52.94554138183594,-0.8243705034255981,0.0,-0.035158928483724594,-0.03526987507939339,0.0
33.144622802734375,-84.56288146972656,50.7896728515625,-1.0780229568481445,0.0,-0.035158928483724594,-0.03526987507939339,0.0
35.62331771850586,-84.65800476074219,48.63380813598633,-0.8877835869789124,0.0,-0.035158928483724594,-0.03526987507939339,0.0
38.03845977783203,-84.68971252441406,46.256011962890625,-0.7609573602676392,0.03525475040078163,0.0,-0.07053975015878677,0.0
40.3582649230957,-84.9750747680664,43.81481170654297,-1.5219147205352783,0.03525475040078163,-0.035158928483724594,-0.03526987507939339,0.03528634458780289
42.900516510009766,-84.91165924072266,41.43701934814453,-0.8877835869789124,0.03525475040078163,-0.035158928483724594,0.0,-0.03528634458780289
45.41099166870117,-84.78482818603516,39.09092712402344,-0.6024246215820312,0.03525475040078163,0.0,0.0,0.0
47.889686584472656,-84.59458923339844,36.491207122802734,-0.3804786801338196,0.0,-0.035158928483724594,-0.03526987507939339,0.0
50.49549865722656,-84.1823959350586,34.05000686645508,0.697544276714325,0.03525475040078163,0.0,-0.07053975015878677,0.0
52.719970703125,-84.0555648803711,31.418581008911133,0.1268262267112732,0.03525475040078163,-0.035158928483724594,0.0,0.0
55.07155227661133,-83.706787109375,28.913970947265625,0.6658377051353455,0.03525475040078163,-0.035158928483724594,-0.03526987507939339,0.0
57.073577880859375,-83.38971710205078,26.40936279296875,0.1585327833890915,0.03525475040078163,-0.035158928483724594,-0.07053975015878677,0.0
58.948490142822266,-83.00923156738281,23.841344833374023,-0.1585327833890915,0.03525475040078163,0.0,0.0,-0.03528634458780289
60.91873550415039,-82.3433837890625,21.463550567626953,0.1902393400669098,0.03525475040078163,0.0,0.0,-0.03528634458780289
62.6347541809082,-81.58241271972656,19.085758209228516,0.3487721383571625,0.0,0.0,0.0,0.0
64.16011047363281,-80.8531494140625,16.51774024963379,-0.2853590250015259,-0.03525475040078163,-0.035158928483724594,0.0,0.0
65.74901580810547,-79.96534729003906,14.076539039611816,-0.1585327833890915,0.0,0.0,0.0,0.0
67.24259185791016,-79.04584503173828,11.603632926940918,-0.3487721383571625,0.0,0.0,0.0,-0.03528634458780289
68.70438385009766,-77.90438842773438,9.130727767944336,-0.0951196700334549,0.0,0.0,-0.03526987507939339,0.0
70.00728607177734,-76.8580551147461,6.3724870681762695,-0.697544276714325,0.0,0.0,-0.03526987507939339,-0.03528634458780289
71.53263854980469,-75.46293640136719,3.77276611328125,-0.1268262267112732,0.0,-0.035158928483724594,0.0,0.0
72.89910125732422,-74.25806427001953,1.0462292432785034,-0.4121852517127991,0.0,-0.035158928483724594,-0.03526987507939339,0.0
74.26556396484375,-72.7995376586914,-1.585195779800415,-0.1902393400669098,0.0,0.0,-0.07053975015878677,-0.03528634458780289
75.56846618652344,-71.46784210205078,-4.216620922088623,-0.1585327833890915,0.03525475040078163,0.0,0.0,0.03528634458780289
76.96670532226562,-69.9458999633789,-6.879749774932861,0.4438917934894562,0.0,-0.035158928483724594,0.0,0.0
78.36494445800781,-68.51908111572266,-9.63798999786377,0.4121852517127991,0.0,-0.035158928483724594,-0.07053975015878677,-0.03528634458780289
79.69963073730469,-67.02884674072266,-12.301119804382324,0.6658377051353455,-0.03525475040078163,0.0,-0.03526987507939339,0.0
80.87541961669922,-65.4751968383789,-14.932544708251953,0.7926639318466187,0.0,-0.035158928483724594,0.0,0.0
