500kVⅢ母_1,500kVⅢ母_2,500kVⅢ母_3,500kVⅢ母_4,辽沙1号线_21,辽沙1号线_22,辽沙1号线_23,辽沙1号线_24
-20.05645751953125,81.33086395263672,-61.09684753417969,-0.5126129984855652,-0.02690199948847294,-0.08496399968862534,0.11444900184869766,0.00521499989554286
-25.15863037109375,82.67522430419922,-57.31081771850586,-0.5747489929199219,-0.01822200044989586,-0.08929900079965591,0.11965099722146988,0.009560000151395798
-30.24479103088379,84.04635620117188,-53.49823760986328,-0.629118025302887,-0.012145999819040298,-0.09189999848604202,0.11704999953508377,0.007822000421583652
-34.9520263671875,84.7372817993164,-49.5051155090332,-0.5825160145759583,-0.007805999834090471,-0.0962349995970726,0.11704999953508377,0.00608400022611022
-39.62189865112305,85.09613037109375,-45.262428283691406,-0.38057398796081543,6.000000212225132e-06,-0.10230399668216705,0.11271499842405319,0.00521499989554286
-44.15835189819336,84.97294616699219,-40.72768783569336,-0.26406899094581604,0.006949999835342169,-0.10750599950551987,0.11098100244998932,0.00521499989554286
-48.56137466430664,84.41592407226562,-35.95399856567383,-0.03105900064110756,0.015629999339580536,-0.10663899779319763,0.1057789996266365,0.00608400022611022
-52.83097457885742,83.69286346435547,-30.920116424560547,-0.06989400088787079,0.027782000601291656,-0.11010699719190598,0.10057699680328369,0.009560000151395798
-56.95113754272461,82.62165832519531,-25.77472686767578,-0.04659299924969673,0.02865000069141388,-0.11877699941396713,0.093640998005867,0.010428999550640583
-60.71906280517578,81.55046081542969,-20.655887603759766,-0.25630199909210205,0.03733000159263611,-0.1205110028386116,0.09797599911689758,0.011297999881207943
-64.46029663085938,80.04542541503906,-15.383056640625,-0.3417389988899231,0.04253799840807915,-0.12224499881267548,0.09017299860715866,0.009560000151395798
-67.59845733642578,77.89766693115234,-10.237667083740234,-0.31843799352645874,0.041669998317956924,-0.12571300566196442,0.08497100323438644,0.006953000091016293
-70.56582641601562,75.64279174804688,-4.980766773223877,-0.32620498538017273,0.05729399994015694,-0.12571300566196442,0.07630100101232529,0.008690999820828438
-73.31438446044922,73.00228118896484,0.26551300287246704,-0.10872899740934372,0.06423799693584442,-0.12657999992370605,0.06503000110387802,0.009560000151395798
