220kV I 母电压_A_1,220kV I 母电压_B_2,220kV I 母电压_C_3,220kV I 母电压_N_4,220kV凤丽II回电流_A_21,220kV凤丽II回电流_B_22,220kV凤丽II回电流_C_23,220kV凤丽II回电流_N_24
-52.66053009033203,87.66097259521484,-34.94906997680664,0.0,0.22672000527381897,0.4803149998188019,-0.6917240023612976,0.0
-63.169471740722656,85.07280731201172,-21.923460006713867,-0.09452400356531143,0.10463999956846237,0.5501790046691895,-0.6479439735412598,-0.017472000792622566
-71.88831329345703,80.64346313476562,-8.78201961517334,-0.14178599417209625,-0.00872000027447939,0.6287760138511658,-0.5866519808769226,0.0
-78.8381118774414,74.28878021240234,4.464719772338867,-0.22055600583553314,-0.10463999956846237,0.6724410057067871,-0.5253599882125854,0.0
-83.77667999267578,65.86145782470703,17.78516960144043,-0.26781800389289856,-0.20056000351905823,0.7073730230331421,-0.48157998919487,-0.008736000396311283
-87.08309936523438,55.656089782714844,31.221450805664062,-0.409604012966156,-0.27904000878334045,0.7335720062255859,-0.40277600288391113,0.0
-88.31510925292969,43.78840255737305,44.331298828125,-0.3623420000076294,-0.38367998600006104,0.7248389720916748,-0.2889479994773865,0.0
-87.04097747802734,30.794967651367188,56.10383987426758,-0.18904800713062286,-0.4796000123023987,0.698639988899231,-0.16636399924755096,0.0
-83.5450210571289,17.37017059326172,66.0546875,-0.17329399287700653,-0.5667999982833862,0.6462420225143433,-0.035023998469114304,-0.008736000396311283
-78.24842834472656,3.924333095550537,74.20491027832031,-0.14178599417209625,-0.627839982509613,0.5938439965248108,0.07880400121212006,0.0
-71.1617431640625,-9.416295051574707,80.69139099121094,0.22055600583553314,-0.6452800035476685,0.5414459705352783,0.18387599289417267,0.0
-62.29547882080078,-22.851612091064453,85.36670684814453,0.409604012966156,-0.6888800263404846,0.4628489911556244,0.28019198775291443,0.0
-51.59700012207031,-35.92921447753906,87.68331146240234,0.2520639896392822,-0.7063199877738953,0.36678600311279297,0.3765079975128174,-0.008736000396311283
-39.00312042236328,-48.54389572143555,87.75701904296875,0.3623420000076294,-0.7063199877738953,0.25325700640678406,0.47282400727272034,-0.017472000792622566
-25.882740020751953,-59.85396957397461,85.94586181640625,0.3938499987125397,-0.6539999842643738,0.13972799479961395,0.5428720116615295,-0.017472000792622566
-12.772890090942383,-68.9441146850586,81.90234375,0.26781800389289856,-0.6016799807548523,0.008732999674975872,0.6041640043258667,-0.017472000792622566
0.294840008020401,-76.56131744384766,76.39514923095703,0.1575399935245514,-0.5493599772453308,-0.08732999861240387,0.6654559969902039,-0.026208000257611275
13.499460220336914,-82.28474426269531,68.7819595336914,-0.047262001782655716,-0.4970400035381317,-0.19212600588798523,0.7004799842834473,-0.026208000257611275
26.935739517211914,-86.13542938232422,59.24177932739258,0.047262001782655716,-0.4359999895095825,-0.28818899393081665,0.7179920077323914,-0.026208000257611275
40.266719818115234,-88.0818099975586,47.869380950927734,0.0787699967622757,-0.33136001229286194,-0.36678600311279297,0.726747989654541,-0.026208000257611275
52.50257873535156,-87.58732604980469,35.05437088012695,-0.01575399935245514,-0.20056000351905823,-0.45411598682403564,0.7004799842834473,-0.026208000257611275
63.04310989379883,-85.02020263671875,21.997169494628906,0.047262001782655716,-0.08720000088214874,-0.5501790046691895,0.6479439735412598,-0.03494400158524513
71.61453247070312,-80.61190032958984,9.055800437927246,0.14178599417209625,0.026159999892115593,-0.6113100051879883,0.595408022403717,-0.026208000257611275
78.6380386352539,-74.38346862792969,-4.1593499183654785,0.17329399287700653,0.13079999387264252,-0.6375089883804321,0.5341160297393799,-0.017472000792622566
83.79773712158203,-66.10343933105469,-17.53244972229004,0.2835719883441925,0.22672000527381897,-0.6899070143699646,0.48157998919487,-0.03494400158524513
87.10415649414062,-56.04536819458008,-30.78972053527832,0.4411120116710663,0.32264000177383423,-0.7073730230331421,0.40277600288391113,-0.03494400158524513
88.19927978515625,-44.093509674072266,-43.89957046508789,0.3623420000076294,0.4185599982738495,-0.7073730230331421,0.2889479994773865,-0.03494400158524513
86.94621276855469,-30.963302612304688,-55.83005905151367,0.17329399287700653,0.5231999754905701,-0.6811739802360535,0.17511999607086182,-0.017472000792622566
83.45024871826172,-17.527986526489258,-65.7809066772461,0.14178599417209625,0.592960000038147,-0.6287760138511658,0.043779999017715454,-0.017472000792622566
78.3642578125,-4.124231815338135,-74.1312026977539,0.09452400356531143,0.6539999842643738,-0.5763779878616333,-0.07004799693822861,-0.026208000257611275
71.41445922851562,9.06910228729248,-80.53343963623047,-0.1575399935245514,0.6976000070571899,-0.5065140128135681,-0.16636399924755096,-0.017472000792622566
62.36919021606445,22.493898391723633,-85.01921844482422,-0.34658798575401306,0.732479989528656,-0.4453830122947693,-0.28019198775291443,-0.026208000257611275
51.62858963012695,35.78192138671875,-87.50430297851562,-0.2520639896392822,0.7499200105667114,-0.34058699011802673,-0.36775198578834534,-0.017472000792622566
39.21371841430664,48.417640686035156,-87.77808380126953,-0.29932600259780884,0.7237600088119507,-0.22705799341201782,-0.4640679955482483,-0.017472000792622566
26.177579879760742,59.56990051269531,-85.90373992919922,-0.3623420000076294,0.6888800263404846,-0.09606300294399261,-0.5428720116615295,-0.008736000396311283
13.162500381469727,68.68109130859375,-82.03923034667969,-0.34658798575401306,0.627839982509613,-0.008732999674975872,-0.6129199862480164,-0.017472000792622566
0.010529999621212482,76.40350341796875,-76.48992156982422,-0.14178599417209625,0.5755199790000916,0.11352899670600891,-0.6567000150680542,0.0
-13.425749778747559,82.37943267822266,-68.88726043701172,0.047262001782655716,0.5144799947738647,0.20085899531841278,-0.682968020439148,-0.008736000396311283
-26.851499557495117,86.29324340820312,-59.42079162597656,-0.047262001782655716,0.44472000002861023,0.28818899393081665,-0.7179920077323914,-0.008736000396311283
-39.834991455078125,87.83982849121094,-47.964149475097656,-0.047262001782655716,0.34880000352859497,0.3929849863052368,-0.7179920077323914,0.0
-52.26039123535156,87.65045166015625,-35.29655838012695,0.01575399935245514,0.23544000089168549,0.4803149998188019,-0.682968020439148,0.0
-62.85356903076172,85.272705078125,-22.365720748901367,-0.03150799870491028,0.10463999956846237,0.5589119791984558,-0.6479439735412598,0.008736000396311283
-71.63558959960938,80.89596557617188,-9.287460327148438,-0.14178599417209625,-0.01744000054895878,0.6200429797172546,-0.577895998954773,-0.008736000396311283
-78.6380386352539,74.56232452392578,3.9908699989318848,-0.22055600583553314,-0.10463999956846237,0.663707971572876,-0.5253599882125854,-0.008736000396311283
-83.59767150878906,66.17709350585938,17.300790786743164,-0.26781800389289856,-0.20056000351905823,0.7073730230331421,-0.47282400727272034,-0.008736000396311283
-86.94621276855469,56.0138053894043,30.737070083618164,-0.3938499987125397,-0.27031999826431274,0.7335720062255859,-0.40277600288391113,0.008736000396311283
-88.33616638183594,44.16715621948242,43.97328186035156,-0.3623420000076294,-0.38367998600006104,0.7161059975624084,-0.2889479994773865,0.0
-87.08309936523438,31.152681350708008,55.777408599853516,-0.204802006483078,-0.4796000123023987,0.698639988899231,-0.16636399924755096,-0.008736000396311283
-83.6397933959961,17.717363357543945,65.8125,-0.18904800713062286,-0.5580800175666809,0.6549749970436096,-0.035023998469114304,0.0
-78.48008728027344,4.313610076904297,74.0259017944336,-0.17329399287700653,-0.627839982509613,0.5938439965248108,0.07880400121212006,0.0
-71.48816680908203,-9.048060417175293,80.61768341064453,0.22055600583553314,-0.6539999842643738,0.532712996006012,0.17511999607086182,0.0
-62.61138153076172,-22.578065872192383,85.40882873535156,0.3780960142612457,-0.6888800263404846,0.4628489911556244,0.28019198775291443,0.0
-51.99713897705078,-35.708274841308594,87.82019805908203,0.22055600583553314,-0.7150400280952454,0.36678600311279297,0.36775198578834534,0.0
-39.34008026123047,-48.301910400390625,87.84126281738281,0.34658798575401306,-0.7063199877738953,0.2619900107383728,0.47282400727272034,-0.008736000396311283
-26.1459903717041,-59.675113677978516,86.06169128417969,0.3938499987125397,-0.6627200245857239,0.13972799479961395,0.5428720116615295,-0.008736000396311283
-13.141440391540527,-68.79682159423828,82.12346649169922,0.2835719883441925,-0.6104000210762024,0.017465999349951744,0.6041640043258667,-0.017472000792622566
-0.04211999848484993,-76.43506622314453,76.5531005859375,0.1575399935245514,-0.5493599772453308,-0.09606300294399261,0.6567000150680542,-0.026208000257611275
13.236209869384766,-82.23213958740234,68.99256134033203,-0.047262001782655716,-0.4970400035381317,-0.18339300155639648,0.7004799842834473,-0.017472000792622566
26.598779678344727,-86.06178283691406,59.515560150146484,0.06301599740982056,-0.4272800087928772,-0.27072298526763916,0.726747989654541,-0.017472000792622566
39.92975997924805,-88.0818099975586,48.16421890258789,0.06301599740982056,-0.34007999300956726,-0.3755190074443817,0.726747989654541,-0.026208000257611275
52.21826934814453,-87.63993072509766,35.38079833984375,-0.03150799870491028,-0.20927999913692474,-0.4628489911556244,0.6917240023612976,-0.026208000257611275
62.874629974365234,-85.15697479248047,22.28148078918457,0.03150799870491028,-0.07847999781370163,-0.5414459705352783,0.6567000150680542,-0.03494400158524513
71.5724105834961,-80.81179809570312,9.266400337219238,0.11027800291776657,0.03488000109791756,-0.6025769710540771,0.595408022403717,-0.017472000792622566
78.5327377319336,-74.50971984863281,-3.9171600341796875,0.18904800713062286,0.13079999387264252,-0.6462420225143433,0.5341160297393799,-0.017472000792622566
83.70297241210938,-66.21917724609375,-17.321849822998047,0.29932600259780884,0.22672000527381897,-0.6811739802360535,0.48157998919487,-0.026208000257611275
87.06204223632812,-56.25578689575195,-30.547529220581055,0.3938499987125397,0.3139199912548065,-0.7161059975624084,0.40277600288391113,-0.026208000257611275
88.18875122070312,-44.41966247558594,-43.52048873901367,0.409604012966156,0.4185599982738495,-0.7073730230331421,0.2889479994773865,-0.026208000257611275
87.08309936523438,-31.35257911682129,-55.58787155151367,0.18904800713062286,0.5144799947738647,-0.6899070143699646,0.17511999607086182,-0.026208000257611275
83.72402954101562,-17.86465835571289,-65.71772766113281,0.1575399935245514,0.592960000038147,-0.6375089883804321,0.052535999566316605,-0.026208000257611275
78.5643310546875,-4.418819904327393,-73.97325134277344,0.17329399287700653,0.6452800035476685,-0.5763779878616333,-0.061292000114917755,-0.026208000257611275
71.60399627685547,8.774514198303223,-80.4070816040039,-0.14178599417209625,0.6976000070571899,-0.5152469873428345,-0.16636399924755096,-0.026208000257611275
62.653499603271484,22.146705627441406,-84.94551086425781,-0.3308340013027191,0.7411999702453613,-0.43665000796318054,-0.27143600583076477,-0.026208000257611275
51.923431396484375,35.4242057800293,-87.47270965576172,-0.2520639896392822,0.732479989528656,-0.3580529987812042,-0.3589960038661957,-0.026208000257611275
39.582271575927734,48.11253356933594,-87.85179138183594,-0.34658798575401306,0.7237600088119507,-0.23579099774360657,-0.45531201362609863,-0.017472000792622566
26.556659698486328,59.243751525878906,-85.9985122680664,-0.3938499987125397,0.6801599860191345,-0.10479599982500076,-0.5516279935836792,-0.026208000257611275
13.531049728393555,68.41806030273438,-82.12346649169922,-0.3308340013027191,0.6452800035476685,0.0,-0.6041640043258667,-0.008736000396311283
0.37907999753952026,76.12995910644531,-76.59522247314453,-0.1575399935245514,0.5755199790000916,0.10479599982500076,-0.6567000150680542,0.0
-13.046669960021973,82.19004821777344,-69.09786224365234,0.03150799870491028,0.5231999754905701,0.20085899531841278,-0.682968020439148,-0.008736000396311283
-26.44083023071289,86.1564712524414,-59.705101013183594,-0.047262001782655716,0.45344001054763794,0.28818899393081665,-0.726747989654541,-0.008736000396311283
-39.382198333740234,87.83982849121094,-48.406410217285156,-0.01575399935245514,0.366239994764328,0.40171799063682556,-0.726747989654541,0.0
-51.79706954956055,87.59784698486328,-35.73881912231445,0.01575399935245514,0.244159996509552,0.4890480041503906,-0.682968020439148,-0.008736000396311283
-62.474491119384766,85.31478881835938,-22.818510055541992,-0.06301599740982056,0.10463999956846237,0.5589119791984558,-0.6479439735412598,-0.008736000396311283
