220kV III母电压_5,220kV III母电压_2,220kV III母电压_3,220kV III母电压_4,220kV黄朗线_17,220kV黄朗线_18,220kV黄朗线_19,220kV黄朗线_20
-37.50064468383789,-45.572471618652344,83.41304779052734,0.5024639964103699,0.017389999702572823,-0.017513999715447426,-0.03515399992465973,-0.01312899962067604
-32.61817169189453,-49.71738052368164,82.79193878173828,0.6594840288162231,0.05217399820685387,0.026265999302268028,-0.03075999952852726,-0.01312899962067604
-27.746484756469727,-53.603904724121094,81.7225341796875,0.5338680148124695,0.047825999557971954,0.03502200171351433,-0.02197200059890747,0.021887000650167465
-22.864009857177734,-57.27511215209961,80.58832550048828,0.5966759920120239,0.05217399820685387,0.04377799853682518,-0.03075999952852726,-0.01312899962067604
-17.695600509643555,-61.13472366333008,79.25968170166016,0.6280800104141235,0.030433999374508858,0.021888000890612602,-0.02197200059890747,0.021887000650167465
-12.505610466003418,-64.93511962890625,77.82301330566406,0.5024639964103699,0.03478199988603592,0.030643999576568604,-0.03075999952852726,0.004379000049084425
-7.428915023803711,-68.10032653808594,75.79763793945312,0.3846989870071411,0.03912999853491783,0.013132000342011452,-0.02636599913239479,0.026264000684022903
-2.3684051036834717,-71.21170043945312,73.81007385253906,0.345443993806839,0.03478199988603592,0.021888000890612602,-0.02636599913239479,-0.01312899962067604
2.729870080947876,-73.9031982421875,71.37962341308594,0.15702000260353088,0.030433999374508858,0.039400000125169754,-0.03515399992465973,0.021887000650167465
7.984600067138672,-76.1209945678711,68.25244140625,0.23553000390529633,0.03478199988603592,0.021888000890612602,-0.03075999952852726,0.013132999651134014
13.034319877624512,-77.74665832519531,64.81200408935547,0.03140399977564812,0.017389999702572823,0.048156000673770905,-0.052730001509189606,-0.01312899962067604
17.630859375,-79.0924072265625,61.447181701660156,-0.047106001526117325,-1.9999999949504854e-06,0.039400000125169754,-0.03075999952852726,0.013132999651134014
22.745319366455078,-80.50814056396484,57.698890686035156,-0.11776500195264816,0.013042000122368336,0.06128999963402748,-0.02197200059890747,0.008755999617278576
28.054000854492188,-81.88080596923828,53.696746826171875,-0.31404000520706177,0.017389999702572823,0.048156000673770905,-0.02636599913239479,-0.01312899962067604
33.00661087036133,-82.68286895751953,49.53257751464844,-0.31404000520706177,0.021738000214099884,0.04377799853682518,-0.02197200059890747,0.021887000650167465
37.81895065307617,-83.2750015258789,45.21177673339844,-0.3375929892063141,-0.01739400066435337,0.05253399908542633,-0.02197200059890747,0.008755999617278576
42.528785705566406,-83.55491638183594,40.75054931640625,-0.392549991607666,-0.004350000061094761,0.03502200171351433,-0.03075999952852726,0.013132999651134014
46.95808029174805,-83.1834945678711,35.9976692199707,-0.3375929892063141,0.008693999610841274,0.07442399859428406,-0.03075999952852726,-0.026259999722242355
51.074466705322266,-82.42448425292969,31.028751373291016,-0.3846989870071411,-0.01304600015282631,0.06128999963402748,-0.03075999952852726,0.017510000616312027
54.73227310180664,-81.45555114746094,26.340682983398438,-0.5024639964103699,-0.008697999641299248,0.07880199700593948,-0.04833599925041199,0.004379000049084425
58.524959564208984,-80.28743743896484,21.479782104492188,-0.4004009962081909,-0.01304600015282631,0.0831800028681755,-0.03075999952852726,0.026264000684022903
62.285274505615234,-78.86632537841797,16.311025619506836,-0.3689970076084137,-0.01739400066435337,0.0831800028681755,-0.03515399992465973,0.008755999617278576
65.67872619628906,-77.12223052978516,11.158472061157227,-0.31404000520706177,-0.01739400066435337,0.0831800028681755,-0.008790000341832638,0.004379000049084425
68.88875579833984,-75.11437225341797,5.978912830352783,-0.30618900060653687,-0.021741999313235283,0.07004600018262863,-0.004395999945700169,0.026264000684022903
