第二组母线_5,第二组母线_6,第二组母线_7,第二组母线_8,220KV朝黄II回线_41,220KV朝黄II回线_42,220KV朝黄II回线_43,220KV朝黄II回线_44
2.6209909915924072,71.67035675048828,-73.91778564453125,0.09450700134038925,-0.2487969994544983,0.11703900247812271,0.09150899946689606,-0.021800000220537186
-2.4322500228881836,74.44693756103516,-71.60430145263672,0.26775699853897095,-0.21387700736522675,0.11703900247812271,0.09150899946689606,-0.004348000045865774
-7.614923000335693,76.89270782470703,-68.64607238769531,0.5118820071220398,-0.19641700387001038,0.0996989980340004,0.10893700271844864,-0.004348000045865774
-12.889277458190918,78.82329559326172,-65.36276245117188,0.5433819890022278,-0.19641700387001038,0.08235900104045868,0.10893700271844864,-0.021800000220537186
-18.13127326965332,80.6183090209961,-61.7706298828125,0.7638819813728333,-0.21387700736522675,0.08235900104045868,0.12636500597000122,-0.004348000045865774
-23.35169792175293,81.89271545410156,-57.782981872558594,0.9213820099830627,-0.21387700736522675,0.06501899659633636,0.10893700271844864,-0.004348000045865774
-28.475046157836914,82.86343383789062,-53.57861328125,0.9056320190429688,-0.19641700387001038,0.06501899659633636,0.10893700271844864,-0.004348000045865774
-33.415035247802734,83.64976501464844,-49.40133285522461,0.9135069847106934,-0.16149699687957764,0.06501899659633636,0.09150899946689606,-0.004348000045865774
-38.27952194213867,84.00768280029297,-44.9369010925293,0.9135069847106934,-0.16149699687957764,0.03033900074660778,0.12636500597000122,-0.004348000045865774
-42.94446563720703,84.17579650878906,-40.43454360961914,0.81113201379776,-0.16149699687957764,0.03033900074660778,0.12636500597000122,-0.004348000045865774
-47.404476165771484,83.99141693115234,-35.93760299682617,0.6772570013999939,-0.16149699687957764,-0.004341000225394964,0.12636500597000122,-0.021800000220537186
-51.70269775390625,83.39488220214844,-31.175182342529297,0.41738200187683105,-0.16149699687957764,-0.039021000266075134,0.1612209975719452,-0.004348000045865774
-55.693519592285156,82.3862075805664,-26.33148956298828,0.14175699651241302,-0.14403699338436127,-0.039021000266075134,0.1612209975719452,-0.004348000045865774
