1-500kV威甘甲线电压Ua_1,2-500kV威甘甲线电压Ub_2,3-500kV威甘甲线电压Uc_3,4-500kV威甘甲线电压3Uo_4,5-500kV威甘甲线电流Ia_5,6-500kV威甘甲线电流Ib_6,7-500kV威甘甲线电流Ic_7,8-500kV威甘甲线电流3Io_8
-18.107666015625,84.9565658569336,-66.28610229492188,1.0490145683288574,-0.05032869055867195,0.12976880371570587,-0.07199716567993164,0.0
-22.985258102416992,86.38681030273438,-62.85258102416992,0.8582847118377686,-0.057518504559993744,0.12255942821502686,-0.06479744613170624,0.0
-27.5759334564209,86.7364273071289,-58.81501007080078,0.5721898078918457,-0.06470831483602524,0.12976880371570587,-0.05759773030877113,-0.007215075194835663
-32.16661071777344,86.7682113647461,-54.39593505859375,0.22251825034618378,-0.07189813256263733,0.12976880371570587,-0.05039801448583603,0.0
-37.331119537353516,86.86356353759766,-49.595359802246094,-0.22251825034618378,-0.07908794283866882,0.12255942821502686,-0.05039801448583603,-0.007215075194835663
-42.36811065673828,86.48216247558594,-44.28611373901367,-0.34967154264450073,-0.08627775311470032,0.12976880371570587,-0.03599858283996582,0.0
-47.66014099121094,86.60929870605469,-39.00865936279297,-0.12715329229831696,-0.09346757084131241,0.12255942821502686,-0.028798865154385567,0.0
-52.95216751098633,86.83177947998047,-33.731201171875,0.2543065845966339,-0.1006573811173439,0.12255942821502686,-0.028798865154385567,0.0
-57.86164093017578,86.99069213867188,-28.835250854492188,0.4768248200416565,-0.1006573811173439,0.11535005271434784,-0.007199716288596392,0.0
-61.97412109375,86.19611358642578,-23.939298629760742,0.5404014587402344,-0.1078471913933754,0.11535005271434784,0.0,0.0
-65.48088836669922,84.44803619384766,-18.789011001586914,0.34967154264450073,-0.1078471913933754,0.10814066976308823,0.0,0.007215075194835663
-68.5732192993164,82.25499725341797,-13.575139999389648,0.1589416116476059,-0.1078471913933754,0.10093129426240921,0.014399432577192783,0.0
-71.21923065185547,79.36271667480469,-8.26589298248291,-0.2543065845966339,-0.12222681939601898,0.10093129426240921,0.014399432577192783,0.0
-74.21592712402344,76.53401184082031,-2.606935501098633,-0.4132481813430786,-0.11503700911998749,0.0937219187617302,0.028798865154385567,0.0
-77.21261596679688,73.60995483398438,3.3063573837280273,-0.5721898078918457,-0.12941662967205048,0.08651253581047058,0.028798865154385567,0.0
-80.2411880493164,70.9719467163086,8.965314865112305,-0.5721898078918457,-0.12222681939601898,0.08651253581047058,0.043198298662900925,-0.007215075194835663
-83.07847595214844,68.46107482910156,14.306353569030762,-0.5404014587402344,-0.12222681939601898,0.07209378480911255,0.05039801448583603,-0.007215075194835663
-85.18254089355469,65.6005859375,19.234098434448242,-0.6039780974388123,-0.11503700911998749,0.06488440185785294,0.05759773030877113,0.007215075194835663
-86.58524322509766,62.23155975341797,24.066465377807617,-0.4768248200416565,-0.12222681939601898,0.05767502635717392,0.06479744613170624,0.0
-87.06343841552734,57.750125885009766,29.026002883911133,-0.44503650069236755,-0.11503700911998749,0.050465647131204605,0.07199716567993164,0.0
-87.09532165527344,52.855506896972656,33.89016342163086,-0.6357664465904236,-0.12222681939601898,0.04325626790523529,0.08639659732580185,0.0
-86.93592071533203,47.579490661621094,38.945072174072266,-0.6993430852890015,-0.12222681939601898,0.036046892404556274,0.08639659732580185,0.0
-86.80840301513672,42.04920959472656,44.38148880004883,-0.6039780974388123,-0.12222681939601898,0.02883751317858696,0.09359630942344666,0.0
-86.48960876464844,36.70962905883789,49.531776428222656,-0.5086131691932678,-0.11503700911998749,0.021628133952617645,0.09359630942344666,0.007215075194835663
-86.39396667480469,31.75144386291504,54.42772674560547,-0.34967154264450073,-0.11503700911998749,0.01441875658929348,0.10079602897167206,-0.007215075194835663
-86.23456573486328,27.23822593688965,58.81501007080078,-0.2543065845966339,-0.11503700911998749,0.0,0.10079602897167206,-0.007215075194835663
