1-500kV阿太甲线线路电压Ua_1,2-500kV阿太甲线线路电压Ub_2,3-500kV阿太甲线线路电压Uc_3,4-500kV阿太甲线线路电压3Uo_4,9-500kV阿太甲线线路电流Ia_9,10-500kV阿太甲线线路电流Ib_10,11-500kV阿太甲线线路电流Ic_11,12-500kV阿太甲线线路电流3Io_12
-86.92041015625,43.38202667236328,43.09645462036133,-0.7625237107276917,-0.2803100347518921,0.11495291441679001,0.1653595119714737,0.0
-86.856689453125,38.67833709716797,47.92732620239258,-0.4448055028915405,-0.2803100347518921,0.08621468394994736,0.1797385960817337,0.0
-86.5062026977539,33.65682601928711,52.72641372680664,-0.1906309276819229,-0.2803100347518921,0.07184556871652603,0.1941176801919937,0.0
-85.70964050292969,28.53997230529785,57.112335205078125,0.0,-0.26593515276908875,0.057476457208395004,0.21568630635738373,0.0
-84.69004821777344,23.200645446777344,61.5300407409668,0.0,-0.26593515276908875,0.04310734197497368,0.22287584841251373,0.0
-83.38369750976562,17.797754287719727,65.56636047363281,-0.1270872801542282,-0.25874772667884827,0.028738228604197502,0.23006540536880493,0.0
-81.91802978515625,12.649118423461914,69.18951416015625,-0.1270872801542282,-0.2515603005886078,0.0,0.23725494742393494,0.0
-79.75138854980469,7.1191020011901855,72.43128204345703,-0.3177182078361511,-0.24437285959720612,-0.014369114302098751,0.24444448947906494,0.007186124566942453
-77.074951171875,1.7162120342254639,75.16453552246094,-0.28594639897346497,-0.2228105366230011,-0.028738228604197502,0.25882357358932495,0.0
-74.23920440673828,-3.686677932739258,77.77066802978516,-0.28594639897346497,-0.21562311053276062,-0.04310734197497368,0.25882357358932495,0.0
-71.18042755126953,-8.962440490722656,80.1225357055664,-0.0635436400771141,-0.20843566954135895,-0.06466101109981537,0.27320265769958496,0.007186124566942453
-67.89860534667969,-14.174640655517578,82.22015380859375,0.2541745603084564,-0.1940608024597168,-0.08621468394994736,0.27320265769958496,0.0
-64.07512664794922,-19.736438751220703,83.99994659423828,0.4765773117542267,-0.17968592047691345,-0.10058379918336868,0.27320265769958496,0.0
-59.93302536010742,-25.0122013092041,85.3665771484375,0.7625237107276917,-0.1653110533952713,-0.11495291441679001,0.28039219975471497,0.0
-55.663475036621094,-30.160839080810547,86.28825378417969,0.889611005783081,-0.15093617141246796,-0.136506587266922,0.28039219975471497,0.007186124566942453
-51.01157760620117,-35.21413040161133,86.70142364501953,0.8578391671180725,-0.1365613043308258,-0.15087570250034332,0.28039219975471497,0.007186124566942453
-46.39154052734375,-40.01316833496094,86.79676818847656,0.7307518720626831,-0.12218642979860306,-0.16524481773376465,0.28039219975471497,0.0
-41.61219024658203,-44.87576675415039,86.76498413085938,0.4448055028915405,-0.10062411427497864,-0.17242936789989471,0.27320265769958496,0.007186124566942453
-36.64167022705078,-49.6748046875,86.4471664428711,0.2541745603084564,-0.08624923974275589,-0.18679848313331604,0.28039219975471497,0.007186124566942453
-31.7030086517334,-54.124244689941406,85.93865203857422,0.2541745603084564,-0.07187437266111374,-0.20116759836673737,0.28039219975471497,0.0
-26.477588653564453,-58.382991790771484,85.01697540283203,0.28594639897346497,-0.05031205713748932,-0.22272126376628876,0.27320265769958496,0.0
-21.411479949951172,-62.64174270629883,83.99994659423828,-0.09531546384096146,-0.03593718633055687,-0.22990582883358002,0.26601311564445496,0.007186124566942453
-16.090471267700195,-66.55088806152344,82.56975555419922,-0.0635436400771141,-0.021562309935688972,-0.23709037899971008,0.25882357358932495,0.007186124566942453
-10.769464492797852,-70.07865905761719,80.7581787109375,0.03177182003855705,0.0,-0.2514595091342926,0.25163403153419495,0.0
-5.416594505310059,-73.12970733642578,78.50165557861328,0.03177182003855705,0.021562309935688972,-0.2586440443992615,0.24444448947906494,0.007186124566942453
-0.09558696299791336,-75.89471435546875,75.8637466430664,-0.15885910391807556,0.03593718633055687,-0.2586440443992615,0.23006540536880493,0.0
5.2254204750061035,-78.50080871582031,73.13048553466797,-0.22240275144577026,0.05031205713748932,-0.26582860946655273,0.21568630635738373,0.0
10.578290939331055,-80.82087707519531,70.0476303100586,-0.2541745603084564,0.07187437266111374,-0.273013174533844,0.20849676430225372,0.007186124566942453
15.867435455322266,-82.66421508789062,66.58338928222656,-0.3494900166988373,0.08624923974275589,-0.28019773960113525,0.1941176801919937,0.0
21.28403091430664,-84.31686401367188,62.64241409301758,-0.6036645770072937,0.10062411427497864,-0.28019773960113525,0.1797385960817337,0.007186124566942453
26.66876220703125,-85.588134765625,58.447181701660156,-0.7625237107276917,0.12218642979860306,-0.28019773960113525,0.1725490540266037,0.0
31.894184112548828,-86.63693237304688,54.1566047668457,-0.8578391671180725,0.1365613043308258,-0.2873822748661041,0.1509804129600525,0.0
36.99215316772461,-87.018310546875,49.54821014404297,-0.7942955493927002,0.15093617141246796,-0.28019773960113525,0.14379087090492249,-0.007186124566942453
41.77150344848633,-86.95474243164062,44.84446716308594,-0.5718927979469299,0.17249847948551178,-0.28019773960113525,0.12222224473953247,-0.007186124566942453
46.64643859863281,-87.14543914794922,40.108943939208984,-0.4448055028915405,0.17968592047691345,-0.28019773960113525,0.10065361112356186,0.0
51.425785064697266,-86.7322769165039,35.18272399902344,-0.22240275144577026,0.1940608024597168,-0.28019773960113525,0.09346406906843185,0.0
55.95023727416992,-86.09664154052734,30.097597122192383,-0.09531546384096146,0.20843566954135895,-0.28019773960113525,0.07189543545246124,0.007186124566942453
60.156063079833984,-85.07962799072266,24.789995193481445,-0.1906309276819229,0.2228105366230011,-0.273013174533844,0.05032680556178093,0.0
64.20257568359375,-83.90370178222656,19.609521865844727,-0.09531546384096146,0.22999797761440277,-0.273013174533844,0.03594771772623062,0.007186124566942453
68.12164306640625,-82.44174194335938,14.27013874053955,0.0,0.24437285959720612,-0.2586440443992615,0.021568631753325462,0.0
71.59463500976562,-80.37593078613281,8.771844863891602,-0.03177182003855705,0.24437285959720612,-0.24427494406700134,0.0,0.0
74.43038177490234,-77.8016128540039,3.3371148109436035,0.03177182003855705,0.25874772667884827,-0.24427494406700134,-0.014379087835550308,-0.007186124566942453
77.0430908203125,-75.03660583496094,-1.9387048482894897,0.09531546384096146,0.26593515276908875,-0.22272126376628876,-0.03594771772623062,0.0
