220kVIII母_1,220kVIII母_2,220kVIII母_3,220kVIII母_4,220kV龙嵩II回_17,220kV龙嵩II回_18,220kV龙嵩II回_19,220kV龙嵩II回_20
-29.641931533813477,86.97855377197266,-57.00728225708008,0.05489199981093407,-0.03376400098204613,0.028548000380396843,0.004292000085115433,-3.000000106112566e-06
-34.65495681762695,87.83564758300781,-52.747798919677734,0.10195600241422653,-0.03376400098204613,0.028548000380396843,0.008586999960243702,-0.0017330000409856439
-39.7314338684082,87.93087768554688,-47.829959869384766,0.05489199981093407,-0.03722799941897392,0.018168000504374504,0.012023000046610832,-3.000000106112566e-06
-44.5620231628418,88.10546875,-43.197669982910156,-1.5999999959603883e-05,-0.03809399902820587,0.023358000442385674,0.012023000046610832,-0.002597999991849065
-49.027740478515625,87.75628662109375,-38.29569625854492,0.12548799812793732,-0.03722799941897392,0.01643799990415573,0.017177000641822815,0.0008619999862276018
-53.40620422363281,87.33567810058594,-33.536495208740234,0.02351599931716919,-0.03722799941897392,0.015572999604046345,0.01374099962413311,-0.0034630000591278076
-57.83226013183594,86.55794525146484,-28.20619010925293,0.2588360011577606,-0.03895999863743782,0.013842999935150146,0.02061299979686737,0.0017269999952986836
-62.15519714355469,85.34374237060547,-22.86795425415039,0.05489199981093407,-0.03982599824666977,0.01643799990415573,0.018036000430583954,-3.000000106112566e-06
-65.73252868652344,83.55814361572266,-17.34728240966797,0.11764399707317352,-0.04588799923658371,0.012113000266253948,0.02834399975836277,-3.000000106112566e-06
-69.50816345214844,81.64556121826172,-11.834543228149414,-0.04707999899983406,-0.042424000799655914,0.007788000162690878,0.030920999124646187,0.0025919999461621046
-72.58577728271484,79.32825469970703,-6.504239082336426,-0.07061199843883514,-0.042424000799655914,0.007788000162690878,0.030920999124646187,-3.000000106112566e-06
-75.60787200927734,77.06649017333984,-1.0708190202713013,-0.007860000245273113,-0.03982599824666977,3.000000106112566e-06,0.031780000776052475,-3.000000106112566e-06
-78.510986328125,74.534912109375,4.243620872497559,0.007828000001609325,-0.034630000591278076,0.0008679999737069011,0.030061999335885048,-0.0017330000409856439
-80.95404052734375,71.67001342773438,9.550128936767578,-1.5999999959603883e-05,-0.034630000591278076,3.000000106112566e-06,0.03779299929738045,0.0008619999862276018
-82.84185791015625,68.4400634765625,14.713861465454102,-0.1333640068769455,-0.036361999809741974,0.0008679999737069011,0.030061999335885048,-0.0034630000591278076
-84.37273406982422,64.61490631103516,20.107620239257812,-0.015704000368714333,-0.030300000682473183,-0.0043219998478889465,0.03693399950861931,0.0025919999461621046
-85.55459594726562,60.646907806396484,25.080984115600586,-0.21964800357818604,-0.03116600029170513,-0.0008619999862276018,0.03607499971985817,0.0008619999862276018
-86.43505096435547,56.50431823730469,30.212989807128906,-0.1255200058221817,-0.030300000682473183,-0.006051999982446432,0.038651999086141586,0.0008619999862276018
-87.06167602539062,52.11570739746094,34.964256286621094,-0.3059319853782654,-0.02597000077366829,-0.013837000355124474,0.03779299929738045,0.0017269999952986836
-87.1727294921875,47.36997985839844,39.921756744384766,-0.2824000120162964,-0.024237999692559242,-0.0121069997549057,0.04208799824118614,0.0008619999862276018
-86.94269561767578,42.354427337646484,44.60163879394531,-0.4235920011997223,-0.023372000083327293,-0.0121069997549057,0.03693399950861931,0.0025919999461621046
-86.53816986083984,37.3388786315918,49.257720947265625,-0.32161998748779297,-0.020773999392986298,-0.0121069997549057,0.03607499971985817,-3.000000106112566e-06
-85.99879455566406,32.339195251464844,53.699642181396484,-0.2510240077972412,-0.020773999392986298,-0.013837000355124474,0.03607499971985817,0.0043219998478889465
-85.07074737548828,27.30777359008789,57.93532943725586,-0.11767599731683731,-0.016443999484181404,-0.015567000024020672,0.03779299929738045,0.005187000147998333
-83.80956268310547,21.871612548828125,62.147220611572266,-0.1333640068769455,-0.020773999392986298,-0.01643200032413006,0.040369998663663864,0.0034570000134408474
-81.99313354492188,16.522748947143555,65.66109466552734,-0.1333640068769455,-0.016443999484181404,-0.01816200092434883,0.03607499971985817,-3.000000106112566e-06
-80.0101318359375,10.769148826599121,69.40499877929688,-0.11767599731683731,-0.01817600056529045,-0.019027000293135643,0.03607499971985817,0.0017269999952986836
-77.8288345336914,5.3250532150268555,72.59366607666016,-0.258868008852005,-0.015577999874949455,-0.020757000893354416,0.03779299929738045,-3.000000106112566e-06
-75.33818054199219,-0.0317469984292984,75.6395492553711,-0.1333640068769455,-0.013845999725162983,-0.026812000200152397,0.03779299929738045,-0.0034630000591278076
-72.60164642333984,-5.4044189453125,78.24124908447266,0.015672000125050545,-0.006051999982446432,-0.02767699956893921,0.030920999124646187,0.0025919999461621046
-69.3891830444336,-10.729475021362305,80.47807312011719,0.18824000656604767,-0.005185999907553196,-0.026812000200152397,0.02920299954712391,0.0008619999862276018
-66.08946990966797,-16.006914138793945,82.44520568847656,0.18039600551128387,0.0017419999931007624,-0.02767699956893921,0.02920299954712391,0.0034570000134408474
-62.52800369262695,-21.236738204956055,84.24577331542969,0.3059000074863434,-0.00431999983265996,-0.026812000200152397,0.031780000776052475,-3.000000106112566e-06
-58.47475051879883,-26.22054672241211,85.1341552734375,0.2588360011577606,0.0017419999931007624,-0.026812000200152397,0.031780000776052475,0.0017269999952986836
-54.270790100097656,-31.394819259643555,86.03047180175781,0.24314799904823303,0.003473999910056591,-0.03373200073838234,0.025767000392079353,-3.000000106112566e-06
-49.71782302856445,-36.19609832763672,86.29222869873047,0.21177199482917786,0.005206000059843063,-0.031137000769376755,0.023189999163150787,-3.000000106112566e-06
-44.9427604675293,-41.108482360839844,86.40327453613281,0.08626800030469894,0.010401999577879906,-0.03373200073838234,0.02834399975836277,-3.000000106112566e-06
-40.05664825439453,-46.10816192626953,86.39534759521484,0.10980000346899033,0.010401999577879906,-0.03200199827551842,0.02061299979686737,0.006051999982446432
-35.1467399597168,-50.52058029174805,85.9590835571289,-0.04707999899983406,0.013000000268220901,-0.03546199947595596,0.018036000430583954,0.006051999982446432
-30.09405517578125,-55.09171676635742,85.48316192626953,0.007828000001609325,0.017330000177025795,-0.03892200067639351,0.024908000603318214,0.005187000147998333
-24.700294494628906,-59.41683578491211,84.22991180419922,-0.1255200058221817,0.017330000177025795,-0.03286699950695038,0.012881999835371971,0.0043219998478889465
-19.243078231811523,-63.23405075073242,82.76248931884766,0.06273599714040756,0.024258000776171684,-0.026812000200152397,0.015459000132977962,0.0043219998478889465
