500kV阿科#1线_9,500kV阿科#1线_10,500kV阿科#1线_11,500kV阿科#1线_12,阿科1线_33,阿科1线_34,阿科1线_35,阿科1线_36
81.72966003417969,-20.023975372314453,-61.154296875,-0.7040690183639526,-0.04730499908328056,0.024948999285697937,0.004294999875128269,-0.006910999771207571
79.99755096435547,-15.064743995666504,-64.41870880126953,-0.6805999875068665,-0.04730499908328056,0.01806900091469288,0.004294999875128269,-0.010363000445067883
77.96072387695312,-9.77952766418457,-67.6991195678711,-0.6962460279464722,-0.04730499908328056,0.01806900091469288,0.01459100004285574,-0.006910999771207571
75.72075653076172,-4.419496059417725,-70.80350494384766,-0.7510070204734802,-0.04730499908328056,0.0146289998665452,0.011158999986946583,-0.006910999771207571
73.11190795898438,1.1863600015640259,-73.7958755493164,-0.6805999875068665,-0.04730499908328056,0.01806900091469288,0.01459100004285574,-0.006910999771207571
70.3694076538086,6.663959980010986,-76.50554656982422,-0.7353609800338745,-0.04730499908328056,0.01806900091469288,0.02145499922335148,-0.010363000445067883
67.2794189453125,11.965208053588867,-78.8098373413086,-0.602370023727417,-0.04730499908328056,0.011188999749720097,0.018022999167442322,-0.010363000445067883
64.01301574707031,17.143543243408203,-80.7407455444336,-0.5084940195083618,-0.04730499908328056,0.00774900009855628,0.02145499922335148,-0.010363000445067883
60.2601203918457,22.17224884033203,-82.21292877197266,-0.25815799832344055,-0.04730499908328056,0.004308999981731176,0.024886999279260635,-0.013814999721944332
56.34684753417969,27.254392623901367,-83.43975067138672,-0.19557400047779083,-0.04730499908328056,0.0008689999813213944,0.024886999279260635,-0.010363000445067883
52.059356689453125,32.23500061035156,-84.16517639160156,0.015646999701857567,-0.0402970016002655,-0.0025710000190883875,0.028318999335169792,-0.010363000445067883
47.61148452758789,37.39196014404297,-84.82659149169922,0.015646999701857567,-0.033289000391960144,-0.009451000019907951,0.03175099939107895,-0.006910999771207571
42.858890533447266,42.33515930175781,-85.08795928955078,-0.08605200052261353,-0.043800998479127884,-0.009451000019907951,0.028318999335169792,-0.006910999771207571
38.095603942871094,47.34248733520508,-85.19463348388672,-0.21121999621391296,-0.036793000996112823,-0.009451000019907951,0.03175099939107895,-0.010363000445067883
33.25212860107422,51.7886962890625,-84.74124908447266,-0.3520340025424957,-0.036793000996112823,-0.009451000019907951,0.03175099939107895,-0.006910999771207571
28.430036544799805,55.91426467895508,-83.97848510742188,-0.5319629907608032,-0.033289000391960144,-0.012891000136733055,0.03175099939107895,-0.006910999771207571
23.543792724609375,59.58559036254883,-82.67698669433594,-0.5789009928703308,-0.033289000391960144,-0.019771000370383263,0.03175099939107895,-0.006910999771207571
18.59339714050293,63.032470703125,-81.17279815673828,-0.6101930141448975,-0.026280999183654785,-0.01633100025355816,0.035183001309633255,-0.006910999771207571
13.504005432128906,66.2388687133789,-79.27389526367188,-0.6962460279464722,-0.022777000442147255,-0.023211000487208366,0.03861499950289726,-0.006910999771207571
