5-110kVⅠ段母线电压Ua_5,6-110kVⅠ段母线电压Ub_6,7-110kVⅠ段母线电压Uc_7,8-110kVⅠ段母线电压3Uo_8,17-110kV云金线189线路电流Ia_17,18-110kV云金线189线路电流Ib_18,19-110kV云金线189线路电流Ic_19,20-110kV云金线189线路电流3Io_20
1.7124645709991455,72.17076873779297,-73.83355712890625,-0.28532740473747253,-0.0707312598824501,0.0,0.0,0.0
-3.361504554748535,75.37342834472656,-72.0574951171875,-0.09510913491249084,0.0,0.03530709818005562,0.0,0.0
-8.97458267211914,78.51266479492188,-69.58368682861328,-0.0634060949087143,-0.0707312598824501,0.0,0.0,0.03531987592577934
-15.38046932220459,81.58848571777344,-65.87297821044922,-0.6023578643798828,-0.03536562994122505,0.03530709818005562,0.03531241789460182,0.0
-20.581287384033203,83.71302032470703,-62.733150482177734,-0.729170024394989,-0.03536562994122505,0.0,0.03531241789460182,0.0
-24.64046287536621,84.25208282470703,-59.371315002441406,-0.5072487592697144,-0.03536562994122505,0.0,0.0,0.0
-29.555870056152344,85.10823822021484,-55.37516784667969,-0.3804365396499634,-0.0707312598824501,0.0,0.03531241789460182,0.03531987592577934
-35.04209899902344,85.26678466796875,-50.046974182128906,-0.3170304596424103,-0.03536562994122505,0.0,0.03531241789460182,0.03531987592577934
-40.14778137207031,85.10823822021484,-44.65534591674805,-0.5389517545700073,-0.03536562994122505,0.03530709818005562,0.03531241789460182,0.03531987592577934
-43.921546936035156,84.5057601928711,-40.405479431152344,-0.28532740473747253,0.0,0.0,0.03531241789460182,0.0
-47.663597106933594,83.4276351928711,-35.806739807128906,0.03170304745435715,-0.03536562994122505,0.0,0.03531241789460182,0.0
-53.054691314697266,83.52276611328125,-30.256534576416016,-0.3170304596424103,-0.0707312598824501,-0.03530709818005562,0.03531241789460182,0.0
-57.3675651550293,82.76173400878906,-25.023487091064453,-0.6340609192848206,-0.03536562994122505,0.0,0.03531241789460182,0.03531987592577934
-60.7924919128418,81.96900177001953,-20.80533218383789,-0.5072487592697144,0.0,-0.03530709818005562,0.03531241789460182,0.03531987592577934
-63.26605224609375,80.12985229492188,-16.84090232849121,0.03170304745435715,-0.03536562994122505,0.0,0.03531241789460182,0.0
-66.27872467041016,77.5613784790039,-11.417560577392578,0.22192132472991943,0.0,-0.03530709818005562,0.03531241789460182,0.0
-69.73536682128906,75.5002670288086,-5.740495681762695,0.0,0.0,-0.03530709818005562,0.03531241789460182,0.03531987592577934
-72.52604675292969,73.09034729003906,-0.6977397799491882,0.22192132472991943,0.0,-0.03530709818005562,0.0,0.0
-75.85584259033203,70.99752044677734,4.503593444824219,0.5706548094749451,-0.03536562994122505,0.0,0.03531241789460182,0.03531987592577934
-79.02706909179688,67.98512268066406,10.52952766418457,0.9827944040298462,-0.03536562994122505,-0.03530709818005562,0.03531241789460182,0.03531987592577934
-81.62747955322266,64.59220886230469,16.714040756225586,0.44384264945983887,-0.03536562994122505,0.0,0.03531241789460182,0.0
-83.24480438232422,61.611515045166016,21.59821891784668,0.1268121898174286,0.0,-0.03530709818005562,0.0,0.03531987592577934
-83.75220489501953,57.86979675292969,25.81637191772461,0.1268121898174286,0.0,-0.07061419636011124,0.03531241789460182,0.03531987592577934
-84.98898315429688,53.49388885498047,31.239713668823242,0.3804365396499634,0.0,-0.07061419636011124,0.0,0.0
-84.73528289794922,48.103275299072266,36.34590148925781,0.44384264945983887,0.0,-0.03530709818005562,0.03531241789460182,0.0
-84.29131317138672,43.25172805786133,40.912925720214844,0.15851522982120514,0.0,-0.03530709818005562,0.0,0.0
-83.59364318847656,38.65385437011719,44.56019973754883,0.44384264945983887,0.03536562994122505,-0.03530709818005562,0.03531241789460182,0.0
-83.14967346191406,33.390079498291016,49.19065475463867,0.8876852989196777,0.0,-0.03530709818005562,0.03531241789460182,0.0
-83.18138122558594,28.253143310546875,54.26512908935547,1.0144975185394287,0.03536562994122505,-0.07061419636011124,0.0,0.0
-81.976318359375,23.655269622802734,57.88068771362305,0.6657639741897583,0.0,-0.03530709818005562,0.03531241789460182,0.03531987592577934
-80.9298095703125,19.533037185668945,61.08395004272461,0.3804365396499634,0.03536562994122505,-0.03530709818005562,0.0,0.03531987592577934
-78.90022277832031,14.776616096496582,63.84319305419922,0.28532740473747253,0.03536562994122505,-0.07061419636011124,0.03531241789460182,0.0
-76.4900894165039,8.783525466918945,67.45875549316406,0.3170304596424103,0.03536562994122505,-0.07061419636011124,0.0,0.03531987592577934
-74.17508697509766,3.5514614582061768,70.53514862060547,0.03170304745435715,0.03536562994122505,-0.03530709818005562,0.0,0.03531987592577934
-71.79666137695312,-1.6806023120880127,73.38954162597656,-0.03170304745435715,0.03536562994122505,-0.07061419636011124,0.0,0.03531987592577934
-69.73536682128906,-7.134632587432861,76.59280395507812,0.22192132472991943,0.03536562994122505,-0.03530709818005562,0.03531241789460182,0.03531987592577934
-66.65927124023438,-13.286271095275879,79.5423355102539,0.5072487592697144,0.03536562994122505,-0.03530709818005562,0.03531241789460182,0.03531987592577934
-63.488040924072266,-19.12081527709961,82.23815155029297,0.4755456745624542,0.0,-0.03530709818005562,0.0,0.03531987592577934
-60.316810607910156,-23.274755477905273,83.47505187988281,0.0634060949087143,0.03536562994122505,0.0,0.0,0.0
-56.384483337402344,-27.745792388916016,84.10935974121094,-0.15851522982120514,0.03536562994122505,-0.03530709818005562,0.0,0.0
-51.46907424926758,-33.294952392578125,84.80709838867188,-0.1902182698249817,0.0707312598824501,-0.07061419636011124,0.0,0.03531987592577934
-46.04627227783203,-38.400177001953125,84.55337524414062,-0.22192132472991943,0.03536562994122505,0.0,-0.03531241789460182,0.0
-41.543121337890625,-42.83950424194336,84.64852142333984,-0.4755456745624542,0.03536562994122505,0.0,-0.03531241789460182,0.03531987592577934
-37.008262634277344,-46.39096450805664,83.60191345214844,-0.4121395945549011,0.03536562994122505,-0.07061419636011124,-0.03531241789460182,0.0
-31.71230697631836,-51.49618911743164,83.18961334228516,0.0,0.0707312598824501,-0.03530709818005562,0.0,0.0
-26.638338088989258,-56.062355041503906,82.49187469482422,0.348733514547348,0.0,-0.03530709818005562,-0.03531241789460182,0.0
-22.103477478027344,-59.86749267578125,81.76242065429688,0.348733514547348,0.03536562994122505,-0.03530709818005562,0.0,0.0
-17.980878829956055,-62.753055572509766,80.5572280883789,0.22192132472991943,0.0707312598824501,-0.03530709818005562,0.0,0.0
-12.589786529541016,-65.67032623291016,78.0199966430664,0.348733514547348,0.03536562994122505,-0.03530709818005562,0.0,0.0
-7.008419990539551,-68.96810913085938,75.67304992675781,0.44384264945983887,0.0,-0.03530709818005562,-0.03531241789460182,0.03531987592577934
-1.9978753328323364,-71.98051452636719,73.80184173583984,0.22192132472991943,0.03536562994122505,0.0,-0.03531241789460182,0.03531987592577934
3.1395184993743896,-75.24658966064453,72.12092590332031,0.0,0.03536562994122505,-0.03530709818005562,-0.03531241789460182,0.03531987592577934
9.13314437866211,-78.73463439941406,69.52025604248047,0.15851522982120514,0.03536562994122505,-0.03530709818005562,0.0,0.0
15.253620147705078,-81.3031005859375,65.77783203125,0.4121395945549011,0.03536562994122505,-0.03530709818005562,-0.07062483578920364,0.03531987592577934
20.35930061340332,-83.30079650878906,62.51114273071289,0.7608730792999268,0.03536562994122505,0.0,0.0,0.0
24.355052947998047,-83.99840545654297,59.307884216308594,0.5072487592697144,0.03536562994122505,0.0,-0.03531241789460182,0.0
29.714431762695312,-85.20336151123047,55.18487548828125,0.348733514547348,0.0707312598824501,0.0,-0.03531241789460182,0.0
35.295799255371094,-85.61558532714844,50.0152587890625,0.44384264945983887,0.03536562994122505,0.0,-0.07062483578920364,0.03531987592577934
39.73552322387695,-84.94969177246094,44.87735366821289,0.4121395945549011,0.0,-0.03530709818005562,0.0,0.03531987592577934
43.73127365112305,-84.53746795654297,40.59577178955078,0.28532740473747253,0.0,-0.03530709818005562,-0.03531241789460182,0.03531987592577934
47.75873565673828,-83.52276611328125,35.64815902709961,0.03170304745435715,0.0707312598824501,0.0,-0.07062483578920364,-0.03531987592577934
53.34010314941406,-83.77643585205078,30.161388397216797,0.22192132472991943,0.03536562994122505,0.0,-0.07062483578920364,0.0
57.335853576660156,-82.85686492919922,25.245494842529297,0.3170304596424103,0.0,0.0,-0.07062483578920364,0.03531987592577934
60.60221862792969,-81.87387084960938,20.995624542236328,0.3804365396499634,0.0,0.0,-0.03531241789460182,0.03531987592577934
63.23434066772461,-80.03472137451172,16.682323455810547,0.03170304745435715,0.0,0.0,-0.03531241789460182,0.0
66.62755584716797,-77.59309387207031,10.910113334655762,-0.1268121898174286,0.03536562994122505,0.0,-0.03531241789460182,0.03531987592577934
70.0207748413086,-75.5002670288086,5.455056667327881,-0.1268121898174286,0.0,0.0,-0.03531241789460182,0.03531987592577934
72.68460845947266,-73.18547058105469,0.666024386882782,-0.3804365396499634,0.0,0.0,-0.03531241789460182,0.0
75.79241180419922,-70.96581268310547,-4.440162181854248,-0.7608730792999268,0.0,0.0,-0.07062483578920364,0.0
79.09049224853516,-68.14366912841797,-10.561243057250977,-0.85598224401474,0.0,0.03530709818005562,-0.03531241789460182,0.0
82.00802612304688,-64.97271728515625,-16.872617721557617,-0.4121395945549011,0.03536562994122505,0.03530709818005562,-0.03531241789460182,0.0
83.65706634521484,-61.89690017700195,-21.6933650970459,-0.1902182698249817,0.0,0.0,-0.03531241789460182,0.03531987592577934
84.06932830810547,-58.09176254272461,-25.752941131591797,-0.44384264945983887,0.0,0.03530709818005562,-0.03531241789460182,0.0
84.957275390625,-53.557308197021484,-31.207998275756836,-0.4755456745624542,0.0,0.03530709818005562,-0.03531241789460182,0.03531987592577934
84.76699829101562,-48.2301139831543,-36.44104766845703,-0.3170304596424103,0.0,0.03530709818005562,-0.03531241789460182,0.0
84.51329803466797,-43.315147399902344,-41.10321807861328,-0.1902182698249817,0.0,0.0,-0.03531241789460182,0.03531987592577934
83.8790512084961,-38.84410858154297,-44.65534591674805,-0.6023578643798828,0.0,0.0,-0.03531241789460182,0.0
83.21309661865234,-33.73888397216797,-48.8417854309082,-1.0144975185394287,0.0,0.03530709818005562,-0.03531241789460182,0.0
83.21309661865234,-28.538530349731445,-54.074832916259766,-0.9827944040298462,-0.03536562994122505,0.03530709818005562,-0.03531241789460182,0.03531987592577934
