5-110kVⅠ段母线电压Ua_5,6-110kVⅠ段母线电压Ub_6,7-110kVⅠ段母线电压Uc_7,8-110kVⅠ段母线电压3Uo_8,45-110kV云拉T线187线路电流Ia_45,46-110kV云拉T线187线路电流Ib_46,47-110kV云拉T线187线路电流Ic_47,48-110kV云拉T线187线路电流3Io_48
71.35269165039062,5.168644905090332,-76.56108856201172,0.15851522982120514,-0.07076157629489899,0.0705372616648674,-0.07061385363340378,0.0
68.30831146240234,10.65438461303711,-78.74945068359375,-0.1902182698249817,-0.07076157629489899,0.1410745233297348,-0.10592077672481537,0.0
65.1053695678711,16.330381393432617,-81.15982818603516,-0.28532740473747253,-0.10614235699176788,0.1058058962225914,0.03530692681670189,0.0
61.58530044555664,21.372188568115234,-82.65045166015625,-0.4121395945549011,-0.03538078814744949,0.0705372616648674,-0.07061385363340378,-0.03534708544611931
57.970096588134766,25.716386795043945,-83.53848266601562,-0.1268121898174286,-0.07076157629489899,0.0705372616648674,-0.07061385363340378,-0.03534708544611931
54.29146957397461,30.75819206237793,-85.18768310546875,0.22192132472991943,-0.07076157629489899,0.0705372616648674,0.0,0.0
49.02722930908203,36.085384368896484,-85.18768310546875,0.22192132472991943,-0.07076157629489899,0.1058058962225914,-0.03530692681670189,0.0
43.73127365112305,40.42958450317383,-84.36308288574219,0.44384264945983887,-0.07076157629489899,0.0705372616648674,0.03530692681670189,0.0
38.530452728271484,44.80549240112305,-83.63362884521484,0.5706548094749451,-0.07076157629489899,0.0352686308324337,0.0,0.0
33.58333206176758,49.40336608886719,-83.09446716308594,0.22192132472991943,-0.07076157629489899,0.1058058962225914,-0.03530692681670189,-0.03534708544611931
28.636213302612305,54.159786224365234,-82.80902862548828,0.03170304745435715,-0.10614235699176788,0.0352686308324337,0.07061385363340378,0.0
24.006216049194336,58.282020568847656,-82.26986694335938,-0.09510913491249084,-0.07076157629489899,0.0705372616648674,0.03530692681670189,-0.07069417089223862
19.851903915405273,61.389549255371094,-81.12811279296875,-0.22192132472991943,-0.07076157629489899,0.0705372616648674,0.0,0.0
15.317044258117676,64.2116928100586,-79.32032775878906,-0.44384264945983887,-0.10614235699176788,0.0,0.07061385363340378,0.0
9.640541076660156,67.31922149658203,-76.65623474121094,-0.5706548094749451,-0.07076157629489899,0.0352686308324337,0.03530692681670189,0.0
3.7103400230407715,70.80726623535156,-74.30928802490234,-0.44384264945983887,-0.10614235699176788,0.0705372616648674,0.03530692681670189,-0.03534708544611931
-1.3953415155410767,74.0733413696289,-72.66008758544922,-0.0634060949087143,-0.07076157629489899,0.0,0.03530692681670189,0.03534708544611931
-6.849858283996582,77.59309387207031,-70.56686401367188,-0.2536243796348572,-0.10614235699176788,0.0352686308324337,0.03530692681670189,0.0
-12.494648933410645,80.00301361083984,-67.30017852783203,-0.3804365396499634,-0.10614235699176788,0.0352686308324337,0.10592077672481537,0.0
-18.07601547241211,82.31780242919922,-64.06520080566406,-0.3170304596424103,-0.07076157629489899,0.0,0.10592077672481537,-0.03534708544611931
-22.896286010742188,83.30079650878906,-60.10076904296875,-0.4121395945549011,-0.07076157629489899,0.0,0.03530692681670189,0.0
-27.272584915161133,84.41062927246094,-56.83407974243164,-0.4121395945549011,-0.07076157629489899,0.0,0.07061385363340378,0.0
-31.966005325317383,84.98139953613281,-52.7427864074707,-0.4121395945549011,-0.03538078814744949,0.0,0.03530692681670189,0.03534708544611931
-36.9765510559082,84.8228530883789,-47.66831588745117,-0.1902182698249817,-0.07076157629489899,0.0,0.07061385363340378,-0.03534708544611931
-41.479698181152344,83.90327453613281,-42.435264587402344,0.0634060949087143,-0.03538078814744949,-0.0352686308324337,0.07061385363340378,0.0
-46.173118591308594,83.45934295654297,-37.04364013671875,-0.22192132472991943,-0.03538078814744949,-0.0352686308324337,0.03530692681670189,0.0
-50.58113098144531,83.07882690429688,-32.22289276123047,-0.3170304596424103,-0.07076157629489899,0.0,0.10592077672481537,0.0
-55.17941665649414,83.01541137695312,-27.529006958007812,-0.44384264945983887,-0.03538078814744949,-0.0705372616648674,0.07061385363340378,0.0
-59.238590240478516,82.06412506103516,-22.64482879638672,-0.22192132472991943,-0.03538078814744949,-0.0352686308324337,0.03530692681670189,0.0
-62.441532135009766,80.89087677001953,-18.268096923828125,-0.1268121898174286,-0.03538078814744949,-0.0352686308324337,0.10592077672481537,0.0
-64.978515625,79.08343505859375,-13.891365051269531,-0.09510913491249084,0.0,-0.0705372616648674,0.07061385363340378,0.0
-68.37173461914062,76.54667663574219,-8.182584762573242,0.1902182698249817,-0.07076157629489899,-0.0705372616648674,0.10592077672481537,-0.03534708544611931
-71.5112533569336,73.81966400146484,-2.56895112991333,0.5706548094749451,-0.03538078814744949,-0.0705372616648674,0.07061385363340378,-0.03534708544611931
-74.9678955078125,71.63170623779297,3.0763981342315674,0.5706548094749451,0.03538078814744949,-0.0705372616648674,0.03530692681670189,-0.03534708544611931
-78.20255279541016,69.41204833984375,8.499739646911621,0.6023578643798828,-0.07076157629489899,-0.0352686308324337,0.10592077672481537,-0.03534708544611931
-80.58097076416016,66.2728042602539,13.98651123046875,0.6023578643798828,0.0,-0.1410745233297348,0.10592077672481537,-0.03534708544611931
-82.61055755615234,62.753055572509766,19.536714553833008,0.6340609192848206,0.0,-0.1058058962225914,0.07061385363340378,0.0
-83.27651977539062,59.01133728027344,24.072023391723633,0.4121395945549011,-0.03538078814744949,-0.0705372616648674,0.10592077672481537,0.0
-84.354736328125,55.61842346191406,28.639047622680664,0.1268121898174286,0.0,-0.0705372616648674,0.03530692681670189,0.0
-84.354736328125,50.862003326416016,33.33293151855469,0.1902182698249817,0.03538078814744949,-0.1058058962225914,0.07061385363340378,0.0
-83.97418975830078,45.50310134887695,38.21711349487305,0.5389517545700073,0.03538078814744949,-0.1058058962225914,0.10592077672481537,-0.03534708544611931
-83.56192779541016,40.65155029296875,42.62556076049805,0.5706548094749451,0.03538078814744949,-0.0705372616648674,0.03530692681670189,0.0
-83.30823516845703,35.6097412109375,47.25601577758789,0.7608730792999268,0.03538078814744949,-0.1058058962225914,0.07061385363340378,0.0
-82.76911926269531,30.472806930541992,51.69617462158203,0.9510913491249084,0.03538078814744949,-0.1410745233297348,0.07061385363340378,0.0
-82.51542663574219,25.431001663208008,56.48521041870117,0.9827944040298462,0.03538078814744949,-0.1058058962225914,0.07061385363340378,0.0
-82.00802612304688,20.928255081176758,60.54478454589844,0.8876852989196777,0.0,-0.0705372616648674,0.10592077672481537,0.0
-80.3589859008789,16.964570999145508,63.0503044128418,0.4755456745624542,0.07076157629489899,-0.0705372616648674,0.0,0.0
-77.82200622558594,11.954472541809082,65.68268585205078,0.2536243796348572,0.10614235699176788,-0.0705372616648674,0.03530692681670189,0.0
-75.5387191772461,5.834543704986572,69.48854064941406,0.3170304596424103,0.03538078814744949,-0.1763431578874588,0.14122770726680756,0.0
-73.22371673583984,0.25367581844329834,72.91381072998047,0.0634060949087143,0.07076157629489899,-0.0705372616648674,-0.03530692681670189,0.0
-71.25755310058594,-5.390611171722412,76.68795013427734,-0.0634060949087143,0.07076157629489899,-0.1058058962225914,0.0,-0.03534708544611931
-68.14974975585938,-10.971479415893555,78.90802764892578,0.2536243796348572,0.03538078814744949,-0.1410745233297348,0.10592077672481537,0.0
-64.978515625,-16.55234718322754,81.31840515136719,0.28532740473747253,0.10614235699176788,-0.0705372616648674,-0.07061385363340378,0.0
-61.5535888671875,-21.594154357910156,82.9041748046875,0.3804365396499634,0.03538078814744949,-0.0705372616648674,0.03530692681670189,0.0
-58.00181198120117,-25.811513900756836,83.66534423828125,0.22192132472991943,0.10614235699176788,-0.1058058962225914,0.0,0.0
-54.354896545410156,-30.599645614624023,85.02910614013672,-0.1268121898174286,0.10614235699176788,-0.0705372616648674,0.0,0.0
-48.995513916015625,-36.085384368896484,85.12425231933594,-0.0634060949087143,0.07076157629489899,-0.1410745233297348,0.03530692681670189,0.0
-43.6678466796875,-40.271034240722656,84.17279052734375,-0.3804365396499634,0.10614235699176788,-0.1058058962225914,-0.07061385363340378,0.03534708544611931
-38.43531799316406,-44.646942138671875,83.50676727294922,-0.5389517545700073,0.07076157629489899,-0.0705372616648674,-0.03530692681670189,-0.03534708544611931
-33.488197326660156,-49.21310806274414,82.9041748046875,-0.2536243796348572,0.10614235699176788,-0.1410745233297348,0.03530692681670189,0.0
-28.636213302612305,-53.93782043457031,82.58702087402344,0.0634060949087143,0.10614235699176788,-0.0705372616648674,-0.07061385363340378,0.0
-24.06964111328125,-58.028343200683594,82.11128997802734,0.0634060949087143,0.07076157629489899,-0.0705372616648674,0.0,0.0
-19.915328979492188,-61.13587188720703,80.96953582763672,0.22192132472991943,0.10614235699176788,-0.1058058962225914,0.0,0.0
-15.285332679748535,-64.3702392578125,79.38375854492188,0.5706548094749451,0.10614235699176788,-0.0705372616648674,-0.07061385363340378,0.0
-9.450267791748047,-67.66802215576172,76.81481170654297,0.6023578643798828,0.10614235699176788,-0.1058058962225914,-0.03530692681670189,0.0
-3.6152031421661377,-70.96581268310547,74.40443420410156,0.3804365396499634,0.14152315258979797,-0.0705372616648674,-0.03530692681670189,0.0
1.4270538091659546,-74.00991821289062,72.62837219238281,0.0634060949087143,0.07076157629489899,0.0,-0.07061385363340378,0.0
6.849858283996582,-77.52967071533203,70.53514862060547,0.3170304596424103,0.10614235699176788,-0.0705372616648674,-0.03530692681670189,0.0
12.558073997497559,-80.0664291381836,67.26846313476562,0.44384264945983887,0.14152315258979797,-0.0352686308324337,-0.10592077672481537,-0.03534708544611931
18.012590408325195,-82.41293334960938,64.2237777709961,0.3804365396499634,0.07076157629489899,-0.0352686308324337,-0.10592077672481537,0.0
22.801149368286133,-83.36421203613281,60.322776794433594,0.4121395945549011,0.07076157629489899,-0.0705372616648674,-0.03530692681670189,0.0
27.24087142944336,-84.5057601928711,56.99265670776367,0.4121395945549011,0.10614235699176788,-0.0352686308324337,-0.10592077672481537,-0.03534708544611931
32.219703674316406,-85.10823822021484,52.647640228271484,0.44384264945983887,0.10614235699176788,-0.0352686308324337,-0.03530692681670189,-0.03534708544611931
37.13511276245117,-84.6325912475586,47.382877349853516,0.2536243796348572,0.10614235699176788,0.0,-0.10592077672481537,0.03534708544611931
41.479698181152344,-83.7447280883789,42.30840301513672,-0.1268121898174286,0.07076157629489899,0.0,-0.10592077672481537,0.0
46.14140701293945,-83.39592742919922,37.075355529785156,0.28532740473747253,0.07076157629489899,0.0,-0.07061385363340378,0.0
50.73969268798828,-83.14225006103516,32.19117736816406,0.3170304596424103,0.10614235699176788,0.0,-0.10592077672481537,0.0
55.33797836303711,-83.07882690429688,27.497291564941406,0.348733514547348,0.03538078814744949,0.0352686308324337,-0.07061385363340378,0.0
59.3020133972168,-82.22267150878906,22.64482879638672,0.3170304596424103,0.07076157629489899,0.0,-0.10592077672481537,0.03534708544611931
62.47324752807617,-80.95429229736328,18.363243103027344,0.1268121898174286,0.07076157629489899,0.0,-0.10592077672481537,0.0
65.04194641113281,-78.92488861083984,13.827934265136719,0.0634060949087143,0.03538078814744949,0.0,-0.07061385363340378,-0.03534708544611931
68.46687316894531,-76.38813018798828,8.055723190307617,-0.22192132472991943,0.10614235699176788,0.0,-0.14122770726680756,0.0
71.82837677001953,-73.69282531738281,2.2517967224121094,-0.6657639741897583,0.07076157629489899,0.0,-0.10592077672481537,-0.03534708544611931
75.28501892089844,-71.63170623779297,-3.361837148666382,-0.44384264945983887,0.0,0.0352686308324337,-0.03530692681670189,0.0
78.20255279541016,-69.41204833984375,-8.499739646911621,-0.5706548094749451,0.10614235699176788,0.0352686308324337,-0.14122770726680756,-0.03534708544611931
80.48583984375,-66.20938873291016,-13.923080444335938,-0.6340609192848206,0.0,0.0705372616648674,-0.10592077672481537,0.0
82.64227294921875,-62.848182678222656,-19.5049991607666,-0.5072487592697144,0.0,0.0705372616648674,-0.10592077672481537,0.0
83.49850463867188,-59.07475662231445,-24.16716957092285,-0.3170304596424103,0.03538078814744949,0.0352686308324337,-0.10592077672481537,-0.03534708544611931
84.4815902709961,-55.745262145996094,-28.702478408813477,0.0,0.0,0.0705372616648674,-0.07061385363340378,-0.03534708544611931
84.51329803466797,-50.862003326416016,-33.45979690551758,-0.15851522982120514,0.0,0.0705372616648674,-0.07061385363340378,0.0
84.06932830810547,-45.37626266479492,-38.312259674072266,-0.5706548094749451,0.0,0.0705372616648674,-0.10592077672481537,0.0
83.4350814819336,-40.42958450317383,-42.56212615966797,-0.697467029094696,0.0,0.0705372616648674,-0.07061385363340378,-0.03534708544611931
83.21309661865234,-35.51461410522461,-47.129150390625,-0.7925761342048645,0.0,0.0705372616648674,-0.07061385363340378,0.0
82.70569610595703,-30.536226272583008,-51.47416687011719,-1.0462005138397217,-0.03538078814744949,0.1058058962225914,-0.10592077672481537,-0.03534708544611931
82.61055755615234,-25.5261287689209,-56.421775817871094,-0.9510913491249084,-0.03538078814744949,0.0352686308324337,-0.07061385363340378,0.0
82.07144927978516,-21.086801528930664,-60.44963836669922,-0.7925761342048645,0.03538078814744949,0.0705372616648674,-0.14122770726680756,-0.03534708544611931
80.4541244506836,-16.932861328125,-63.145450592041016,-0.44384264945983887,-0.03538078814744949,0.0705372616648674,-0.03530692681670189,0.0
77.72686767578125,-11.859344482421875,-65.71440124511719,-0.1268121898174286,-0.07076157629489899,0.1058058962225914,-0.03530692681670189,0.0
75.38015747070312,-5.707705974578857,-69.39339447021484,-0.3170304596424103,0.0,0.1410745233297348,-0.14122770726680756,-0.03534708544611931
73.19200897216797,-0.25367581844329834,-72.78694915771484,-0.03170304745435715,-0.03538078814744949,0.0352686308324337,-0.03530692681670189,-0.03534708544611931
