220kVIII母_1,220kVIII母_2,220kVIII母_3,220kVIII母_4,220kV龙清线_9,220kV龙清线_10,220kV龙清线_11,220kV龙清线_12
-10.204302787780762,79.31449890136719,-69.15982818603516,0.06273599714040756,-0.026565000414848328,0.0510220006108284,-0.013790000230073929,0.005169999785721302
-15.687333106994629,81.59498596191406,-65.92462921142578,0.05489199981093407,-0.02913600020110607,0.05275199934840202,-0.011203999631106853,0.004308000206947327
-20.603153228759766,82.94058227539062,-62.251949310302734,0.23530399799346924,-0.03427800163626671,0.043237000703811646,-0.00775599991902709,0.006893999874591827
-25.87010383605957,84.11865234375,-58.26601028442383,0.18039600551128387,-0.0368489995598793,0.04496699944138527,-0.006031999830156565,0.004308000206947327
-30.66707992553711,85.0643539428711,-54.39349365234375,0.2509920001029968,-0.0368489995598793,0.0510220006108284,-0.0017219999572262168,-0.0017259999876841903
-35.85300064086914,85.97763061523438,-50.19691467285156,-0.007860000245273113,-0.04027700051665306,0.04496699944138527,-0.004308000206947327,0.004308000206947327
-40.612159729003906,86.2262191772461,-45.66547775268555,0.10980000346899033,-0.044562000781297684,0.043237000703811646,0.008621999993920326,-1.9999999949504854e-06
-45.133636474609375,85.89116668701172,-40.72896194458008,0.12548799812793732,-0.04541900008916855,0.04150699824094772,0.010346000082790852,0.005169999785721302
-49.59568786621094,85.70743560791016,-36.16511917114258,0.11764399707317352,-0.04370500147342682,0.0397769995033741,0.011207999661564827,0.004308000206947327
-53.9064826965332,84.98870086669922,-31.13678741455078,0.1568640023469925,-0.04541900008916855,0.042371999472379684,0.013794000260531902,0.005169999785721302
-58.78989028930664,84.62663269042969,-25.941024780273438,0.03136000037193298,-0.04541900008916855,0.036316998302936554,0.015518000349402428,-0.0017259999876841903
-62.40382766723633,82.96219635009766,-20.588634490966797,0.09411200135946274,-0.04970400035381317,0.03285700082778931,0.01810400001704693,-0.0017259999876841903
-66.06098175048828,81.45448303222656,-15.44148063659668,0.04704799875617027,-0.04370500147342682,0.026801999658346176,0.015518000349402428,0.006893999874591827
-68.83760833740234,79.35232543945312,-10.569779396057129,0.08626800030469894,-0.04541900008916855,0.025937000289559364,0.02758600004017353,-0.002587999915704131
-72.28408813476562,77.34744262695312,-5.233591079711914,-0.10983200371265411,-0.053989000618457794,0.026801999658346176,0.02758600004017353,-1.9999999949504854e-06
-74.9634780883789,74.65084838867188,0.1782110035419464,-0.1255200058221817,-0.050560999661684036,0.027667000889778137,0.02930999919772148,-0.0017259999876841903
-77.56184387207031,71.88400268554688,5.465789794921875,-0.18042799830436707,-0.044562000781297684,0.02420699968934059,0.038791999220848083,0.0025839998852461576
-79.58759307861328,68.89018249511719,10.553531646728516,-0.11767599731683731,-0.04370500147342682,0.015557000413537025,0.03017199970781803,-0.0008640000014565885
-81.4999008178711,65.3343505859375,16.019344329833984,-0.1333640068769455,-0.04541900008916855,0.010366999544203281,0.037067998200654984,-0.002587999915704131
-83.13670349121094,61.859580993652344,21.06387710571289,-0.18042799830436707,-0.041133999824523926,0.011231999844312668,0.045687999576330185,0.0025839998852461576
-83.84976959228516,57.579612731933594,26.059803009033203,-0.16473999619483948,-0.03770599886775017,0.004311999771744013,0.03965400159358978,0.000859999970998615
-85.14624786376953,53.79140853881836,31.163747787475586,-0.23533600568771362,-0.041133999824523926,-1.2999999853491317e-05,0.043963998556137085,0.006893999874591827
-85.400146484375,48.92240524291992,36.0462532043457,-0.5726280212402344,-0.04370500147342682,-0.0043379999697208405,0.043963998556137085,0.004308000206947327
-85.83770751953125,44.76132583618164,40.90175247192383,-0.16473999619483948,-0.03770599886775017,0.0008520000264979899,0.043101999908685684,0.004308000206947327
-85.31371307373047,39.76262283325195,45.22795104980469,-0.298088014125824,-0.0368489995598793,-0.0034729999024420977,0.043963998556137085,-1.9999999949504854e-06
-84.973388671875,35.0449333190918,49.82960510253906,0.05489199981093407,-0.03770599886775017,-0.011257999576628208,0.054308000952005386,0.004308000206947327
-84.12527465820312,29.76522445678711,54.22061538696289,-0.06276799738407135,-0.0368489995598793,-0.015583000145852566,0.051722001284360886,0.0017219999572262168
-83.3095703125,24.544960021972656,58.54141616821289,-0.20396000146865845,-0.023994000628590584,-0.017312999814748764,0.051722001284360886,0.006893999874591827
-82.00228118896484,19.48681640625,62.343719482421875,-0.015704000368714333,-0.022280000150203705,-0.02077299915254116,0.044826000928878784,-1.9999999949504854e-06
-80.20342254638672,14.061200141906738,65.97859191894531,-0.21964800357818604,-0.02485099993646145,-0.02077299915254116,0.052583999931812286,-0.0017259999876841903
-78.50178527832031,9.456992149353027,68.98695373535156,0.05489199981093407,-0.018851999193429947,-0.024233000352978706,0.046549998223781586,-0.002587999915704131
-75.86561584472656,3.799004077911377,71.8764877319336,-0.23533600568771362,-0.015424000099301338,-0.023367999121546745,0.052583999931812286,-1.9999999949504854e-06
-73.4779281616211,-1.5401480197906494,74.98206329345703,-1.5999999959603883e-05,-0.01370999962091446,-0.02682800032198429,0.051722001284360886,-0.0017259999876841903
-70.38258361816406,-7.030611991882324,77.34770202636719,-0.07061199843883514,-0.009425000287592411,-0.02682800032198429,0.049998000264167786,0.004308000206947327
-67.31964874267578,-11.98067569732666,79.2542495727539,-1.5999999959603883e-05,-0.010281999595463276,-0.030287999659776688,0.047412000596523285,0.005169999785721302
-63.60307312011719,-17.390079498291016,80.98257446289062,-1.5999999959603883e-05,-0.010281999595463276,-0.03115300089120865,0.043963998556137085,-0.0017259999876841903
-59.89189910888672,-22.588727951049805,82.48404693603516,0.1490200012922287,-0.004282999783754349,-0.03634300082921982,0.045687999576330185,-0.002587999915704131
-55.81338882446289,-27.598236083984375,83.52104187011719,0.2666800022125244,-0.005140000022947788,-0.0389380007982254,0.045687999576330185,-1.9999999949504854e-06
-51.55661392211914,-32.66178512573242,84.39600372314453,0.39218398928642273,-0.001711999997496605,-0.04326299950480461,0.043963998556137085,-1.9999999949504854e-06
-47.20260238647461,-37.206546783447266,84.57423400878906,0.33727601170539856,1.9999999949504854e-06,-0.03720799833536148,0.044826000928878784,0.004308000206947327
-42.297584533691406,-42.24848175048828,84.64984893798828,0.23530399799346924,0.01028599962592125,-0.03807299956679344,0.03965400159358978,-1.9999999949504854e-06
-37.98678970336914,-46.52304458618164,84.62284851074219,0.2509920001029968,0.012000000104308128,-0.03720799833536148,0.04224000126123428,0.005169999785721302
-32.876495361328125,-51.17048263549805,84.03413391113281,0.07842399924993515,0.013713999651372433,-0.04758799821138382,0.041377998888492584,0.0034459999296814203
-27.739194869995117,-55.52610778808594,83.25099182128906,0.20392799377441406,0.012857000343501568,-0.04931800067424774,0.037067998200654984,-1.9999999949504854e-06
-22.288576126098633,-59.88173294067383,82.30581665039062,0.1411760002374649,0.017141999676823616,-0.04412800073623657,0.03793000057339668,0.006893999874591827
-17.189088821411133,-63.51862335205078,80.75572967529297,0.12548799812793732,0.020570000633597374,-0.04845299944281578,0.03189599886536598,-0.0017259999876841903
-12.203042984008789,-66.76102447509766,79.00040435791016,0.09411200135946274,0.029997000470757484,-0.04845299944281578,0.03103400021791458,0.005169999785721302
-6.97930908203125,-69.97640228271484,76.942626953125,-1.5999999959603883e-05,0.03256800025701523,-0.04758799821138382,0.02672399953007698,-0.0017259999876841903
-1.6961530447006226,-72.85133361816406,74.45276641845703,-0.07061199843883514,0.03085399977862835,-0.051047999411821365,0.02241400070488453,-0.002587999915704131
3.8949170112609863,-75.71004486083984,71.68745422363281,-0.1333640068769455,0.029997000470757484,-0.044992998242378235,0.015518000349402428,0.000859999970998615
8.95659065246582,-77.68791198730469,68.5872802734375,-0.15689599514007568,0.03085399977862835,-0.050182998180389404,0.01724199950695038,0.005169999785721302
14.445022583007812,-80.10890197753906,65.4979019165039,-0.16473999619483948,0.037709999829530716,-0.04326299950480461,0.013794000260531902,-0.002587999915704131
19.539108276367188,-81.54096221923828,61.803619384765625,-0.258868008852005,0.04028100147843361,-0.040667999535799026,0.010346000082790852,-0.002587999915704131
24.72502899169922,-82.78929138183594,57.87709426879883,-0.2510240077972412,0.04028100147843361,-0.039802998304367065,0.004311999771744013,-0.0017259999876841903
29.44637680053711,-83.56205749511719,53.91276168823242,-0.2824000120162964,0.0454230010509491,-0.04239799827337265,0.002587999915704131,-0.0017259999876841903
34.470237731933594,-84.41048431396484,49.743186950683594,-0.11767599731683731,0.04370899870991707,-0.039802998304367065,0.002587999915704131,-0.0008640000014565885
39.164573669433594,-84.61043548583984,45.23335266113281,-0.17258399724960327,0.04799399897456169,-0.03720799833536148,1.9999999949504854e-06,-1.9999999949504854e-06
43.837303161621094,-84.32402038574219,40.29684066772461,-0.2510240077972412,0.052278999239206314,-0.039802998304367065,-0.0017219999572262168,-0.0017259999876841903
48.53164291381836,-84.3564453125,35.59796905517578,-0.2902440130710602,0.05313599854707718,-0.03807299956679344,-0.0034459999296814203,-0.002587999915704131
52.65877151489258,-83.40534210205078,30.553434371948242,-0.23533600568771362,0.04970800131559372,-0.03115300089120865,-0.012066000141203403,0.006893999874591827
57.23966598510742,-82.84333038330078,25.454891204833984,-0.18827199935913086,0.05313599854707718,-0.03115300089120865,-0.012066000141203403,-0.0017259999876841903
60.956241607666016,-81.2923812866211,20.048490524291992,-0.2745560109615326,0.05313599854707718,-0.028558000922203064,-0.012927999719977379,-0.0008640000014565885
64.79166412353516,-79.95758819580078,14.982352256774902,-0.21180400252342224,0.04799399897456169,-0.02596299909055233,-0.01810000091791153,-0.004311999771744013
67.74115753173828,-77.86624145507812,9.943219184875488,-0.1490519940853119,0.04970800131559372,-0.023367999121546745,-0.01896199956536293,-0.0008640000014565885
70.87971496582031,-75.75868225097656,4.81226921081543,0.03136000037193298,0.050565000623464584,-0.025097999721765518,-0.02413400076329708,0.005169999785721302
73.55911254882812,-73.02426147460938,-0.5995330214500427,-0.03139200061559677,0.050565000623464584,-0.01990799978375435,-0.025857999920845032,-0.0017259999876841903
76.36814880371094,-70.37089538574219,-6.076147079467773,-0.007860000245273113,0.047136999666690826,-0.017312999814748764,-0.027581999078392982,-0.006035999860614538
78.41010284423828,-67.20955657958984,-11.239502906799316,0.07842399924993515,0.052278999239206314,-0.012988000176846981,-0.031029999256134033,-1.9999999949504854e-06
80.3008041381836,-63.621299743652344,-16.656705856323242,0.07057999819517136,0.050565000623464584,-0.0026080000679939985,-0.033615998923778534,0.006031999830156565
81.79715728759766,-60.18975830078125,-21.636428833007812,0.07057999819517136,0.04456600174307823,-0.0034729999024420977,-0.038787998259067535,-0.0008640000014565885
82.44539642333984,-55.89358139038086,-26.632352828979492,0.03136000037193298,0.041138000786304474,-0.0008779999916441739,-0.039650000631809235,-0.0017259999876841903
83.72566986083984,-52.07295227050781,-31.59587287902832,0.19608399271965027,0.04199500009417534,-0.0017430000007152557,-0.038787998259067535,-0.0008640000014565885
84.15242767333984,-47.5281867980957,-36.53778839111328,0.21961599588394165,0.04456600174307823,0.0025820001028478146,-0.041374001652002335,-0.0017259999876841903
84.66561889648438,-43.19417953491211,-41.36627960205078,0.24314799904823303,0.04028100147843361,0.004311999771744013,-0.046546000987291336,-0.002587999915704131
84.0984115600586,-38.18467330932617,-45.8707160949707,0.1333319991827011,0.042851999402046204,0.0034469999372959137,-0.041374001652002335,-0.0008640000014565885
83.62843322753906,-33.43455505371094,-50.142906188964844,0.12548799812793732,0.03685300052165985,0.006041999906301498,-0.043960001319646835,-0.0017259999876841903
82.8613510131836,-28.219696044921875,-54.652740478515625,0.10980000346899033,0.03856699913740158,0.010366999544203281,-0.046546000987291336,0.006893999874591827
82.09967041015625,-23.107511520385742,-58.973541259765625,0.015672000125050545,0.03085399977862835,0.015557000413537025,-0.046546000987291336,-1.9999999949504854e-06
80.73836517333984,-17.914268493652344,-62.792049407958984,0.06273599714040756,0.03085399977862835,0.02334200032055378,-0.04568399861454964,-0.0017259999876841903
78.80985260009766,-12.558903694152832,-66.31890106201172,0.06273599714040756,0.026568999513983727,0.02247699908912182,-0.04999399930238724,-0.0017259999876841903
77.12442779541016,-7.824999809265137,-69.37586975097656,-0.023547999560832977,0.01971299946308136,0.025937000289559364,-0.044821999967098236,-0.0008640000014565885
