1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,9-220kV草水Ⅰ回线电流Ia_9,10-220kV草水Ⅰ回线电流Ib_10,11-220kV草水Ⅰ回线电流Ic_11,12-220kV草水Ⅰ回线电流3Io_12
-0.44499215483665466,74.6771240234375,-74.439208984375,-0.12671732902526855,0.035302747040987015,-0.49392956495285034,0.45845451951026917,0.0
-5.721327781677246,77.21177673339844,-71.7455825805664,-0.22175534069538116,0.035302747040987015,-0.5292102694511414,0.45845451951026917,0.0
-10.997663497924805,79.36622619628906,-68.6082992553711,-0.09503799676895142,0.10590824484825134,-0.5292102694511414,0.4231887757778168,0.03530982881784439
-16.21042823791504,81.29889678955078,-65.18580627441406,0.09503799676895142,0.10590824484825134,-0.5292102694511414,0.3879230320453644,0.0
-21.327836990356445,82.78800201416016,-61.50979232788086,0.1583966612815857,0.17651374638080597,-0.5644909143447876,0.3879230320453644,0.0
-26.381677627563477,84.05532836914062,-57.61195373535156,0.3167933225631714,0.17651374638080597,-0.5644909143447876,0.3526573181152344,0.0
-31.435516357421875,84.94245910644531,-53.397220611572266,0.4118313193321228,0.2471192330121994,-0.5644909143447876,0.317391574382782,0.0
-36.29864501953125,85.38602447509766,-48.99234390258789,0.3484726548194885,0.2471192330121994,-0.5292102694511414,0.282125860452652,0.0
-41.225345611572266,85.76622009277344,-44.39733123779297,0.4118313193321228,0.2824219763278961,-0.5644909143447876,0.282125860452652,0.0
-45.96133041381836,85.76622009277344,-39.7706298828125,0.28511399030685425,0.31772473454475403,-0.5644909143447876,0.24686011672019958,0.0
-50.538394927978516,85.38602447509766,-34.92210006713867,-0.03167933225631714,0.31772473454475403,-0.5292102694511414,0.2115943878889084,0.0
-54.92474365234375,84.62562561035156,-29.8834285736084,-0.09503799676895142,0.35302749276161194,-0.5292102694511414,0.1763286590576172,0.0
-58.9296760559082,83.45335388183594,-24.686311721801758,-0.28511399030685425,0.38833022117614746,-0.5644909143447876,0.141062930226326,-0.03530982881784439
-62.83924865722656,82.0276107788086,-19.394123077392578,-0.3484726548194885,0.42363297939300537,-0.5292102694511414,0.1057971939444542,0.03530982881784439
-66.52632904052734,80.28504180908203,-14.070246696472168,-0.6019073128700256,0.42363297939300537,-0.5292102694511414,0.070531465113163,0.03530982881784439
-69.8001937866211,78.25731658935547,-8.682990074157715,-0.5385486483573914,0.42363297939300537,-0.49392956495285034,0.0352657325565815,0.0
-72.85157012939453,75.94445037841797,-3.327423095703125,-0.44351068139076233,0.4589357376098633,-0.49392956495285034,0.0,0.0
-75.61688232421875,73.40979766845703,1.96476411819458,-0.5385486483573914,0.4589357376098633,-0.49392956495285034,0.0,0.0
-78.03255462646484,70.59000396728516,7.161882400512695,-0.6335866451263428,0.4942384660243988,-0.4233681857585907,-0.070531465113163,0.03530982881784439
-80.06680297851562,67.39000701904297,12.454069137573242,-0.6652659773826599,0.4589357376098633,-0.4233681857585907,-0.1057971939444542,0.0
-81.75141143798828,63.7464485168457,17.651187896728516,-0.8870213627815247,0.5295412540435791,-0.4233681857585907,-0.1057971939444542,0.03530982881784439
-83.24531555175781,60.10288619995117,22.78492546081543,-0.9503800272941589,0.5295412540435791,-0.38808751106262207,-0.1763286590576172,0.0
-84.45315551757812,56.047447204589844,27.85528564453125,-1.140455961227417,0.5295412540435791,-0.35280683636665344,-0.2115943878889084,0.0
-85.21599578857422,51.73854446411133,32.957332611083984,-1.2354940176010132,0.5295412540435791,-0.3175261616706848,-0.2115943878889084,0.03530982881784439
-85.6609878540039,47.30290603637695,37.900936126708984,-1.1087766885757446,0.5648439526557922,-0.2822454571723938,-0.24686011672019958,0.03530982881784439
-85.81991577148438,42.67716979980469,42.74946594238281,-1.0454180240631104,0.5648439526557922,-0.24696478247642517,-0.282125860452652,0.03530982881784439
-85.6927719116211,37.92470169067383,47.344478607177734,-0.9820593595504761,0.4942384660243988,-0.21168409287929535,-0.317391574382782,0.0
-85.37492370605469,33.14054870605469,51.8127326965332,-0.8553420305252075,0.5295412540435791,-0.21168409287929535,-0.282125860452652,0.03530982881784439
-84.45315551757812,27.976200103759766,56.185916900634766,-0.696945309638977,0.5295412540435791,-0.17640341818332672,-0.3526573181152344,0.0
-83.11817932128906,22.780166625976562,60.11544418334961,-0.5068693161010742,0.4589357376098633,-0.1411227285861969,-0.3879230320453644,0.0
-81.59249114990234,17.457401275634766,63.94990539550781,-0.4118313193321228,0.4942384660243988,-0.10584204643964767,-0.3879230320453644,0.03530982881784439
-79.59002685546875,12.007904052734375,67.37239837646484,-0.47519001364707947,0.4942384660243988,-0.035280682146549225,-0.4231887757778168,0.03530982881784439
-77.49220275878906,6.653456211090088,70.66812896728516,-0.2534346580505371,0.4589357376098633,-0.035280682146549225,-0.4231887757778168,0.03530982881784439
-75.20367431640625,1.3306912183761597,73.64696502685547,-0.2534346580505371,0.4589357376098633,0.035280682146549225,-0.45845451951026917,0.03530982881784439
-72.50193786621094,-3.9920737743377686,76.21383666992188,-0.28511399030685425,0.42363297939300537,0.07056136429309845,-0.45845451951026917,0.0
-69.48234558105469,-9.219789505004883,78.49549865722656,-0.09503799676895142,0.42363297939300537,0.07056136429309845,-0.45845451951026917,0.03530982881784439
-66.17668914794922,-14.510870933532715,80.55532836914062,0.09503799676895142,0.35302749276161194,0.10584204643964767,-0.49372023344039917,0.0
-62.61675262451172,-19.580171585083008,82.13981628417969,0.2534346580505371,0.31772473454475403,0.1411227285861969,-0.49372023344039917,0.03530982881784439
-58.86610412597656,-24.617788314819336,83.53416442871094,0.44351068139076233,0.35302749276161194,0.1411227285861969,-0.5289859771728516,0.03530982881784439
-54.797603607177734,-29.655405044555664,84.61161804199219,0.5385486483573914,0.31772473454475403,0.21168409287929535,-0.5289859771728516,0.0
-50.474822998046875,-34.59797286987305,85.277099609375,0.6335866451263428,0.2824219763278961,0.2822454571723938,-0.49372023344039917,0.0
-45.96133041381836,-39.445491790771484,85.62568664550781,0.6335866451263428,0.2471192330121994,0.24696478247642517,-0.49372023344039917,0.0
-41.32069778442383,-44.26132583618164,85.81582641601562,0.6019073128700256,0.21181648969650269,0.3175261616706848,-0.5289859771728516,0.0
-36.61649703979492,-48.91874313354492,85.65737915039062,0.47519001364707947,0.21181648969650269,0.2822454571723938,-0.49372023344039917,0.03530982881784439
-31.65801239013672,-53.3543815612793,85.08696746826172,0.2534346580505371,0.17651374638080597,0.3175261616706848,-0.5289859771728516,0.0
-26.477033615112305,-57.536556243896484,84.04119873046875,0.22175534069538116,0.14121098816394806,0.38808751106262207,-0.49372023344039917,0.0
-21.20069694519043,-61.37021255493164,82.5834732055664,0.12671732902526855,0.07060549408197403,0.38808751106262207,-0.49372023344039917,0.03530982881784439
-15.82900619506836,-65.20387268066406,80.99898529052734,0.06335866451263428,0.07060549408197403,0.4233681857585907,-0.49372023344039917,0.0
-10.330174446105957,-68.68901824951172,79.06591033935547,0.1583966612815857,0.035302747040987015,0.4233681857585907,-0.45845451951026917,0.03530982881784439
-4.926698684692383,-71.76227569580078,76.8476333618164,0.28511399030685425,0.0,0.4586488902568817,-0.4231887757778168,0.0
0.381421834230423,-74.6771240234375,74.5025863647461,0.2534346580505371,-0.07060549408197403,0.4586488902568817,-0.45845451951026917,0.0
5.75311279296875,-77.21177673339844,71.68220520019531,0.28511399030685425,-0.07060549408197403,0.49392956495285034,-0.4231887757778168,0.03530982881784439
10.997663497924805,-79.36622619628906,68.6082992553711,0.22175534069538116,-0.10590824484825134,0.49392956495285034,-0.4231887757778168,0.0
16.24221420288086,-81.29889678955078,65.24918365478516,0.1583966612815857,-0.17651374638080597,0.49392956495285034,-0.3879230320453644,0.0
21.327836990356445,-82.7563247680664,61.47810363769531,-0.06335866451263428,-0.17651374638080597,0.49392956495285034,-0.3526573181152344,0.0
26.445247650146484,-83.9919662475586,57.54857635498047,-0.1583966612815857,-0.17651374638080597,0.5292102694511414,-0.317391574382782,0.03530982881784439
31.435516357421875,-84.91077423095703,53.42890930175781,-0.2534346580505371,-0.2471192330121994,0.5292102694511414,-0.317391574382782,0.0
36.26686096191406,-85.44938659667969,49.0874137878418,-0.2534346580505371,-0.2824219763278961,0.5292102694511414,-0.282125860452652,0.03530982881784439
41.161773681640625,-85.79790496826172,44.39733123779297,-0.5068693161010742,-0.2824219763278961,0.5292102694511414,-0.24686011672019958,0.03530982881784439
45.897762298583984,-85.79790496826172,39.7706298828125,-0.2534346580505371,-0.31772473454475403,0.5644909143447876,-0.2115943878889084,0.03530982881784439
50.44303894042969,-85.44938659667969,35.048858642578125,-0.03167933225631714,-0.35302749276161194,0.5292102694511414,-0.1763286590576172,0.0
54.797603607177734,-84.72067260742188,29.978498458862305,0.09503799676895142,-0.38833022117614746,0.49392956495285034,-0.1763286590576172,0.0
58.834320068359375,-83.58008575439453,24.81307029724121,0.1583966612815857,-0.38833022117614746,0.5292102694511414,-0.1057971939444542,0.0
62.71210861206055,-82.09097290039062,19.58426284790039,0.4118313193321228,-0.42363297939300537,0.49392956495285034,-0.070531465113163,0.0
66.49453735351562,-80.34840393066406,14.228694915771484,0.6019073128700256,-0.4589357376098633,0.4233681857585907,-0.0352657325565815,0.0
69.8001937866211,-78.32068634033203,8.746369361877441,0.5702279806137085,-0.42363297939300537,0.4586488902568817,0.0,0.03530982881784439
72.81978607177734,-75.97613525390625,3.422492504119873,0.5702279806137085,-0.4589357376098633,0.4233681857585907,0.0352657325565815,0.03530982881784439
75.61688232421875,-73.59989929199219,-1.8380051851272583,0.5385486483573914,-0.4589357376098633,0.4586488902568817,0.070531465113163,0.0
78.03255462646484,-70.71673583984375,-7.066812992095947,0.6652659773826599,-0.4942384660243988,0.38808751106262207,0.1057971939444542,0.0
80.13037109375,-67.42169189453125,-12.390689849853516,0.7603039741516113,-0.5295412540435791,0.38808751106262207,0.141062930226326,0.0
81.87855529785156,-63.936546325683594,-17.619497299194336,0.8553420305252075,-0.5295412540435791,0.35280683636665344,0.141062930226326,0.03530982881784439
83.3724594116211,-60.29298782348633,-22.78492546081543,0.8870213627815247,-0.5648439526557922,0.35280683636665344,0.1763286590576172,0.03530982881784439
84.54850769042969,-56.3009147644043,-27.85528564453125,1.0770972967147827,-0.5295412540435791,0.3175261616706848,0.24686011672019958,0.0
85.3431396484375,-51.960323333740234,-32.89395523071289,1.172135353088379,-0.5295412540435791,0.2822454571723938,0.24686011672019958,0.0
85.75634765625,-47.524688720703125,-37.80586624145508,1.172135353088379,-0.5648439526557922,0.24696478247642517,0.24686011672019958,0.0
85.91526794433594,-42.86726760864258,-42.68608474731445,1.1087766885757446,-0.5295412540435791,0.21168409287929535,0.317391574382782,0.03530982881784439
85.81991577148438,-38.11479949951172,-47.31278991699219,1.0454180240631104,-0.5295412540435791,0.21168409287929535,0.317391574382782,0.0
85.47027587890625,-33.235599517822266,-51.781044006347656,1.0137386322021484,-0.5295412540435791,0.17640341818332672,0.3526573181152344,0.0
84.48493957519531,-28.134614944458008,-56.027469635009766,0.7919833064079285,-0.5295412540435791,0.1411227285861969,0.3879230320453644,0.03530982881784439
83.14996337890625,-22.938583374023438,-59.95699691772461,0.5702279806137085,-0.5295412540435791,0.07056136429309845,0.4231887757778168,0.0
81.65605926513672,-17.64750099182129,-63.854835510253906,0.47519001364707947,-0.4942384660243988,0.07056136429309845,0.4231887757778168,0.03530982881784439
79.7171630859375,-12.198002815246582,-67.27732849121094,0.5385486483573914,-0.4942384660243988,0.035280682146549225,0.45845451951026917,0.0
77.61934661865234,-6.875237941741943,-70.60475158691406,0.3167933225631714,-0.4589357376098633,0.0,0.45845451951026917,0.0
75.36260223388672,-1.5524730682373047,-73.58358764648438,0.28511399030685425,-0.4589357376098633,-0.035280682146549225,0.49372023344039917,0.0
72.72443389892578,3.706925630569458,-76.27721405029297,0.19007599353790283,-0.42363297939300537,-0.10584204643964767,0.49372023344039917,0.0
