220kVⅡ段母线电压_17,220kVⅡ段母线电压_18,220kVⅡ段母线电压_19,220kVⅡ段母线电压_20,和谢Ⅰ回224断路器_13,和谢Ⅰ回224断路器_14,和谢Ⅰ回224断路器_15,和谢Ⅰ回224断路器_16
-53.809898376464844,-29.130332946777344,84.07788848876953,-2.256230115890503,0.14465799927711487,0.3259570002555847,-1.2167199850082397,-0.16326899826526642
-49.327598571777344,-34.305091857910156,84.9249038696289,-2.550520896911621,0.10849399864673615,0.4346109926700592,-1.1985599994659424,-0.14512799680233002
-44.71149826049805,-39.41293716430664,85.32612609863281,-2.3543269634246826,0.07232999801635742,0.4708290100097656,-1.1985599994659424,-0.14512799680233002
-39.89469909667969,-44.297733306884766,85.1923828125,-1.8311430215835571,1.9999999949504854e-06,0.5070469975471497,-1.2167199850082397,-0.14512799680233002
-34.89950180053711,-49.29405212402344,84.76887512207031,-1.2098619937896729,-0.03616200014948845,0.5432649850845337,-1.2167199850082397,-0.10884600132703781
-29.725900650024414,-54.11193084716797,84.05559539794922,-0.4577850103378296,-0.09040799736976624,0.5975919961929321,-1.180400013923645,-0.14512799680233002
-24.21780014038086,-58.751373291015625,82.87422180175781,9.999999974752427e-07,-0.14465400576591492,0.6519190073013306,-1.180400013923645,-0.10884600132703781
-18.93269920349121,-62.54322052001953,81.20247650146484,0.19619500637054443,-0.18081800639629364,0.6519190073013306,-1.180400013923645,-0.10884600132703781
-14.004400253295898,-65.64361572265625,79.53072357177734,0.03269999846816063,-0.2531459927558899,0.6881369948387146,-1.1440800428390503,-0.14512799680233002
-9.120699882507324,-68.52096557617188,77.68065643310547,-0.26159098744392395,-0.3073920011520386,0.7243549823760986,-1.107759952545166,-0.14512799680233002
-3.924799919128418,-71.33139038085938,75.4962387084961,-0.5885810256004333,-0.32547399401664734,0.742464005947113,-1.0714399814605713,-0.14512799680233002
1.2934000492095947,-73.96337890625,73.02204132080078,-0.8501729965209961,-0.3978019952774048,0.7605730295181274,-1.0714399814605713,-0.12698699533939362
6.24399995803833,-76.1492691040039,70.2803726196289,-0.9482700228691101,-0.45204800367355347,0.7967910170555115,-1.0351200103759766,-0.10884600132703781
11.462200164794922,-78.4020767211914,67.24893188476562,-0.7193769812583923,-0.5062940120697021,0.8330090045928955,-0.9987999796867371,-0.12698699533939362
