220kV玉元Ⅱ回电压_Ua_37,220kV玉元Ⅱ回电压_Ub_38,220kV玉元Ⅱ回电压_Uc_39,220kV玉元Ⅱ回电压_3U0_40,220kV玉元Ⅱ回电流_Ia_29,220kV玉元Ⅱ回电流_Ib_30,220kV玉元Ⅱ回电流_Ic_31,220kV玉元Ⅱ回电流_3I0_32
55.72351837158203,28.07093620300293,-84.579345703125,-1.414612054824829,-0.0626169964671135,0.061778999865055084,-0.03526400029659271,0.017743000760674477
51.980491638183594,32.68563461303711,-85.53167724609375,-1.5717920064926147,-0.026840999722480774,0.061778999865055084,-0.07052399963140488,-0.05320899933576584
47.95619583129883,37.34345626831055,-86.1160659790039,-1.414612054824829,-0.0626169964671135,0.09707500040531158,-0.03526400029659271,0.017743000760674477
43.45590591430664,42.00128173828125,-86.13771057128906,-1.257431983947754,-0.0626169964671135,0.061778999865055084,-0.07052399963140488,-0.05320899933576584
38.34981155395508,46.65910339355469,-85.59661102294922,-1.005944013595581,-0.026840999722480774,0.061778999865055084,-0.03526400029659271,0.017743000760674477
32.91917419433594,51.31692886352539,-84.79578399658203,-0.9430720210075378,-0.09839300066232681,0.061778999865055084,-0.03526400029659271,-0.017733000218868256
27.531810760498047,55.8669319152832,-83.8218002319336,-0.8173279762268066,-0.0626169964671135,0.061778999865055084,-0.03526400029659271,0.05321900174021721
22.230989456176758,59.920963287353516,-82.43658447265625,-0.5658400058746338,-0.09839300066232681,0.061778999865055084,-0.03526400029659271,0.017743000760674477
16.886898040771484,63.73779296875,-80.74835205078125,-0.25148001313209534,-0.09839300066232681,0.061778999865055084,-0.03526400029659271,-0.017733000218868256
11.60771369934082,67.2742919921875,-79.01683807373047,-0.18860800564289093,-0.0626169964671135,0.09707500040531158,0.035255998373031616,0.05321900174021721
6.415073871612549,70.85391235351562,-77.30696105957031,-0.09430000185966492,-0.13416899740695953,0.061778999865055084,0.035255998373031616,0.017743000760674477
1.0493459701538086,73.9806900024414,-75.05598449707031,0.0314439982175827,-0.0626169964671135,0.061778999865055084,-0.03526400029659271,-0.017733000218868256
-4.467833995819092,76.71932220458984,-72.09075164794922,0.15718799829483032,-0.026840999722480774,0.061778999865055084,0.035255998373031616,0.017743000760674477
-9.963377952575684,79.0051040649414,-68.84415435791016,0.25149598717689514,-0.09839300066232681,0.026482999324798584,0.07051599770784378,0.017743000760674477
-15.242562294006348,81.07524871826172,-65.61920166015625,0.31436800956726074,-0.0626169964671135,0.026482999324798584,0.035255998373031616,0.017743000760674477
-20.240478515625,82.75724029541016,-62.11286926269531,0.5029839873313904,-0.0626169964671135,0.026482999324798584,0.035255998373031616,0.017743000760674477
-25.13021469116211,84.00794982910156,-58.411746978759766,0.6916000247001648,-0.0626169964671135,0.061778999865055084,0.035255998373031616,0.017743000760674477
-29.760318756103516,84.9352035522461,-54.68898010253906,0.723035991191864,-0.0626169964671135,0.026482999324798584,0.035255998373031616,0.017743000760674477
-34.28224182128906,85.77619934082031,-50.90127944946289,0.7859079837799072,-0.09839300066232681,0.026482999324798584,0.035255998373031616,0.017743000760674477
-38.933982849121094,86.2506103515625,-46.767276763916016,0.754472017288208,-0.026840999722480774,0.026482999324798584,0.035255998373031616,-0.017733000218868256
-43.78044509887695,86.22904205322266,-42.00559616088867,0.5658559799194336,-0.0626169964671135,0.026482999324798584,0.07051599770784378,-0.017733000218868256
-48.324005126953125,85.5174331665039,-36.72446060180664,0.5029839873313904,-0.0626169964671135,-0.008813000284135342,0.07051599770784378,0.017743000760674477
-52.651206970214844,84.33141326904297,-31.37839126586914,0.40867599844932556,-0.0626169964671135,0.026482999324798584,0.035255998373031616,0.017743000760674477
-56.80531692504883,83.14539337158203,-26.032323837280273,0.25149598717689514,-0.0626169964671135,0.026482999324798584,0.10577599704265594,0.017743000760674477
-60.872886657714844,81.85155487060547,-20.75118637084961,0.0628800019621849,-0.09839300066232681,0.026482999324798584,0.07051599770784378,0.017743000760674477
-64.6375503540039,80.29894256591797,-15.55662727355957,-0.06286399811506271,-0.0626169964671135,-0.008813000284135342,0.10577599704265594,0.017743000760674477
-68.09931182861328,78.46600341796875,-10.297135353088379,-0.18860800564289093,-0.0626169964671135,-0.008813000284135342,0.07051599770784378,0.017743000760674477
-71.47452545166016,76.54680633544922,-5.102574825286865,-0.31435200572013855,-0.0626169964671135,-0.008813000284135342,0.07051599770784378,0.017743000760674477
-74.63338470458984,74.17476654052734,0.2218489944934845,-0.597275972366333,-0.026840999722480774,-0.008813000284135342,0.07051599770784378,0.017743000760674477
-77.40278625488281,71.32832336425781,5.719425201416016,-0.9430720210075378,-0.0626169964671135,-0.07940500229597092,0.07051599770784378,-0.017733000218868256
-79.6529312133789,67.96434020996094,11.217000961303711,-1.1631239652633667,-0.0626169964671135,-0.008813000284135342,0.07051599770784378,0.017743000760674477
-81.49199676513672,64.40628051757812,16.5197811126709,-1.320304036140442,-0.026840999722480774,-0.07940500229597092,0.07051599770784378,-0.05320899933576584
-83.02815246582031,60.80508804321289,21.541189193725586,-1.4460480213165283,-0.026840999722480774,-0.044109001755714417,0.10577599704265594,0.017743000760674477
-84.28303527832031,57.2254638671875,26.259580612182617,-1.6346640586853027,-0.0626169964671135,-0.07940500229597092,0.035255998373031616,-0.017733000218868256
-85.2999267578125,53.60271453857422,30.869752883911133,-1.6975359916687012,-0.026840999722480774,-0.008813000284135342,0.07051599770784378,0.017743000760674477
-86.013916015625,49.74275588989258,35.41499328613281,-1.666100025177002,-0.026840999722480774,-0.044109001755714417,0.07051599770784378,-0.017733000218868256
-86.23027801513672,45.32213592529297,40.155029296875,-1.7289719581604004,-0.026840999722480774,-0.07940500229597092,0.10577599704265594,-0.017733000218868256
-85.84082794189453,40.16834259033203,44.765201568603516,-1.7289719581604004,-0.026840999722480774,-0.044109001755714417,0.07051599770784378,0.017743000760674477
-84.99702453613281,34.79890441894531,49.353729248046875,-1.6346640586853027,-0.026840999722480774,-0.07940500229597092,0.07051599770784378,0.017743000760674477
-84.02340698242188,29.364776611328125,53.877323150634766,-1.5089199542999268,-0.026840999722480774,-0.11470100283622742,0.10577599704265594,-0.017733000218868256
-82.83342742919922,23.973777770996094,58.20612335205078,-1.257431983947754,-0.026840999722480774,-0.07940500229597092,0.10577599704265594,0.017743000760674477
-81.29727172851562,18.690597534179688,62.01546859741211,-1.1316879987716675,-0.026840999722480774,-0.07940500229597092,0.07051599770784378,-0.017733000218868256
-79.54475402832031,13.515236854553223,65.65166473388672,-0.8173279762268066,0.044711001217365265,-0.07940500229597092,0.07051599770784378,0.017743000760674477
-77.70569610595703,8.361440658569336,69.13634490966797,-0.5029680132865906,0.044711001217365265,-0.07940500229597092,0.07051599770784378,-0.017733000218868256
-75.5420913696289,3.056696891784668,72.4478759765625,-0.25148001313209534,0.044711001217365265,-0.07940500229597092,0.035255998373031616,-0.017733000218868256
-72.90250396728516,-2.3558669090270996,75.34817504882812,7.999999979801942e-06,0.044711001217365265,-0.07940500229597092,0.07051599770784378,-0.017733000218868256
-69.74364471435547,-7.789995193481445,77.77230072021484,0.34580400586128235,0.044711001217365265,-0.07940500229597092,0.035255998373031616,-0.017733000218868256
-66.32515716552734,-13.137866973876953,79.93669891357422,0.754472017288208,0.044711001217365265,-0.07940500229597092,0.035255998373031616,-0.017733000218868256
-62.928306579589844,-18.24853515625,81.88465881347656,1.03739595413208,0.044711001217365265,-0.07940500229597092,0.035255998373031616,0.017743000760674477
-59.53145217895508,-23.07887077331543,83.35645294189453,1.2574479579925537,0.044711001217365265,-0.07940500229597092,0.035255998373031616,-0.017733000218868256
-55.874969482421875,-27.779823303222656,84.48194122314453,1.2888840436935425,0.08048699796199799,-0.07940500229597092,0.035255998373031616,0.017743000760674477
-52.11030578613281,-32.43764877319336,85.4775619506836,1.4460639953613281,0.044711001217365265,-0.11470100283622742,0.035255998373031616,0.017743000760674477
-48.1292839050293,-37.0954704284668,86.06195068359375,1.3203200101852417,0.044711001217365265,-0.07940500229597092,0.035255998373031616,-0.017733000218868256
-43.585723876953125,-41.7532958984375,86.0835952758789,1.163140058517456,0.044711001217365265,-0.07940500229597092,-3.999999989900971e-06,-0.017733000218868256
-38.50126266479492,-46.454246520996094,85.56414031982422,0.9430879950523376,0.044711001217365265,-0.07940500229597092,0.035255998373031616,0.017743000760674477
-33.13553237915039,-51.1120719909668,84.78495788574219,0.7859079837799072,0.1162630021572113,-0.07940500229597092,0.035255998373031616,-0.017733000218868256
-27.726533889770508,-55.64051055908203,83.8326187133789,0.6287279725074768,0.1162630021572113,-0.07940500229597092,0.035255998373031616,0.017743000760674477
-22.447349548339844,-59.802364349365234,82.46904754638672,0.28293201327323914,0.08048699796199799,-0.07940500229597092,-0.03526400029659271,-0.017733000218868256
-17.146530151367188,-63.64075469970703,80.84574890136719,7.999999979801942e-06,0.044711001217365265,-0.07940500229597092,-0.03526400029659271,-0.017733000218868256
-11.93225383758545,-67.241943359375,79.15751647949219,-0.12573599815368652,0.044711001217365265,-0.11470100283622742,-0.03526400029659271,-0.017733000218868256
-6.761250019073486,-70.73531341552734,77.40435028076172,-0.25148001313209534,0.08048699796199799,-0.07940500229597092,-3.999999989900971e-06,0.017743000760674477
-1.4171580076217651,-73.88365173339844,75.11009216308594,-0.40865999460220337,0.044711001217365265,-0.07940500229597092,-0.03526400029659271,0.017743000760674477
4.143293857574463,-76.60071563720703,72.18814849853516,-0.5029680132865906,0.08048699796199799,-0.008813000284135342,-0.03526400029659271,0.05321900174021721
9.682109832763672,-78.88650512695312,68.91990661621094,-0.5658400058746338,0.08048699796199799,-0.07940500229597092,-0.03526400029659271,-0.05320899933576584
14.982930183410645,-80.91352081298828,65.65166473388672,-0.5029680132865906,0.08048699796199799,-0.008813000284135342,-0.07052399963140488,0.017743000760674477
20.045753479003906,-82.66020202636719,62.21026611328125,-0.628711998462677,0.08048699796199799,-0.008813000284135342,-0.03526400029659271,-0.017733000218868256
24.8922176361084,-83.86779022216797,58.55242919921875,-0.7230200171470642,0.08048699796199799,-0.044109001755714417,-0.03526400029659271,-0.017733000218868256
29.54395866394043,-84.83816528320312,54.82966232299805,-0.7544559836387634,0.1162630021572113,-0.008813000284135342,-0.07052399963140488,0.017743000760674477
34.06588363647461,-85.65760040283203,51.08525085449219,-0.8173279762268066,0.08048699796199799,-0.07940500229597092,-0.07052399963140488,-0.017733000218868256
38.7392578125,-86.17513275146484,46.95124435424805,-0.8173279762268066,0.08048699796199799,-0.008813000284135342,-0.10578399896621704,0.05321900174021721
43.607357025146484,-86.13200378417969,42.1895637512207,-0.628711998462677,0.08048699796199799,-0.008813000284135342,-0.07052399963140488,0.017743000760674477
48.194190979003906,-85.4850845336914,36.865142822265625,-0.597275972366333,0.08048699796199799,-0.008813000284135342,-0.07052399963140488,0.017743000760674477
52.543025970458984,-84.38532257080078,31.519073486328125,-0.5029680132865906,0.08048699796199799,-0.008813000284135342,-0.03526400029659271,-0.017733000218868256
56.67550277709961,-83.17774200439453,26.173004150390625,-0.440095990896225,0.1162630021572113,-0.008813000284135342,-0.03526400029659271,0.017743000760674477
60.67816162109375,-81.90546417236328,20.891868591308594,-0.31435200572013855,0.08048699796199799,-0.008813000284135342,-0.07052399963140488,0.017743000760674477
64.39955139160156,-80.33129119873047,15.675664901733398,-0.22004400193691254,0.08048699796199799,-0.008813000284135342,-0.10578399896621704,0.05321900174021721
67.90458679199219,-78.5414810180664,10.481104850769043,-0.12573599815368652,0.044711001217365265,0.026482999324798584,-0.07052399963140488,0.017743000760674477
71.30143737792969,-76.60071563720703,5.24325704574585,7.999999979801942e-06,0.08048699796199799,0.026482999324798584,-0.07052399963140488,0.017743000760674477
74.41702270507812,-74.27180480957031,-0.059523001313209534,0.28293201327323914,0.08048699796199799,0.026482999324798584,-0.07052399963140488,-0.017733000218868256
77.20806884765625,-71.40379333496094,-5.600387096405029,0.5029839873313904,0.08048699796199799,-0.008813000284135342,-0.10578399896621704,0.017743000760674477
79.58802795410156,-68.10449981689453,-11.054675102233887,0.8487799763679504,0.044711001217365265,0.026482999324798584,-0.07052399963140488,0.017743000760674477
81.49199676513672,-64.61113739013672,-16.335811614990234,1.0688320398330688,0.1162630021572113,0.026482999324798584,-0.07052399963140488,-0.017733000218868256
83.00651550292969,-61.00994873046875,-21.378862380981445,1.2888840436935425,0.044711001217365265,0.061778999865055084,-0.07052399963140488,0.017743000760674477
84.21813201904297,-57.32250213623047,-26.14054298400879,1.4460639953613281,0.044711001217365265,0.061778999865055084,-0.07052399963140488,0.017743000760674477
85.25666046142578,-53.69975280761719,-30.707426071166992,1.5718079805374146,0.044711001217365265,0.026482999324798584,-0.10578399896621704,0.017743000760674477
86.013916015625,-49.861358642578125,-35.295955657958984,1.5718079805374146,0.044711001217365265,0.061778999865055084,-0.10578399896621704,-0.017733000218868256
86.27355194091797,-45.41917419433594,-39.927772521972656,1.6661159992218018,0.08048699796199799,0.061778999865055084,-0.10578399896621704,0.017743000760674477
85.86246490478516,-40.35163497924805,-44.62451934814453,1.697551965713501,0.044711001217365265,0.026482999324798584,-0.10578399896621704,0.017743000760674477
84.99702453613281,-34.93907165527344,-49.16975784301758,1.5403720140457153,0.044711001217365265,0.061778999865055084,-0.10578399896621704,0.017743000760674477
84.08831024169922,-29.612762451171875,-53.73664474487305,1.3203200101852417,0.044711001217365265,0.061778999865055084,-0.07052399963140488,0.017743000760674477
82.91996765136719,-24.24332618713379,-58.0654411315918,1.0688320398330688,0.044711001217365265,0.061778999865055084,-0.07052399963140488,0.017743000760674477
81.36217498779297,-18.98171043395996,-61.89643096923828,0.9116520285606384,0.008934999816119671,0.061778999865055084,-0.03526400029659271,0.017743000760674477
79.56639099121094,-13.806350708007812,-65.46768951416016,0.5344200134277344,0.008934999816119671,0.061778999865055084,-0.07052399963140488,-0.05320899933576584
77.70569610595703,-8.652555465698242,-68.99566650390625,0.18862399458885193,-0.026840999722480774,0.061778999865055084,-0.07052399963140488,-0.017733000218868256
75.65027618408203,-3.326246976852417,-72.3504867553711,-0.06286399811506271,-0.026840999722480774,0.061778999865055084,-0.10578399896621704,0.017743000760674477
