17-110kV II段母线电压Ua_17,18-110kV II段母线电压Ub_18,19-110kV II段母线电压Uc_19,20-110kV II段母线电压3Uo_20,25-110kV草瑞II回线185电流Ia_25,26-110kV草瑞II回线185电流Ib_26,27-110kV草瑞II回线185电流Ic_27,28-110kV草瑞II回线185电流3Io_28
-46.92538833618164,83.80396270751953,-36.7912712097168,0.0632973164319992,-0.03532712906599045,0.07066164165735245,-0.07055680453777313,0.03530741110444069
-51.557647705078125,83.51923370361328,-31.729703903198242,0.1898919641971588,-0.0706542581319809,0.07066164165735245,-0.07055680453777313,0.0
-55.713985443115234,82.8548812866211,-26.921215057373047,0.3164865970611572,-0.03532712906599045,0.07066164165735245,-0.035278402268886566,0.0
-59.3626823425293,81.68434143066406,-22.049455642700195,0.3164865970611572,-0.03532712906599045,0.07066164165735245,-0.035278402268886566,0.03530741110444069
-63.011375427246094,80.19744873046875,-16.956253051757812,0.3164865970611572,-0.0706542581319809,0.07066164165735245,0.0,0.03530741110444069
-66.66007232666016,78.55237579345703,-11.79978084564209,0.0949459820985794,-0.0706542581319809,0.07066164165735245,0.0,0.03530741110444069
-69.83284759521484,76.59093475341797,-6.706577777862549,-0.0316486582159996,-0.03532712906599045,0.035330820828676224,0.0,0.0
-72.52970886230469,74.06005096435547,-1.6450096368789673,-0.2531892657279968,-0.03532712906599045,0.035330820828676224,0.0,0.0
-75.03620910644531,71.14952850341797,3.6063671112060547,-0.47472989559173584,-0.03532712906599045,0.07066164165735245,0.0,0.03530741110444069
-77.60615539550781,68.2073745727539,9.047553062438965,-0.6013245582580566,-0.0706542581319809,0.07066164165735245,0.0,0.0
-79.82710266113281,65.1703109741211,14.267294883728027,-0.6646218299865723,-0.0706542581319809,0.07066164165735245,0.0,0.03530741110444069
-81.35003662109375,61.88016128540039,19.17068862915039,-0.5380272269248962,-0.0706542581319809,0.035330820828676224,0.035278402268886566,0.0
-82.42877960205078,58.02056121826172,24.1057186126709,-0.5380272269248962,-0.0706542581319809,0.035330820828676224,0.035278402268886566,0.0
-83.50752258300781,53.87623596191406,29.32546043395996,-0.47472989559173584,-0.0706542581319809,0.035330820828676224,0.035278402268886566,0.0
-84.1738052368164,49.668636322021484,34.29212188720703,-0.47472989559173584,-0.0706542581319809,0.035330820828676224,0.035278402268886566,0.03530741110444069
-84.26898956298828,45.207950592041016,38.81589889526367,-0.44308122992515564,-0.10598138719797134,0.035330820828676224,0.035278402268886566,0.0
-83.98343658447266,40.399269104003906,43.33967590332031,-0.41143256425857544,-0.0706542581319809,0.035330820828676224,0.035278402268886566,0.0
-83.69789123535156,35.337493896484375,48.053260803222656,-0.569675862789154,-0.10598138719797134,0.035330820828676224,0.035278402268886566,0.03530741110444069
-83.34888458251953,30.3389949798584,52.67194366455078,-0.5063785314559937,-0.0706542581319809,0.035330820828676224,0.035278402268886566,0.03530741110444069
-82.5556869506836,25.720129013061523,56.59465789794922,-0.41143256425857544,-0.0706542581319809,0.035330820828676224,0.07055680453777313,0.03530741110444069
-81.25485229492188,20.753265380859375,60.2642936706543,-0.41143256425857544,-0.0706542581319809,0.0,0.07055680453777313,0.03530741110444069
-79.82710266113281,15.501676559448242,64.09210205078125,-0.3797839283943176,-0.0706542581319809,0.035330820828676224,0.07055680453777313,0.03530741110444069
-78.11380004882812,10.155179977416992,67.66683959960938,-0.3797839283943176,-0.10598138719797134,0.0,0.07055680453777313,0.0
-75.86112976074219,5.061771869659424,70.60887145996094,-0.3164865970611572,-0.0706542581319809,-0.035330820828676224,0.07055680453777313,0.0
-73.19599151611328,0.0,73.01312255859375,-0.2531892657279968,-0.0706542581319809,0.0,0.035278402268886566,0.0
-70.30876922607422,-5.409768581390381,75.5755386352539,-0.1265946328639984,-0.0706542581319809,-0.035330820828676224,0.07055680453777313,0.0
-67.29462432861328,-10.94608211517334,78.1063232421875,-0.1265946328639984,-0.0706542581319809,-0.035330820828676224,0.1058352068066597,0.03530741110444069
-64.02666473388672,-16.071125030517578,80.06768035888672,0.1898919641971588,-0.0706542581319809,-0.035330820828676224,0.1058352068066597,0.03530741110444069
-60.34624099731445,-20.87980842590332,81.30143737792969,0.3164865970611572,-0.03532712906599045,0.0,0.07055680453777313,0.0
-56.507179260253906,-25.8466739654541,82.471923828125,0.41143256425857544,-0.03532712906599045,-0.035330820828676224,0.1058352068066597,0.03530741110444069
-52.4142951965332,-31.034988403320312,83.5475082397461,0.3797839283943176,-0.0706542581319809,-0.035330820828676224,0.07055680453777313,0.0
-47.940677642822266,-36.001853942871094,84.05366516113281,0.3164865970611572,-0.0706542581319809,-0.035330820828676224,0.1058352068066597,0.0
-43.30842208862305,-40.46253967285156,83.83222198486328,0.3797839283943176,-0.03532712906599045,-0.035330820828676224,0.1058352068066597,0.0
-38.42234420776367,-44.95486068725586,83.45260620117188,0.2531892657279968,-0.03532712906599045,-0.035330820828676224,0.1058352068066597,0.03530741110444069
-33.5997200012207,-49.637001037597656,83.23116302490234,0.1898919641971588,-0.03532712906599045,-0.035330820828676224,0.1058352068066597,0.03530741110444069
-28.840553283691406,-54.03441619873047,82.8831787109375,0.1265946328639984,-0.03532712906599045,-0.035330820828676224,0.07055680453777313,0.0
-23.922748565673828,-57.98892593383789,81.90249633789062,0.22154061496257782,-0.0706542581319809,-0.035330820828676224,0.07055680453777313,0.03530741110444069
-18.87803077697754,-61.56380081176758,80.47893524169922,0.284837931394577,-0.03532712906599045,-0.07066164165735245,0.1058352068066597,0.03530741110444069
-13.611218452453613,-65.3284912109375,79.02372741699219,0.284837931394577,-0.03532712906599045,-0.07066164165735245,0.1058352068066597,0.03530741110444069
-8.471318244934082,-68.80846405029297,77.3154525756836,0.3481352627277374,-0.03532712906599045,-0.07066164165735245,0.1058352068066597,0.0
-3.3948726654052734,-71.65570831298828,75.06938171386719,0.2531892657279968,0.0,-0.07066164165735245,0.07055680453777313,0.0
1.9353947639465332,-74.15496063232422,72.2538833618164,0.1582432985305786,0.0,-0.10599246621131897,0.07055680453777313,0.03530741110444069
7.360845565795898,-76.65420532226562,69.2169418334961,0.1265946328639984,0.0,-0.10599246621131897,0.1058352068066597,0.03530741110444069
12.691112518310547,-79.121826171875,66.24327087402344,-0.1582432985305786,0.03532712906599045,-0.10599246621131897,0.1058352068066597,0.0
17.608919143676758,-80.86180877685547,63.111427307128906,-0.0949459820985794,0.0,-0.07066164165735245,0.1058352068066597,0.0
22.46327018737793,-81.96907043457031,59.315250396728516,-0.2531892657279968,0.03532712906599045,-0.07066164165735245,0.07055680453777313,0.0
27.6666259765625,-83.07633209228516,55.20272445678711,-0.1898919641971588,0.0,-0.10599246621131897,0.07055680453777313,0.07061482220888138
32.8699836730957,-83.96214294433594,51.05856704711914,0.0,0.03532712906599045,-0.07066164165735245,0.07055680453777313,0.03530741110444069
37.533966064453125,-84.18359375,46.629695892333984,-0.0632973164319992,0.03532712906599045,-0.10599246621131897,0.07055680453777313,0.03530741110444069
42.039310455322266,-83.96214294433594,41.91611099243164,-0.0316486582159996,0.03532712906599045,-0.10599246621131897,0.07055680453777313,0.03530741110444069
46.79847717285156,-83.70905303955078,36.7912712097168,-0.1265946328639984,0.03532712906599045,-0.10599246621131897,0.035278402268886566,0.03530741110444069
51.525917053222656,-83.45596313476562,31.76133918762207,-0.22154061496257782,0.0,-0.1413232833147049,0.07055680453777313,0.0
55.68225860595703,-82.79161071777344,26.85794448852539,-0.3797839283943176,0.0706542581319809,-0.10599246621131897,0.07055680453777313,0.03530741110444069
59.4261360168457,-81.55780029296875,22.017820358276367,-0.1898919641971588,0.03532712906599045,-0.10599246621131897,0.035278402268886566,0.0
63.074832916259766,-80.03926849365234,16.766443252563477,-0.2531892657279968,0.0706542581319809,-0.07066164165735245,0.035278402268886566,0.0
66.81871032714844,-78.36255645751953,11.48343276977539,-0.0316486582159996,0.03532712906599045,-0.07066164165735245,0.035278402268886566,0.03530741110444069
69.95976257324219,-76.33784484863281,6.35859489440918,0.1265946328639984,0.10598138719797134,-0.10599246621131897,0.0,0.0
72.52970886230469,-73.8386001586914,1.360296368598938,0.2531892657279968,0.0706542581319809,-0.10599246621131897,0.0,0.0
75.03620910644531,-70.959716796875,-3.827810764312744,0.44308122992515564,0.0706542581319809,-0.07066164165735245,0.0,0.0
