Ua,Ub,Uc,3U0,Ia,Ib,Ic,3I0
-25.503442764282227,81.97919464111328,-56.63788986206055,-0.031628455966711,0.070745974779129,-0.8113976716995239,0.7413403391838074,0.0
-27.88249397277832,82.45361328125,-54.70884704589844,0.0,0.1061189547181129,-0.8466758728027344,0.7413403391838074,0.0
-30.29326820373535,82.58012390136719,-52.46357345581055,0.0,0.141491949558258,-0.8466758728027344,0.7413403391838074,0.0
-32.67232131958008,82.76988983154297,-50.24991989135742,0.0,0.1768649369478225,-0.8819540143013,0.6707364916801453,0.0352987758815288
-35.0196533203125,82.99128723144531,-48.06789016723633,0.0,0.2122379094362259,-0.8466758728027344,0.6707364916801453,0.0352987758815288
-37.398704528808594,82.86477661132812,-45.60124969482422,-0.031628455966711,0.2122379094362259,-0.8819540143013,0.6707364916801453,0.0
-39.71431350708008,82.70663452148438,-43.13460540771485,-0.031628455966711,0.2476108968257904,-0.8819540143013,0.6707364916801453,0.0
-41.99820709228516,82.61174774169922,-40.699588775634766,0.0,0.2476108968257904,-0.8819540143013,0.6354345679283142,0.0352987758815288
-44.21865463256836,82.35872650146484,-38.232948303222656,0.0,0.3183568716049194,-0.9172321557998656,0.6001326441764832,0.0352987758815288
-46.40738296508789,82.16896057128906,-35.79792785644531,-0.031628455966711,0.3183568716049194,-0.8819540143013,0.6001326441764832,0.0
-48.6912727355957,82.04244995117188,-33.4261589050293,0.0,0.3183568716049194,-0.8819540143013,0.5648307204246521,0.0
-50.880001068115234,81.7894287109375,-30.959516525268555,0.0,0.3891028463840484,-0.9172321557998656,0.5648307204246521,0.0352987758815288
-53.00528717041016,81.50477600097656,-28.587745666503903,0.0,0.3891028463840484,-0.9172321557998656,0.49422687292099,0.0
-55.13057327270508,81.1884994506836,-26.121103286743164,0.0,0.4598488211631775,-0.9172321557998656,0.49422687292099,0.0
-57.192420959472656,80.8405990600586,-23.686084747314453,0.0,0.4598488211631775,-0.9172321557998656,0.4589249789714813,0.0
-59.0004997253418,80.33454895019531,-21.377561569213867,-0.031628455966711,0.4598488211631775,-0.9172321557998656,0.4589249789714813,0.0
