1-500kV大宝Ⅰ回线路电压Ua_1,2-500kV大宝Ⅰ回线路电压Ub_2,3-500kV大宝Ⅰ回线路电压Uc_3,4-500kV大宝Ⅰ回线路电压3Uo_4,9-500kV大宝Ⅰ回线路电流Ia_9,10-500kV大宝Ⅰ回线路电流Ib_10,11-500kV大宝Ⅰ回线路电流Ic_11,12-500kV大宝Ⅰ回线路电流3Io_12
-69.69063568115234,-3.9461417198181152,72.57662963867188,-1.8955808877944946,-0.14511439204216003,-0.08967524021863937,0.23475103080272675,0.0
-66.9875259399414,-9.01087474822998,75.12317657470703,-1.5848299264907837,-0.13129398226737976,-0.09657333791255951,0.23475103080272675,0.0
-64.12905883789062,-13.764888763427734,77.23494720458984,-1.1808537244796753,-0.1174735575914383,-0.11036953330039978,0.23475103080272675,0.0
-61.022029876708984,-18.332469940185547,78.91194152832031,-0.7768774032592773,-0.10365314036607742,-0.12416572123765945,0.23475103080272675,0.0
-57.51108932495117,-23.055410385131836,80.24732971191406,-0.5282766222953796,-0.08983272314071655,-0.1310638189315796,0.22784659266471863,0.0
-53.503021240234375,-27.99585723876953,81.27215576171875,-0.4661264419555664,-0.08292251080274582,-0.14486001431941986,0.22784659266471863,0.0
-49.15318298339844,-32.936302185058594,81.86221313476562,-0.4350513517856598,-0.062191884964704514,-0.1517581045627594,0.2209421545267105,0.0
-44.67906188964844,-37.47281265258789,81.98643493652344,-0.31075096130371094,-0.048371464014053345,-0.1724523901939392,0.2209421545267105,0.0
-40.546714782714844,-41.232521057128906,81.80010223388672,-0.062150195240974426,-0.034551046788692474,-0.17935048043727875,0.2140377163887024,0.0
-36.10366439819336,-45.14759063720703,81.39637756347656,0.2486007809638977,-0.020730627700686455,-0.18624858558177948,0.2140377163887024,0.0
-31.28777313232422,-49.12480545043945,80.7752685546875,0.5593517422676086,-0.00691020954400301,-0.19314667582511902,0.20713326334953308,0.0
-25.912612915039062,-53.38166809082031,79.75044250488281,0.7147272229194641,0.00691020954400301,-0.2069428712129593,0.20022882521152496,0.0
-20.04033088684082,-57.793888092041016,78.35294342041016,0.8390276432037354,0.020730627700686455,-0.2069428712129593,0.19332438707351685,0.0
-14.509820938110352,-61.83324432373047,76.67594909667969,0.5904268622398376,0.034551046788692474,-0.21384096145629883,0.18641994893550873,0.0
-9.507505416870117,-65.06473541259766,74.8126220703125,0.4972015619277954,0.048371464014053345,-0.22073906660079956,0.1726110577583313,0.0
-4.722682476043701,-67.6747817993164,72.73190307617188,0.5904268622398376,0.062191884964704514,-0.22073906660079956,0.16570661962032318,0.0
0.2174919694662094,-70.09839630126953,70.40274810791016,0.8701027035713196,0.06910209357738495,-0.2276371568441391,0.15880216658115387,0.0
5.499439716339111,-72.73950958251953,67.9493637084961,1.2430038452148438,0.08983272314071655,-0.2276371568441391,0.14499329030513763,0.0
10.750316619873047,-75.47384643554688,65.43386840820312,1.2740789651870728,0.09674292802810669,-0.2276371568441391,0.1311843991279602,0.0
15.721561431884766,-77.7731704711914,62.60782241821289,0.9633280038833618,0.11056335270404816,-0.2276371568441391,0.12427996098995209,0.0
20.47531509399414,-79.35784149169922,59.25383377075195,0.6836521029472351,0.12438376992940903,-0.22073906660079956,0.10356663167476654,0.0
25.32227897644043,-80.29000091552734,55.30978775024414,0.6836521029472351,0.1382041871547699,-0.2276371568441391,0.08975774794816971,0.0
30.16924285888672,-80.78715515136719,51.148353576660156,0.9633280038833618,0.14511439204216003,-0.22073906660079956,0.07594886422157288,0.0
34.736572265625,-81.03572845458984,47.11114501953125,1.3983793258666992,0.1589348167181015,-0.22073906660079956,0.062139980494976044,0.0
38.931060791015625,-81.19109344482422,43.19815444946289,1.6159050464630127,0.17275524139404297,-0.21384096145629883,0.05523553863167763,0.0
43.094478607177734,-81.25323486328125,39.03672409057617,1.5537548065185547,0.1796654462814331,-0.21384096145629883,0.03452221304178238,0.0
47.413246154785156,-80.97358703613281,34.31629180908203,1.3362292051315308,0.19348585605621338,-0.2069428712129593,0.020713327452540398,0.0
51.825225830078125,-80.19678497314453,29.09897232055664,1.3051540851593018,0.19348585605621338,-0.20004476606845856,0.0069044423289597034,0.0
56.01971435546875,-78.89176177978516,23.726377487182617,1.5848299264907837,0.20730628073215485,-0.19314667582511902,-0.0069044423289597034,0.0
59.87242889404297,-77.18280792236328,18.478002548217773,2.0509564876556396,0.21421648561954498,-0.18624858558177948,-0.020713327452540398,0.0
63.2901611328125,-75.34955596923828,13.447017669677734,2.4860076904296875,0.21421648561954498,-0.17935048043727875,-0.03452221304178238,0.0
66.52146911621094,-73.51631164550781,8.478142738342285,2.641383171081543,0.2211267054080963,-0.16555429995059967,-0.04833109676837921,0.0
69.75277709960938,-71.65199279785156,3.3539905548095703,2.641383171081543,0.22803691029548645,-0.15865619480609894,-0.062139980494976044,0.0
72.89087677001953,-69.44588470458984,-1.9564944505691528,2.579232931137085,0.22803691029548645,-0.14486001431941986,-0.07594886422157288,0.0
75.65613555908203,-66.89797973632812,-7.235923767089844,2.6724584102630615,0.22803691029548645,-0.13796190917491913,-0.08975774794816971,0.0
77.8310546875,-64.03936004638672,-12.111632347106934,2.9210591316223145,0.22803691029548645,-0.12416572123765945,-0.10356663167476654,-0.006901963148266077
79.44670867919922,-60.901084899902344,-16.707841873168945,3.200735092163086,0.22803691029548645,-0.11036953330039978,-0.11737551540136337,0.0
80.68951416015625,-57.35887908935547,-21.397216796875,3.387185573577881,0.22803691029548645,-0.09657333791255951,-0.12427996098995209,0.0
