1-220kV母线电压Ua_1,2-220kV母线电压Ub_2,3-220kV母线电压Uc_3,4-220kV母线电压3Uo_4,5-220kV松腾线线路电流Ia_5,6-220kV松腾线线路电流Ib_6,7-220kV松腾线线路电流Ic_7,8-220kV松腾线线路电流3Io_8
-85.50456237792969,42.37112808227539,42.78645706176758,-0.5070724487304688,-0.22591084241867065,0.07758491486310959,0.14831344783306122,0.0
-85.12313079833984,37.68083190917969,47.19187927246094,-0.38030433654785156,-0.21885113418102264,0.07053174078464508,0.15537598729133606,0.007030300796031952
-84.32847595214844,32.6102409362793,51.470523834228516,-0.34861230850219727,-0.21885113418102264,0.056425388902425766,0.1624385416507721,0.0
-83.37489318847656,27.19104766845703,56.0344123840332,-0.15846014022827148,-0.21179141104221344,0.04937221482396126,0.1836261749267578,0.007030300796031952
-82.07166290283203,21.771852493286133,60.249671936035156,-0.0633840560913086,-0.21179141104221344,0.028212694451212883,0.19068871438503265,0.007030300796031952
-80.70486450195312,16.416040420532227,64.11629486083984,-0.19015216827392578,-0.21179141104221344,0.014106347225606441,0.1977512687444687,0.0
-79.4652099609375,11.155301094055176,68.07801055908203,-0.28522825241088867,-0.19767199456691742,0.0,0.20481380820274353,0.0
-77.49446868896484,5.831180095672607,71.43753814697266,-0.31692028045654297,-0.19061227142810822,-0.021159522235393524,0.21187636256217957,0.0
-75.07872772216797,0.44367673993110657,74.54351806640625,-0.09507608413696289,-0.1835525631904602,-0.028212694451212883,0.2189389020204544,0.0
-72.31333923339844,-4.785370826721191,76.95223236083984,-0.15846014022827148,-0.176492840051651,-0.04231904447078705,0.21187636256217957,0.007030300796031952
-69.23008728027344,-10.046109199523926,79.17079162597656,-0.09507608413696289,-0.169433131814003,-0.04937221482396126,0.2189389020204544,0.007030300796031952
-65.79718780517578,-15.5286865234375,81.35765838623047,0.15846014022827148,-0.15531370043754578,-0.06347856670618057,0.22600144147872925,0.007030300796031952
-61.728572845458984,-20.852807998657227,82.7521743774414,0.28522825241088867,-0.14119428396224976,-0.0846380889415741,0.22600144147872925,0.0
-57.850669860839844,-26.17692756652832,84.14669799804688,0.2535362243652344,-0.13413456082344055,-0.0916912630200386,0.23306399583816528,0.014060601592063904
-53.78205108642578,-31.12075424194336,85.00242614746094,0.2535362243652344,-0.12001513689756393,-0.10579760372638702,0.23306399583816528,0.007030300796031952
-49.61807632446289,-35.906124114990234,85.63629913330078,0.22184419631958008,-0.11295542120933533,-0.12695713341236115,0.23306399583816528,0.0
-45.10445022583008,-40.65980529785156,85.92154693603516,0.31692028045654297,-0.0917762815952301,-0.13401030004024506,0.23306399583816528,0.007030300796031952
-40.304752349853516,-45.06488037109375,85.54122161865234,0.28522825241088867,-0.07765685021877289,-0.14811664819717407,0.22600144147872925,0.007030300796031952
-35.37791061401367,-49.59672164916992,85.12920379638672,0.2535362243652344,-0.07059714198112488,-0.1622229963541031,0.23306399583816528,-0.007030300796031952
-30.323923110961914,-53.9067268371582,84.30516815185547,0.1267681121826172,-0.056477710604667664,-0.1622229963541031,0.22600144147872925,0.007030300796031952
-24.9202880859375,-58.21672821044922,83.1008071899414,0.0633840560913086,-0.03529857099056244,-0.1763293445110321,0.2189389020204544,-0.007030300796031952
-19.58022689819336,-62.17812728881836,81.67459106445312,0.0316920280456543,-0.028238855302333832,-0.1763293445110321,0.2189389020204544,0.0
-14.240164756774902,-65.98107147216797,80.1216049194336,-0.0633840560913086,-0.014119427651166916,-0.19043569266796112,0.21187636256217957,0.0
-9.059033393859863,-69.62555694580078,78.6636962890625,0.0316920280456543,0.0,-0.19043569266796112,0.21187636256217957,0.007030300796031952
-3.687185525894165,-72.85806274414062,76.57191467285156,0.09507608413696289,0.014119427651166916,-0.19748885929584503,0.20481380820274353,0.007030300796031952
1.5257319211959839,-75.58350372314453,74.09980773925781,0.09507608413696289,0.028238855302333832,-0.20454204082489014,0.19068871438503265,0.0
6.611505031585693,-77.89696502685547,71.31076049804688,0.0316920280456543,0.04235828295350075,-0.21159520745277405,0.1836261749267578,0.007030300796031952
12.01513957977295,-80.24211120605469,68.26817321777344,0.1267681121826172,0.056477710604667664,-0.21864838898181915,0.17656363546848297,0.0
17.418773651123047,-82.1752700805664,64.78186798095703,0.1267681121826172,0.07765685021877289,-0.21864838898181915,0.1624385416507721,0.007030300796031952
22.599905014038086,-83.56968688964844,60.82015609741211,-0.09507608413696289,0.07765685021877289,-0.21864838898181915,0.15537598729133606,0.0
27.781036376953125,-84.8056411743164,56.921836853027344,-0.2535362243652344,0.0917762815952301,-0.21864838898181915,0.13418835401535034,0.0
32.61252212524414,-85.6296157836914,52.7382698059082,-0.38030433654785156,0.10589570552110672,-0.22570155560970306,0.1271258145570755,0.0
37.475791931152344,-86.10498046875,48.42793273925781,-0.34861230850219727,0.12707485258579254,-0.21864838898181915,0.12006326764822006,0.0
42.021202087402344,-86.0099105834961,43.89573669433594,-0.15846014022827148,0.13413456082344055,-0.21864838898181915,0.09887563437223434,0.0
46.34410858154297,-85.5979232788086,39.173377990722656,-0.1267681121826172,0.14825399219989777,-0.21159520745277405,0.07768799364566803,0.007030300796031952
50.76237487792969,-84.99578857421875,34.29255294799805,0.0633840560913086,0.15531370043754578,-0.22570155560970306,0.07062545418739319,0.0
55.24421310424805,-84.20350646972656,29.06309700012207,0.1267681121826172,0.169433131814003,-0.21864838898181915,0.04943781718611717,0.0
59.37640380859375,-82.9992446899414,23.706867218017578,0.0633840560913086,0.176492840051651,-0.20454204082489014,0.035312727093696594,0.0
63.317874908447266,-81.60482788085938,18.223861694335938,-0.0316920280456543,0.1835525631904602,-0.21159520745277405,0.028250180184841156,0.007030300796031952
67.32292175292969,-80.2738037109375,13.057792663574219,0.15846014022827148,0.19767199456691742,-0.19043569266796112,0.014125090092420578,-0.007030300796031952
70.85118103027344,-78.46739959716797,7.701562404632568,0.19015216827392578,0.20473170280456543,-0.1833825260400772,0.0,0.007030300796031952
73.87085723876953,-76.15394592285156,2.3453316688537598,0.15846014022827148,0.19767199456691742,-0.1833825260400772,-0.007062545046210289,0.0
76.3183822631836,-73.52357482910156,-2.7256557941436768,0.15846014022827148,0.21179141104221344,-0.1763293445110321,-0.028250180184841156,0.0
78.6387710571289,-70.63967895507812,-7.891724586486816,0.1267681121826172,0.21885113418102264,-0.1692761778831482,-0.035312727093696594,0.0
80.89557647705078,-67.50225067138672,-13.247955322265625,0.31692028045654297,0.21885113418102264,-0.15516982972621918,-0.05650036036968231,0.007030300796031952
82.51667022705078,-63.69930648803711,-18.635879516601562,0.31692028045654297,0.21885113418102264,-0.14811664819717407,-0.07062545418739319,0.0
83.7563247680664,-59.674522399902344,-23.80194854736328,0.47538042068481445,0.21885113418102264,-0.13401030004024506,-0.08475054055452347,0.0
84.99598693847656,-55.77650451660156,-28.84124183654785,0.6021485328674316,0.21885113418102264,-0.11990395188331604,-0.09887563437223434,0.0
85.69528198242188,-51.65665054321289,-33.6586799621582,0.538764476776123,0.22591084241867065,-0.11285077780485153,-0.11300072073936462,0.007030300796031952
85.94956970214844,-47.15650177001953,-38.349342346191406,0.7289166450500488,0.22591084241867065,-0.09874442964792252,-0.12006326764822006,-0.007030300796031952
85.69528198242188,-42.46620178222656,-42.913230895996094,0.38030433654785156,0.22591084241867065,-0.07758491486310959,-0.14125090837478638,0.0
85.18669891357422,-37.68083190917969,-47.22357177734375,0.38030433654785156,0.22591084241867065,-0.06347856670618057,-0.14831344783306122,0.0
84.51919555664062,-32.76869583129883,-51.50221633911133,0.31692028045654297,0.21885113418102264,-0.056425388902425766,-0.1624385416507721,0.0
83.43846893310547,-27.317811965942383,-56.00271987915039,0.09507608413696289,0.21885113418102264,-0.03526587039232254,-0.16950108110904694,-0.007030300796031952
82.2941665649414,-22.05707359313965,-60.15459060668945,0.0316920280456543,0.20473170280456543,-0.021159522235393524,-0.17656363546848297,-0.007030300796031952
80.9273681640625,-16.701261520385742,-64.14799499511719,0.0316920280456543,0.20473170280456543,-0.007053173612803221,-0.19068871438503265,0.007030300796031952
79.4016342163086,-11.250374794006348,-67.98292541503906,0.22184419631958008,0.19767199456691742,0.007053173612803221,-0.1977512687444687,-0.007030300796031952
77.7487564086914,-5.957944869995117,-71.5326156616211,0.28522825241088867,0.1835525631904602,0.014106347225606441,-0.20481380820274353,-0.007030300796031952
75.26943969726562,-0.5070591568946838,-74.60690307617188,0.19015216827392578,0.1835525631904602,0.021159522235393524,-0.21187636256217957,-0.007030300796031952
72.4722671508789,4.785370826721191,-77.04731750488281,0.15846014022827148,0.176492840051651,0.04231904447078705,-0.21187636256217957,0.0
69.3890151977539,10.046109199523926,-79.20248413085938,0.22184419631958008,0.169433131814003,0.056425388902425766,-0.2189389020204544,0.0
65.7654037475586,15.465304374694824,-81.23088073730469,-0.09507608413696289,0.15531370043754578,0.06347856670618057,-0.2189389020204544,0.0
61.792144775390625,20.821115493774414,-82.68878936767578,-0.22184419631958008,0.14119428396224976,0.0846380889415741,-0.2189389020204544,0.0
57.977813720703125,25.955089569091797,-84.05162048339844,-0.2535362243652344,0.13413456082344055,0.09874442964792252,-0.22600144147872925,-0.007030300796031952
53.940982818603516,31.02568244934082,-85.0658187866211,-0.28522825241088867,0.12001513689756393,0.10579760372638702,-0.22600144147872925,-0.007030300796031952
49.71343231201172,35.81105041503906,-85.60460662841797,-0.22184419631958008,0.09883599728345871,0.11990395188331604,-0.22600144147872925,0.0
45.10445022583008,40.50135040283203,-85.858154296875,-0.41199636459350586,0.0917762815952301,0.14106348156929016,-0.23306399583816528,-0.007030300796031952
40.52725601196289,45.00149917602539,-85.63629913330078,-0.28522825241088867,0.07765685021877289,0.14811664819717407,-0.2189389020204544,-0.007030300796031952
35.66398620605469,49.34319305419922,-85.12920379638672,-0.22184419631958008,0.07059714198112488,0.15516982972621918,-0.23306399583816528,-0.007030300796031952
30.514638900756836,53.81165313720703,-84.3685531616211,-0.1267681121826172,0.056477710604667664,0.1692761778831482,-0.2189389020204544,0.0
25.142791748046875,58.12165451049805,-83.22758483886719,-0.0316920280456543,0.04235828295350075,0.1833825260400772,-0.2189389020204544,0.0
19.67558479309082,62.17812728881836,-81.7696762084961,0.0,0.021179141476750374,0.1833825260400772,-0.21187636256217957,-0.007030300796031952
14.494453430175781,65.98107147216797,-80.37515258789062,0.09507608413696289,0.014119427651166916,0.19043569266796112,-0.20481380820274353,-0.007030300796031952
9.281536102294922,69.59386444091797,-78.8538589477539,-0.0316920280456543,0.0,0.19748885929584503,-0.20481380820274353,-0.007030300796031952
3.8143298625946045,72.85806274414062,-76.63529968261719,-0.1267681121826172,-0.014119427651166916,0.20454204082489014,-0.19068871438503265,0.0
-1.3668015003204346,75.55181121826172,-74.19488525390625,-0.15846014022827148,-0.021179141476750374,0.21864838898181915,-0.1836261749267578,0.0
-6.547933101654053,78.02372741699219,-71.46923065185547,-0.0316920280456543,-0.04235828295350075,0.21864838898181915,-0.17656363546848297,-0.007030300796031952
-11.824422836303711,80.2738037109375,-68.45832824707031,-0.09507608413696289,-0.056477710604667664,0.21864838898181915,-0.16950108110904694,0.0
-17.355201721191406,82.30204010009766,-64.90863800048828,-0.0316920280456543,-0.06353742629289627,0.22570155560970306,-0.15537598729133606,-0.007030300796031952
-22.568119049072266,83.53799438476562,-60.82015609741211,0.22184419631958008,-0.07765685021877289,0.22570155560970306,-0.14831344783306122,0.0
-27.685678482055664,84.8056411743164,-56.890140533447266,0.28522825241088867,-0.10589570552110672,0.23275473713874817,-0.13418835401535034,0.0
