220kV_220kV III母电压_Ua_1,220kV_220kV III母电压_Ub_2,220kV_220kV III母电压_Uc_3,220kV_220kV III母电压_3U0_4,220kV_220kV建岗II回_Ia_17,220kV_220kV建岗II回_Ib_18,220kV_220kV建岗II回_Ic_19,220kV_220kV建岗II回_3I0_20
-83.4782943725586,42.84646987915039,41.04508590698242,-0.11671027541160583,0.06916136294603348,-0.031987130641937256,-0.021612925454974174,-0.0025935510639101267
-83.35643768310547,38.06220245361328,45.70749282836914,-0.12449096143245697,0.06483877450227737,-0.0276645440608263,-0.02507099322974682,0.0
-83.28226470947266,33.3309211730957,50.369903564453125,-0.03890342637896538,0.06310974061489105,-0.021612925454974174,-0.02507099322974682,0.0025935510639101267
-83.16040802001953,28.583740234375,54.92634582519531,-0.2178591787815094,0.06224522367119789,-0.021612925454974174,-0.031987130641937256,-0.0034580680076032877
-82.3338851928711,23.714702606201172,58.92647933959961,-0.23342055082321167,0.06224522367119789,-0.01383227203041315,-0.03285164758563042,0.0017290340038016438
-81.10470581054688,18.66552734375,62.78886032104492,-0.10114890336990356,0.05878715589642525,-0.011238721199333668,-0.0354451984167099,0.0025935510639101267
-79.3033218383789,13.271968841552734,66.3068618774414,-0.16339439153671265,0.06224522367119789,-0.006051619071513414,-0.04236133396625519,0.0025935510639101267
-76.97212219238281,7.915497303009033,69.3851089477539,-0.17895574867725372,0.05878715589642525,-0.005187102127820253,-0.04495488479733467,0.0008645170019008219
-74.2965316772461,2.4477641582489014,72.19844818115234,-0.12449096143245697,0.056193605065345764,-0.0017290340038016438,-0.04236133396625519,0.0
-71.45670318603516,-2.9087069034576416,74.85284423828125,0.0,0.056193605065345764,0.0025935510639101267,-0.04495488479733467,0.0
-68.46322631835938,-8.477105140686035,77.49664306640625,0.31900808215141296,0.05360005423426628,0.006916136015206575,-0.04581940174102783,0.0008645170019008219
-65.18364715576172,-13.637543678283691,79.66889953613281,0.5913320779800415,0.05273553729057312,0.008645170368254185,-0.047548435628414154,0.0
-61.79280090332031,-18.681421279907227,81.31663513183594,0.6146740913391113,0.05273553729057312,0.012103238143026829,-0.05187102034687996,0.0025935510639101267
-58.009891510009766,-23.89484214782715,82.7100601196289,0.5757706761360168,0.0510065034031868,0.015561305917799473,-0.05273553729057312,0.0017290340038016438
-53.92498779296875,-28.610231399536133,83.21338653564453,0.49018314480781555,0.05014198645949364,0.020748408511281013,-0.05360005423426628,0.0025935510639101267
-49.58576965332031,-33.489864349365234,83.66902923583984,0.194517120718956,0.04236133396625519,0.023341959342360497,-0.05878715589642525,0.0008645170019008219
-45.124691009521484,-38.28472900390625,83.89685821533203,0.1322716474533081,0.04409036785364151,0.022477442398667336,-0.05273553729057312,0.0008645170019008219
-40.54175567626953,-42.62394714355469,83.7802963256836,0.311227411031723,0.04149681702256203,0.02680002711713314,-0.05446457117795944,0.0
-35.80517578125,-47.51417541503906,84.08229064941406,0.5057445168495178,0.03630971536040306,0.0276645440608263,-0.05360005423426628,0.0008645170019008219
-31.068592071533203,-51.922271728515625,83.81208038330078,0.7469457387924194,0.031122611835598946,0.0276645440608263,-0.05273553729057312,0.0
-26.363798141479492,-56.15552520751953,83.3723373413086,0.7625071406364441,0.0276645440608263,0.031987130641937256,-0.0553290881216526,0.0017290340038016438
-21.388797760009766,-60.35169219970703,82.47693634033203,0.6068934202194214,0.030258094891905785,0.038903266191482544,-0.05273553729057312,0.0017290340038016438
-16.344919204711914,-63.8220100402832,80.86628723144531,0.5135251879692078,0.023341959342360497,0.04322585090994835,-0.05273553729057312,0.0017290340038016438
-10.930168151855469,-67.31351470947266,78.9218521118164,0.389034241437912,0.014696788974106312,0.04409036785364151,-0.0553290881216526,0.0017290340038016438
-5.631977081298828,-70.15864562988281,76.28865051269531,0.2412012368440628,0.021612925454974174,0.05014198645949364,-0.05273553729057312,0.0025935510639101267
-0.3178914487361908,-72.89250946044922,73.65015411376953,0.031122740358114243,0.006916136015206575,0.05014198645949364,-0.0510065034031868,-0.0034580680076032877
5.22931432723999,-75.65287017822266,70.86860656738281,0.0855875313282013,0.009509687311947346,0.05273553729057312,-0.048412952572107315,0.0025935510639101267
10.585785865783691,-78.01586151123047,67.8857192993164,0.1322716474533081,0.008645170368254185,0.0510065034031868,-0.040632300078868866,0.0008645170019008219
16.074710845947266,-80.11924743652344,64.63793182373047,0.2567625939846039,0.0017290340038016438,0.05014198645949364,-0.04495488479733467,0.0008645170019008219
21.10269546508789,-81.79347229003906,61.268280029296875,0.24898192286491394,0.0025935510639101267,0.05360005423426628,-0.04495488479733467,0.0
26.120080947875977,-83.05973815917969,57.47477722167969,0.24898192286491394,-0.0017290340038016438,0.057922638952732086,-0.04149681702256203,0.0
30.824874877929688,-83.48359680175781,53.14615249633789,0.14783301949501038,-0.005187102127820253,0.057922638952732086,-0.038903266191482544,0.0025935510639101267
35.33893585205078,-83.77499389648438,48.73276138305664,-0.14005233347415924,-0.012103238143026829,0.0553290881216526,-0.03285164758563042,0.0017290340038016438
40.02783203125,-83.8332748413086,44.09684371948242,-0.11671027541160583,-0.011238721199333668,0.05965167284011841,-0.028529061004519463,0.0008645170019008219
44.26638412475586,-83.4518051147461,39.492713928222656,-0.023342054337263107,-0.011238721199333668,0.056193605065345764,-0.02593551017343998,0.0008645170019008219
48.9605827331543,-83.54717254638672,34.92567443847656,0.1089295893907547,-0.023341959342360497,0.057922638952732086,-0.0276645440608263,0.0017290340038016438
53.554115295410156,-83.24517822265625,30.19439125061035,0.2567625939846039,-0.0276645440608263,0.0553290881216526,-0.02507099322974682,0.0008645170019008219
57.73968505859375,-82.73125457763672,25.51078987121582,0.38125357031822205,-0.012103238143026829,0.056193605065345764,-0.014696788974106312,0.0008645170019008219
61.86697769165039,-81.95771789550781,20.599367141723633,0.24898192286491394,-0.02680002711713314,0.057922638952732086,-0.020748408511281013,0.0
65.34259033203125,-80.30998229980469,15.311772346496582,0.11671027541160583,-0.03371616452932358,0.05360005423426628,-0.012103238143026829,-0.0008645170019008219
68.71753692626953,-78.24368286132812,9.976493835449219,0.18673643469810486,-0.03285164758563042,0.05187102034687996,-0.011238721199333668,0.0
71.46730041503906,-75.49922180175781,4.498164176940918,0.2178591787815094,-0.03371616452932358,0.057058122009038925,-0.006051619071513414,0.0
74.08460235595703,-72.60640716552734,-0.9430779814720154,0.2878853380680084,-0.031987130641937256,0.0553290881216526,-0.0017290340038016438,0.0008645170019008219
76.81847381591797,-69.68180847167969,-6.5485639572143555,0.4979638457298279,-0.038903266191482544,0.05187102034687996,0.0,0.0
78.8688735961914,-66.37043762207031,-11.873246192932129,0.5057445168495178,-0.039767783135175705,0.05273553729057312,0.0025935510639101267,0.0008645170019008219
80.97225189208984,-63.0855598449707,-17.107858657836914,0.7547264695167542,-0.038903266191482544,0.05273553729057312,0.009509687311947346,0.0008645170019008219
82.38687133789062,-59.594051361083984,-22.029878616333008,0.8403139710426331,-0.04322585090994835,0.048412952572107315,0.012103238143026829,0.0
83.17100524902344,-55.59921646118164,-26.814144134521484,0.700261652469635,-0.04668391868472099,0.04322585090994835,0.01642582379281521,0.0017290340038016438
83.74850463867188,-51.27059555053711,-31.69377899169922,0.7858492136001587,-0.04581940174102783,0.0510065034031868,0.022477442398667336,0.0008645170019008219
83.8014907836914,-46.788326263427734,-36.393272399902344,0.5991127490997314,-0.05446457117795944,0.04236133396625519,0.023341959342360497,0.0008645170019008219
83.92334747314453,-42.30605697631836,-40.92322540283203,0.6457968354225159,-0.048412952572107315,0.040632300078868866,0.020748408511281013,0.0025935510639101267
83.72731018066406,-37.48999786376953,-45.522056579589844,0.700261652469635,-0.04581940174102783,0.0276645440608263,0.024206476286053658,0.0017290340038016438
83.67962646484375,-32.72162628173828,-50.248043060302734,0.5679900050163269,-0.04668391868472099,0.0276645440608263,0.0276645440608263,0.0008645170019008219
83.43061065673828,-28.05392074584961,-54.62434768676758,0.7625071406364441,-0.04581940174102783,0.02507099322974682,0.029393577948212624,0.0017290340038016438
82.57760620117188,-23.13719940185547,-58.65097427368164,0.7313843965530396,-0.04322585090994835,0.02507099322974682,0.03285164758563042,0.0017290340038016438
81.38551330566406,-18.167497634887695,-62.508056640625,0.5835513472557068,-0.047548435628414154,0.023341959342360497,0.029393577948212624,0.0025935510639101267
79.50994873046875,-12.800429344177246,-65.93598937988281,0.6457968354225159,-0.04581940174102783,0.01383227203041315,0.040632300078868866,-0.0008645170019008219
77.27941131591797,-7.443958282470703,-69.07781219482422,0.630235493183136,-0.04668391868472099,0.01642582379281521,0.04322585090994835,0.0008645170019008219
74.52435302734375,-1.9868216514587402,-71.75340270996094,0.6924809813499451,-0.04322585090994835,0.014696788974106312,0.04236133396625519,0.0008645170019008219
71.7004165649414,3.6557517051696777,-74.6991958618164,0.4979638457298279,-0.040632300078868866,0.008645170368254185,0.04236133396625519,-0.0034580680076032877
