17-110kV母线Ⅱ段电压Ua_17,18-110kV母线Ⅱ段电压Ub_18,19-110kV母线Ⅱ段电压Uc_19,20-110kV母线Ⅱ段电压3Uo_20,5-110kV普八线路电流Ia_5,6-110kV普八线路电流Ib_6,7-110kV普八线路电流Ic_7,8-110kV普八线路电流3Io_8
-16.88761329650879,-63.20100402832031,80.42027282714844,0.6013339757919312,0.42340633273124695,3.0697617530822754,-3.5618107318878174,-0.07058077305555344
-11.840375900268555,-66.4291000366211,78.52132415771484,0.41143903136253357,0.21170316636562347,3.21090030670166,-3.456014394760132,-0.07058077305555344
-6.697906970977783,-69.5938949584961,76.43248748779297,0.18989494442939758,0.0,3.2814695835113525,-3.385483503341675,-0.03529038652777672
-1.4284635782241821,-72.31562042236328,73.77396392822266,0.0,-0.21170316636562347,3.3873233795166016,-3.2444217205047607,-0.03529038652777672
3.9996979236602783,-74.81581115722656,70.76730346679688,-0.1265966296195984,-0.42340633273124695,3.457892656326294,-3.138625383377075,-0.03529038652777672
9.33262825012207,-77.09446716308594,67.57074737548828,-0.2848424017429352,-0.6351094841957092,3.5284619331359863,-2.997563600540161,-0.07058077305555344
14.47509765625,-79.24652862548828,64.53244018554688,-0.31649157404899597,-0.882096529006958,3.6343157291412354,-2.8212363719940186,-0.03529038652777672
19.681053161621094,-81.05046081542969,61.240936279296875,-0.2848424017429352,-1.0937997102737427,3.7048850059509277,-2.6801743507385254,-0.03529038652777672
24.823522567749023,-82.4429702758789,57.443050384521484,-0.221544086933136,-1.2702189683914185,3.7401695251464844,-2.503847122192383,0.0
29.775529861450195,-83.4557113647461,53.55021667480469,-0.15824578702449799,-1.4466383457183838,3.7401695251464844,-2.2922544479370117,0.0
34.600563049316406,-84.12031555175781,49.40419006347656,-0.09494747221469879,-1.6583415269851685,3.7401695251464844,-2.115927219390869,-0.03529038652777672
39.33036422729492,-84.34185028076172,44.87837219238281,-0.1265966296195984,-1.799476981163025,3.669600486755371,-1.939599871635437,0.0
43.964935302734375,-84.24691009521484,40.162662506103516,-0.09494747221469879,-2.0111801624298096,3.669600486755371,-1.6927417516708374,0.03529038652777672
48.21858215332031,-83.77218627929688,35.44695281982422,-0.1265966296195984,-2.152315616607666,3.6343157291412354,-1.4811490774154663,0.0
52.21828079223633,-82.88604736328125,30.541345596313477,-0.15824578702449799,-2.364018678665161,3.5990312099456787,-1.2342908382415771,0.03529038652777672
56.24972152709961,-81.93660736083984,25.540794372558594,-0.18989494442939758,-2.540437936782837,3.5284619331359863,-1.022698163986206,0.03529038652777672
60.15419006347656,-80.76563262939453,20.50859260559082,-0.09494747221469879,-2.716857433319092,3.4931771755218506,-0.8111054301261902,0.03529038652777672
63.868194580078125,-79.34146881103516,15.413093566894531,0.0632983148097992,-2.82270884513855,3.3873233795166016,-0.5642472505569458,0.03529038652777672
67.10604095458984,-77.41094207763672,10.317594528198242,0.0632983148097992,-2.928560495376587,3.2814695835113525,-0.3173890709877014,0.07058077305555344
70.28041076660156,-75.32218170166016,5.095499038696289,0.15824578702449799,-2.9991283416748047,3.105046510696411,-0.10579635947942734,0.07058077305555344
73.01036071777344,-72.69539642333984,-0.22154344618320465,0.2848424017429352,-3.1049797534942627,2.9639079570770264,0.14106181263923645,0.07058077305555344
75.48636627197266,-69.5938949584961,-5.665182590484619,0.37978988885879517,-3.1755475997924805,2.8580541610717773,0.38791999220848083,0.07058077305555344
77.64492797851562,-66.23921203613281,-11.172119140625,0.37978988885879517,-3.2813992500305176,2.7169156074523926,0.5995126962661743,0.10587115585803986
79.58129119873047,-62.884525299072266,-16.520811080932617,0.37978988885879517,-3.316683053970337,2.540492534637451,0.8816363215446472,0.07058077305555344
81.0732421875,-59.086769104003906,-21.679609298706055,0.5063865184783936,-3.3872506618499756,2.328784942626953,1.093229055404663,0.07058077305555344
82.15252685546875,-55.067474365234375,-26.743457794189453,0.5696848034858704,-3.422534465789795,2.1876463890075684,1.3048217296600342,0.07058077305555344
82.88262939453125,-51.079830169677734,-31.459169387817383,0.5380356311798096,-3.3872506618499756,2.011223316192627,1.5164145231246948,0.10587115585803986
83.42227172851562,-46.99724197387695,-36.301475524902344,0.2848424017429352,-3.3872506618499756,1.7642309665679932,1.6574763059616089,0.10587115585803986
83.70796203613281,-42.756412506103516,-40.89059066772461,0.18989494442939758,-3.3519668579101562,1.5878078937530518,1.86906898021698,0.14116154611110687
83.70796203613281,-38.26240158081055,-45.32146072387695,0.18989494442939758,-3.3519668579101562,1.340815544128418,2.045396327972412,0.14116154611110687
83.26355743408203,-33.51520538330078,-49.59408187866211,0.15824578702449799,-3.2813992500305176,1.1291078329086304,2.256989002227783,0.10587115585803986
82.40647888183594,-28.641416549682617,-53.6135139465332,0.18989494442939758,-3.246115207672119,0.8821154832839966,2.4685816764831543,0.14116154611110687
81.42242431640625,-23.577741622924805,-57.75954055786133,0.15824578702449799,-3.2108314037323,0.670407772064209,2.644908905029297,0.14116154611110687
80.05744934082031,-18.355825424194336,-61.6207275390625,0.1265966296195984,-3.140263795852661,0.4234154224395752,2.785970687866211,0.14116154611110687
78.34329223632812,-13.133909225463867,-65.13377380371094,0.09494747221469879,-3.034412145614624,0.2117077112197876,2.9622981548309326,0.14116154611110687
76.37518310546875,-7.975289344787598,-68.33032989501953,0.0632983148097992,-2.8932766914367676,0.0,3.068094491958618,0.14116154611110687
74.02615356445312,-2.7850217819213867,-71.21039581298828,0.0316491574048996,-2.752141237258911,-0.2822769582271576,3.138625383377075,0.14116154611110687
