33-110kV 母线电压Ua_33,34-110kV 母线电压Ub_34,35-110kV 母线电压Uc_35,36-110kV 母线电压3Uo_36,41-110kV小小线路电流Ia_41,42-110kV小小线路电流Ib_42,43-110kV小小线路电流Ic_43,44-110kV小小线路电流3Io_44
-61.980220794677734,80.76473236083984,-18.473421096801758,0.41336700320243835,-0.3526483178138733,0.6700154542922974,-0.3527802526950836,0.0
-66.06122589111328,79.39799499511719,-13.449667930603027,0.031797461211681366,-0.3526483178138733,0.6700154542922974,-0.3175022304058075,0.0
-69.40892028808594,77.17306518554688,-7.631017208099365,0.2543796896934509,-0.3526483178138733,0.7052794098854065,-0.3527802526950836,0.0
-72.0233154296875,75.29777526855469,-3.3385701179504395,0.031797461211681366,-0.3526483178138733,0.7052794098854065,-0.3527802526950836,0.0
-74.95653533935547,73.3271255493164,1.5262035131454468,0.031797461211681366,-0.28211864829063416,0.7758073210716248,-0.3527802526950836,0.0
-76.16808319091797,70.84793090820312,5.532487392425537,0.2543796896934509,-0.3173834979534149,0.7052794098854065,-0.3527802526950836,0.03527015075087547
-78.59117889404297,68.27337646484375,10.429057121276855,0.15898731350898743,-0.3526483178138733,0.6700154542922974,-0.28222420811653137,0.0
-79.35636901855469,65.15847778320312,14.467137336730957,0.2543796896934509,-0.38791313767433167,0.6347514390945435,-0.24694617092609406,0.03527015075087547
-81.1736831665039,62.04358673095703,19.26831817626953,0.22258223593235016,-0.38791313767433167,0.5642235279083252,-0.1763901263475418,0.03527015075087547
-81.77945709228516,58.483707427978516,23.783336639404297,0.5087593793869019,-0.4584428071975708,0.5289595723152161,-0.03527802601456642,0.0
-82.76782989501953,54.79669189453125,27.94860076904297,0.0953923836350441,-0.5289724469184875,0.458431601524353,0.07055605202913284,0.0
-83.18230438232422,50.696475982666016,32.90876388549805,0.4451644718647003,-0.5642372965812683,0.3879036605358124,0.14111210405826569,0.0
-83.43737030029297,45.769859313964844,37.773536682128906,0.12718984484672546,-0.5642372965812683,0.31737571954727173,0.24694617092609406,0.0
-83.11853790283203,40.11219787597656,43.33781814575195,0.31797462701797485,-0.5995021462440491,0.24684779345989227,0.3175022304058075,-0.03527015075087547
-82.4171142578125,33.27850341796875,49.156471252441406,0.0953923836350441,-0.6347669959068298,0.24684779345989227,0.38805827498435974,0.0
-80.18531799316406,23.997390747070312,56.34234619140625,0.12718984484672546,-0.7052966356277466,0.31737571954727173,0.38805827498435974,0.0
-79.3244857788086,17.95831298828125,61.27070999145508,-0.0953923836350441,-0.8110911250114441,0.3879036605358124,0.3527802526950836,0.0
-78.68682861328125,13.8580961227417,64.8636474609375,0.0,-0.8463559746742249,0.49369558691978455,0.3175022304058075,-0.03527015075087547
-76.16808319091797,6.8336944580078125,69.15609741210938,-0.12718984484672546,-0.8816207647323608,0.5642235279083252,0.3175022304058075,0.03527015075087547
-74.31887817382812,3.1148931980133057,71.09564208984375,-0.06359492242336273,-0.9168856143951416,0.6347514390945435,0.24694617092609406,0.03527015075087547
-72.82038879394531,-0.5085539817810059,73.28956604003906,-0.0953923836350441,-0.9874153137207031,0.7052794098854065,0.24694617092609406,0.0
-70.87553405761719,-4.068431854248047,74.94294738769531,0.0,-0.9874153137207031,0.7405433654785156,0.28222420811653137,0.0
-68.93067932128906,-7.469386577606201,76.34197235107422,0.031797461211681366,-0.9874153137207031,0.7052794098854065,0.3175022304058075,0.0
-67.08147430419922,-10.48892593383789,77.61380767822266,0.1907847672700882,-0.9521504640579224,0.6347514390945435,0.3527802526950836,0.03527015075087547
-64.4352035522461,-14.207727432250977,78.79025268554688,0.22258223593235016,-0.9168856143951416,0.5289595723152161,0.38805827498435974,0.0
-61.59762954711914,-18.14902114868164,79.90311431884766,0.2861771583557129,-0.8110911250114441,0.3879036605358124,0.42333629727363586,0.0
-58.5049934387207,-22.15388298034668,80.85698699951172,0.3815695345401764,-0.7758262753486633,0.24684779345989227,0.4938923418521881,0.0
-54.679054260253906,-27.016931533813477,81.93804931640625,0.41336700320243835,-0.6347669959068298,0.07052794098854065,0.5997264385223389,0.0
-50.438636779785156,-31.816410064697266,82.57396697998047,0.4451644718647003,-0.5642372965812683,-0.07052794098854065,0.635004460811615,0.0
-44.95479202270508,-38.2686882019043,83.49604797363281,0.41336700320243835,-0.4584428071975708,-0.24684779345989227,0.6702824831008911,0.0
-39.53470993041992,-43.830997467041016,83.3052749633789,0.15898731350898743,-0.38791313767433167,-0.35263970494270325,0.7055605053901672,0.03527015075087547
-33.82768249511719,-48.09013748168945,82.60576629638672,0.7631390690803528,-0.28211864829063416,-0.4231676459312439,0.7408385276794434,0.0
-27.706180572509766,-54.89204788208008,82.44678497314453,0.0953923836350441,-0.2115889936685562,-0.49369558691978455,0.7408385276794434,-0.03527015075087547
-21.903505325317383,-59.05583190917969,81.36572265625,0.5405568480491638,-0.2115889936685562,-0.5289595723152161,0.7408385276794434,0.0
-16.13271141052246,-64.01423645019531,79.99849700927734,0.0953923836350441,-0.2115889936685562,-0.5994874835014343,0.7408385276794434,0.0
-10.712631225585938,-67.25626373291016,78.31331634521484,0.41336700320243835,-0.2115889936685562,-0.5994874835014343,0.7408385276794434,0.0
-5.866440773010254,-70.2440185546875,76.11940002441406,0.12718984484672546,-0.14105932414531708,-0.5994874835014343,0.7761165499687195,-0.03527015075087547
-0.8289536237716675,-72.72322082519531,73.83009338378906,0.4451644718647003,-0.1057944968342781,-0.6700154542922974,0.7761165499687195,0.0
3.602759838104248,-74.9481430053711,71.09564208984375,-0.12718984484672546,-0.1057944968342781,-0.6700154542922974,0.7761165499687195,0.0
9.21413803100586,-77.14128112792969,68.297607421875,0.3815695345401764,-0.07052966207265854,-0.7052794098854065,0.7761165499687195,0.0
13.26325798034668,-78.28553009033203,64.73646545410156,-0.1907847672700882,0.0,-0.7758073210716248,0.7761165499687195,0.0
19.95865249633789,-81.05079650878906,61.429691314697266,0.2543796896934509,0.07052966207265854,-0.7758073210716248,0.7408385276794434,-0.03527015075087547
23.465763092041016,-81.65470123291016,57.90034484863281,-0.31797462701797485,0.07052966207265854,-0.7758073210716248,0.7055605053901672,0.0
30.065509796142578,-84.16568756103516,54.657161712646484,0.34977206587791443,0.14105932414531708,-0.8463352918624878,0.7055605053901672,0.0
33.92333221435547,-84.22925567626953,49.69700241088867,-0.6041517853736877,0.2115889936685562,-0.8463352918624878,0.635004460811615,0.0
39.853538513183594,-86.00919342041016,46.390228271484375,0.0953923836350441,0.2115889936685562,-0.8110713362693787,0.635004460811615,0.0
43.711360931396484,-85.05565643310547,40.921329498291016,-0.5723543167114258,0.24685382843017578,-0.8110713362693787,0.5644484162330627,0.0
49.35462188720703,-85.50064086914062,36.53349685668945,0.1907847672700882,0.28211864829063416,-0.8110713362693787,0.5291703939437866,0.0
52.4791374206543,-84.16568756103516,31.001008987426758,-0.7949365377426147,0.28211864829063416,-0.7758073210716248,0.458614319562912,0.0
57.771690368652344,-83.30750274658203,25.786479949951172,0.0,0.3526483178138733,-0.8110713362693787,0.38805827498435974,-0.03527015075087547
60.736793518066406,-81.75005340576172,20.317583084106445,-0.7631390690803528,0.38791313767433167,-0.7758073210716248,0.38805827498435974,0.0
65.42356872558594,-79.39799499511719,14.308157920837402,0.0953923836350441,0.4584428071975708,-0.7405433654785156,0.28222420811653137,0.0
68.0379638671875,-77.36377716064453,8.680282592773438,-0.6359492540359497,0.4584428071975708,-0.7052794098854065,0.24694617092609406,0.0
71.1305923461914,-75.29777526855469,4.451426982879639,0.12718984484672546,0.5289724469184875,-0.7052794098854065,0.1763901263475418,0.0
72.78850555419922,-73.9946060180664,0.6041222214698792,-0.5405568480491638,0.5289724469184875,-0.6700154542922974,0.14111210405826569,0.0
75.14783477783203,-70.37116241455078,-4.705793857574463,0.0,0.5642372965812683,-0.7052794098854065,0.10583407431840897,0.0
76.29561614990234,-68.27337646484375,-8.521303176879883,-0.4451644718647003,0.6347669959068298,-0.7052794098854065,0.03527802601456642,0.0
77.92163848876953,-64.45922088623047,-13.481464385986328,-0.06359492242336273,0.6347669959068298,-0.7052794098854065,0.03527802601456642,0.0
79.35636901855469,-60.867557525634766,-18.886768341064453,-0.2861771583557129,0.7052966356277466,-0.7052794098854065,-0.03527802601456642,-0.03527015075087547
81.55628204345703,-56.036293029785156,-25.40492820739746,0.15898731350898743,0.7052966356277466,-0.7052794098854065,-0.03527802601456642,0.0
82.13017272949219,-51.840721130371094,-30.905620574951172,-0.4451644718647003,0.7405614852905273,-0.7052794098854065,-0.10583407431840897,-0.03527015075087547
83.18230438232422,-48.249061584472656,-34.657535552978516,0.34977206587791443,0.7758262753486633,-0.6700154542922974,-0.14111210405826569,0.03527015075087547
83.53301239013672,-43.19530487060547,-40.73055648803711,-0.2543796896934509,0.8110911250114441,-0.6347514390945435,-0.1763901263475418,0.0
83.81996154785156,-38.809024810791016,-44.83222579956055,0.2861771583557129,0.8110911250114441,-0.6347514390945435,-0.1763901263475418,0.03527015075087547
83.50113677978516,-33.69170379638672,-50.046756744384766,-0.031797461211681366,0.8110911250114441,-0.5994874835014343,-0.24694617092609406,0.03527015075087547
82.16205596923828,-27.557270050048828,-54.43458938598633,0.2543796896934509,0.8110911250114441,-0.5289595723152161,-0.28222420811653137,0.03527015075087547
80.18531799316406,-18.816497802734375,-61.46148681640625,0.15898731350898743,0.7405614852905273,-0.458431601524353,-0.3527802526950836,0.0
78.87812042236328,-14.716280937194824,-63.941566467285156,0.34977206587791443,0.7758262753486633,-0.4231676459312439,-0.3527802526950836,0.03527015075087547
79.3244857788086,-12.745634078979492,-66.64421844482422,0.06359492242336273,0.7405614852905273,-0.35263970494270325,-0.38805827498435974,0.0
75.84925079345703,-5.8483710289001465,-69.91919708251953,0.2543796896934509,0.7052966356277466,-0.2821117639541626,-0.42333629727363586,0.03527015075087547
74.63770294189453,-2.701693058013916,-71.95413208007812,0.0953923836350441,0.7052966356277466,-0.21158382296562195,-0.42333629727363586,0.03527015075087547
72.72473907470703,1.0171079635620117,-73.70291137695312,0.0953923836350441,0.6700317859649658,-0.17631985247135162,-0.458614319562912,0.03527015075087547
70.20599365234375,5.8483710289001465,-76.18299102783203,-0.06359492242336273,0.6347669959068298,-0.1410558819770813,-0.4938923418521881,0.03527015075087547
67.4959487915039,9.789664268493652,-77.32764434814453,-0.0953923836350441,0.5995021462440491,-0.10579191148281097,-0.4938923418521881,0.03527015075087547
64.84967803955078,13.476680755615234,-78.56768035888672,-0.2543796896934509,0.6347669959068298,-0.07052794098854065,-0.5291703939437866,0.03527015075087547
61.18315124511719,18.244375228881836,-79.61695098876953,-0.2861771583557129,0.5642372965812683,0.0,-0.5644484162330627,0.0
57.771690368652344,22.026744842529297,-80.12567901611328,-0.41336700320243835,0.5642372965812683,0.0,-0.5997264385223389,0.03527015075087547
