III母电压_1,III母电压_2,III母电压_3,III母电压_4,建岗II回_17,建岗II回_18,建岗II回_19,建岗II回_20
82.09780883789062,-46.27273178100586,-34.913818359375,0.9415010213851929,-0.06227999925613403,0.08477000147104263,-0.025949999690055847,-0.0025949999690055847
82.19847106933594,-41.48863983154297,-39.93632507324219,0.8247860074043274,-0.06660500168800354,0.08390499651432037,-0.02249000035226345,-0.0017300000181421638
82.0660171508789,-36.55619812011719,-44.74690628051758,0.7469760179519653,-0.0674699991941452,0.08303999900817871,-0.012109999544918537,-0.0034600000362843275
81.71635437011719,-31.73501968383789,-49.170738220214844,0.6847280263900757,-0.07265999913215637,0.07784999907016754,-0.00432500010356307,-0.010379999876022339
81.0541000366211,-26.64364242553711,-53.615760803222656,0.7080709934234619,-0.06660500168800354,0.07179500162601471,-0.0034600000362843275,-0.00432500010356307
79.93622589111328,-21.68471336364746,-57.456809997558594,0.6380419731140137,-0.08303999900817871,0.06833499670028687,0.006054999772459269,-0.00865000020712614
78.65410614013672,-16.821149826049805,-61.070045471191406,0.5524510145187378,-0.08477000147104263,0.05968499928712845,0.0008650000090710819,-0.00432500010356307
77.32960510253906,-11.703282356262207,-64.90049743652344,0.6302610039710999,-0.08303999900817871,0.06141500174999237,0.012109999544918537,-0.006054999772459269
75.33756256103516,-6.500646114349365,-68.10049438476562,0.575793981552124,-0.08303999900817871,0.0562250018119812,0.012109999544918537,-0.0017300000181421638
72.89517974853516,-1.515228033065796,-70.6329345703125,0.5524510145187378,-0.08044499903917313,0.053630001842975616,0.020759999752044678,-0.00432500010356307
70.5110855102539,3.5443620681762695,-73.25544738769531,0.6458230018615723,-0.08909499645233154,0.04930499941110611,0.028544999659061432,-0.0008650000090710819
67.61837768554688,8.66752815246582,-75.61305236816406,0.49798399209976196,-0.08390499651432037,0.04843999817967415,0.03460000082850456,-0.006920000072568655
64.13758850097656,13.52579402923584,-77.00643157958984,0.3034589886665344,-0.08477000147104263,0.042385000735521317,0.035464998334646225,-0.0008650000090710819
60.76805877685547,18.24101448059082,-78.49517059326172,0.2645539939403534,-0.08822999894618988,0.030275000259280205,0.041519999504089355,-0.0017300000181421638
57.28727340698242,23.072790145874023,-79.93622589111328,0.04668600112199783,-0.0856349989771843,0.030275000259280205,0.04843999817967415,-0.005189999938011169
53.281986236572266,27.888671875,-80.72032928466797,0.08559100329875946,-0.08217500150203705,0.024219999089837074,0.04843999817967415,-0.00432500010356307
49.02769088745117,32.54561233520508,-81.1070785522461,0.07002899795770645,-0.08130999654531479,0.023354999721050262,0.05449499934911728,-0.006054999772459269
44.688629150390625,37.39328384399414,-81.68456268310547,-0.09337200224399567,-0.08044499903917313,0.015569999814033508,0.057089999318122864,-0.006920000072568655
39.888641357421875,42.21446228027344,-81.73224639892578,-0.03890499845147133,-0.08217500150203705,0.0034600000362843275,0.0631449967622757,-0.00432500010356307
34.940311431884766,46.860809326171875,-81.39317321777344,0.023343000560998917,-0.08044499903917313,0.00432500010356307,0.0631449967622757,-0.0008650000090710819
29.997276306152344,51.3800048828125,-80.94284057617188,0.007780999876558781,-0.07092999666929245,-0.005189999938011169,0.0674699991941452,-0.0025949999690055847
24.932388305664062,55.52833938598633,-80.02098846435547,0.04668600112199783,-0.0674699991941452,-0.009514999575912952,0.06920000165700912,-0.005189999938011169
19.91518211364746,59.395877838134766,-78.74417114257812,0.11671499907970428,-0.0631449967622757,-0.011245000176131725,0.07698500156402588,-0.00432500010356307
14.972147941589355,63.10447692871094,-77.55741882324219,0.10893400013446808,-0.057089999318122864,-0.018164999783039093,0.07698500156402588,-0.005189999938011169
9.822491645812988,66.63824462890625,-75.94683074951172,0.062247999012470245,-0.06055000051856041,-0.02249000035226345,0.07698500156402588,-0.006920000072568655
4.662240028381348,69.6792984008789,-73.82233428955078,0.11671499907970428,-0.05536000058054924,-0.02768000029027462,0.07784999907016754,-0.00432500010356307
-0.3019860088825226,72.3124008178711,-71.38525390625,0.21786800026893616,-0.04930499941110611,-0.0337349995970726,0.08130999654531479,-0.0034600000362843275
-5.2927021980285645,74.80245971679688,-68.92168426513672,0.2723349928855896,-0.04411499947309494,-0.03892499953508377,0.0856349989771843,-0.0008650000090710819
-10.336398124694824,76.61967468261719,-65.76937103271484,0.17896300554275513,-0.040654998272657394,-0.04324999824166298,0.08130999654531479,-0.0008650000090710819
-15.078107833862305,78.08192443847656,-62.40514373779297,0.22564899921417236,-0.03286999836564064,-0.05017000064253807,0.08390499651432037,-0.006054999772459269
-19.703262329101562,79.57066345214844,-59.25812911987305,0.2723349928855896,-0.030275000259280205,-0.0562250018119812,0.0787149965763092,-0.00432500010356307
-24.444971084594727,80.78390502929688,-55.62370300292969,0.24899199604988098,-0.025949999690055847,-0.058820001780986786,0.07698500156402588,-0.0034600000362843275
-29.213172912597656,81.41436767578125,-51.56013488769531,0.3890500068664551,-0.019029999151825905,-0.05968499928712845,0.07611999660730362,-0.005189999938011169
-33.89130783081055,82.0289306640625,-47.4065055847168,0.3968310058116913,-0.011245000176131725,-0.06660500168800354,0.07611999660730362,-0.00432500010356307
-38.85023498535156,82.39449310302734,-42.84492492675781,0.36570701003074646,-0.011245000176131725,-0.06920000165700912,0.07698500156402588,-0.00432500010356307
-43.74028778076172,82.32562255859375,-37.901893615722656,0.38126900792121887,-0.006920000072568655,-0.07352499663829803,0.07092999666929245,-0.0025949999690055847
-48.4078254699707,82.19847106933594,-32.98004913330078,0.49798399209976196,0.0025949999690055847,-0.07698500156402588,0.07179500162601471,-0.006920000072568655
-52.757484436035156,81.7269515991211,-28.217147827148438,0.5135459899902344,0.00865000020712614,-0.07784999907016754,0.07092999666929245,-0.0017300000181421638
-56.863433837890625,80.85807800292969,-23.178749084472656,0.49020299315452576,0.012974999845027924,-0.08477000147104263,0.0562250018119812,-0.00432500010356307
-60.62501525878906,79.68721771240234,-18.341676712036133,0.3890500068664551,0.014705000445246696,-0.0856349989771843,0.057089999318122864,-0.005189999938011169
-64.28593444824219,78.41569519042969,-13.483409881591797,0.18674400448799133,0.025949999690055847,-0.08217500150203705,0.057955000549554825,-0.0034600000362843275
-67.68724822998047,76.5772933959961,-8.254283905029297,0.11671499907970428,0.02768000029027462,-0.08477000147104263,0.057089999318122864,-0.0008650000090710819
-70.54816436767578,74.32034301757812,-3.1205220222473145,0.19452500343322754,0.02768000029027462,-0.0899600014090538,0.05449499934911728,-0.006054999772459269
-73.08061218261719,71.85147857666016,1.764233946800232,0.08559100329875946,0.04324999824166298,-0.08822999894618988,0.04930499941110611,-0.00432500010356307
-75.51239776611328,69.0064468383789,6.935081958770752,-0.12449599802494049,0.04411499947309494,-0.09601499885320663,0.042385000735521317,-0.006920000072568655
-77.13358306884766,65.58393859863281,11.936393737792969,-0.23342999815940857,0.045844998210668564,-0.08736500144004822,0.035464998334646225,-0.0017300000181421638
-78.46337890625,62.230308532714844,16.598634719848633,-0.24899199604988098,0.053630001842975616,-0.08822999894618988,0.03200500085949898,-0.0034600000362843275
-79.85145568847656,58.91905975341797,21.287363052368164,-0.24121099710464478,0.05536000058054924,-0.08909499645233154,0.02249000035226345,-0.006054999772459269
-80.81568908691406,55.093902587890625,26.12443733215332,-0.24899199604988098,0.06055000051856041,-0.08736500144004822,0.023354999721050262,-0.0034600000362843275
-81.37728118896484,50.93497085571289,30.73369789123535,-0.37348800897598267,0.05536000058054924,-0.08822999894618988,0.014705000445246696,-0.006920000072568655
-81.71105194091797,46.542930603027344,35.570770263671875,-0.23342999815940857,0.06660500168800354,-0.08909499645233154,0.012109999544918537,-0.0017300000181421638
-81.95476531982422,41.843605041503906,40.51910400390625,-0.22564899921417236,0.07179500162601471,-0.08477000147104263,0.0,-0.00432500010356307
-81.78522491455078,36.93235778808594,45.2926025390625,-0.10115300118923187,0.07179500162601471,-0.08390499651432037,0.0008650000090710819,-0.0008650000090710819
-81.50443267822266,32.127071380615234,49.81179428100586,-0.10893400013446808,0.07958000153303146,-0.08303999900817871,-0.0017300000181421638,-0.0017300000181421638
