1-220kV母线Ⅰ电压Ua_1,2-220kV母线Ⅰ电压Ub_2,3-220kV母线Ⅰ电压Uc_3,4-220kV母线Ⅰ电压3Uo_4,33-220kV江汉Ⅰ线路电流Ia_33,34-220kV江汉Ⅰ线路电流Ib_34,35-220kV江汉Ⅰ线路电流Ic_35,36-220kV江汉Ⅰ线路电流3Io_36
-29.05962562561035,-52.60538864135742,81.59490966796875,0.0,-0.007127553690224886,0.03559522703289986,-0.035569120198488235,0.0
-24.12617301940918,-56.698326110839844,80.73834991455078,0.0,-0.014255107380449772,0.03559522703289986,-0.021341472864151,0.0
-19.160892486572266,-60.60089874267578,79.65972137451172,-0.0634518414735794,-0.007127553690224886,0.03559522703289986,-0.028455296531319618,-0.007121496833860874
-14.004638671875,-64.2179183959961,78.13695526123047,-0.0317259207367897,-0.007127553690224886,0.03559522703289986,-0.021341472864151,0.007121496833860874
-8.880213737487793,-67.6762924194336,76.55074310302734,0.09517775475978851,-0.014255107380449772,0.03559522703289986,-0.021341472864151,0.0
-3.851275682449341,-70.8173828125,74.61556243896484,0.15862959623336792,-0.021382659673690796,0.03559522703289986,-0.021341472864151,0.0
1.3686351776123047,-73.67292785644531,72.33141326904297,0.0634518414735794,-0.021382659673690796,0.03559522703289986,-0.021341472864151,0.0
6.556717395782471,-76.2746353149414,69.66657257080078,0.0317259207367897,-0.021382659673690796,0.03559522703289986,-0.014227648265659809,0.0
11.712970733642578,-78.52734375,66.7162094116211,-0.0634518414735794,-0.021382659673690796,0.03559522703289986,-0.014227648265659809,0.0
16.74190902709961,-80.46276092529297,63.63895034790039,-0.1269036829471588,-0.021382659673690796,0.03559522703289986,-0.014227648265659809,0.0
21.707189559936523,-81.9857177734375,60.08583068847656,-0.28553327918052673,-0.028510214760899544,0.03559522703289986,-0.014227648265659809,-0.007121496833860874
26.736127853393555,-82.96929168701172,55.961669921875,-0.38071101903915405,-0.021382659673690796,0.03559522703289986,-0.0071138241328299046,0.0
31.637752532958984,-83.54039764404297,51.64716339111328,-0.44416287541389465,-0.028510214760899544,0.03559522703289986,-0.0071138241328299046,-0.007121496833860874
36.41205978393555,-83.92113494873047,47.20576477050781,-0.44416287541389465,-0.028510214760899544,0.028476180508732796,-0.0071138241328299046,0.0
41.186370849609375,-83.95286560058594,42.51056671142578,-0.38071101903915405,-0.021382659673690796,0.03559522703289986,0.0,0.0
45.8333625793457,-83.66731262207031,37.593299865722656,-0.28553327918052673,-0.028510214760899544,0.028476180508732796,-0.0071138241328299046,0.0
50.19389724731445,-82.96929168701172,32.70775604248047,-0.1269036829471588,-0.028510214760899544,0.028476180508732796,0.0071138241328299046,0.0
54.2998046875,-82.11263275146484,27.727041244506836,-0.0634518414735794,-0.028510214760899544,0.028476180508732796,0.0071138241328299046,0.007121496833860874
58.21473693847656,-81.00214385986328,22.714601516723633,0.0,-0.028510214760899544,0.021357135847210884,0.0071138241328299046,-0.007121496833860874
62.06601333618164,-79.70128631591797,17.60698890686035,0.0,-0.03563776612281799,0.021357135847210884,0.0071138241328299046,-0.007121496833860874
65.5989990234375,-78.11487579345703,12.499375343322754,0.0,-0.03563776612281799,0.021357135847210884,0.0071138241328299046,0.0
68.78187561035156,-76.40155029296875,7.645556926727295,-0.0317259207367897,-0.028510214760899544,0.021357135847210884,0.021341472864151,0.0
71.71011352539062,-74.33921813964844,2.5696685314178467,-0.09517775475978851,-0.028510214760899544,0.014238090254366398,0.014227648265659809,0.0
74.41555786132812,-71.8961410522461,-2.664841413497925,-0.19035550951957703,-0.028510214760899544,0.014238090254366398,0.014227648265659809,0.0
76.83454132080078,-69.10405731201172,-7.804178714752197,-0.1269036829471588,-0.028510214760899544,0.021357135847210884,0.021341472864151,0.0
78.83975219726562,-65.99469757080078,-12.753170013427734,0.0634518414735794,-0.03563776612281799,0.007119045127183199,0.021341472864151,0.0
80.4630126953125,-62.56804656982422,-17.765609741210938,0.2538073658943176,-0.028510214760899544,0.007119045127183199,0.021341472864151,0.0
81.83164978027344,-58.82411575317383,-22.80977439880371,0.31725919246673584,-0.021382659673690796,0.007119045127183199,0.028455296531319618,0.0
82.69102478027344,-54.731178283691406,-27.695316314697266,0.31725919246673584,-0.021382659673690796,0.007119045127183199,0.021341472864151,0.0
83.13662719726562,-50.3844108581543,-32.64430618286133,0.0634518414735794,-0.028510214760899544,0.007119045127183199,0.028455296531319618,0.0
83.3912582397461,-45.815547943115234,-37.4029541015625,0.31725919246673584,-0.028510214760899544,-0.007119045127183199,0.035569120198488235,0.0
83.35942840576172,-40.92940139770508,-42.256771087646484,0.31725919246673584,-0.028510214760899544,-0.007119045127183199,0.028455296531319618,0.0
