220kV墨泗线电压_Ua_21,220kV墨泗线电压_Ub_22,220kV墨泗线电压_Uc_23,220kV墨泗线电压_3U0_24,220kV墨泗线_Ia_29,220kV墨泗线_Ib_30,220kV墨泗线_Ic_31,220kV墨泗线_3I0_32
82.52194213867188,-30.37579345703125,-50.82343292236328,1.2993743419647217,0.01729034073650837,0.05014198645949364,0.04322585090994835,0.03803874924778938
81.69718933105469,-25.497304916381836,-54.82270812988281,1.244909644126892,0.031122611835598946,0.05014198645949364,0.04322585090994835,0.04495488479733467
80.6701431274414,-20.673280715942383,-58.720829010009766,1.182664155960083,0.01729034073650837,0.057058122009038925,0.04322585090994835,0.04495488479733467
79.33964538574219,-15.794790267944336,-62.29216384887695,1.0348310470581055,0.010374204255640507,0.05014198645949364,0.04322585090994835,0.031122611835598946
77.65123748779297,-10.807371139526367,-65.7078857421875,0.8636560440063477,0.01729034073650837,0.057058122009038925,0.05014198645949364,0.04495488479733467
75.67494201660156,-5.827733039855957,-68.82794189453125,0.560209333896637,0.010374204255640507,0.057058122009038925,0.04322585090994835,0.031122611835598946
73.23958587646484,-0.778068482875824,-71.66789245605469,0.22563986480236053,0.01729034073650837,0.057058122009038925,0.05014198645949364,0.031122611835598946
70.52413177490234,4.24047327041626,-74.22773742675781,-0.015561370179057121,0.010374204255640507,0.057058122009038925,0.05014198645949364,0.04495488479733467
67.48966217041016,9.422410011291504,-76.46857452392578,-0.4123763144016266,0.010374204255640507,0.057058122009038925,0.04322585090994835,0.031122611835598946
64.09728240966797,14.472074508666992,-78.44486236572266,-0.770287811756134,0.0034580680076032877,0.05014198645949364,0.05014198645949364,0.031122611835598946
60.4559211730957,19.521738052368164,-79.96987915039062,-1.0037083625793457,0.0034580680076032877,0.057058122009038925,0.04322585090994835,0.031122611835598946
56.526676177978516,24.594745635986328,-81.29259490966797,-1.244909644126892,0.010374204255640507,0.057058122009038925,0.05014198645949364,0.031122611835598946
52.40291213989258,29.574382781982422,-82.20293426513672,-1.3771812915802002,0.0034580680076032877,0.057058122009038925,0.05014198645949364,0.04495488479733467
48.05350875854492,34.460655212402344,-82.9031982421875,-1.39274263381958,0.010374204255640507,0.05014198645949364,0.057058122009038925,0.031122611835598946
43.57961654663086,39.339141845703125,-83.2066421508789,-1.3460584878921509,0.010374204255640507,0.05014198645949364,0.05014198645949364,0.031122611835598946
39.0512580871582,44.054237365722656,-83.19886779785156,-1.2293481826782227,0.0034580680076032877,0.05014198645949364,0.057058122009038925,0.031122611835598946
34.25835418701172,48.58259582519531,-82.98100280761719,-1.112637996673584,0.01729034073650837,0.057058122009038925,0.05014198645949364,0.04495488479733467
29.426549911499023,53.01758575439453,-82.4207992553711,-0.8869981169700623,0.0034580680076032877,0.057058122009038925,0.05014198645949364,0.031122611835598946
24.540281295776367,57.15691375732422,-81.62716674804688,-0.630235493183136,0.010374204255640507,0.05014198645949364,0.05014198645949364,0.031122611835598946
19.677352905273438,61.14840316772461,-80.42893981933594,-0.29566603899002075,0.010374204255640507,0.057058122009038925,0.057058122009038925,0.04495488479733467
14.837766647338867,64.70417785644531,-79.0828857421875,-0.05446479469537735,0.01729034073650837,0.05014198645949364,0.057058122009038925,0.031122611835598946
9.7180757522583,68.10433959960938,-77.22329711914062,0.031122740358114243,0.0034580680076032877,0.057058122009038925,0.057058122009038925,0.03803874924778938
4.722875595092773,71.0220947265625,-75.09917449951172,0.2645432949066162,-0.0034580680076032877,0.05014198645949364,0.057058122009038925,0.031122611835598946
0.14783301949501038,73.75311279296875,-72.64047241210938,1.3849619626998901,0.0034580680076032877,0.04322585090994835,0.057058122009038925,0.031122611835598946
-5.516505718231201,76.14956665039062,-69.83164978027344,0.4979638457298279,0.010374204255640507,0.04322585090994835,0.057058122009038925,0.031122611835598946
-10.566170692443848,78.1258544921875,-66.62600708007812,0.7469457387924194,0.0034580680076032877,0.04322585090994835,0.057058122009038925,0.031122611835598946
-15.592493057250977,79.7987060546875,-63.18694305419922,0.9725856184959412,0.0034580680076032877,0.04322585090994835,0.057058122009038925,0.04495488479733467
-20.681060791015625,81.15254211425781,-59.43665313720703,0.9725856184959412,0.0034580680076032877,0.05014198645949364,0.057058122009038925,0.04495488479733467
-25.792970657348633,82.16403198242188,-55.3751335144043,0.9959276914596558,0.0034580680076032877,0.04322585090994835,0.057058122009038925,0.031122611835598946
-30.764827728271484,82.92654418945312,-51.189125061035156,0.8869981169700623,0.01729034073650837,0.029393577948212624,0.057058122009038925,0.031122611835598946
-35.61997604370117,83.4167251586914,-46.80860137939453,0.9025594592094421,0.0034580680076032877,0.04322585090994835,0.057058122009038925,0.04495488479733467
-40.397315979003906,83.4400634765625,-42.124629974365234,0.7391650676727295,0.0034580680076032877,0.04322585090994835,0.06397426128387451,0.04495488479733467
-45.19021987915039,83.30779266357422,-37.45621871948242,0.4357183575630188,0.0034580680076032877,0.04322585090994835,0.057058122009038925,0.031122611835598946
-49.60964584350586,82.91876220703125,-32.624412536621094,0.24898192286491394,0.010374204255640507,0.05014198645949364,0.057058122009038925,0.04495488479733467
-53.88902282714844,82.19515991210938,-27.738142013549805,0.14005233347415924,0.0034580680076032877,0.04322585090994835,0.057058122009038925,0.04495488479733467
-57.90385818481445,81.3159408569336,-22.91411781311035,0.05446479469537735,0.010374204255640507,0.04322585090994835,0.06397426128387451,0.031122611835598946
-61.677490234375,80.06324768066406,-17.942258834838867,-0.11671027541160583,0.0034580680076032877,0.04322585090994835,0.06397426128387451,0.04495488479733467
-65.22547912597656,78.52267456054688,-13.001524925231934,-0.2412012368440628,0.01729034073650837,0.04322585090994835,0.06397426128387451,0.031122611835598946
-68.3299789428711,76.62418365478516,-7.959640979766846,-0.27232396602630615,0.0034580680076032877,0.04322585090994835,0.057058122009038925,0.031122611835598946
