1-220kV I段电压Ua_1,2-220kV I段电压Ub_2,3-220kV I段电压Uc_3,4-220kV I段电压3Uo_4,49-卡盈线电流Ia_45,50-卡盈线电流Ib_46,51-卡盈线电流Ic_47,52-卡盈线电流3Io_48
-33.892608642578125,-47.92556381225586,81.89791870117188,0.2850860357284546,0.24739865958690643,0.17654430866241455,-0.4233052134513855,0.0
-29.09618377685547,-51.91672134399414,81.1061782836914,0.2850860357284546,0.2120559811592102,0.17654430866241455,-0.3880297839641571,0.0
-23.98211669921875,-55.97123336791992,80.18775177001953,0.4434671700000763,0.17671331763267517,0.21185316145420074,-0.3880297839641571,0.0
-19.185693740844727,-59.772335052490234,79.3010025024414,0.6335245370864868,0.14137065410614014,0.24716202914714813,-0.3527543544769287,-0.035236623138189316
-14.071625709533691,-63.161651611328125,77.6541748046875,0.6968770027160645,0.17671331763267517,0.24716202914714813,-0.3880297839641571,-0.035236623138189316
-9.179909706115723,-66.55096435546875,76.07068634033203,0.6335245370864868,0.1060279905796051,0.2824708819389343,-0.3880297839641571,0.0
-4.35172176361084,-69.59185028076172,74.17050170898438,0.4117909371852875,0.07068532705307007,0.2824708819389343,-0.3880297839641571,0.0
0.7941098213195801,-72.41099548339844,71.76360321044922,0.25340980291366577,0.07068532705307007,0.3177797496318817,-0.3880297839641571,0.0
5.622297763824463,-75.04009246826172,69.32503509521484,-0.09502868354320526,0.035342663526535034,0.3177797496318817,-0.3880297839641571,-0.035236623138189316
10.736364364624023,-77.47913360595703,66.50643157958984,-0.4751434028148651,0.035342663526535034,0.3530886173248291,-0.3527543544769287,-0.035236623138189316
15.850432395935059,-79.5380630493164,63.244449615478516,-0.7285532355308533,0.0,0.3883974552154541,-0.3174789249897003,0.0
20.900970458984375,-81.15353393554688,59.72910690307617,-0.8869343400001526,0.0,0.3530886173248291,-0.3527543544769287,0.0
25.951509475708008,-82.26219177246094,55.80206298828125,-0.8869343400001526,-0.035342663526535034,0.3883974552154541,-0.3174789249897003,0.0
30.74793243408203,-82.86402893066406,51.62165832519531,-0.7602294683456421,-0.07068532705307007,0.3883974552154541,-0.2822034955024719,0.0
35.57611846923828,-83.14911651611328,47.187896728515625,-0.5701720714569092,-0.1060279905796051,0.3883974552154541,-0.2822034955024719,0.0
40.30901336669922,-83.11743927001953,42.53244400024414,-0.3484385013580322,-0.14137065410614014,0.4237063229084015,-0.2822034955024719,0.0
44.819557189941406,-82.57894897460938,37.528629302978516,-0.19005736708641052,-0.14137065410614014,0.4590151906013489,-0.24692805111408234,0.0
49.20304489135742,-81.9454345703125,32.68315887451172,-0.03167622536420822,-0.17671331763267517,0.3883974552154541,-0.21165260672569275,0.0
53.39594268798828,-81.34358978271484,27.837692260742188,-0.03167622536420822,-0.2120559811592102,0.4237063229084015,-0.21165260672569275,0.035236623138189316
57.30296325683594,-80.29828643798828,22.897212982177734,0.0,-0.24739865958690643,0.3883974552154541,-0.17637717723846436,-0.035236623138189316
60.987632751464844,-79.12628173828125,18.051746368408203,-0.12670490145683289,-0.24739865958690643,0.3883974552154541,-0.14110174775123596,0.0
64.3228988647461,-77.76422119140625,13.26961612701416,-0.1583811342716217,-0.24739865958690643,0.3530886173248291,-0.14110174775123596,0.0
67.53109741210938,-75.95869445800781,8.234129905700684,-0.1583811342716217,-0.3180839717388153,0.3883974552154541,-0.10582630336284637,0.0
70.64401245117188,-73.93144226074219,3.135303258895874,-0.12670490145683289,-0.2827413082122803,0.3883974552154541,-0.07055087387561798,0.0
73.21692657470703,-71.3656997680664,-1.9318534135818481,-0.03167622536420822,-0.3180839717388153,0.3530886173248291,-0.07055087387561798,0.0
75.82160949707031,-68.70492553710938,-6.99901008605957,0.2850860357284546,-0.35342663526535034,0.3883974552154541,-0.03527543693780899,0.0
78.23570251464844,-65.7273941040039,-12.256184577941895,0.5701720714569092,-0.35342663526535034,0.3177797496318817,0.0,0.0
80.23685455322266,-62.369754791259766,-17.45001983642578,0.823581874370575,-0.35342663526535034,0.3530886173248291,0.0,0.0
81.72978210449219,-58.60032653808594,-22.612186431884766,0.9502868056297302,-0.3887692987918854,0.3530886173248291,0.03527543693780899,0.0
82.65094757080078,-54.51414108276367,-27.552663803100586,0.981963038444519,-0.3887692987918854,0.3177797496318817,0.07055087387561798,0.0
83.00035858154297,-50.079524993896484,-32.42980194091797,0.8869343400001526,-0.3887692987918854,0.3177797496318817,0.07055087387561798,-0.035236623138189316
83.00035858154297,-45.5181999206543,-37.08525085449219,0.6968770027160645,-0.3887692987918854,0.24716202914714813,0.10582630336284637,0.0
