1-220kV I段电压Ua_1,2-220kV I段电压Ub_2,3-220kV I段电压Uc_3,4-220kV I段电压3Uo_4,49-卡盈线电流Ia_45,50-卡盈线电流Ib_46,51-卡盈线电流Ic_47,52-卡盈线电流3Io_48
82.65094757080078,-40.798500061035156,-41.58235549926758,0.4117909371852875,-0.4241119623184204,0.24716202914714813,0.14110174775123596,-0.035236623138189316
82.07919311523438,-35.82538986206055,-46.0794563293457,0.1583811342716217,-0.4241119623184204,0.24716202914714813,0.17637717723846436,0.0
81.44390106201172,-30.915632247924805,-50.44987869262695,0.06335245072841644,-0.3887692987918854,0.21185316145420074,0.17637717723846436,0.0
80.58626556396484,-25.942523956298828,-54.59861373901367,0.03167622536420822,-0.4241119623184204,0.17654430866241455,0.17637717723846436,0.0
79.53804016113281,-20.906063079833984,-58.55732727050781,0.03167622536420822,-0.4241119623184204,0.17654430866241455,0.21165260672569275,0.0
78.29922485351562,-16.05965805053711,-62.104339599609375,0.06335245072841644,-0.4241119623184204,0.17654430866241455,0.24692805111408234,0.0
76.7745361328125,-11.086548805236816,-65.52466583251953,0.2850860357284546,-0.4241119623184204,0.14123544096946716,0.2822034955024719,0.0
74.8686752319336,-6.145115375518799,-68.46995544433594,0.3167622685432434,-0.4241119623184204,0.10592658072710037,0.2822034955024719,0.0
72.70869445800781,-1.013627290725708,-71.54191589355469,0.09502868354320526,-0.35342663526535034,0.03530886024236679,0.3174789249897003,-0.035236623138189316
70.10401153564453,4.086184978485107,-74.17050170898438,-0.09502868354320526,-0.3887692987918854,0.03530886024236679,0.3174789249897003,0.0
67.27698516845703,9.059293746948242,-76.48239135742188,-0.4117909371852875,-0.35342663526535034,0.0,0.3527543544769287,0.0
64.19583892822266,14.254134178161621,-78.76261901855469,-0.6652007699012756,-0.35342663526535034,0.0,0.3527543544769287,0.0
60.89234161376953,19.163890838623047,-80.4727783203125,-0.8869343400001526,-0.35342663526535034,-0.03530886024236679,0.3880297839641571,-0.035236623138189316
57.08061218261719,24.232027053833008,-81.70790100097656,-0.9186105728149414,-0.3180839717388153,-0.03530886024236679,0.3527543544769287,-0.035236623138189316
53.0147705078125,29.205135345458984,-82.6263198852539,-0.823581874370575,-0.3180839717388153,-0.03530886024236679,0.3880297839641571,-0.035236623138189316
48.56775665283203,34.019866943359375,-82.9430160522461,-0.6652007699012756,-0.3180839717388153,-0.07061772048473358,0.3880297839641571,0.0
43.93015670776367,38.739566802978516,-82.87967681884766,-0.4434671700000763,-0.2827413082122803,-0.14123544096946716,0.3880297839641571,0.0
39.133731842041016,43.20586395263672,-82.46797180175781,-0.3167622685432434,-0.24739865958690643,-0.14123544096946716,0.3880297839641571,0.0
34.0196647644043,47.735511779785156,-81.86624908447266,-0.2850860357284546,-0.24739865958690643,-0.17654430866241455,0.3880297839641571,0.0
29.159711837768555,51.853370666503906,-81.13784790039062,-0.22173358500003815,-0.24739865958690643,-0.21185316145420074,0.3880297839641571,0.0
24.045644760131836,55.97123336791992,-80.21942138671875,-0.38011473417282104,-0.17671331763267517,-0.21185316145420074,0.3880297839641571,0.0
19.09040069580078,59.80400848388672,-79.14265441894531,-0.5701720714569092,-0.14137065410614014,-0.24716202914714813,0.4233052134513855,0.0
14.198683738708496,63.06662368774414,-77.68584442138672,-0.6968770027160645,-0.1060279905796051,-0.2824708819389343,0.4233052134513855,0.0
9.370495796203613,66.48761749267578,-76.22903442382812,-0.6335245370864868,-0.07068532705307007,-0.2824708819389343,0.3880297839641571,0.0
4.669365882873535,69.33843994140625,-74.23384094238281,-0.4434671700000763,-0.07068532705307007,-0.2824708819389343,0.3880297839641571,0.035236623138189316
-0.41293710470199585,72.28429412841797,-72.01696014404297,-0.3484385013580322,-0.07068532705307007,-0.3177797496318817,0.3880297839641571,0.0
-5.272889137268066,74.91339111328125,-69.54672241210938,0.06335245072841644,-0.035342663526535034,-0.3530886173248291,0.3527543544769287,0.0
-10.29166316986084,77.25740814208984,-66.79145812988281,0.4117909371852875,-0.035342663526535034,-0.3177797496318817,0.3527543544769287,-0.035236623138189316
-15.532788276672363,79.44303894042969,-63.497806549072266,0.6652007699012756,0.0,-0.3530886173248291,0.3174789249897003,0.0
-20.55156135559082,81.09017944335938,-60.045806884765625,0.7919057011604309,0.035342663526535034,-0.3530886173248291,0.3174789249897003,0.0
-25.792686462402344,82.3255386352539,-55.99208068847656,0.8552581071853638,0.07068532705307007,-0.3883974552154541,0.3174789249897003,-0.035236623138189316
-30.652639389038086,82.95906066894531,-51.811676025390625,0.823581874370575,0.1060279905796051,-0.3883974552154541,0.2822034955024719,-0.035236623138189316
-35.60788345336914,83.244140625,-47.25123596191406,0.6335245370864868,0.1060279905796051,-0.4237063229084015,0.2822034955024719,0.0
-40.34077835083008,83.14911651611328,-42.50077438354492,0.4434671700000763,0.1060279905796051,-0.4237063229084015,0.2822034955024719,-0.035236623138189316
-44.75603103637695,82.61062622070312,-37.68697738647461,0.22173358500003815,0.14137065410614014,-0.4237063229084015,0.24692805111408234,0.0
-49.20304489135742,82.04045867919922,-32.746498107910156,0.06335245072841644,0.2120559811592102,-0.4237063229084015,0.24692805111408234,-0.035236623138189316
-53.23712158203125,81.24856567382812,-27.99604034423828,0.03167622536420822,0.2120559811592102,-0.4237063229084015,0.21165260672569275,-0.035236623138189316
-57.207672119140625,80.42498779296875,-23.182241439819336,0.0,0.2120559811592102,-0.4237063229084015,0.17637717723846436,0.0
-60.82881164550781,79.157958984375,-18.273433685302734,0.03167622536420822,0.24739865958690643,-0.4237063229084015,0.14110174775123596,0.0
-64.03701782226562,77.669189453125,-13.491304397583008,0.09502868354320526,0.2827413082122803,-0.3883974552154541,0.14110174775123596,0.0
-67.49933624267578,76.08539581298828,-8.392477989196777,0.12670490145683289,0.2827413082122803,-0.3883974552154541,0.10582630336284637,-0.035236623138189316
-70.29460144042969,73.77306365966797,-3.3569912910461426,0.12670490145683289,0.2827413082122803,-0.3883974552154541,0.07055087387561798,0.0
-73.15339660644531,71.33402252197266,1.9001836776733398,-0.03167622536420822,0.3180839717388153,-0.3883974552154541,0.03527543693780899,0.0
-75.72631072998047,68.5782241821289,7.094019412994385,-0.25340980291366577,0.35342663526535034,-0.3883974552154541,0.0,0.0
-78.01335144042969,65.50566101074219,12.224514961242676,-0.601848304271698,0.35342663526535034,-0.3530886173248291,0.0,-0.035236623138189316
-80.0145034790039,62.11634826660156,17.481689453125,-0.7602294683456421,0.35342663526535034,-0.3530886173248291,0.0,0.0
-81.38037109375,58.378597259521484,22.548847198486328,-0.9502868056297302,0.3887692987918854,-0.3530886173248291,-0.03527543693780899,-0.035236623138189316
-82.30154418945312,54.3874397277832,27.362646102905273,-0.981963038444519,0.4241119623184204,-0.3530886173248291,-0.07055087387561798,-0.035236623138189316
-82.77800750732422,50.11119842529297,32.17644500732422,-0.9186105728149414,0.4241119623184204,-0.3177797496318817,-0.07055087387561798,0.0
-82.84153747558594,45.739933013916016,36.673545837402344,-0.6968770027160645,0.3887692987918854,-0.2824708819389343,-0.10582630336284637,0.0
-82.52389526367188,40.98855209350586,41.233985900878906,-0.4117909371852875,0.3887692987918854,-0.24716202914714813,-0.14110174775123596,-0.035236623138189316
-82.04742431640625,36.20549774169922,45.73108673095703,-0.19005736708641052,0.45945462584495544,-0.2824708819389343,-0.14110174775123596,0.0
-81.44390106201172,31.327417373657227,50.10150909423828,0.0,0.4241119623184204,-0.24716202914714813,-0.17637717723846436,-0.035236623138189316
-80.61802673339844,26.259281158447266,54.28191375732422,0.0,0.4241119623184204,-0.21185316145420074,-0.21165260672569275,-0.035236623138189316
-79.79215240478516,21.317848205566406,58.3673095703125,-0.03167622536420822,0.4241119623184204,-0.17654430866241455,-0.24692805111408234,0.0
-78.17217254638672,16.18636131286621,61.85097885131836,-0.12670490145683289,0.3887692987918854,-0.17654430866241455,-0.24692805111408234,0.0
-76.6474838256836,11.118224143981934,65.23963928222656,-0.3167622685432434,0.4241119623184204,-0.14123544096946716,-0.24692805111408234,0.0
-74.70985412597656,5.986736297607422,68.4066162109375,-0.4117909371852875,0.3887692987918854,-0.14123544096946716,-0.3174789249897003,-0.035236623138189316
-72.39105224609375,0.8869238495826721,71.2252197265625,-0.25340980291366577,0.4241119623184204,-0.07061772048473358,-0.2822034955024719,-0.035236623138189316
-69.84989929199219,-4.054509162902832,73.82213592529297,0.03167622536420822,0.35342663526535034,-0.07061772048473358,-0.3174789249897003,0.0
-67.18169403076172,-9.059293746948242,76.26070404052734,0.3167622685432434,0.35342663526535034,-0.03530886024236679,-0.3527543544769287,0.0
-64.29113006591797,-13.93737506866455,78.47758483886719,0.6335245370864868,0.35342663526535034,-0.03530886024236679,-0.3527543544769287,0.0
-60.95587158203125,-18.94215965270996,80.34609985351562,0.9502868056297302,0.35342663526535034,0.0,-0.3527543544769287,0.0
-57.207672119140625,-23.978620529174805,81.67623138427734,1.0453155040740967,0.35342663526535034,0.03530886024236679,-0.3527543544769287,0.0
-53.20535659790039,-28.856700897216797,82.56298065185547,0.9502868056297302,0.3180839717388153,0.03530886024236679,-0.3880297839641571,0.0
-48.91716384887695,-33.73478317260742,83.0697021484375,0.8552581071853638,0.3180839717388153,0.10592658072710037,-0.3880297839641571,-0.035236623138189316
-44.216033935546875,-38.54951095581055,83.03803253173828,0.601848304271698,0.2827413082122803,0.10592658072710037,-0.4233052134513855,-0.035236623138189316
-39.229026794433594,-43.17418670654297,82.6263198852539,0.4751434028148651,0.24739865958690643,0.14123544096946716,-0.3880297839641571,0.0
