1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,21-220kV砚普Ⅰ回线路电流Ia_21,22-220kV砚普Ⅰ回线路电流Ib_22,23-220kV砚普Ⅰ回线路电流Ic_23,24-220kV砚普Ⅰ回线路电流3Io_24
12.945328712463379,67.85545349121094,-81.37621307373047,-0.8860493302345276,0.17663010954856873,0.7073844075202942,-0.8479322791099548,-0.03528313338756561
7.4879841804504395,70.98870849609375,-78.97163391113281,-0.7278262376785278,0.10597806423902512,0.7427536249160767,-0.8126017451286316,0.0
2.1892833709716797,73.9004135131836,-76.40885162353516,-0.41138002276420593,0.07065204530954361,0.7781228423118591,-0.8126017451286316,-0.03528313338756561
-2.982501983642578,76.59058380126953,-73.65623474121094,0.0,0.0,0.7781228423118591,-0.7772712707519531,-0.03528313338756561
-8.344659805297852,78.93260955810547,-70.3657455444336,0.47466927766799927,-0.07065204530954361,0.7781228423118591,-0.7419407367706299,0.03528313338756561
-13.675089836120605,81.05309295654297,-66.9803466796875,0.69618159532547,-0.10597806423902512,0.8488612771034241,-0.7066102027893066,-0.03528313338756561
-19.0689754486084,82.85708618164062,-63.34183120727539,0.8227600455284119,-0.17663010954856873,0.8134920597076416,-0.6712797284126282,0.0
-24.20903205871582,84.21798706054688,-59.54511642456055,0.8227600455284119,-0.24728216230869293,0.8488612771034241,-0.6006187200546265,-0.03528313338756561
-29.349090576171875,85.13581085205078,-55.52692794799805,0.5379585027694702,-0.28260818123817444,0.8842304944992065,-0.5652881860733032,-0.03528313338756561
-34.29877471923828,85.57889556884766,-51.160709381103516,0.2531569302082062,-0.35326021909713745,0.8842304944992065,-0.52995765209198,-0.03528313338756561
-39.185001373291016,85.92704010009766,-46.69956970214844,0.18986770510673523,-0.38858625292778015,0.8842304944992065,-0.45929664373397827,0.0
-44.03949737548828,85.9903335571289,-41.82712173461914,0.18986770510673523,-0.45923829078674316,0.919599711894989,-0.45929664373397827,-0.03528313338756561
-48.98918151855469,86.11692810058594,-36.92303466796875,0.3164461851119995,-0.49456432461738586,0.8842304944992065,-0.38863563537597656,-0.03528313338756561
-53.52639389038086,85.67384338378906,-31.95566749572754,0.4430246651172638,-0.5298903584480286,0.8842304944992065,-0.3533051013946533,-0.03528313338756561
-57.84150314331055,84.88262176513672,-26.861745834350586,0.348090797662735,-0.6005423665046692,0.8488612771034241,-0.2826440930366516,-0.03528313338756561
-61.49031066894531,83.3951187133789,-21.767822265625,0.2531569302082062,-0.6005423665046692,0.8488612771034241,-0.2119830697774887,-0.03528313338756561
-65.36121368408203,82.25575256347656,-16.7371768951416,0.28480157256126404,-0.6711944341659546,0.8134920597076416,-0.17665255069732666,-0.03528313338756561
-68.47063446044922,80.04032135009766,-11.611614227294922,-0.03164461627602577,-0.7065204381942749,0.8488612771034241,-0.10599153488874435,-0.03528313338756561
-71.48486328125,77.57170104980469,-6.264576435089111,-0.2531569302082062,-0.7418464422225952,0.7781228423118591,-0.0706610232591629,-0.03528313338756561
-74.18180847167969,74.69164276123047,-0.8226211667060852,-0.47466927766799927,-0.7418464422225952,0.8134920597076416,-0.03533051162958145,0.0
-76.78356170654297,72.00148010253906,4.587695121765137,-0.18986770510673523,-0.7771725058555603,0.7427536249160767,0.0706610232591629,-0.03528313338756561
-78.97284698486328,68.7099838256836,10.124567985534668,-0.2531569302082062,-0.8478245139122009,0.7427536249160767,0.10599153488874435,-0.03528313338756561
-81.19386291503906,65.26023864746094,15.534884452819824,-0.632892370223999,-0.8124985098838806,0.6720151901245117,0.1413220465183258,0.0
-82.90721130371094,61.304115295410156,21.040119171142578,-0.8860493302345276,-0.8124985098838806,0.6366459727287292,0.2119830697774887,-0.03528313338756561
-84.1446304321289,57.474586486816406,26.102401733398438,-0.9176939129829407,-0.883150577545166,0.6012767553329468,0.24731357395648956,-0.03528313338756561
-84.90612030029297,53.17032241821289,31.06976890563965,-0.9809831380844116,-0.8478245139122009,0.5305383205413818,0.31797459721565247,-0.03528313338756561
-85.31859588623047,48.802757263183594,36.005496978759766,-0.8860493302345276,-0.883150577545166,0.5305383205413818,0.3533051013946533,-0.03528313338756561
-85.50897216796875,44.087059020996094,40.972862243652344,-0.6645369529724121,-0.883150577545166,0.495169073343277,0.4239661395549774,-0.03528313338756561
-85.44551086425781,39.37135696411133,45.971866607666016,-0.09493385255336761,-0.883150577545166,0.38906142115592957,0.4946271479129791,-0.03528313338756561
-85.35032653808594,34.75060272216797,50.55956268310547,0.06328923255205154,-0.9184765815734863,0.38906142115592957,0.52995765209198,-0.03528313338756561
-84.9695816040039,29.845006942749023,55.02069854736328,-0.09493385255336761,-0.8478245139122009,0.3183229863643646,0.5652881860733032,-0.07056626677513123
-84.0811767578125,24.654571533203125,59.38692092895508,-0.06328923255205154,-0.8478245139122009,0.2475845366716385,0.6006187200546265,-0.03528313338756561
-82.9389419555664,19.654029846191406,63.21527099609375,-0.15822309255599976,-0.8478245139122009,0.21221531927585602,0.6359491944313049,-0.03528313338756561
-81.13040161132812,14.49524211883545,66.47412109375,-0.3164461851119995,-0.8478245139122009,0.14147688448429108,0.6712797284126282,-0.03528313338756561
-79.1314926147461,9.304805755615234,69.57476806640625,-0.28480157256126404,-0.8124985098838806,0.10610765963792801,0.7419407367706299,-0.03528313338756561
-76.65664672851562,3.766231060028076,72.61213684082031,-0.41138002276420593,-0.8124985098838806,0.07073844224214554,0.7419407367706299,-0.03528313338756561
-74.08662414550781,-1.392556071281433,75.23819732666016,-0.348090797662735,-0.7771725058555603,-0.03536922112107277,0.7772712707519531,-0.03528313338756561
-70.97720336914062,-6.931131362915039,77.95917510986328,0.1265784651041031,-0.7418464422225952,-0.07073844224214554,0.8126017451286316,-0.03528313338756561
-67.51876831054688,-12.374759674072266,80.2372055053711,0.69618159532547,-0.7065204381942749,-0.14147688448429108,0.8479322791099548,-0.03528313338756561
-63.61613464355469,-17.913333892822266,82.13555908203125,1.0759170055389404,-0.7065204381942749,-0.17684610188007355,0.8479322791099548,0.0
-59.7135009765625,-23.325313568115234,83.74916076660156,1.2024954557418823,-0.6005423665046692,-0.21221531927585602,0.8479322791099548,-0.03528313338756561
-55.62049102783203,-28.57904815673828,84.88817596435547,1.1075615882873535,-0.6005423665046692,-0.28295376896858215,0.8832627534866333,-0.03528313338756561
-51.33711242675781,-33.61124038696289,85.58424377441406,1.1392062902450562,-0.5652163624763489,-0.3536922037601471,0.9185932874679565,-0.03528313338756561
-46.86335754394531,-38.5168342590332,85.9322738647461,0.8227600455284119,-0.49456432461738586,-0.42443063855171204,0.9185932874679565,-0.03528313338756561
-42.453060150146484,-43.39078140258789,86.12210845947266,0.348090797662735,-0.45923829078674316,-0.42443063855171204,0.9185932874679565,-0.03528313338756561
-37.91585159301758,-48.13813018798828,86.12210845947266,0.1265784651041031,-0.42391225695610046,-0.4597998559474945,0.9185932874679565,0.0
-33.28345489501953,-52.56898880004883,86.02719116210938,0.2531569302082062,-0.35326021909713745,-0.5305383205413818,0.9185932874679565,-0.03528313338756561
-28.36549949645996,-56.7783088684082,85.36276245117188,0.41138002276420593,-0.31793421506881714,-0.6012767553329468,0.8832627534866333,-0.03528313338756561
-23.161983489990234,-60.892677307128906,84.41358947753906,0.632892370223999,-0.24728216230869293,-0.6012767553329468,0.8832627534866333,-0.03528313338756561
-18.085384368896484,-64.56396484375,83.11637878417969,0.7594708204269409,-0.21195612847805023,-0.6720151901245117,0.8479322791099548,-0.03528313338756561
-12.881871223449707,-67.76051330566406,81.1863784790039,0.9809831380844116,-0.14130409061908722,-0.7427536249160767,0.8126017451286316,-0.03528313338756561
