220kVI母电压_Ua_1,220kVI母电压_Ub_2,220kVI母电压_Uc_3,220kVI母电压_3U0_4,220kV龙嵩II回线_Ia_9,220kV龙嵩II回线_Ib_10,220kV龙嵩II回线_Ic_11,220kV龙嵩II回线_3I0_12
-82.48638153076172,63.399593353271484,18.6977481842041,-0.6224790215492249,0.21612100303173065,-0.08645399659872055,-0.13832400739192963,0.00864300038665533
-83.70799255371094,59.64137268066406,23.69314956665039,-0.7625370025634766,0.20747600495815277,-0.07780899852514267,-0.1556140035390854,0.025932999327778816
-84.83624267578125,55.820899963378906,28.680770874023438,-0.7469750046730042,0.1988310068845749,-0.06916400045156479,-0.1469690054655075,0.00864300038665533
-85.25641632080078,51.49466323852539,33.44274139404297,-0.568011999130249,0.21612100303173065,-3.999999989900971e-06,-0.11238899827003479,0.034577999264001846
-85.22528839111328,46.91165542602539,38.01797103881836,-0.5524500012397766,0.21612100303173065,-0.008648999966681004,-0.07780899852514267,0.051867999136447906
-84.75843048095703,41.900691986083984,42.60097885131836,-0.48242101073265076,0.21612100303173065,0.02593100070953369,-0.17290399968624115,0.025932999327778816
-84.35382080078125,36.780792236328125,47.33182907104492,-0.5135449767112732,0.1469610035419464,0.008640999905765057,-0.13832400739192963,0.025932999327778816
-83.82470703125,31.76982879638672,51.751434326171875,-0.49020200967788696,0.18154099583625793,0.04322100058197975,-0.17290399968624115,0.051867999136447906
-83.03882598876953,26.66549301147461,56.062110900878906,-0.4201729893684387,0.12102600187063217,0.008640999905765057,-0.12103399634361267,0.025932999327778816
-81.91836547851562,21.568937301635742,60.045982360839844,-0.544668972492218,0.12102600187063217,0.01728600077331066,-0.1556140035390854,-0.008647000417113304
-80.51000213623047,16.316762924194336,63.866451263427734,-0.5135449767112732,0.09509100019931793,0.02593100070953369,-0.16425900161266327,0.025932999327778816
-78.79818725585938,11.049025535583496,67.37568664550781,-0.45129698514938354,0.12967100739479065,0.05186599865555763,-0.13832400739192963,0.025932999327778816
-76.76734161376953,5.866879940032959,70.79154205322266,-0.2567720115184784,0.10373599827289581,0.06915599852800369,-0.18154899775981903,0.034577999264001846
-74.5030746459961,0.4979900121688843,73.80278778076172,-0.32680100202560425,0.06051100045442581,0.05186599865555763,-0.1556140035390854,0.025932999327778816
-71.79528045654297,-4.847557067871094,76.52613830566406,-0.21008600294589996,0.06051100045442581,0.06051100045442581,-0.20748400688171387,0.051867999136447906
-68.74513244628906,-10.20866584777832,78.96159362792969,-0.031122999265789986,0.06051100045442581,0.05186599865555763,-0.1988389939069748,0.00864300038665533
-65.43042755126953,-15.53087043762207,81.12471008300781,0.24899299442768097,0.07780099660158157,0.05186599865555763,-0.11238899827003479,0.043223001062870026
-61.83560562133789,-20.666330337524414,82.81318664550781,0.4746420085430145,0.06051100045442581,0.05186599865555763,-0.13832400739192963,-0.017292000353336334
-57.968448638916016,-25.723979949951172,84.11261749267578,0.5135470032691956,0.03457599878311157,0.10373599827289581,-0.1469690054655075,0.025932999327778816
-53.96901321411133,-30.610448837280273,84.851806640625,0.4357370138168335,0.01728600077331066,0.10373599827289581,-0.1556140035390854,0.00864300038665533
-49.471595764160156,-35.37242126464844,85.32645416259766,0.4512990117073059,0.03457599878311157,0.13831600546836853,-0.1469690054655075,0.025932999327778816
-44.84189987182617,-39.95542907714844,85.14749145507812,0.38126999139785767,0.02593100070953369,0.09509100019931793,-0.13832400739192963,0.051867999136447906
-39.916526794433594,-44.624027252197266,84.81290435791016,0.3112410008907318,-3.999999989900971e-06,0.12967100739479065,-0.12967899441719055,0.00864300038665533
-35.02227783203125,-49.16813278198242,84.53279113769531,0.19452600181102753,0.008640999905765057,0.16425099968910217,-0.12967899441719055,0.051867999136447906
-30.166933059692383,-53.642208099365234,83.89474487304688,0.007782000117003918,-0.02593900077044964,0.20747600495815277,-0.11238899827003479,0.051867999136447906
-24.883634567260742,-57.913978576660156,82.99993133544922,-0.05446600168943405,-0.06916400045156479,0.12967100739479065,-0.13832400739192963,0.051867999136447906
-19.72483253479004,-61.897850036621094,81.63825988769531,-0.07002799957990646,-0.04322899878025055,0.1988310068845749,-0.02593900077044964,0.034577999264001846
-14.332598686218262,-65.65607452392578,80.22211456298828,9.999999974752427e-07,-0.10374400019645691,0.17289599776268005,-0.07780899852514267,0.00864300038665533
