17-110kVⅡ组母线Ua_17,18-110kVⅡ组母线Ub_18,19-110kVⅡ组母线Uc_19,20-110kVⅡ组母线3Uo_20,5-110kV新小凤线Ia_5,6-110kV新小凤线Ib_6,7-110kV新小凤线Ic_7,8-110kV新小凤线3Io_8
-37.54140090942383,-47.83430099487305,85.9278564453125,0.8734595775604248,0.1036800742149353,-0.20762698352336884,0.103724405169487,-0.03460225462913513
-31.861820220947266,-52.01551055908203,84.3677978515625,0.8110696077346802,0.1036800742149353,-0.17302249372005463,0.103724405169487,0.0
-26.36948013305664,-55.697471618652344,82.55813598632812,0.7486796379089355,0.1036800742149353,-0.17302249372005463,0.06914960592985153,-0.03460225462913513
-21.12679100036621,-59.19221496582031,80.71726989746094,0.5615097284317017,0.1036800742149353,-0.17302249372005463,0.034574802964925766,-0.03460225462913513
-16.25857925415039,-62.21891403198242,78.78279876708984,0.34314483404159546,0.13824009895324707,-0.17302249372005463,0.034574802964925766,0.0
-11.60881233215332,-65.1520004272461,77.03553771972656,0.24955987930297852,0.13824009895324707,-0.17302249372005463,0.034574802964925766,0.0
-7.021459102630615,-68.14749145507812,75.35067749023438,0.06238996982574463,0.13824009895324707,-0.17302249372005463,0.034574802964925766,-0.03460225462913513
-2.43410587310791,-71.04937744140625,73.4786148071289,-0.12477993965148926,0.13824009895324707,-0.13841798901557922,0.034574802964925766,-0.03460225462913513
2.3092799186706543,-73.92005920410156,71.512939453125,-0.24955987930297852,0.13824009895324707,-0.17302249372005463,0.0,-0.03460225462913513
7.271111011505127,-76.82194519042969,69.36006927490234,-0.4055348038673401,0.13824009895324707,-0.13841798901557922,0.0,0.0
12.482593536376953,-79.692626953125,66.89517974853516,-0.6550946831703186,0.13824009895324707,-0.13841798901557922,-0.034574802964925766,0.0
17.81890296936035,-82.34488677978516,64.05587768554688,-0.8734595775604248,0.13824009895324707,-0.13841798901557922,-0.034574802964925766,0.0
23.3736572265625,-84.74752807617188,60.71735763549805,-1.1230194568634033,0.13824009895324707,-0.13841798901557922,-0.034574802964925766,0.0
29.115650177001953,-86.58850860595703,56.72361755371094,-1.2789944410324097,0.17280012369155884,-0.10381349176168442,-0.034574802964925766,-0.03460225462913513
34.670406341552734,-87.39978790283203,52.01224899291992,-1.2789944410324097,0.17280012369155884,-0.10381349176168442,-0.034574802964925766,-0.03460225462913513
39.85068130493164,-87.55580139160156,46.988868713378906,-1.216604471206665,0.17280012369155884,-0.10381349176168442,-0.06914960592985153,-0.03460225462913513
44.8125114440918,-86.9005355834961,41.46627426147461,-1.0606294870376587,0.17280012369155884,-0.10381349176168442,-0.06914960592985153,-0.03460225462913513
49.399864196777344,-85.55880737304688,35.694068908691406,-0.8110696077346802,0.17280012369155884,-0.10381349176168442,-0.06914960592985153,-0.03460225462913513
53.45670700073242,-83.78022766113281,29.98426628112793,-0.5615097284317017,0.17280012369155884,-0.06920899450778961,-0.103724405169487,0.0
57.04545593261719,-81.87684631347656,24.61767578125,-0.31194984912872314,0.13824009895324707,-0.06920899450778961,-0.103724405169487,0.0
60.35334014892578,-79.97345733642578,19.594297409057617,0.0,0.17280012369155884,-0.034604497253894806,-0.103724405169487,0.0
63.34916305541992,-78.16368103027344,14.882928848266602,0.15597492456436157,0.13824009895324707,-0.034604497253894806,-0.103724405169487,0.0
66.2513656616211,-76.41630554199219,10.327567100524902,0.24955987930297852,0.13824009895324707,-0.034604497253894806,-0.13829921185970306,-0.03460225462913513
69.18477630615234,-74.73133850097656,5.74100399017334,0.3743398189544678,0.13824009895324707,-0.034604497253894806,-0.13829921185970306,-0.03460225462913513
72.08698272705078,-72.8903579711914,1.0296366214752197,0.4367297887802124,0.13824009895324707,0.0,-0.13829921185970306,0.0
74.98918151855469,-70.92456817626953,-3.9001386165618896,0.4055348038673401,0.13824009895324707,0.0,-0.13829921185970306,-0.03460225462913513
77.89138793945312,-68.67794799804688,-9.079523086547852,0.31194984912872314,0.13824009895324707,0.034604497253894806,-0.13829921185970306,0.0
80.69996643066406,-66.18170166015625,-14.446113586425781,0.31194984912872314,0.1036800742149353,0.034604497253894806,-0.13829921185970306,0.0
83.35252380371094,-63.24861526489258,-19.999910354614258,0.31194984912872314,0.1036800742149353,0.034604497253894806,-0.17287401854991913,-0.03460225462913513
85.72421264648438,-59.81627655029297,-25.709714889526367,0.3743398189544678,0.1036800742149353,0.034604497253894806,-0.17287401854991913,-0.03460225462913513
86.97247314453125,-55.385440826416016,-31.29471206665039,0.49911975860595703,0.1036800742149353,0.06920899450778961,-0.17287401854991913,-0.03460225462913513
87.84625244140625,-50.79859161376953,-36.66130447387695,0.7486796379089355,0.06912004947662354,0.06920899450778961,-0.17287401854991913,-0.03460225462913513
87.81504821777344,-45.587677001953125,-41.653480529785156,0.9670445322990417,0.06912004947662354,0.06920899450778961,-0.17287401854991913,0.0
86.87885284423828,-39.81511306762695,-46.39604949951172,1.216604471206665,0.1036800742149353,0.10381349176168442,-0.17287401854991913,0.0
85.28732299804688,-33.91773223876953,-50.60820007324219,1.3101893663406372,0.06912004947662354,0.06920899450778961,-0.17287401854991913,-0.03460225462913513
83.29010772705078,-28.238773345947266,-54.352333068847656,1.185409426689148,0.06912004947662354,0.10381349176168442,-0.17287401854991913,-0.03460225462913513
81.1680679321289,-22.77823829650879,-57.84685516357422,0.9358495473861694,0.03456002473831177,0.10381349176168442,-0.17287401854991913,-0.03460225462913513
79.1396484375,-17.692138671875,-61.1541748046875,0.4679247736930847,0.03456002473831177,0.10381349176168442,-0.17287401854991913,-0.03460225462913513
77.20484161376953,-12.949272155761719,-64.24308776855469,-0.06238996982574463,0.03456002473831177,0.13841798901557922,-0.13829921185970306,-0.03460225462913513
75.42607116699219,-8.393624305725098,-67.30079650878906,-0.4367297887802124,0.0,0.13841798901557922,-0.17287401854991913,-0.03460225462913513
73.67851257324219,-3.744367837905884,-70.32730102539062,-0.6862896680831909,0.0,0.13841798901557922,-0.13829921185970306,-0.03460225462913513
71.83732604980469,0.9672950506210327,-73.19779968261719,-0.7486796379089355,-0.03456002473831177,0.13841798901557922,-0.13829921185970306,-0.03460225462913513
69.80890655517578,5.834973335266113,-76.03710174560547,-0.7174846529960632,-0.03456002473831177,0.13841798901557922,-0.13829921185970306,-0.03460225462913513
67.49962615966797,11.04588508605957,-78.84519958496094,-0.6238996982574463,-0.03456002473831177,0.13841798901557922,-0.13829921185970306,-0.03460225462913513
64.81587219238281,16.381608963012695,-81.52849578857422,-0.5303147435188293,-0.03456002473831177,0.17302249372005463,-0.13829921185970306,-0.03460225462913513
61.788841247558594,21.904552459716797,-83.96218872070312,-0.5303147435188293,-0.03456002473831177,0.13841798901557922,-0.103724405169487,0.0
58.13768005371094,27.55230712890625,-86.0214614868164,-0.5615097284317017,-0.06912004947662354,0.17302249372005463,-0.103724405169487,-0.03460225462913513
53.45670700073242,33.137657165527344,-86.98869323730469,-0.6862896680831909,-0.06912004947662354,0.17302249372005463,-0.103724405169487,0.0
48.526084899902344,38.3797721862793,-87.42550659179688,-0.8422645926475525,-0.1036800742149353,0.17302249372005463,-0.103724405169487,-0.03460225462913513
43.12736129760742,43.34105682373047,-87.0198974609375,-0.8110696077346802,-0.1036800742149353,0.17302249372005463,-0.06914960592985153,0.0
37.41657638549805,47.99031448364258,-85.9278564453125,-0.8422645926475525,-0.1036800742149353,0.17302249372005463,-0.06914960592985153,-0.03460225462913513
31.67458152770996,52.07791519165039,-84.3053970336914,-0.8110696077346802,-0.1036800742149353,0.13841798901557922,-0.06914960592985153,-0.03460225462913513
26.21344757080078,55.7598762512207,-82.46453094482422,-0.6862896680831909,-0.1036800742149353,0.17302249372005463,-0.06914960592985153,0.0
21.001964569091797,59.1610107421875,-80.53005981445312,-0.49911975860595703,-0.13824009895324707,0.13841798901557922,-0.034574802964925766,0.0
16.10254669189453,62.1565055847168,-78.59559631347656,-0.34314483404159546,-0.13824009895324707,0.13841798901557922,-0.034574802964925766,-0.03460225462913513
11.483986854553223,65.08959197998047,-76.91073608398438,-0.31194984912872314,-0.13824009895324707,0.13841798901557922,-0.034574802964925766,-0.03460225462913513
6.959046363830566,68.05388641357422,-75.19467163085938,-0.06238996982574463,-0.17280012369155884,0.13841798901557922,0.0,-0.03460225462913513
2.3404862880706787,70.98697662353516,-73.35380554199219,0.15597492456436157,-0.17280012369155884,0.13841798901557922,0.0,-0.03460225462913513
