17-110kVⅡ组母线Ua_17,18-110kVⅡ组母线Ub_18,19-110kVⅡ组母线Uc_19,20-110kVⅡ组母线3Uo_20,5-110kV新小凤线Ia_5,6-110kV新小凤线Ib_6,7-110kV新小凤线Ic_7,8-110kV新小凤线3Io_8
-2.278073310852051,73.76404571533203,-71.4505386352539,0.24955987930297852,-0.17280012369155884,0.13841798901557922,0.034574802964925766,0.0
-7.271111011505127,76.69713592529297,-69.29766082763672,0.3743398189544678,-0.17280012369155884,0.13841798901557922,0.034574802964925766,-0.03460225462913513
-12.3889741897583,79.53661346435547,-66.83277893066406,0.6550946831703186,-0.17280012369155884,0.10381349176168442,0.034574802964925766,-0.03460225462913513
-17.725282669067383,82.18887329101562,-63.96227264404297,0.9358495473861694,-0.17280012369155884,0.10381349176168442,0.034574802964925766,-0.03460225462913513
-23.3736572265625,84.59150695800781,-60.623756408691406,1.1542145013809204,-0.17280012369155884,0.10381349176168442,0.06914960592985153,-0.03460225462913513
-29.115650177001953,86.43248748779297,-56.63001251220703,1.2789944410324097,-0.17280012369155884,0.10381349176168442,0.06914960592985153,-0.03460225462913513
-34.639198303222656,87.3373794555664,-51.981048583984375,1.3101893663406372,-0.17280012369155884,0.10381349176168442,0.06914960592985153,0.0
-39.88188934326172,87.52459716796875,-46.95766830444336,1.216604471206665,-0.17280012369155884,0.06920899450778961,0.103724405169487,-0.03460225462913513
-44.843719482421875,86.9005355834961,-41.46627426147461,1.0294345617294312,-0.17280012369155884,0.06920899450778961,0.103724405169487,0.0
-49.399864196777344,85.59001159667969,-35.72526931762695,0.8110696077346802,-0.17280012369155884,0.034604497253894806,0.103724405169487,-0.03460225462913513
-53.42550277709961,83.84263610839844,-30.077869415283203,0.5303147435188293,-0.17280012369155884,0.034604497253894806,0.103724405169487,0.0
-57.01424789428711,81.93924713134766,-24.74247932434082,0.28075486421585083,-0.17280012369155884,0.034604497253894806,0.103724405169487,-0.03460225462913513
-60.25972366333008,80.0358657836914,-19.719100952148438,0.06238996982574463,-0.17280012369155884,0.034604497253894806,0.13829921185970306,0.0
-63.25554656982422,78.16368103027344,-14.976532936096191,-0.12477993965148926,-0.17280012369155884,0.0,0.13829921185970306,-0.03460225462913513
-66.18895721435547,76.41630554199219,-10.327567100524902,-0.2183648943901062,-0.17280012369155884,0.0,0.13829921185970306,0.0
-69.15357208251953,74.63773345947266,-5.6786017417907715,-0.3743398189544678,-0.17280012369155884,-0.034604497253894806,0.13829921185970306,-0.03460225462913513
-72.05577087402344,72.7967529296875,-0.9048321843147278,-0.4055348038673401,-0.13824009895324707,-0.034604497253894806,0.17287401854991913,-0.03460225462913513
-74.98918151855469,70.79975891113281,4.0561442375183105,-0.3743398189544678,-0.13824009895324707,-0.034604497253894806,0.17287401854991913,-0.03460225462913513
-77.92259216308594,68.52193450927734,9.266729354858398,-0.31194984912872314,-0.13824009895324707,-0.034604497253894806,0.17287401854991913,0.0
-80.76238250732422,66.05689239501953,14.602119445800781,-0.31194984912872314,-0.13824009895324707,-0.06920899450778961,0.17287401854991913,-0.03460225462913513
-83.4461441040039,63.18620681762695,20.09351348876953,-0.31194984912872314,-0.1036800742149353,-0.06920899450778961,0.17287401854991913,-0.03460225462913513
-85.75541687011719,59.84748077392578,25.709714889526367,-0.3743398189544678,-0.1036800742149353,-0.06920899450778961,0.17287401854991913,0.0
-86.97247314453125,55.41664505004883,31.232311248779297,-0.592704713344574,-0.1036800742149353,-0.10381349176168442,0.17287401854991913,-0.03460225462913513
-87.9086685180664,50.985809326171875,36.474098205566406,-0.7798746228218079,-0.1036800742149353,-0.10381349176168442,0.17287401854991913,-0.03460225462913513
-87.78384399414062,45.71249008178711,41.403873443603516,-1.0606294870376587,-0.1036800742149353,-0.10381349176168442,0.207448810338974,0.0
-86.87885284423828,40.033531188964844,46.115238189697266,-1.2477993965148926,-0.1036800742149353,-0.10381349176168442,0.207448810338974,-0.03460225462913513
-85.31852722167969,34.1673583984375,50.389793395996094,-1.2789944410324097,-0.06912004947662354,-0.13841798901557922,0.17287401854991913,0.0
-83.3213119506836,28.39478874206543,54.25872802734375,-1.185409426689148,-0.06912004947662354,-0.10381349176168442,0.17287401854991913,-0.03460225462913513
-81.29289245605469,22.87184715270996,57.84685516357422,-0.9358495473861694,-0.06912004947662354,-0.13841798901557922,0.17287401854991913,0.0
-79.20205688476562,17.692138671875,61.18537521362305,-0.4367297887802124,-0.03456002473831177,-0.13841798901557922,0.17287401854991913,-0.03460225462913513
-77.2984619140625,12.949272155761719,64.36788940429688,0.09358495473861694,-0.03456002473831177,-0.13841798901557922,0.17287401854991913,0.0
-75.5509033203125,8.300015449523926,67.45679473876953,0.49911975860595703,-0.03456002473831177,-0.17302249372005463,0.17287401854991913,-0.03460225462913513
-73.74092102050781,3.6195554733276367,70.48330688476562,0.6862896680831909,0.0,-0.17302249372005463,0.17287401854991913,-0.03460225462913513
-71.86853790283203,-1.0609042644500732,73.3226089477539,0.8110696077346802,0.0,-0.17302249372005463,0.17287401854991913,-0.03460225462913513
-69.87132263183594,-5.928582191467285,76.13070678710938,0.7174846529960632,0.0,-0.17302249372005463,0.17287401854991913,0.0
-67.59324645996094,-11.014681816101074,78.90760803222656,0.592704713344574,0.0,-0.17302249372005463,0.17287401854991913,-0.03460225462913513
-64.9719009399414,-16.319202423095703,81.46609497070312,0.49911975860595703,0.03456002473831177,-0.17302249372005463,0.13829921185970306,0.0
-61.913665771484375,-21.779739379882812,83.8997802734375,0.49911975860595703,0.03456002473831177,-0.17302249372005463,0.13829921185970306,0.0
-58.200096130371094,-27.427494049072266,85.89665222167969,0.49911975860595703,0.03456002473831177,-0.17302249372005463,0.13829921185970306,-0.03460225462913513
-53.58153533935547,-32.91923522949219,86.89508819580078,0.6550946831703186,0.06912004947662354,-0.17302249372005463,0.103724405169487,-0.03460225462913513
-48.650909423828125,-38.19255065917969,87.33190155029297,0.8110696077346802,0.06912004947662354,-0.17302249372005463,0.103724405169487,-0.03460225462913513
-43.28339385986328,-43.18504333496094,86.95748901367188,0.8422645926475525,0.06912004947662354,-0.17302249372005463,0.103724405169487,-0.03460225462913513
