110kV II母_5,110kV II母_6,110kV II母_7,110kV II母_8,110kV崇古六线_33,110kV崇古六线_34,110kV崇古六线_35,110kV崇古六线_36
78.90840911865234,-66.46870422363281,-11.311229705810547,0.1478389948606491,0.0043230000883340836,0.06052200123667717,-0.12104400247335434,-0.03458400070667267
80.08456420898438,-63.2369270324707,-15.73505973815918,0.2723349928855896,0.0043230000883340836,0.0778139978647232,-0.12104400247335434,-0.017292000353336334
81.37728118896484,-59.88329315185547,-20.312532424926758,0.35792601108551025,0.021615000441670418,0.0778139978647232,-0.13833600282669067,-0.03458400070667267
82.60641479492188,-56.30184555053711,-25.176095962524414,0.45907899737358093,0.021615000441670418,0.0778139978647232,-0.13833600282669067,-0.017292000353336334
83.7560806274414,-52.8051643371582,-29.780057907104492,0.48242199420928955,0.0043230000883340836,0.0778139978647232,-0.12104400247335434,-0.017292000353336334
84.4342269897461,-48.858154296875,-34.40521240234375,0.4512979984283447,-0.01296900026500225,0.11239799857139587,-0.06916800141334534,-0.017292000353336334
84.83687591552734,-44.23830032348633,-39.53897476196289,0.38126900792121887,-0.01296900026500225,0.0778139978647232,-0.12104400247335434,-0.017292000353336334
84.73091125488281,-39.23698806762695,-44.497901916503906,0.2567729949951172,-0.01296900026500225,0.0778139978647232,-0.08646000176668167,-0.017292000353336334
84.47660827636719,-34.50057601928711,-49.09656524658203,0.22564899921417236,-0.01296900026500225,0.0778139978647232,-0.03458400070667267,-0.017292000353336334
83.54415893554688,-29.621118545532227,-53.14423751831055,0.23342999815940857,-0.01296900026500225,0.0778139978647232,-0.06916800141334534,-0.017292000353336334
82.45806884765625,-24.455568313598633,-57.334957122802734,0.21008700132369995,-0.030261000618338585,0.06052200123667717,-0.03458400070667267,-0.017292000353336334
81.39317321777344,-19.24233627319336,-61.60514450073242,0.023343000560998917,-0.030261000618338585,0.11239799857139587,-0.06916800141334534,-0.017292000353336334
80.1163558959961,-13.811885833740234,-65.77467346191406,0.09337200224399567,-0.030261000618338585,0.11239799857139587,-0.06916800141334534,-0.03458400070667267
77.77993774414062,-8.074151992797852,-69.20777130126953,0.1478389948606491,-0.030261000618338585,0.11239799857139587,-0.051876001060009,-0.017292000353336334
75.08325958251953,-2.362907886505127,-72.34419250488281,0.11671499907970428,-0.030261000618338585,0.11239799857139587,-0.06916800141334534,-0.017292000353336334
72.26471710205078,3.030456066131592,-75.0037841796875,0.1322769969701767,-0.0648450031876564,0.11239799857139587,-0.051876001060009,-0.017292000353336334
