17-220kV II母Ua_15,18-220kV II母Ub_16,19-220kV II母Uc_17,20-220kV II母3Uo_18,9-220kV中铅线 256断路器Ia_7,10-220kV中铅线 256断路器Ib_8,11-220kV中铅线 256断路器Ic_9,12-220kV中铅线 256断路器3Io_10
40.36738204956055,44.6528205871582,-85.41921997070312,-0.7925046682357788,-0.07062897831201553,0.035282377153635025,0.0,0.0
35.50422286987305,49.279727935791016,-85.07044219970703,-0.6023035049438477,-0.07062897831201553,0.035282377153635025,0.0,-0.03525979444384575
30.545711517333984,53.62141418457031,-84.40459442138672,-0.4121024012565613,-0.03531448915600777,0.035282377153635025,0.0,-0.03525979444384575
25.58719825744629,57.64618682861328,-83.32654571533203,-0.19020111858844757,-0.03531448915600777,0.0,-0.03534090518951416,0.0
20.628684997558594,61.41743469238281,-82.02655029296875,0.03170018643140793,0.0,0.0,0.0,0.0
15.543030738830566,65.12529754638672,-80.63143157958984,0.19020111858844757,-0.03531448915600777,0.0,0.0,-0.03525979444384575
10.330235481262207,68.6747055053711,-78.79241943359375,0.28530165553092957,-0.03531448915600777,0.0,0.0,0.0
4.767800807952881,71.78043365478516,-76.35095977783203,0.2536014914512634,-0.03531448915600777,-0.035282377153635025,0.03534090518951416,-0.03525979444384575
-0.6992774605751038,74.79109954833984,-73.94121551513672,0.28530165553092957,-0.03531448915600777,-0.035282377153635025,0.0,0.0
-6.261712074279785,77.67498779296875,-71.2778091430664,0.28530165553092957,-0.03531448915600777,0.0,0.0,-0.03525979444384575
-11.728790283203125,80.43212127685547,-68.55098724365234,0.3170018494129181,0.0,-0.035282377153635025,0.0,0.0
-17.19586944580078,82.65049743652344,-65.22173309326172,0.4438025951385498,-0.03531448915600777,0.0,0.0,0.0
-22.345094680786133,84.23505401611328,-61.575401306152344,0.5389031767845154,0.0,-0.035282377153635025,0.0,0.03525979444384575
-27.430747985839844,85.37593841552734,-57.580291748046875,0.6340036988258362,0.0,-0.035282377153635025,0.03534090518951416,0.0
-32.2303352355957,86.00975799560547,-53.33152770996094,0.7608044743537903,0.03531448915600777,-0.035282377153635025,0.03534090518951416,-0.03525979444384575
-37.06170654296875,86.1048355102539,-48.57544708251953,0.7608044743537903,0.0,-0.07056475430727005,0.07068181037902832,0.0
-41.73414993286133,85.81961059570312,-43.66082763671875,0.7291042804718018,0.03531448915600777,-0.07056475430727005,0.03534090518951416,0.03525979444384575
-46.34302520751953,85.50270080566406,-38.682796478271484,0.7925046682357788,0.0,-0.035282377153635025,0.07068181037902832,0.0
-50.951900482177734,85.05902862548828,-33.70476531982422,0.6974040865898132,0.03531448915600777,-0.07056475430727005,0.07068181037902832,0.03525979444384575
-55.27470397949219,84.36182403564453,-28.72673225402832,0.5706033110618591,0.0,-0.07056475430727005,0.03534090518951416,0.0
-59.184303283691406,83.25263214111328,-23.71699333190918,0.5072029829025269,0.03531448915600777,-0.07056475430727005,0.03534090518951416,0.0
-62.871402740478516,81.82653045654297,-18.770668029785156,0.3170018494129181,0.03531448915600777,-0.07056475430727005,0.03534090518951416,0.03525979444384575
-66.46314239501953,80.30535125732422,-13.634099960327148,0.3487020432949066,0.03531448915600777,-0.07056475430727005,0.07068181037902832,0.03525979444384575
-69.83238983154297,78.40388488769531,-8.37070369720459,0.3487020432949066,0.07062897831201553,-0.07056475430727005,0.03534090518951416,0.0
-72.94735717773438,76.02705383300781,-2.948770523071289,0.2219012975692749,0.03531448915600777,-0.07056475430727005,0.10602272301912308,0.0
-75.90338897705078,73.52345275878906,2.5048696994781494,0.1268007457256317,0.0,-0.07056475430727005,0.07068181037902832,0.03525979444384575
-78.85942840576172,70.86139678955078,7.9902167320251465,0.0,0.03531448915600777,-0.07056475430727005,0.03534090518951416,0.0
-81.43404388427734,67.94580841064453,13.348735809326172,-0.2219012975692749,0.03531448915600777,-0.07056475430727005,0.03534090518951416,0.03525979444384575
-83.50008392333984,64.64993286132812,18.73896026611328,-0.28530165553092957,0.03531448915600777,-0.10584712773561478,0.03534090518951416,0.03525979444384575
-84.96221160888672,60.91037368774414,23.812114715576172,-0.4438025951385498,0.03531448915600777,-0.07056475430727005,0.07068181037902832,0.03525979444384575
-85.915771484375,56.82221984863281,28.790145874023438,-0.5072029829025269,0.03531448915600777,-0.10584712773561478,0.07068181037902832,0.03525979444384575
-86.3289794921875,52.385459899902344,33.546226501464844,-0.6023035049438477,0.07062897831201553,-0.10584712773561478,0.07068181037902832,0.03525979444384575
-86.29719543457031,47.56840515136719,38.36572265625,-0.6340036988258362,0.03531448915600777,-0.07056475430727005,0.07068181037902832,0.03525979444384575
-85.9793472290039,42.52951431274414,43.12180709838867,-0.5389031767845154,0.03531448915600777,-0.10584712773561478,0.07068181037902832,0.03525979444384575
-85.56613159179688,37.42723846435547,47.8461799621582,-0.38040223717689514,0.03531448915600777,-0.1411295086145401,0.07068181037902832,0.03525979444384575
-84.93042755126953,32.420040130615234,52.348602294921875,-0.2536014914512634,0.03531448915600777,-0.10584712773561478,0.07068181037902832,0.03525979444384575
-84.04043579101562,27.539602279663086,56.43883514404297,-0.06340037286281586,0.03531448915600777,-0.07056475430727005,0.0,0.03525979444384575
-82.83259582519531,22.59578514099121,60.24369812011719,0.09510055929422379,0.07062897831201553,-0.10584712773561478,0.0,0.03525979444384575
-81.43404388427734,17.52520179748535,63.95344161987305,0.1268007457256317,0.07062897831201553,-0.10584712773561478,0.07068181037902832,0.03525979444384575
-79.78120422363281,12.296163558959961,67.50464630126953,0.06340037286281586,0.07062897831201553,-0.07056475430727005,0.0,0.03525979444384575
