220kV卡盈线_1,220kV卡盈线_2,220kV卡盈线_3,220kV卡盈线_4,220kV卡盈线_5,220kV卡盈线_6,220kV卡盈线_7,220kV卡盈线_8
6.919188022613525,-74.91902160644531,68.45015716552734,0.32680198550224304,0.142658993601799,-0.3328709900379181,0.30261000990867615,0.0043230000883340836
12.063546180725098,-77.05411529541016,65.27665710449219,0.24899199604988098,0.21615000069141388,-0.36745500564575195,0.27667200565338135,-0.01296900026500225
16.985387802124023,-78.65940856933594,61.854148864746094,0.0,0.21615000069141388,-0.3631319999694824,0.2680259943008423,0.01296900026500225
21.72709846496582,-80.05807495117188,58.34687423706055,-0.19452500343322754,0.22479599714279175,-0.38042399287223816,0.24208800494670868,0.008646000176668167
26.76019859313965,-81.24482727050781,54.48992919921875,-0.37348800897598267,0.24641099572181702,-0.3631319999694824,0.23776499927043915,-0.008646000176668167
31.846277236938477,-82.08191680908203,50.20384979248047,-0.4357360005378723,0.2723489999771118,-0.3588089942932129,0.2204730063676834,-0.008646000176668167
36.63566970825195,-82.59052276611328,45.854190826416016,-0.49798399209976196,0.27667200565338135,-0.3458400070667267,0.1556279957294464,0.0
41.12837219238281,-82.7388687133789,41.493934631347656,-0.4046120047569275,0.30261000990867615,-0.3717780113220215,0.17292000353336334,-0.01296900026500225
45.48862838745117,-82.41039276123047,36.88467788696289,-0.2956779897212982,0.3112559914588928,-0.3371939957141876,0.13833600282669067,-0.01296900026500225
49.85947799682617,-81.70575714111328,32.01051712036133,-0.12449599802494049,0.3458400070667267,-0.3458400070667267,0.11239799857139587,0.01296900026500225
53.93363952636719,-80.88456726074219,27.093971252441406,0.023343000560998917,0.35448598861694336,-0.3458400070667267,0.06916800141334534,-0.01296900026500225
57.66343307495117,-79.69251251220703,22.225109100341797,0.24121099710464478,0.3977159857749939,-0.3371939957141876,0.06052200123667717,-0.017292000353336334
61.57865524291992,-78.410400390625,17.13903045654297,0.31902098655700684,0.4020389914512634,-0.3112559914588928,0.030261000618338585,-0.0043230000883340836
65.02764892578125,-76.6249771118164,11.909903526306152,0.31123998761177063,0.41933101415634155,-0.3112559914588928,0.01296900026500225,0.01296900026500225
68.07400512695312,-74.55345916748047,6.749651908874512,0.07780999690294266,0.4279769957065582,-0.27667200565338135,-0.017292000353336334,0.008646000176668167
70.6965103149414,-72.40776824951172,1.875491976737976,0.2723349928855896,0.415008008480072,-0.2680259943008423,-0.030261000618338585,-0.01296900026500225
73.45146942138672,-70.19850158691406,-3.0039660930633545,0.1400579959154129,0.44526898860931396,-0.25073400139808655,-0.0259380005300045,0.0
76.01570129394531,-67.62367248535156,-8.153621673583984,0.15561999380588531,0.4366230070590973,-0.23344199359416962,-0.07349099963903427,0.008646000176668167
78.11901092529297,-64.4289779663086,-13.239702224731445,0.4046120047569275,0.4495919942855835,-0.22479599714279175,-0.13833600282669067,0.008646000176668167
79.69781494140625,-60.89521026611328,-18.21982192993164,0.5602319836616516,0.453914999961853,-0.19885799288749695,-0.13833600282669067,0.008646000176668167
80.958740234375,-57.35614776611328,-23.04100227355957,0.6224799752235413,0.4625610113143921,-0.1685969978570938,-0.1556279957294464,0.008646000176668167
81.79052734375,-53.255496978759766,-27.941652297973633,0.7314140200614929,0.4236539900302887,-0.15995100140571594,-0.18588900566101074,-0.017292000353336334
82.23555755615234,-48.74689865112305,-32.7469367980957,0.9415010213851929,0.4755299985408783,-0.13833600282669067,-0.207504004240036,0.008646000176668167
82.45806884765625,-44.29127883911133,-37.49394607543945,0.8014429807662964,0.43230000138282776,-0.10807500034570694,-0.1945350021123886,0.0043230000883340836
82.54283905029297,-39.6820182800293,-42.28863525390625,0.6380419731140137,0.4625610113143921,-0.08213700354099274,-0.25073400139808655,0.021615000441670418
82.05012512207031,-34.60123825073242,-46.818424224853516,0.49798399209976196,0.45823800563812256,-0.06916800141334534,-0.27667200565338135,0.0
81.064697265625,-29.324430465698242,-51.274044036865234,0.4201740026473999,0.41933101415634155,-0.021615000441670418,-0.26370298862457275,0.0
80.13224792480469,-24.35490608215332,-55.39059066772461,0.1400579959154129,0.4236539900302887,0.01296900026500225,-0.2809950113296509,0.0043230000883340836
79.09913635253906,-19.660877227783203,-59.157466888427734,0.07002899795770645,0.4236539900302887,0.0,-0.2939639985561371,0.008646000176668167
77.83291625976562,-14.686056137084961,-62.760108947753906,0.32680198550224304,0.415008008480072,0.051876001060009,-0.3069329857826233,0.0043230000883340836
75.96802520751953,-9.546996116638184,-65.98658752441406,0.10115300118923187,0.3890700042247772,0.06052200123667717,-0.2982870042324066,0.0
74.04484558105469,-4.5933661460876465,-69.08061981201172,0.21008700132369995,0.3458400070667267,0.103752002120018,-0.3328709900379181,0.0043230000883340836
71.86737060546875,0.18013200163841248,-71.69253540039062,0.31123998761177063,0.3501630127429962,0.103752002120018,-0.3328709900379181,0.0
69.39320373535156,5.05429220199585,-74.06074523925781,0.09337200224399567,0.3458400070667267,0.13401299715042114,-0.3501630127429962,0.017292000353336334
66.54817962646484,9.939047813415527,-76.19583892822266,-0.023343000560998917,0.3242250084877014,0.14698199927806854,-0.3501630127429962,0.01296900026500225
63.39586639404297,14.929763793945312,-78.09252166748047,-0.007780999876558781,0.3242250084877014,0.19021199643611908,-0.3328709900379181,0.0
59.772037506103516,19.994651794433594,-79.65013122558594,-0.11671499907970428,0.2809950113296509,0.21182699501514435,-0.35448598861694336,0.008646000176668167
55.740257263183594,25.001262664794922,-80.77330780029297,-0.5291079878807068,0.2593800127506256,0.25073400139808655,-0.3717780113220215,0.0043230000883340836
51.28464126586914,30.007871627807617,-81.40906524658203,-0.5291079878807068,0.24208800494670868,0.2680259943008423,-0.3717780113220215,0.0043230000883340836
46.87140655517578,34.98799133300781,-81.79582214355469,-0.38126900792121887,0.207504004240036,0.2680259943008423,-0.3588089942932129,0.0
42.59592056274414,39.6396369934082,-82.17727661132812,-0.31123998761177063,0.2204730063676834,0.2982870042324066,-0.3631319999694824,0.01296900026500225
