大剑I回电压_5,大剑I回电压_6,大剑I回电压_7,大剑I回电压_8,大剑I回_33,大剑I回_34,大剑I回_35,大剑I回_36
79.3423843383789,-17.354427337646484,-62.00827407836914,0.031065000221133232,-0.047596998512744904,0.05357600003480911,-0.0017330000409856439,0.0008479999960400164
77.38627624511719,-12.05495834350586,-65.50312805175781,-0.10097400099039078,-0.047596998512744904,0.04666399955749512,0.001706999959424138,-0.002580000087618828
75.28092193603516,-6.814371109008789,-68.65010833740234,-0.28738200664520264,-0.047596998512744904,0.04666399955749512,0.005146999843418598,0.0008479999960400164
72.92506408691406,-1.6754909753799438,-71.56694793701172,-0.43495500087738037,-0.047596998512744904,0.04320799931883812,0.008586999960243702,0.0008479999960400164
70.56920623779297,3.329564094543457,-74.16266632080078,-0.45048901438713074,-0.047596998512744904,0.03975199908018112,0.008586999960243702,0.0008479999960400164
67.93618774414062,8.286441802978516,-76.63529205322266,-0.5592269897460938,-0.05105699971318245,0.03975199908018112,0.012027000077068806,0.0008479999960400164
65.01534271240234,13.173730850219727,-78.69580841064453,-0.7301009893417358,-0.047596998512744904,0.036295998841524124,0.01890699937939644,0.0008479999960400164
61.886634826660156,18.01819610595703,-80.3816909790039,-0.7922369837760925,-0.047596998512744904,0.029384000226855278,0.01890699937939644,0.0008479999960400164
58.51274490356445,22.809131622314453,-81.81602478027344,-0.6990330219268799,-0.047596998512744904,0.02592799998819828,0.025786999613046646,0.0008479999960400164
54.632503509521484,27.73924446105957,-82.93994903564453,-0.88544100522995,-0.047596998512744904,0.02592799998819828,0.025786999613046646,0.0008479999960400164
50.54972457885742,32.62118148803711,-83.80162048339844,-0.9242759943008423,-0.054517000913619995,0.022471999749541283,0.032666999846696854,0.0008479999960400164
46.200443267822266,37.406761169433594,-84.1387939453125,-0.8388389945030212,-0.054517000913619995,0.019015999510884285,0.03610699996352196,0.0008479999960400164
41.467403411865234,42.12275314331055,-84.05316162109375,-0.6834989786148071,-0.054517000913619995,0.019015999510884285,0.03954700008034706,0.0008479999960400164
36.38258361816406,46.79592514038086,-83.64640808105469,-0.7067999839782715,-0.047596998512744904,0.008647999726235867,0.03954700008034706,0.0008479999960400164
31.175174713134766,51.324562072753906,-82.95600128173828,-0.6213629841804504,-0.047596998512744904,0.008647999726235867,0.04642700031399727,-0.002580000087618828
25.925125122070312,55.52131271362305,-81.84278869628906,-0.38835299015045166,-0.047596998512744904,0.005191999953240156,0.04642700031399727,0.0008479999960400164
20.65375518798828,59.47718048095703,-80.41380310058594,-0.20971199870109558,-0.047596998512744904,0.005191999953240156,0.053307000547647476,-0.002580000087618828
15.254465103149414,63.277809143066406,-78.78144073486328,-0.2485470026731491,-0.047596998512744904,-0.00171999994199723,0.04642700031399727,-0.006008000113070011
10.073704719543457,66.64485168457031,-76.83866882324219,-0.12427499890327454,-0.044137001037597656,-0.00171999994199723,0.053307000547647476,0.0008479999960400164
