1-220kV墨石线电压Ua_1,2-220kV墨石线电压Ub_2,3-220kV墨石线电压Uc_3,4-220kV墨石线电压3Uo_4,9-220kV墨石线Ia_9,10-220kV墨石线Ib_10,11-220kV墨石线Ic_11,12-220kV墨石线3Io_12
4.42838716506958,-73.47945404052734,69.18196868896484,0.03176678717136383,0.014370977878570557,0.12943291664123535,-0.13652193546295166,0.007182727102190256
9.68510627746582,-75.79852294921875,66.13262176513672,-0.09530036151409149,-0.007185488939285278,0.12224219739437103,-0.1221512034535408,0.007182727102190256
14.75067138671875,-77.83167266845703,62.95622634887695,-0.4129682183265686,-0.007185488939285278,0.12224219739437103,-0.11496583372354507,0.007182727102190256
19.752519607543945,-79.515380859375,59.55747985839844,-0.5082685947418213,-0.014370977878570557,0.12943291664123535,-0.10778047144412994,0.0
24.72250747680664,-80.91317749023438,55.93638610839844,-0.5082685947418213,-0.021556466817855835,0.143814355134964,-0.10778047144412994,0.0
29.692495346069336,-81.96151733398438,52.12470626831055,-0.38120144605636597,-0.03592744469642639,0.143814355134964,-0.10778047144412994,0.007182727102190256
34.5987663269043,-82.78749084472656,48.12244415283203,-0.22236751019954681,-0.04311293363571167,0.143814355134964,-0.08622437715530396,0.007182727102190256
39.34574508666992,-83.26400756835938,43.929595947265625,-0.03176678717136383,-0.05029842257499695,0.143814355134964,-0.07903901487588882,0.0
43.90156555175781,-83.39108276367188,39.57793045043945,0.12706714868545532,-0.05748391151428223,0.143814355134964,-0.07903901487588882,0.0
48.2662353515625,-83.1369400024414,35.06744384765625,0.22236751019954681,-0.07185488939285278,0.1510050743818283,-0.07903901487588882,0.0
52.43975067138672,-82.50157928466797,30.239316940307617,0.2859010696411133,-0.07185488939285278,0.1510050743818283,-0.0718536451458931,0.007182727102190256
56.262821197509766,-81.38969421386719,25.34766387939453,0.25413429737091064,-0.07904037833213806,0.1510050743818283,-0.05748291686177254,0.0
59.92659378051758,-80.05543518066406,20.265424728393555,0.12706714868545532,-0.08622586727142334,0.143814355134964,-0.04311218857765198,0.007182727102190256
63.23991775512695,-78.40350341796875,15.24671459197998,0.06353357434272766,-0.1005968451499939,0.143814355134964,-0.03592682257294655,0.007182727102190256
66.29837036132812,-76.33857727050781,10.132712364196777,0.09530036151409149,-0.1005968451499939,0.13662363588809967,-0.02874145843088627,0.007182727102190256
69.03823852539062,-73.82890319824219,4.8916544914245605,0.15883393585681915,-0.11496782302856445,0.13662363588809967,-0.02155609428882599,0.007182727102190256
71.65067291259766,-71.09685516357422,-0.38116785883903503,0.25413429737091064,-0.11496782302856445,0.13662363588809967,-0.02155609428882599,0.007182727102190256
74.16752624511719,-68.1741943359375,-5.68575382232666,0.47650179266929626,-0.12215331196784973,0.12224219739437103,-0.007185364607721567,0.0
76.39764404296875,-64.99739074707031,-10.926812171936035,0.6988692879676819,-0.11496782302856445,0.12224219739437103,0.007185364607721567,-0.007182727102190256
78.3410415649414,-61.629981994628906,-16.167869567871094,0.9530035853385925,-0.129338800907135,0.11505148559808731,0.014370729215443134,0.0
79.9339828491211,-58.040191650390625,-21.281871795654297,1.0165371894836426,-0.1365242898464203,0.11505148559808731,0.02155609428882599,0.007182727102190256
81.20834350585938,-54.22802734375,-26.3958740234375,0.9212368130683899,-0.1365242898464203,0.10786076635122299,0.03592682257294655,0.0
82.16410827636719,-50.25702667236328,-31.41458511352539,0.7941696643829346,-0.1365242898464203,0.10786076635122299,0.03592682257294655,0.0
82.89685821533203,-46.15895080566406,-36.36976623535156,0.6353357434272766,-0.1365242898464203,0.09347932785749435,0.05029755458235741,0.0
83.2154541015625,-41.87026596069336,-41.13436508178711,0.4129682183265686,-0.14370977878570557,0.07909789681434631,0.05748291686177254,0.007182727102190256
83.119873046875,-37.4227409362793,-45.58132553100586,0.22236751019954681,-0.14370977878570557,0.07909789681434631,0.0718536451458931,0.0
82.6419906616211,-32.84814453125,-49.742408752441406,0.15883393585681915,-0.14370977878570557,0.06471645832061768,0.0718536451458931,0.007182727102190256
81.71807861328125,-28.114707946777344,-53.49055862426758,0.19060072302818298,-0.14370977878570557,0.071907177567482,0.07903901487588882,0.0
80.57115936279297,-23.190662384033203,-57.20694351196289,0.3176678717136383,-0.14370977878570557,0.057525742799043655,0.08622437715530396,0.0
79.23308563232422,-18.23484992980957,-60.76451110839844,0.38120144605636597,-0.129338800907135,0.043144308030605316,0.10059510916471481,-0.007182727102190256
77.44898986816406,-13.151965141296387,-64.06796264648438,0.4129682183265686,-0.129338800907135,0.043144308030605316,0.10059510916471481,0.0
75.34630584716797,-8.00554370880127,-67.1173095703125,0.4129682183265686,-0.129338800907135,0.028762871399521828,0.10778047144412994,-0.007182727102190256
72.76573181152344,-2.827354669570923,-69.81724548339844,0.3176678717136383,-0.1365242898464203,0.021572154015302658,0.11496583372354507,0.0
69.99400329589844,2.509674549102783,-72.5489501953125,0.0,-0.129338800907135,0.014381435699760914,0.12933656573295593,0.0
66.93555450439453,7.751399517059326,-74.9312515258789,-0.34943464398384094,-0.129338800907135,0.0,0.12933656573295593,-0.007182727102190256
63.81338119506836,12.897820472717285,-77.09120178222656,-0.6353357434272766,-0.11496782302856445,-0.007190717849880457,0.12933656573295593,0.0
60.436336517333984,17.885400772094727,-78.86998748779297,-0.8259364366531372,-0.11496782302856445,-0.014381435699760914,0.13652193546295166,0.0
56.804420471191406,22.9365177154541,-80.33113098144531,-0.9530035853385925,-0.11496782302856445,-0.021572154015302658,0.13652193546295166,0.007182727102190256
