冯大#1线电压_9,冯大#1线电压_10,冯大#1线电压_11,冯大#1线电压_12,冯大#1线_41,冯大#1线_42,冯大#1线_43,冯大#1线_44
73.77410888671875,-77.63583374023438,3.2861568927764893,-0.3270440101623535,0.19809499382972717,-0.22050899267196655,0.021529000252485275,-0.005156000144779682
76.86601257324219,-75.26115417480469,-1.9911309480667114,-0.023351000621914864,0.20241999626159668,-0.22050899267196655,0.009475000202655792,-0.0025730000343173742
79.77445983886719,-72.19026184082031,-7.770246982574463,0.3348509967327118,0.2153950035572052,-0.20592300593852997,-0.006883999798446894,-0.004294999875128269
81.65766143798828,-68.72538757324219,-13.05293083190918,0.4438689947128296,0.2197200059890747,-0.20077499747276306,-0.026686999946832657,-0.006016999948769808
83.13076782226562,-65.1309814453125,-18.082002639770508,0.654118001461029,0.22404499351978302,-0.18876299262046814,-0.037018999457359314,-0.006878000218421221
84.3988265991211,-61.1857795715332,-23.32151985168457,0.654118001461029,0.2335599958896637,-0.18275700509548187,-0.05337800085544586,-0.0034340000711381435
85.4726333618164,-57.251365661621094,-28.15093994140625,0.7942839860916138,0.23961499333381653,-0.1784670054912567,-0.059404999017715454,-0.005156000144779682
86.64356231689453,-52.76106262207031,-33.62248229980469,1.090190052986145,0.24048000574111938,-0.15787500143051147,-0.0817909985780716,-0.006878000218421221
87.19395446777344,-48.35710906982422,-38.56521987915039,1.1836340427398682,0.2422100007534027,-0.15101100504398346,-0.09212300181388855,-0.006878000218421221
87.53390502929688,-43.569969177246094,-43.83171463012695,0.8643670082092285,0.2448049932718277,-0.13814100623130798,-0.10589899867773056,-0.004294999875128269
87.40440368652344,-38.67489242553711,-48.97410202026367,0.3426379859447479,0.24826499819755554,-0.1252710074186325,-0.12053599953651428,-0.006878000218421221
86.54644012451172,-33.58552169799805,-53.307090759277344,0.23362000286579132,0.2491299957036972,-0.10896900296211243,-0.14378300309181213,-0.005156000144779682
85.86114501953125,-28.641868591308594,-57.48359680175781,0.2881290018558502,0.2534550130367279,-0.10210499912500381,-0.14894899725914001,-0.006016999948769808
84.52833557128906,-23.503923416137695,-61.01258087158203,0.7164139747619629,0.24393999576568604,-0.08151300251483917,-0.16444699466228485,-0.0034340000711381435
83.0174560546875,-18.473920822143555,-64.25557708740234,1.238142967224121,0.2335599958896637,-0.06778500229120255,-0.16875199973583221,-0.0077390000224113464
81.10187530517578,-13.211845397949219,-67.6010971069336,1.1369119882583618,0.22404499351978302,-0.05491499975323677,-0.17564000189304352,-0.005156000144779682
79.17549896240234,-8.019930839538574,-71.30274963378906,0.4750170111656189,0.2266400009393692,-0.032607000321149826,-0.1876939982175827,-0.009460999630391598
76.91997528076172,-2.342287063598633,-75.1123275756836,-0.2413869947195053,0.22145000100135803,-0.0188790000975132,-0.1997479945421219,-0.006016999948769808
74.14103698730469,2.9953460693359375,-78.0909194946289,-0.9110689759254456,0.2153950035572052,-0.007724999915808439,-0.21007999777793884,-0.0077390000224113464
70.90343475341797,8.624417304992676,-80.67560577392578,-1.2536970376968384,0.20501500368118286,0.008577000349760056,-0.22299499809741974,-0.004294999875128269
67.44459533691406,13.837919235229492,-82.49945068359375,-1.3315670490264893,0.2041500061750412,0.024020999670028687,-0.2281610071659088,-0.009460999630391598
63.3706169128418,18.884113311767578,-83.49771118164062,-1.4094369411468506,0.19117499887943268,0.04032300040125847,-0.23246599733829498,-0.0077390000224113464
59.49628829956055,24.12999725341797,-84.84131622314453,-1.4327980279922485,0.17906500399112701,0.05061899870634079,-0.2333270013332367,-0.01032199990004301
55.26042938232422,29.267942428588867,-85.80719757080078,-1.4405850172042847,0.16436000168323517,0.054051000624895096,-0.23246599733829498,-0.0077390000224113464
50.90046310424805,35.05352783203125,-87.1669921875,-1.378288984298706,0.15744000673294067,0.08150699734687805,-0.2462420016527176,-0.0077390000224113464
46.33005142211914,40.76894760131836,-88.19762420654297,-1.199187994003296,0.14446499943733215,0.09780900180339813,-0.2522689998149872,-0.005156000144779682
41.59236145019531,45.67482376098633,-88.41886138916016,-1.3237799406051636,0.12889499962329865,0.1089629977941513,-0.2531299889087677,-0.001711999997496605
36.67121124267578,50.56450271606445,-88.29475402832031,-1.1368919610977173,0.1185149997472763,0.13127100467681885,-0.25743499398231506,-0.001711999997496605
31.485654830932617,54.585269927978516,-86.9511489868164,-0.950003981590271,0.10380999743938446,0.14242500066757202,-0.24968600273132324,-0.001711999997496605
26.429601669311523,58.514286041259766,-85.68309020996094,-0.6463109850883484,0.09256500005722046,0.15958499908447266,-0.2471030056476593,-0.006016999948769808
21.400529861450195,62.416316986083984,-84.37186431884766,-0.38934001326560974,0.07872500270605087,0.1621589958667755,-0.24107599258422852,-0.005156000144779682
16.19878578186035,66.15103912353516,-82.80162811279297,-0.2413869947195053,0.06488499790430069,0.16902300715446472,-0.23160499334335327,-0.0025730000343173742
10.624717712402344,69.98291015625,-80.9993667602539,-0.21802599728107452,0.039799999445676804,0.18446700274944305,-0.22988300025463104,-0.0034340000711381435
5.180153846740723,73.44239044189453,-79.06220245361328,-0.404913991689682,0.028555000200867653,0.1887570023536682,-0.21696799993515015,-0.0034340000711381435
-0.20505400002002716,76.60502624511719,-76.89839935302734,-0.5995889902114868,0.012985000386834145,0.20420099794864655,-0.21610699594020844,-0.004294999875128269
-5.725162029266357,79.24955749511719,-73.7795181274414,-0.20245200395584106,9.999999747378752e-06,0.21278099715709686,-0.21094100177288055,-0.001711999997496605
