220kVI母_1,220kVI母_2,220kVI母_3,220kVI母_4,220kV骑洱线_29,220kV骑洱线_30,220kV骑洱线_31,220kV骑洱线_32
-76.35106658935547,5.36047887802124,70.61486053466797,-0.23454700410366058,0.03929600119590759,-0.12220499664545059,-0.039142999798059464,-0.02623100019991398
-73.87940216064453,-0.08072300255298615,73.62810516357422,-0.09382300078868866,0.021832000464200974,-0.10474500060081482,-0.021750999614596367,-0.04371500015258789
-70.75003814697266,-5.47348690032959,75.86681365966797,-0.007825000211596489,0.021832000464200974,-0.10474500060081482,-0.004358999896794558,-0.02623100019991398
-67.51990509033203,-10.403399467468262,77.67051696777344,0.14071699976921082,0.03929600119590759,-0.08728499710559845,-0.039142999798059464,-0.008747000247240067
-64.38523864746094,-15.290254592895508,79.55909729003906,0.35962098836898804,0.021832000464200974,-0.10474500060081482,-0.039142999798059464,-0.04371500015258789
-60.79973602294922,-20.71531105041504,81.51663970947266,0.7348849773406982,0.03929600119590759,-0.10474500060081482,-0.05653500184416771,-0.02623100019991398
-56.77399826049805,-26.048873901367188,82.9383773803711,0.8130649924278259,0.03929600119590759,-0.12220499664545059,-0.039142999798059464,-0.04371500015258789
-52.620967864990234,-30.881908416748047,83.6651611328125,0.8052470088005066,0.021832000464200974,-0.06982500106096268,-0.05653500184416771,-0.02623100019991398
-48.42020034790039,-35.601924896240234,84.14261627197266,0.7739750146865845,0.03929600119590759,-0.10474500060081482,-0.05653500184416771,-0.04371500015258789
-43.77920150756836,-40.55336380004883,84.4609146118164,0.7348849773406982,0.07422400265932083,-0.08728499710559845,-0.05653500184416771,-0.02623100019991398
-38.75631332397461,-45.434837341308594,84.14261627197266,0.4378010034561157,0.03929600119590759,-0.08728499710559845,-0.05653500184416771,-0.02623100019991398
-33.99332046508789,-49.72429275512695,83.5166244506836,0.039083000272512436,0.03929600119590759,-0.10474500060081482,-0.05653500184416771,-0.02623100019991398
-29.400056838989258,-53.77155685424805,82.78453063964844,-0.007825000211596489,0.03929600119590759,-0.06982500106096268,-0.07392700016498566,-0.02623100019991398
-24.34004020690918,-58.12021255493164,82.16915130615234,-7.000000096013537e-06,0.03929600119590759,-0.06982500106096268,-0.07392700016498566,-0.02623100019991398
-19.046648025512695,-62.2966423034668,81.15589904785156,0.06253699958324432,0.056759998202323914,-0.06982500106096268,-0.0913190022110939,-0.04371500015258789
-13.949503898620605,-65.92411041259766,79.55909729003906,0.06253699958324432,0.021832000464200974,-0.06982500106096268,-0.0913190022110939,-0.02623100019991398
-8.979656219482422,-68.9757080078125,77.64398956298828,-0.015643000602722168,0.03929600119590759,-0.052365001291036606,-0.0913190022110939,-0.02623100019991398
-3.627919912338257,-72.01653289794922,75.47954559326172,0.13289900124073029,0.03929600119590759,-0.06982500106096268,-0.0913190022110939,-0.02623100019991398
1.9041520357131958,-74.86360931396484,72.720947265625,0.031265001744031906,0.03929600119590759,-0.06982500106096268,-0.10871099680662155,-0.02623100019991398
6.958864212036133,-77.11328887939453,69.80850219726562,-0.21891100704669952,0.03929600119590759,-0.034905001521110535,-0.07392700016498566,-0.04371500015258789
11.711248397827148,-78.95393371582031,66.63611602783203,-0.5863569974899292,0.021832000464200974,-0.034905001521110535,-0.0913190022110939,-0.02623100019991398
16.808391571044922,-80.85916137695312,63.32048797607422,-0.8599870204925537,0.03929600119590759,-0.034905001521110535,-0.0913190022110939,-0.02623100019991398
22.186647415161133,-82.6513671875,59.62820816040039,-0.9381669759750366,0.03929600119590759,-0.017444999888539314,-0.10871099680662155,-0.02623100019991398
27.326223373413086,-83.88922882080078,55.702510833740234,-1.0085289478302002,0.03929600119590759,-0.034905001521110535,-0.1261029988527298,-0.02623100019991398
32.08391189575195,-84.5296859741211,51.55400085449219,-1.2117969989776611,0.021832000464200974,-0.034905001521110535,-0.0913190022110939,-0.008747000247240067
36.94237518310547,-84.87413024902344,47.09779739379883,-1.0241650342941284,0.03929600119590759,-0.017444999888539314,-0.1261029988527298,-0.02623100019991398
42.092559814453125,-84.99253845214844,42.222503662109375,-0.7192630171775818,0.03929600119590759,-0.017444999888539314,-0.1261029988527298,-0.04371500015258789
46.72295379638672,-84.64270782470703,37.331295013427734,-0.5159950256347656,0.0043680001981556416,1.4999999621068127e-05,-0.10871099680662155,-0.02623100019991398
50.748687744140625,-84.01839447021484,32.631065368652344,-0.4769049882888794,0.03929600119590759,1.4999999621068127e-05,-0.1261029988527298,-0.008747000247240067
54.8805046081543,-83.34026336669922,27.86717414855957,-0.453451007604599,0.03929600119590759,-0.017444999888539314,-0.1261029988527298,-0.02623100019991398
59.31464767456055,-82.57064056396484,22.684188842773438,-0.3518170118331909,0.0043680001981556416,1.4999999621068127e-05,-0.1261029988527298,-0.02623100019991398
63.26612854003906,-81.30048370361328,17.485288619995117,-0.367453008890152,0.0043680001981556416,1.4999999621068127e-05,-0.1261029988527298,-0.008747000247240067
66.49626159667969,-79.61053466796875,12.493284225463867,-0.453451007604599,0.0043680001981556416,1.4999999621068127e-05,-0.0913190022110939,-0.02623100019991398
69.59910583496094,-77.55999755859375,7.416399002075195,-0.43781501054763794,-0.030559999868273735,0.017474999651312828,-0.14349499344825745,-0.02623100019991398
72.78680419921875,-75.22420501708984,1.8885890245437622,-0.41436100006103516,-0.030559999868273735,0.017474999651312828,-0.1261029988527298,-0.04371500015258789
