17-110kVⅡ段母线电压Ua_17,18-110kVⅡ段母线电压Ub_18,19-110kVⅡ段母线电压Uc_19,20-110kVⅡ段母线电压3Uo_20,9-110kV水木线131电流Ia_9,10-110kV水木线131电流Ib_10,11-110kV水木线131电流Ic_11,12-110kV水木线131电流3Io_12
85.45481872558594,-51.06733703613281,-34.170589447021484,0.6023844480514526,0.3888479471206665,-0.2474878579378128,-0.1411934494972229,0.0
85.67727661132812,-46.47380828857422,-39.08380126953125,0.5072711110115051,0.3534981310367584,-0.17677703499794006,-0.1411934494972229,0.0
85.64549255371094,-41.65852737426758,-43.80682373046875,0.4438622295856476,0.3534981310367584,-0.17677703499794006,-0.17649181187152863,0.0
85.4865951538086,-36.653167724609375,-48.720035552978516,0.3487488925457001,0.3534981310367584,-0.17677703499794006,-0.17649181187152863,0.0
85.0734634399414,-31.52109146118164,-53.31626510620117,0.38045331835746765,0.3888479471206665,-0.1414216309785843,-0.17649181187152863,0.0
84.02474212646484,-26.54741096496582,-57.31023025512695,0.3487488925457001,0.3888479471206665,-0.1414216309785843,-0.21179017424583435,0.0
82.97602081298828,-21.510372161865234,-61.14570236206055,0.4438622295856476,0.3888479471206665,-0.10606622695922852,-0.24708853662014008,0.0
81.64128875732422,-16.314937591552734,-64.9811782836914,0.5072711110115051,0.3888479471206665,-0.07071081548929214,-0.24708853662014008,0.0
79.6391830444336,-10.897744178771973,-68.40457916259766,0.4121577739715576,0.31814831495285034,0.0,-0.2823868989944458,0.0
77.541748046875,-5.765666961669922,-71.47929382324219,0.3487488925457001,0.3888479471206665,-0.03535540774464607,-0.2823868989944458,0.03532412275671959
75.19007110595703,-0.5702307820320129,-74.30043029785156,0.28534001111984253,0.31814831495285034,0.03535540774464607,-0.3176852762699127,0.03532412275671959
72.23458862304688,4.878641128540039,-76.89967346191406,0.0,0.31814831495285034,0.03535540774464607,-0.3176852762699127,0.0
68.99308776855469,10.295833587646484,-79.18194580078125,-0.19022665917873383,0.28279849886894226,0.03535540774464607,-0.3176852762699127,0.0
65.65625,15.427910804748535,-81.08383178710938,-0.4121577739715576,0.28279849886894226,0.03535540774464607,-0.3176852762699127,0.0
62.001617431640625,20.559988021850586,-82.63703918457031,-0.5389755368232727,0.24744869768619537,0.03535540774464607,-0.35298362374305725,0.0
58.12453079223633,25.56534767150879,-83.7781753540039,-0.4438622295856476,0.28279849886894226,0.10606622695922852,-0.3176852762699127,0.0
53.961429595947266,30.697423934936523,-84.72911834716797,-0.4438622295856476,0.28279849886894226,0.10606622695922852,-0.35298362374305725,0.0
49.480533599853516,35.892860412597656,-85.394775390625,-0.38045331835746765,0.24744869768619537,0.17677703499794006,-0.38828200101852417,0.0
44.745399475097656,40.89822006225586,-85.68006134033203,-0.3170444369316101,0.2120988816022873,0.17677703499794006,-0.38828200101852417,0.0
39.946712493896484,45.58678436279297,-85.4898681640625,-0.15852221846580505,0.2120988816022873,0.17677703499794006,-0.38828200101852417,-0.03532412275671959
34.95734405517578,50.1803092956543,-85.07779693603516,-0.19022665917873383,0.1767490655183792,0.17677703499794006,-0.35298362374305725,0.0
29.777301788330078,54.647117614746094,-84.53892517089844,-0.3170444369316101,0.14139924943447113,0.21213245391845703,-0.35298362374305725,0.0
24.787935256958008,58.670413970947266,-83.65138244628906,-0.38045331835746765,0.14139924943447113,0.2474878579378128,-0.35298362374305725,0.0
19.766788482666016,62.44027328491211,-82.28836059570312,-0.28534001111984253,0.14139924943447113,0.2828432619571686,-0.38828200101852417,0.0
14.427849769592285,66.24181365966797,-80.86194610595703,-0.3487488925457001,0.10604944080114365,0.2828432619571686,-0.35298362374305725,0.0
