1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,21-220kV耿沾Ⅱ回264线路电流Ia_21,22-220kV耿沾Ⅱ回264线路电流Ib_22,23-220kV耿沾Ⅱ回264线路电流Ic_23,24-220kV耿沾Ⅱ回264线路电流3Io_24
74.29966735839844,-2.0614371299743652,-71.86103820800781,0.6870684623718262,0.13834230601787567,0.013857780955731869,-0.15917830169200897,-0.006923489738255739
71.86360931396484,3.123389720916748,-74.8591537475586,0.187382310628891,0.1314251869916916,0.027715561911463737,-0.16609910130500793,0.0
68.42815399169922,8.58932113647461,-76.82666015625,0.374764621257782,0.1245080754160881,0.04157334193587303,-0.16609910130500793,0.0
65.61731719970703,13.586745262145996,-79.3563232421875,-0.2186126857995987,0.11759095638990402,0.055431123822927475,-0.1730199009180069,0.0
61.33860778808594,18.92774200439453,-80.41815185546875,-0.2810734510421753,0.11067384481430054,0.0623600147664547,-0.1730199009180069,0.0
57.746986389160156,24.17503547668457,-82.29197692871094,-0.6870684623718262,0.10375672578811646,0.06928890198469162,-0.1730199009180069,0.0
53.40581512451172,29.26616096496582,-82.85411834716797,-0.2810734510421753,0.09683961421251297,0.07621779292821884,-0.1730199009180069,0.0
49.59557342529297,34.04494857788086,-83.822265625,-0.3435342311859131,0.08992249518632889,0.08314668387174606,-0.1730199009180069,0.0
44.87962341308594,38.76126480102539,-83.69734191894531,0.0,0.07608826458454132,0.0970044657588005,-0.1730199009180069,0.0
40.60091018676758,43.47758483886719,-84.07210540771484,0.03123038448393345,0.06917115300893784,0.10393335670232773,-0.17994070053100586,0.0
35.38525390625,48.0377311706543,-83.1976547241211,0.4684557616710663,0.06225403770804405,0.11086224764585495,-0.1730199009180069,0.0
30.762998580932617,52.69158172607422,-83.35380554199219,0.2498430758714676,0.048419807106256485,0.1247200295329094,-0.1730199009180069,0.0
25.266258239746094,56.595821380615234,-81.85475158691406,0.1561519205570221,0.03458557650446892,0.13164891302585602,-0.16609910130500793,0.0
20.269224166870117,60.906097412109375,-81.35506439208984,-0.187382310628891,0.027668461203575134,0.13857780396938324,-0.16609910130500793,0.0
14.959874153137207,64.52922821044922,-79.82477569580078,-0.5621469020843506,0.02075134590268135,0.13857780396938324,-0.15917830169200897,0.0
10.337616920471191,67.77755737304688,-78.48187255859375,-0.5933772921562195,0.006917115300893784,0.14550669491291046,-0.15917830169200897,0.0
5.215655326843262,70.65107727050781,-76.0146713256836,-0.2186126857995987,0.0,0.15243558585643768,-0.1522575169801712,0.0
0.40600910782814026,73.36842346191406,-73.67240142822266,0.2186126857995987,-0.013834230601787567,0.1593644767999649,-0.14533671736717224,0.0
-4.934572219848633,75.74220275878906,-70.45567321777344,0.6558380722999573,-0.02075134590268135,0.16629336774349213,-0.13841591775417328,0.0
-9.744218826293945,77.7099380493164,-67.5512466430664,0.749529242515564,-0.03458557650446892,0.16629336774349213,-0.13149511814117432,0.0
-15.272189140319824,79.92754364013672,-64.1783676147461,0.8432203531265259,-0.048419807106256485,0.16629336774349213,-0.12457432597875595,0.0
-20.519075393676758,81.23936462402344,-60.49319076538086,0.3435342311859131,-0.05533692240715027,0.16629336774349213,-0.11073273420333862,0.0
-25.890888214111328,82.45748901367188,-56.745548248291016,-0.3123038411140442,-0.06225403770804405,0.16629336774349213,-0.11073273420333862,0.0
-31.137775421142578,83.33203887939453,-52.435760498046875,-0.4684557616710663,-0.06225403770804405,0.16629336774349213,-0.0968911424279213,0.0
-36.322200775146484,84.11288452148438,-48.250892639160156,-0.6870684623718262,-0.07608826458454132,0.17322225868701935,-0.08997035026550293,0.0
-41.256771087646484,84.42522430419922,-43.25403594970703,-0.1561519205570221,-0.08992249518632889,0.17322225868701935,-0.08304955065250397,0.0
-45.75410461425781,84.01918029785156,-38.475791931152344,-0.4059950113296509,-0.10375672578811646,0.16629336774349213,-0.06920795887708664,0.0
-49.5643424987793,83.05093383789062,-33.44770431518555,0.03123038448393345,-0.10375672578811646,0.16629336774349213,-0.05536636710166931,0.0
-54.311527252197266,83.26956939697266,-28.57577133178711,0.7182988524436951,-0.11759095638990402,0.16629336774349213,-0.041524775326251984,0.0
-58.2466926574707,81.98897552490234,-23.204151153564453,0.9056811332702637,-0.11759095638990402,0.1593644767999649,-0.03460397943854332,0.006923489738255739
-62.11939239501953,80.86455535888672,-18.488367080688477,0.4684557616710663,-0.1314251869916916,0.1593644767999649,-0.027683183550834656,0.0
-65.67977905273438,79.42779541015625,-13.647663116455078,0.1561519205570221,-0.1314251869916916,0.15243558585643768,-0.013841591775417328,0.0
-69.24016571044922,77.83486938476562,-8.900650024414062,-0.5621469020843506,-0.14525941014289856,0.15243558585643768,0.0,0.006923489738255739
-71.95730590820312,75.14875793457031,-3.716411828994751,-0.8744507431983948,-0.14525941014289856,0.13857780396938324,0.006920795887708664,0.006923489738255739
-75.11168670654297,73.14978790283203,1.5302871465682983,-0.8432203531265259,-0.15217652916908264,0.13857780396938324,0.020762387663125992,0.0
-76.92311096191406,69.8077621459961,6.464682579040527,-1.093063473701477,-0.15217652916908264,0.1247200295329094,0.027683183550834656,0.006923489738255739
-79.0468521118164,66.46572875976562,12.117376327514648,-0.8432203531265259,-0.15909364819526672,0.1247200295329094,0.041524775326251984,0.0
-80.26487731933594,62.748897552490234,17.239152908325195,-0.4372253715991974,-0.15909364819526672,0.11779113858938217,0.05536636710166931,0.006923489738255739
