17-220kV Ⅱ母电压Ua_17,18-220kV Ⅱ母电压Ub_18,19-220kV Ⅱ母电压Uc_19,20-220kV Ⅱ母电压3Uo_20,21-220kV小开Ⅱ回线路电流Ia_21,22-220kV小开Ⅱ回线路电流Ib_22,23-220kV小开Ⅱ回线路电流Ic_23,24-220kV小开Ⅱ回线路电流3Io_24
84.84553527832031,-47.8082389831543,-36.955074310302734,0.06356272101402283,-0.07055743038654327,-0.07050377130508423,0.07046778500080109,0.0
84.78179168701172,-43.42157745361328,-41.498992919921875,0.0,0.0,-0.10575565695762634,0.07046778500080109,0.0
84.62242889404297,-38.68525695800781,-45.91580581665039,-0.031781360507011414,-0.03527871519327164,-0.10575565695762634,0.07046778500080109,0.0
84.36744689941406,-33.56748580932617,-50.58682632446289,-0.06356272101402283,0.0,-0.10575565695762634,0.10570167750120163,0.0
83.28376770019531,-28.322566986083984,-54.94009017944336,-0.06356272101402283,-0.03527871519327164,-0.14100754261016846,0.10570167750120163,0.0
82.71005249023438,-23.109434127807617,-59.1662483215332,-0.031781360507011414,0.0,-0.07050377130508423,0.10570167750120163,0.0
81.21202850341797,-17.800939559936523,-63.042877197265625,0.06356272101402283,0.03527871519327164,-0.10575565695762634,0.07046778500080109,0.0
79.3634033203125,-12.61959457397461,-66.44287109375,0.12712544202804565,0.03527871519327164,-0.10575565695762634,0.07046778500080109,-0.035254474729299545
77.16417694091797,-7.47003698348999,-69.42977905273438,0.12712544202804565,0.03527871519327164,-0.10575565695762634,0.07046778500080109,0.0
74.55060577392578,-2.2886922359466553,-72.2578125,0.09534408152103424,0.03527871519327164,-0.10575565695762634,0.07046778500080109,0.0
72.09639739990234,2.829077959060669,-74.73631286621094,0.031781360507011414,0.07055743038654327,-0.10575565695762634,0.07046778500080109,0.035254474729299545
69.10034942626953,8.073997497558594,-77.05593872070312,-0.031781360507011414,0.07055743038654327,-0.10575565695762634,0.07046778500080109,-0.035254474729299545
65.81744384765625,13.509641647338867,-79.37555694580078,-0.06356272101402283,0.07055743038654327,-0.14100754261016846,0.03523389250040054,0.0
62.2158088684082,18.94528579711914,-81.21854400634766,-0.031781360507011414,0.03527871519327164,-0.10575565695762634,0.03523389250040054,0.0
58.295448303222656,24.253780364990234,-82.7437744140625,0.06356272101402283,0.07055743038654327,-0.10575565695762634,0.03523389250040054,-0.035254474729299545
54.247596740722656,29.43512535095215,-83.98302459716797,0.09534408152103424,0.07055743038654327,-0.10575565695762634,0.07046778500080109,0.0
50.23161697387695,34.23501968383789,-84.77742004394531,0.12712544202804565,0.07055743038654327,-0.10575565695762634,0.0,0.0
46.02439880371094,38.780616760253906,-85.126953125,0.15890680253505707,0.07055743038654327,-0.07050377130508423,0.03523389250040054,0.0
41.625946044921875,43.294429779052734,-85.126953125,0.12712544202804565,0.07055743038654327,-0.10575565695762634,0.0,0.0
36.87689208984375,47.61751174926758,-84.45966339111328,0.12712544202804565,0.07055743038654327,-0.10575565695762634,-0.03523389250040054,-0.035254474729299545
31.649744033813477,52.19489669799805,-83.88770294189453,0.031781360507011414,0.07055743038654327,-0.10575565695762634,-0.03523389250040054,0.0
26.4544677734375,56.70870590209961,-83.06153106689453,0.0,0.10583614557981491,-0.10575565695762634,0.0,0.0
21.227319717407227,61.03179168701172,-82.1400375366211,-0.031781360507011414,0.10583614557981491,-0.10575565695762634,-0.03523389250040054,0.035254474729299545
15.8726806640625,64.78270721435547,-80.83724212646484,-0.031781360507011414,0.10583614557981491,-0.10575565695762634,-0.03523389250040054,0.0
10.741151809692383,67.99323272705078,-78.96247863769531,0.06356272101402283,0.10583614557981491,-0.10575565695762634,-0.03523389250040054,0.0
5.577749252319336,70.98124694824219,-76.7381820678711,0.15890680253505707,0.10583614557981491,-0.07050377130508423,-0.03523389250040054,0.0
0.38247424364089966,73.7149658203125,-74.2279052734375,0.15890680253505707,0.07055743038654327,-0.035251885652542114,-0.07046778500080109,0.0
-4.8446736335754395,76.54403686523438,-71.39987182617188,0.19068816304206848,0.10583614557981491,-0.10575565695762634,-0.07046778500080109,-0.035254474729299545
-10.231185913085938,78.45128631591797,-68.31763458251953,0.15890680253505707,0.10583614557981491,-0.07050377130508423,-0.07046778500080109,0.0
-15.585824966430664,80.73997497558594,-64.94941711425781,0.12712544202804565,0.14111486077308655,-0.07050377130508423,-0.07046778500080109,0.0
-20.97233772277832,82.52007293701172,-61.26344299316406,0.19068816304206848,0.14111486077308655,-0.035251885652542114,-0.07046778500080109,0.0
-26.199485778808594,83.82335662841797,-57.545692443847656,0.09534408152103424,0.10583614557981491,-0.07050377130508423,-0.07046778500080109,0.0
-31.203523635864258,84.80876159667969,-53.60551071166992,0.12712544202804565,0.10583614557981491,-0.035251885652542114,-0.07046778500080109,0.0
-35.98445129394531,85.50808715820312,-49.60177993774414,0.09534408152103424,0.10583614557981491,-0.035251885652542114,-0.10570167750120163,-0.035254474729299545
-40.51039505004883,85.66702270507812,-45.21674346923828,0.12712544202804565,0.14111486077308655,0.0,-0.07046778500080109,0.0
-44.97259521484375,85.4762954711914,-40.48217010498047,0.12712544202804565,0.10583614557981491,0.0,-0.10570167750120163,0.0
-49.30730438232422,84.8723373413086,-35.33451461791992,0.19068816304206848,0.14111486077308655,-0.035251885652542114,-0.10570167750120163,0.0
-53.54639434814453,84.07765197753906,-30.18686294555664,0.19068816304206848,0.14111486077308655,0.0,-0.14093557000160217,0.0
-58.1679573059082,83.02867126464844,-25.039207458496094,0.12712544202804565,0.10583614557981491,0.0,-0.10570167750120163,0.0
