1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,25-220kV太丽Ⅰ回线路电流Ia_25,26-220kV太丽Ⅰ回线路电流Ib_26,27-220kV太丽Ⅰ回线路电流Ic_27,28-220kV太丽Ⅰ回线路电流3Io_28
81.3488998413086,-64.63970184326172,-16.535499572753906,0.28081974387168884,0.10396619141101837,-0.07613597065210342,-0.027678681537508965,0.0
82.90910339355469,-60.86307144165039,-21.839340209960938,0.37442633509635925,0.10396619141101837,-0.07613597065210342,-0.03459835425019264,0.0
84.18846893310547,-56.93037796020508,-27.04958152770996,0.37442633509635925,0.11089727282524109,-0.06921452283859253,-0.04151802137494087,0.0
85.06217956542969,-52.65435791015625,-32.13502883911133,0.4368307292461395,0.11089727282524109,-0.06229306757450104,-0.0484376922249794,0.0
85.53024291992188,-48.2222785949707,-37.06447982788086,0.3432241380214691,0.11089727282524109,-0.055371616035699844,-0.05535736307501793,0.0
85.74867248535156,-43.66535186767578,-41.93153381347656,0.21841536462306976,0.11089727282524109,-0.04845016449689865,-0.06227703392505646,0.0
85.68626403808594,-38.88994216918945,-46.6425895690918,0.21841536462306976,0.11089727282524109,-0.04152871295809746,-0.06919670850038528,0.0
85.21820068359375,-33.958473205566406,-51.16645431518555,0.1560109704732895,0.11089727282524109,-0.034607261419296265,-0.07611637562513351,0.0
84.37569427490234,-28.933366775512695,-55.3159294128418,0.18721316754817963,0.10396619141101837,-0.027685808017849922,-0.07611637562513351,0.0
83.34596252441406,-23.970685958862305,-59.2782096862793,0.09360658377408981,0.10396619141101837,-0.02076435647904873,-0.08303604274988174,0.0
81.94178009033203,-18.789522171020508,-63.0220947265625,0.18721316754817963,0.10396619141101837,-0.02076435647904873,-0.08303604274988174,0.0
80.06953430175781,-13.358663558959961,-66.51638793945312,0.312021940946579,0.09703510999679565,-0.013842904008924961,-0.08995571732521057,0.0
