220kVⅡ母电压_Ua_5,220kVⅡ母电压_Ub_6,220kVⅡ母电压_Uc_7,220kVⅡ母电压_3U0_8,博南Ⅱ回电流_Ia_17,博南Ⅱ回电流_Ib_18,博南Ⅱ回电流_Ic_19,博南Ⅱ回电流_3I0_20
-76.34407806396484,69.53598022460938,6.598021030426025,-0.6769195795059204,0.10374204069375992,-0.11411624401807785,0.014696788974106312,0.004322582855820656
-78.36705780029297,66.34590148925781,11.460948944091797,-1.182664155960083,0.1106581762433052,-0.10806462913751602,0.0008645170019008219,-0.002593552926555276
-79.9231948852539,62.930179595947266,16.300535202026367,-1.5016721487045288,0.11498075723648071,-0.11238721013069153,-0.0034580680076032877,0.0008645150228403509
-81.14476013183594,59.10208511352539,21.287954330444336,-1.6650665998458862,0.12016785889863968,-0.10114849358797073,-0.01296775508671999,-0.007780654821544886
-82.29630279541016,55.3751335144043,26.337617874145508,-1.4549881219863892,0.11843882501125336,-0.10028397291898727,-0.011238721199333668,-0.0034580701030790806
-83.40116119384766,51.57038116455078,31.387283325195312,-1.174883484840393,0.12708400189876556,-0.09596139192581177,-0.02680002711713314,0.0017290320247411728
-83.8835678100586,47.39215087890625,36.234649658203125,-0.8169718980789185,0.1262194812297821,-0.09682590514421463,-0.03458068147301674,-0.004322587046772242
-83.9535903930664,42.73930358886719,41.152042388916016,-0.3656921982765198,0.1305420696735382,-0.08299363404512405,-0.031987130641937256,0.005187099799513817
-83.8835678100586,37.923057556152344,46.03831481933594,-0.20229780673980713,0.12535496056079865,-0.07348395138978958,-0.047548435628414154,-0.004322587046772242
-83.7746353149414,33.137935638427734,50.73784637451172,-0.1322716474533081,0.1331356167793274,-0.0708903968334198,-0.0553290881216526,-0.000864518980961293
-83.2611083984375,28.25944709777832,55.09503173828125,-0.24898192286491394,0.13227109611034393,-0.06224522739648819,-0.05878715589642525,0.0008645150228403509
-82.07066345214844,23.069730758666992,58.876441955566406,-0.552428662776947,0.13400013744831085,-0.05619360879063606,-0.0665678083896637,-0.004322587046772242
-80.59233856201172,17.786645889282227,62.70454025268555,-0.778068482875824,0.13227109611034393,-0.04668392241001129,-0.06743232905864716,-1.999999943436137e-09
-79.21515655517578,12.55024528503418,66.2214126586914,-1.0659538507461548,0.12449044734239578,-0.040632303804159164,-0.08040007948875427,-0.001729035982862115
-77.30888366699219,7.430554389953613,69.4037094116211,-1.0815151929855347,0.1305420696735382,-0.03717423230409622,-0.08385814726352692,-0.0034580701030790806
-74.59342956542969,2.3186440467834473,72.08026885986328,-0.8014105558395386,0.12967754900455475,-0.01901937648653984,-0.08990976959466934,0.003458065912127495
-71.6134262084961,-2.8788535594940186,74.4611587524414,-0.44349905848503113,0.12535496056079865,-0.014696791768074036,-0.09769041836261749,0.0017290320247411728
-68.61007690429688,-7.9907636642456055,76.84204864501953,0.062245480716228485,0.11843882501125336,-0.0077806562185287476,-0.10547107458114624,0.0008645150228403509
-65.39665985107422,-12.900375366210938,78.95838928222656,0.5757706761360168,0.11411624401807785,-0.0008645200286991894,-0.10806462168693542,0.0017290320247411728
-61.77864074707031,-17.903356552124023,80.34335327148438,0.8947787880897522,0.11238721013069153,0.0008645139751024544,-0.11584527790546417,-0.004322587046772242
-57.74046325683594,-23.00748634338379,81.65828704833984,1.1593220233917236,0.1063355877995491,0.01642582006752491,-0.11411624401807785,0.004322582855820656
-53.90458679199219,-28.173860549926758,82.79426574707031,0.9881470203399658,0.09855493903160095,0.013832269236445427,-0.11498076468706131,-0.0034580701030790806
-49.951995849609375,-33.01344680786133,83.75129699707031,0.8014105558395386,0.09855493903160095,0.028529057279229164,-0.1175743117928505,0.0008645150228403509
-45.563690185546875,-37.899715423583984,84.008056640625,0.630235493183136,0.0907742828130722,0.038903262466192245,-0.12449044734239578,0.0008645150228403509
-40.7474479675293,-42.67705535888672,83.93025207519531,0.4123763144016266,0.08472266793251038,0.04149681329727173,-0.12276141345500946,-1.999999943436137e-09
-35.96232604980469,-47.43105697631836,83.84465789794922,0.4357183575630188,0.07867104560136795,0.0510064996778965,-0.12708400189876556,-1.999999943436137e-09
-31.247230529785156,-51.90494918823242,83.66570281982422,0.5213059186935425,0.07607749849557877,0.06483877450227737,-0.1262194812297821,-1.999999943436137e-09
-26.275373458862305,-55.91978454589844,82.92654418945312,0.7158229947090149,0.06051618978381157,0.06570328772068024,-0.13400013744831085,0.0008645150228403509
