1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,13-220kV青山变线路电流Ia_13,14-220kV青山变线路电流Ib_14,15-220kV青山变线路电流Ic_15,16-220kV青山变线路电流3Io_16
-83.38597106933594,29.643835067749023,53.91498947143555,0.3494534492492676,-0.7442604899406433,0.10624222457408905,0.6737951636314392,0.0
-82.33448791503906,24.81439971923828,57.88633346557617,0.7306753396987915,-0.7442604899406433,0.03541407734155655,0.7092580795288086,-0.035407654941082
-81.12368774414062,19.699010848999023,61.79413986206055,0.6989068984985352,-0.7442604899406433,0.0,0.7092580795288086,-0.035407654941082
-79.56239318847656,14.5200777053833,65.51131439208984,0.9212863445281982,-0.7088195085525513,-0.03541407734155655,0.7801839113235474,-0.035407654941082
-77.7780532836914,9.118736267089844,69.03787231445312,0.6989068984985352,-0.673378586769104,-0.10624222457408905,0.7801839113235474,-0.035407654941082
-75.5476303100586,3.7809393405914307,72.05609893798828,0.667138397693634,-0.673378586769104,-0.1416563093662262,0.7801839113235474,-0.035407654941082
-73.31720733642578,-1.2709039449691772,74.94723510742188,0.7306753396987915,-0.637937605381012,-0.17707037925720215,0.7801839113235474,0.0
-70.48137664794922,-6.704018592834473,77.36181640625,0.31768494844436646,-0.5670556426048279,-0.24789853394031525,0.8156468272209167,-0.070815309882164
-67.54996490478516,-11.755861282348633,79.61753845214844,0.6036013960838318,-0.5316146612167358,-0.31872668862342834,0.8156468272209167,-0.070815309882164
-63.56706619262695,-17.31606674194336,81.2060775756836,0.6036013960838318,-0.46073269844055176,-0.3541407585144043,0.8156468272209167,-0.035407654941082
-59.67975616455078,-22.399682998657227,82.60398864746094,0.8895178437232971,-0.46073269844055176,-0.38955482840538025,0.8156468272209167,-0.035407654941082
-55.28263854980469,-27.48329734802246,83.30294799804688,0.9530548453330994,-0.4252917170524597,-0.4249688982963562,0.8156468272209167,-0.035407654941082
-51.012969970703125,-32.3127326965332,83.97013092041016,1.1754342317581177,-0.4252917170524597,-0.5312111377716064,0.8156468272209167,-0.070815309882164
-46.64771270751953,-37.459896087646484,84.764404296875,1.1436657905578613,-0.318968802690506,-0.5312111377716064,0.8156468272209167,-0.070815309882164
-42.15500259399414,-42.22578430175781,84.92325592041016,0.9848233461380005,-0.28352782130241394,-0.5666252374649048,0.7801839113235474,-0.070815309882164
-37.216209411621094,-46.83280944824219,84.63732147216797,0.9530548453330994,-0.21264585852622986,-0.6374533772468567,0.7801839113235474,-0.035407654941082
-32.532318115234375,-51.344520568847656,84.287841796875,0.667138397693634,-0.21264585852622986,-0.6374533772468567,0.744720995426178,-0.106222964823246
-27.720975875854492,-55.50672912597656,83.52534484863281,0.5400643944740295,-0.14176391065120697,-0.6728674173355103,0.7801839113235474,-0.035407654941082
-22.622865676879883,-59.700714111328125,82.60398864746094,0.5082958936691284,-0.07088195532560349,-0.7082815170288086,0.744720995426178,-0.106222964823246
-17.397302627563477,-63.6405143737793,81.39669799804688,0.5400643944740295,-0.03544097766280174,-0.7082815170288086,0.7092580795288086,-0.106222964823246
-12.235466003417969,-67.0401840209961,79.61753845214844,0.5718328952789307,-0.03544097766280174,-0.7436956167221069,0.6383323073387146,-0.106222964823246
-7.009902000427246,-70.31275939941406,77.7430648803711,0.6353698968887329,0.07088195532560349,-0.8145237565040588,0.6737951636314392,-0.106222964823246
-1.5612963438034058,-73.52179718017578,75.39202880859375,0.5718328952789307,0.14176391065120697,-0.8145237565040588,0.6028693914413452,-0.106222964823246
3.664267063140869,-75.93650817871094,72.53265380859375,0.4765274226665497,0.14176391065120697,-0.8145237565040588,0.5674064755439758,-0.106222964823246
8.762377738952637,-78.3194580078125,69.76860046386719,0.3494534492492676,0.17720487713813782,-0.8499377965927124,0.5319435596466064,-0.106222964823246
13.987940788269043,-80.3529052734375,66.2420425415039,-0.2541479468345642,0.2480868399143219,-0.8499377965927124,0.5319435596466064,-0.106222964823246
18.958599090576172,-82.10039520263672,63.033199310302734,-0.2541479468345642,0.28352782130241394,-0.8499377965927124,0.46101775765419006,-0.106222964823246
24.279752731323242,-83.72079467773438,59.093624114990234,-0.667138397693634,0.318968802690506,-0.8499377965927124,0.3900919556617737,-0.106222964823246
29.21854591369629,-84.2927017211914,54.61394500732422,-0.7306753396987915,0.3898507356643677,-0.8853518962860107,0.3546290397644043,-0.106222964823246
34.41224670410156,-84.92815399169922,50.07072448730469,-0.7624438405036926,0.46073269844055176,-0.8853518962860107,0.3191661536693573,-0.106222964823246
39.51035690307617,-85.27765655517578,45.36865234375,-0.7306753396987915,0.46073269844055176,-0.8853518962860107,0.2837032377719879,-0.141630619764328
44.32170104980469,-85.34120178222656,40.793663024902344,-0.3494534492492676,0.4961736798286438,-0.8853518962860107,0.24824033677577972,-0.106222964823246
48.62322998046875,-84.92815399169922,36.31398391723633,-0.1270739734172821,0.5316146612167358,-0.8499377965927124,0.21277743577957153,-0.141630619764328
53.02035140991211,-84.64220428466797,31.45305824279785,-0.3494534492492676,0.6024966239929199,-0.8145237565040588,0.14185161888599396,-0.106222964823246
57.098838806152344,-83.68902587890625,26.6239013671875,0.0,0.6024966239929199,-0.7791096568107605,0.03546290472149849,-0.106222964823246
61.209190368652344,-82.54521179199219,21.286413192749023,-0.15884247422218323,0.637937605381012,-0.7791096568107605,0.03546290472149849,-0.141630619764328
64.5866928100586,-80.79772186279297,16.20309066772461,-0.1270739734172821,0.673378586769104,-0.7791096568107605,-0.03546290472149849,-0.141630619764328
