17-220kV_Ⅱ母电压Ua_17,18-220kV_Ⅱ母电压Ub_18,19-220kV_Ⅱ母电压Uc_19,20-220kV_Ⅱ母电压3Uo_20,5-220kV_唐木Ⅰ回线电流１Ia_5,6-220kV_唐木Ⅰ回线电流１Ib_6,7-220kV_唐木Ⅰ回线电流１Ic_7,8-220kV_唐木Ⅰ回线电流１3Io_8
-64.88859558105469,81.82227325439453,-16.484468460083008,0.5707023739814758,-0.035882316529750824,0.04315126687288284,-0.014366835355758667,0.0
-68.03605651855469,79.88846588134766,-11.444025039672852,0.5072910189628601,-0.035882316529750824,0.04315126687288284,-0.0071834176778793335,-0.007185351103544235
-71.15172576904297,77.73274230957031,-6.371881008148193,0.221939817070961,-0.035882316529750824,0.0359593890607357,-0.0071834176778793335,0.0
-74.14022827148438,75.19660186767578,-1.0461297035217285,-0.221939817070961,-0.035882316529750824,0.0359593890607357,0.0,0.0
-76.93797302246094,72.3117446899414,4.343023300170898,-0.6658194065093994,-0.04305877909064293,0.0359593890607357,0.0,0.0
-79.41779327392578,69.17326354980469,9.763877868652344,-0.9194649457931519,-0.04305877909064293,0.0359593890607357,0.0071834176778793335,0.0
-81.38893127441406,65.62266540527344,15.184731483459473,-1.109699010848999,-0.04305877909064293,0.0359593890607357,0.0071834176778793335,0.0
-83.1693115234375,61.881858825683594,20.637287139892578,-1.1414047479629517,-0.035882316529750824,0.028767511248588562,0.0071834176778793335,0.0
-84.47280883789062,57.824031829833984,26.026439666748047,-1.1731104850769043,-0.04305877909064293,0.028767511248588562,0.0071834176778793335,0.0
-85.07686614990234,53.38578414916992,31.09858512878418,-1.109699010848999,-0.04305877909064293,0.028767511248588562,0.014366835355758667,0.0
-85.49016571044922,48.69392013549805,36.202430725097656,-0.9511706233024597,-0.04305877909064293,0.028767511248588562,0.021550253033638,-0.007185351103544235
-85.64913177490234,44.00205993652344,41.08436965942383,-0.9511706233024597,-0.04305877909064293,0.02157563343644142,0.021550253033638,0.007185351103544235
-85.52195739746094,39.18339157104492,45.807804107666016,-0.9511706233024597,-0.04305877909064293,0.02157563343644142,0.021550253033638,0.0
-85.1722412109375,34.269615173339844,50.37273406982422,-0.8560535311698914,-0.035882316529750824,0.014383755624294281,0.028733670711517334,-0.007185351103544235
-84.56818389892578,29.41924476623535,54.74745559692383,-0.6658194065093994,-0.04305877909064293,0.014383755624294281,0.021550253033638,0.0
-83.77336883544922,24.53717041015625,58.931976318359375,-0.5707023739814758,-0.02870585210621357,0.0071918778121471405,0.021550253033638,0.0
-82.78780364990234,19.65509796142578,62.894588470458984,-0.3804682493209839,-0.035882316529750824,0.0071918778121471405,0.028733670711517334,0.0
-81.4525146484375,14.709622383117676,66.50849151611328,-0.3170568645000458,-0.04305877909064293,0.0071918778121471405,0.028733670711517334,0.0
-79.35420227050781,9.478829383850098,69.64688110351562,-0.25364550948143005,-0.035882316529750824,0.0,0.028733670711517334,-0.007185351103544235
-77.16051483154297,4.248037338256836,72.69017028808594,-0.2853511869907379,-0.035882316529750824,0.0,0.03591708838939667,0.0
-74.36277770996094,-1.2680708169937134,75.4481430053711,-0.2853511869907379,-0.035882316529750824,0.0,0.03591708838939667,-0.007185351103544235
-71.2153091430664,-6.847582817077637,77.88911437988281,-0.221939817070961,-0.035882316529750824,0.0,0.03591708838939667,0.007185351103544235
-67.97247314453125,-12.173480033874512,80.1081771850586,-0.03170568868517876,-0.02870585210621357,-0.0071918778121471405,0.03591708838939667,-0.007185351103544235
-64.31632995605469,-17.43597412109375,81.88343048095703,0.3170568645000458,-0.02870585210621357,-0.014383755624294281,0.043100506067276,0.0
-60.374053955078125,-22.698469161987305,83.50017547607422,0.7926421761512756,-0.02870585210621357,-0.014383755624294281,0.03591708838939667,0.0
-56.33639907836914,-27.67564582824707,84.64140319824219,1.109699010848999,-0.02870585210621357,-0.014383755624294281,0.03591708838939667,0.007185351103544235
-51.98081970214844,-32.65282440185547,85.30712890625,1.2048161029815674,-0.021529389545321465,-0.014383755624294281,0.03591708838939667,0.0
-47.498069763183594,-37.661705017089844,85.71923828125,0.9828763008117676,-0.021529389545321465,-0.02157563343644142,0.03591708838939667,0.0
-42.76097869873047,-42.73398971557617,85.84603881835938,0.6341137290000916,-0.014352926053106785,-0.02157563343644142,0.03591708838939667,0.0
-37.833133697509766,-47.52095413208008,85.56072998046875,0.348762571811676,-0.014352926053106785,-0.02157563343644142,0.043100506067276,0.007185351103544235
-32.968875885009766,-51.99090576171875,85.05352020263672,0.1585284322500229,-0.014352926053106785,-0.02157563343644142,0.03591708838939667,0.0
-28.00923728942871,-56.23894119262695,84.3561019897461,0.19023412466049194,-0.014352926053106785,-0.028767511248588562,0.03591708838939667,0.0
-22.986013412475586,-60.391876220703125,83.50017547607422,0.25364550948143005,0.0,-0.028767511248588562,0.03591708838939667,0.007185351103544235
-18.0899600982666,-64.19609069824219,82.54914855957031,0.47558531165122986,0.0,-0.028767511248588562,0.028733670711517334,0.0
-13.162116050720215,-67.46137237548828,81.02750396728516,0.7609364986419678,-0.007176463026553392,-0.028767511248588562,0.03591708838939667,0.007185351103544235
-7.852759838104248,-70.63154602050781,78.99864959716797,0.8560535311698914,0.0,-0.0359593890607357,0.028733670711517334,0.0
-2.6069891452789307,-73.61151123046875,76.65277862548828,0.7609364986419678,0.0,-0.04315126687288284,0.028733670711517334,0.0
2.8295369148254395,-76.4012680053711,73.76799774169922,0.443879634141922,0.007176463026553392,-0.0359593890607357,0.028733670711517334,0.0
