1-220kV以新线电压Ua_1,2-220kV以新线电压Ub_2,3-220kV以新线电压Uc_3,4-220kV以新线电压3Uo_4,5-以新线线路电流 Ia_5,6-以新线线路电流 Ib_6,7-以新线线路电流 Ic_7,8-以新线线路电流 3Io_8
78.93588256835938,-12.513078689575195,-66.23856353759766,-0.2218417078256607,1.7348312139511108,0.03541117534041405,-1.7338414192199707,-0.03543192893266678
76.86949920654297,-7.222738742828369,-69.63135528564453,0.031691670417785645,1.6640217304229736,0.1416447013616562,-1.8046103715896606,0.0
74.29447174072266,-1.6156126260757446,-72.61193084716797,-0.06338334083557129,1.6286170482635498,0.3187005817890167,-1.9107639789581299,-0.03543192893266678
71.56048583984375,3.738084077835083,-75.33883666992188,0.09507501870393753,1.5578075647354126,0.4603452682495117,-1.9815330505371094,0.0
69.14440155029297,8.711636543273926,-77.90721130371094,0.25353336334228516,1.4515933990478516,0.5665788054466248,-2.0169174671173096,0.0
65.93355560302734,13.811903953552246,-79.84141540527344,0.25353336334228516,1.34537935256958,0.7082235217094421,-2.0169174671173096,-0.03543192893266678
62.05511474609375,19.102243423461914,-81.14144897460938,0.15845836699008942,1.239165186882019,0.8144570589065552,-2.087686538696289,0.0
58.33562088012695,24.265869140625,-82.75857543945312,0.3803000748157501,1.1683557033538818,0.9206905364990234,-2.052302122116089,0.0
54.33001708984375,29.049348831176758,-83.55127716064453,0.41199174523353577,1.026736855506897,1.0623352527618408,-2.052302122116089,-0.03543192893266678
49.78396987915039,34.33968734741211,-84.21715545654297,0.2852250635623932,0.9205226898193359,1.1685688495635986,-2.087686538696289,0.0
45.0153923034668,39.31324005126953,-84.62936401367188,0.7289084792137146,0.8143085241317749,1.3102134466171265,-2.1230709552764893,-0.03543192893266678
40.43755340576172,43.93832778930664,-84.59765625,0.5704501271247864,0.7080943584442139,1.4518581628799438,-2.1230709552764893,0.0
35.859718322753906,48.53173828125,-84.47081756591797,0.2218417078256607,0.6018801927566528,1.5226805210113525,-2.087686538696289,-0.03543192893266678
31.28188133239746,52.8717155456543,-84.12203216552734,0.12676668167114258,0.46026134490966797,1.5935028791427612,-2.052302122116089,-0.03543192893266678
26.25897789001465,56.8949089050293,-82.98052978515625,-0.19015003740787506,0.3186424672603607,1.66432523727417,-2.0169174671173096,0.0
20.98175048828125,61.01313781738281,-81.74391174316406,-0.31691673398017883,0.17702358961105347,1.7351475954055786,-1.9815330505371094,0.0
15.927055358886719,64.59282684326172,-80.50728607177734,0.0,0.07080943882465363,1.8059699535369873,-1.9107639789581299,-0.03543192893266678
10.554455757141113,67.9190902709961,-78.44625091552734,0.06338334083557129,-0.03540471941232681,1.9122034311294556,-1.8399949073791504,0.0
5.21364688873291,71.11863708496094,-76.25837707519531,0.06338334083557129,-0.17702358961105347,1.9476146697998047,-1.769225835800171,-0.03543192893266678
0.2225337028503418,73.62125396728516,-73.7851333618164,0.031691670417785645,-0.3186424672603607,2.018436908721924,-1.7338414192199707,0.0
-5.022903919219971,76.25057983398438,-71.08993530273438,-0.12676668167114258,-0.42485663294792175,2.089259386062622,-1.6276878118515015,-0.03543192893266678
-10.268341064453125,78.59480285644531,-68.1093521118164,-0.2852250635623932,-0.5310707688331604,2.089259386062622,-1.556918740272522,0.03543192893266678
-15.418407440185547,80.33712768554688,-64.74827575683594,-0.2218417078256607,-0.67268967628479,2.1246705055236816,-1.4507652521133423,-0.03543192893266678
-20.918169021606445,82.2061767578125,-60.94328689575195,-0.3803000748157501,-0.7789037823677063,2.160081624984741,-1.3092271089553833,0.0
-25.718538284301758,83.21989440917969,-57.26512908935547,-0.2218417078256607,-0.8497132658958435,2.089259386062622,-1.2030736207962036,0.0
-30.614280700683594,83.82178497314453,-53.04792785644531,-0.15845836699008942,-0.9913321137428284,2.160081624984741,-1.1323045492172241,-0.03543192893266678
-35.573604583740234,84.64543151855469,-48.640480041503906,-0.602141797542572,-1.0975462198257446,2.1246705055236816,-1.0261510610580444,0.0
-40.37397384643555,84.70878601074219,-44.106197357177734,-0.2852250635623932,-1.1683557033538818,2.1246705055236816,-0.9199974536895752,-0.03543192893266678
-45.14255142211914,84.70878601074219,-39.38166427612305,-0.15845836699008942,-1.3099745512008667,2.089259386062622,-0.8138439059257507,0.0
-49.94292449951172,84.58207702636719,-34.498592376708984,-0.15845836699008942,-1.380784034729004,2.0538482666015625,-0.6723058223724365,-0.03543192893266678
-54.42538833618164,83.79010772705078,-29.425270080566406,0.19015003740787506,-1.486998200416565,2.0538482666015625,-0.5307677388191223,0.0
-58.14487838745117,82.58631896972656,-24.510488510131836,0.19015003740787506,-1.593212366104126,1.9830257892608643,-0.42461422085762024,-0.03543192893266678
-61.76900100708008,81.54092407226562,-19.754249572753906,0.09507501870393753,-1.593212366104126,1.876792311668396,-0.3184606730937958,0.0
-65.17058563232422,79.73523712158203,-14.554094314575195,-0.06338334083557129,-1.699426531791687,1.8413810729980469,-0.14153806865215302,-0.03543192893266678
-68.85829162597656,78.15129852294922,-9.131980895996094,-0.19015003740787506,-1.7348312139511108,1.7705588340759277,-0.035384517163038254,0.0
-72.03733825683594,75.93379211425781,-3.741575241088867,-0.15845836699008942,-1.8056405782699585,1.66432523727417,0.10615355521440506,-0.03543192893266678
-74.29447174072266,72.797607421875,1.5854133367538452,-0.06338334083557129,-1.8410453796386719,1.5935028791427612,0.24769163131713867,-0.03543192893266678
-76.80592346191406,70.23163604736328,6.658735752105713,-0.06338334083557129,-1.9118547439575195,1.5580917596817017,0.3892296850681305,-0.03543192893266678
