1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,9-220kV通瀛Ⅱ回243电流Ia_9,10-220kV通瀛Ⅱ回243电流Ib_10,11-220kV通瀛Ⅱ回243电流Ic_11,12-220kV通瀛Ⅱ回243电流3Io_12
76.69342803955078,-70.68602752685547,-5.931239604949951,0.12486684322357178,-0.3386855125427246,0.44299328327178955,-0.11064820736646652,-0.013858580961823463
78.91053771972656,-67.71996307373047,-10.925968170166016,0.4370339512825012,-0.35250940918922424,0.4291497468948364,-0.08298615366220474,-0.013858580961823463
80.7529296875,-64.44168090820312,-15.920696258544922,0.6867676377296448,-0.3663333058357239,0.4153061807155609,-0.048408590257167816,-0.006929290480911732
82.03323364257812,-60.663848876953125,-21.133943557739258,0.37460052967071533,-0.3801572024822235,0.4014626443386078,-0.020746538415551186,-0.006929290480911732
83.28231811523438,-56.69868850708008,-26.378408432006836,0.2809503972530365,-0.39398109912872314,0.3806973397731781,0.013831025920808315,-0.006929290480911732
83.90685272216797,-52.70230484008789,-30.967313766479492,0.37460052967071533,-0.4078049957752228,0.3599320352077484,0.04149307683110237,-0.006929290480911732
84.21912384033203,-48.1439323425293,-35.80595779418945,0.46825066208839417,-0.4147169291973114,0.3460884988307953,0.06915512681007385,-0.006929290480911732
84.15666961669922,-43.52311325073242,-40.55094909667969,0.12486684322357178,-0.4216288924217224,0.3253231942653656,0.09681718051433563,-0.006929290480911732
84.34403228759766,-38.55885314941406,-45.73297882080078,-0.031216710805892944,-0.4216288924217224,0.3045578896999359,0.12447923421859741,-0.006929290480911732
83.75071716308594,-33.8443717956543,-49.91606521606445,-0.15608355402946472,-0.4216288924217224,0.2768707871437073,0.1521412879228592,-0.006929290480911732
83.25109100341797,-29.005001068115234,-54.34888458251953,-0.31216710805892944,-0.42854082584381104,0.2561054825782776,0.17288781702518463,-0.006929290480911732
82.15814208984375,-23.915857315063477,-58.28223419189453,-0.15608355402946472,-0.42854082584381104,0.22841840982437134,0.20746538043022156,-0.006929290480911732
80.97151947021484,-18.545717239379883,-62.309234619140625,0.12486684322357178,-0.42854082584381104,0.2007313221693039,0.23512743413448334,0.0
79.5975341796875,-13.300463676452637,-65.96163177490234,0.46825066208839417,-0.4216288924217224,0.17304424941539764,0.25587397813796997,0.0
77.72391510009766,-8.24254035949707,-69.08333587646484,0.5931174755096436,-0.4216288924217224,0.1453571617603302,0.28353601694107056,0.0
75.31944274902344,-2.9348440170288086,-72.1426010131836,0.3433838188648224,-0.4078049957752228,0.11767008900642395,0.3042825758457184,0.0
72.41532897949219,2.560183048248291,-74.88970184326172,0.031216710805892944,-0.4078049957752228,0.0899830088019371,0.3250291049480438,0.0
69.41754150390625,7.586884021759033,-77.35585021972656,-0.6555508971214294,-0.39398109912872314,0.062295928597450256,0.3388601243495941,0.0
66.23239135742188,12.925802230834961,-79.44739532470703,-0.5306840538978577,-0.38706913590431213,0.03460884839296341,0.35960668325424194,0.006929290480911732
62.641292572021484,17.85883903503418,-80.8209457397461,-0.5931174755096436,-0.3732452392578125,0.0,0.3803532123565674,0.006929290480911732
58.8940544128418,23.04164695739746,-82.38179779052734,-0.8428511619567871,-0.35250940918922424,-0.027687080204486847,0.3941842317581177,0.006929290480911732
55.08436584472656,27.97468376159668,-83.5992660522461,-0.9677180051803589,-0.3386855125427246,-0.062295928597450256,0.4149307608604431,0.006929290480911732
50.962406158447266,32.59550094604492,-84.16117095947266,-1.0301514863967896,-0.324861615896225,-0.0899830088019371,0.4287618100643158,0.006929290480911732
46.55940628051758,37.497314453125,-84.37969207763672,-0.5931174755096436,-0.30412575602531433,-0.11074832081794739,0.43567731976509094,0.006929290480911732
41.906585693359375,42.21179962158203,-84.41090393066406,-0.4994673728942871,-0.2833898961544037,-0.1453571617603302,0.4425928294658661,0.006929290480911732
37.12886047363281,47.30094528198242,-84.5669937133789,-0.24973368644714355,-0.26956599950790405,-0.16612248122692108,0.4564238488674164,0.013858580961823463
32.25745391845703,51.64076614379883,-84.0987319946289,-0.2809503972530365,-0.24191822111606598,-0.19380955398082733,0.4564238488674164,0.006929290480911732
27.261140823364258,55.54348373413086,-83.1310043334961,-0.561900794506073,-0.22118236124515533,-0.22149664163589478,0.4564238488674164,0.006929290480911732
21.983783721923828,59.789642333984375,-81.9759750366211,-0.3433838188648224,-0.20044651627540588,-0.24918371438980103,0.46333935856819153,0.013858580961823463
16.737653732299805,63.72358322143555,-80.75851440429688,-0.46825066208839417,-0.17279872298240662,-0.2768707871437073,0.46333935856819153,0.013858580961823463
11.741338729858398,67.00186157226562,-79.04157257080078,-0.4994673728942871,-0.14515092968940735,-0.3045578896999359,0.4702548682689667,0.013858580961823463
6.463981628417969,70.56114196777344,-77.19976806640625,-0.2809503972530365,-0.11750313639640808,-0.31840142607688904,0.46333935856819153,0.013858580961823463
1.3427594900131226,73.09010314941406,-74.5775375366211,-0.2185169756412506,-0.09676728397607803,-0.3391667306423187,0.4564238488674164,0.013858580961823463
-4.153186321258545,76.11861419677734,-71.83043670654297,0.2185169756412506,-0.06911949068307877,-0.3599320352077484,0.44950833916664124,0.013858580961823463
-9.1807279586792,78.24169158935547,-68.95846557617188,0.18730026483535767,-0.0414716936647892,-0.3806973397731781,0.4425928294658661,0.013858580961823463
-14.208269119262695,80.17744445800781,-65.64945983886719,0.5306840538978577,-0.013823897577822208,-0.38761910796165466,0.4287618100643158,0.02078787237405777
-19.14212989807129,81.67608642578125,-61.96584701538086,0.9365013241767883,0.0207358468323946,-0.40838441252708435,0.4149307608604431,0.02078787237405777
-24.3258056640625,83.01862335205078,-58.18858337402344,0.7804177403450012,0.0414716936647892,-0.42222797870635986,0.4010997414588928,0.013858580961823463
-29.4470272064209,84.17382049560547,-54.34888458251953,0.5931174755096436,0.06911949068307877,-0.436071515083313,0.38726872205734253,0.013858580961823463
-34.224754333496094,84.67337036132812,-50.228233337402344,0.2809503972530365,0.09676728397607803,-0.44299328327178955,0.37343770265579224,0.013858580961823463
-39.189842224121094,84.76703643798828,-45.48324203491211,0.12486684322357178,0.11750313639640808,-0.4568368196487427,0.35960668325424194,0.02078787237405777
-44.09247589111328,84.82948303222656,-40.55094909667969,0.31216710805892944,0.14515092968940735,-0.4568368196487427,0.3388601243495941,0.013858580961823463
-48.620384216308594,84.48603820800781,-35.86839294433594,-0.06243342161178589,0.17279872298240662,-0.4568368196487427,0.3181135952472687,0.013858580961823463
-52.89847946166992,83.9240493774414,-30.967313766479492,0.06243342161178589,0.19353456795215607,-0.46375858783721924,0.2904515564441681,0.013858580961823463
