1-220kVⅠ母电压Ua_1,2-220kVⅠ母电压Ub_2,3-220kVⅠ母电压Uc_3,4-220kVⅠ母电压3Uo_4,5-220kV厂狮线271电流Ia_5,6-220kV厂狮线271电流Ib_6,7-220kV厂狮线271电流Ic_7,8-220kV厂狮线271电流3Io_8
83.64653778076172,-34.215763092041016,-49.04182052612305,0.5068399906158447,0.599261462688446,-0.45829740166664124,-0.14070048928260803,0.0
82.9478988647461,-29.24640464782715,-53.50880813598633,0.25341999530792236,0.5640107989311218,-0.42304375767707825,-0.14070048928260803,0.0
82.12223052978516,-24.308700561523438,-57.65898895263672,0.12670999765396118,0.599261462688446,-0.38779011368751526,-0.21105073392391205,0.0
81.04251098632812,-19.43429946899414,-61.365638732910156,0.22174249589443207,0.634512186050415,-0.35253646969795227,-0.24622584879398346,0.03523796796798706
79.54995727539062,-14.623202323913574,-64.75547790527344,0.25341999530792236,0.634512186050415,-0.2820291519165039,-0.3165760934352875,0.0
78.05740356445312,-9.685498237609863,-68.177001953125,0.28509750962257385,0.634512186050415,-0.2820291519165039,-0.3165760934352875,0.0
76.0885009765625,-4.526229381561279,-71.25003814697266,0.4751625061035156,0.599261462688446,-0.2467755228281021,-0.3165760934352875,0.0
73.7067642211914,0.6963430047035217,-73.97457885742188,0.6335499882698059,0.634512186050415,-0.17626823484897614,-0.3517512083053589,0.0
70.91219329833984,6.108827114105225,-76.66744995117188,0.5385174751281738,0.5640107989311218,-0.14101457595825195,-0.4221014678478241,0.03523796796798706
67.64128112792969,11.552963256835938,-79.01182556152344,0.28509750962257385,0.5640107989311218,-0.14101457595825195,-0.4221014678478241,0.0
63.89401626586914,16.775535583496094,-80.69090270996094,-0.12670999765396118,0.5640107989311218,-0.10576093941926956,-0.4924516975879669,0.0
60.01972579956055,21.87150001525879,-82.1482162475586,-0.5385174751281738,0.5640107989311218,-0.07050728797912598,-0.4924516975879669,0.0
55.85962677001953,26.872509002685547,-83.16200256347656,-0.8552924990653992,0.5640107989311218,0.0,-0.5628019571304321,0.0
51.44548034667969,31.651954650878906,-83.5738525390625,-0.9503250122070312,0.4935094714164734,0.07050728797912598,-0.5628019571304321,0.03523796796798706
47.03133010864258,36.33644485473633,-83.82730102539062,-0.8869699835777283,0.4935094714164734,0.07050728797912598,-0.5628019571304321,0.0
42.49015426635742,41.08423614501953,-83.89066314697266,-0.6335499882698059,0.4582587778568268,0.10576093941926956,-0.5979771018028259,0.0
37.75844192504883,45.64211654663086,-83.5738525390625,-0.34845250844955444,0.42300811409950256,0.14101457595825195,-0.5979771018028259,0.0
32.994972229003906,50.19999694824219,-83.2253646850586,-0.12670999765396118,0.35250675678253174,0.21152187883853912,-0.5979771018028259,0.0
28.072717666625977,54.726226806640625,-82.75015258789062,0.031677499413490295,0.35250675678253174,0.2820291519165039,-0.633152186870575,0.0
22.896413803100586,59.06254577636719,-81.79972839355469,0.25341999530792236,0.35250675678253174,0.2820291519165039,-0.633152186870575,0.0
17.59308433532715,62.987388610839844,-80.40577697753906,0.28509750962257385,0.2820053994655609,0.3172827959060669,-0.633152186870575,0.0
