17-220kVⅡ段母线电压Ua_17,18-220kVⅡ段母线电压Ub_18,19-220kVⅡ段母线电压Uc_19,20-220kVⅡ段母线电压3Uo_20,5-220kV甘镇线路电流Ia_5,6-220kV甘镇线路电流Ib_6,7-220kV甘镇线路电流Ic_7,8-220kV甘镇线路电流3Io_8
-78.70228576660156,69.37279510498047,9.319718360900879,-0.12462542206048965,0.6903827786445618,-0.6222078204154968,-0.06915851682424545,0.0
-80.51010131835938,66.03816223144531,14.30685806274414,-0.4361889958381653,0.6903827786445618,-0.5876407027244568,-0.1383170336484909,0.0
-81.78804016113281,62.391883850097656,19.0758113861084,-0.6231271028518677,0.6903827786445618,-0.5530735850334167,-0.17289628088474274,0.0
-82.84779357910156,58.62094497680664,23.875934600830078,-0.6854398250579834,0.7249019145965576,-0.5185065269470215,-0.20747554302215576,0.0
-83.78286743164062,54.63185501098633,28.76956558227539,-0.6231271028518677,0.7249019145965576,-0.4493723213672638,-0.2766340672969818,0.0
-84.21923828125,50.3934440612793,33.507347106933594,-0.5919707417488098,0.7594210505485535,-0.4493723213672638,-0.31121331453323364,0.0
-84.40625762939453,45.78105545043945,38.307472229003906,-0.560814380645752,0.7249019145965576,-0.3802381157875061,-0.3457925617694855,0.0
-84.53092956542969,40.85702133178711,43.26344299316406,-0.7477525472640991,0.7249019145965576,-0.34567099809646606,-0.4149510860443115,0.0
-84.68677520751953,35.808326721191406,48.2817497253418,-0.9970033764839172,0.7594210505485535,-0.3111039102077484,-0.44953033328056335,0.0
-84.34391784667969,30.69730567932129,53.05070495605469,-1.0593160390853882,0.7249019145965576,-0.24196970462799072,-0.4841095805168152,0.0
-83.53351593017578,25.586280822753906,57.414451599121094,-0.8723779916763306,0.7249019145965576,-0.24196970462799072,-0.5186888575553894,0.0
-82.38025665283203,20.35059928894043,61.74702835083008,-0.46734532713890076,0.6903827786445618,-0.17283549904823303,-0.5532681345939636,0.0
-80.94647216796875,15.114916801452637,65.73674011230469,-0.09346906840801239,0.6903827786445618,-0.10370130091905594,-0.5532681345939636,0.0
-78.9828109741211,10.00389289855957,69.07189178466797,0.18693813681602478,0.6558636426925659,-0.0691341981291771,-0.5878473520278931,0.0
-76.61394500732422,4.89286994934082,71.93949890136719,0.37387627363204956,0.6213445067405701,-0.03456709906458855,-0.6224266290664673,0.0
-74.24508666992188,-0.15582388639450073,74.71359252929688,0.46734532713890076,0.6213445067405701,0.03456709906458855,-0.6570058465003967,0.0
-71.56453704833984,-5.391506195068359,77.17599487304688,0.4050326347351074,0.5868253707885742,0.0691341981291771,-0.691585123538971,0.0
-68.2605972290039,-10.627188682556152,78.98383331298828,0.15578177571296692,0.5523062348365784,0.10370130091905594,-0.691585123538971,0.0
-64.67613983154297,-15.862871170043945,80.47997283935547,-0.12462542206048965,0.5177870988845825,0.17283549904823303,-0.691585123538971,0.0
-60.96699905395508,-20.973894119262695,81.75792694091797,-0.3427199125289917,0.5177870988845825,0.20740260183811188,-0.7261644005775452,0.0
-57.039676666259766,-25.96025848388672,82.81769561767578,-0.37387627363204956,0.44874879717826843,0.2765367925167084,-0.7261644005775452,0.0
-52.48897171020508,-31.008953094482422,83.40991973876953,-0.18693813681602478,0.4142296612262726,0.3111039102077484,-0.7261644005775452,0.0
-47.78241729736328,-35.96415328979492,83.84629821777344,0.18693813681602478,0.37971052527427673,0.3111039102077484,-0.7607436180114746,0.0
-43.16937255859375,-40.95051574707031,84.4073486328125,0.46734532713890076,0.3451913893222809,0.3802381157875061,-0.7607436180114746,0.0
-38.61866760253906,-45.74989318847656,84.71904754638672,0.560814380645752,0.31067225337028503,0.41480520367622375,-0.7607436180114746,0.0
-33.72509765625,-50.54926681518555,84.62553405761719,0.5919707417488098,0.2761531174182892,0.4493723213672638,-0.7261644005775452,0.0
-28.613346099853516,-55.19281768798828,84.15798950195312,0.560814380645752,0.2071148306131363,0.48393940925598145,-0.7261644005775452,0.0
-23.688608169555664,-59.55588912963867,83.53459930419922,0.4985016882419586,0.17259569466114044,0.5185065269470215,-0.7261644005775452,0.0
-18.670364379882812,-63.48265075683594,82.3813247680664,0.3427199125289917,0.1380765587091446,0.5530735850334167,-0.691585123538971,0.0
-13.371596336364746,-66.97310638427734,80.54231262207031,0.2492508441209793,0.0690382793545723,0.5876407027244568,-0.691585123538971,0.0
-7.979321002960205,-70.15190887451172,78.26692962646484,0.18693813681602478,0.0690382793545723,0.5876407027244568,-0.691585123538971,0.0
-2.805229902267456,-72.95674133300781,75.83570098876953,0.06231271103024483,0.0,0.6567749381065369,-0.6570058465003967,0.0
2.3065223693847656,-75.5745849609375,73.186279296875,-0.12462542206048965,-0.0690382793545723,0.6567749381065369,-0.6224266290664673,0.0
7.698797702789307,-77.91194152832031,70.0069808959961,-0.3427199125289917,-0.10355741530656815,0.6913419961929321,-0.5878473520278931,0.0
13.028735160827637,-80.06230926513672,66.7030029296875,-0.4985016882419586,-0.1380765587091446,0.7259091138839722,-0.5878473520278931,0.0
18.046979904174805,-81.80754089355469,63.305511474609375,-0.7477525472640991,-0.17259569466114044,0.7259091138839722,-0.5532681345939636,0.0
22.81587028503418,-83.05413055419922,59.65866470336914,-1.028159737586975,-0.2071148306131363,0.7259091138839722,-0.4841095805168152,0.0
27.802946090698242,-83.92674255371094,55.51310348510742,-1.0593160390853882,-0.2761531174182892,0.7259091138839722,-0.44953033328056335,0.0
32.91469955444336,-84.51887512207031,51.118186950683594,-0.778908908367157,-0.31067225337028503,0.7259091138839722,-0.4149510860443115,0.0
37.964111328125,-84.86168670654297,46.692100524902344,-0.37387627363204956,-0.3451913893222809,0.7259091138839722,-0.3803718090057373,0.0
42.95118713378906,-84.95518493652344,41.9854850769043,-0.06231271103024483,-0.4142296612262726,0.7259091138839722,-0.3457925617694855,0.0
47.938262939453125,-84.92401885986328,37.091854095458984,0.21809449791908264,-0.44874879717826843,0.7604762315750122,-0.31121331453323364,0.0
52.800662994384766,-84.79935455322266,32.19822311401367,0.37387627363204956,-0.4832679331302643,0.7259091138839722,-0.2766340672969818,0.0
57.10201644897461,-84.30072021484375,27.398101806640625,0.31156355142593384,-0.5177870988845825,0.7259091138839722,-0.20747554302215576,0.0
61.02933883666992,-83.42810821533203,22.379791259765625,0.0,-0.5523062348365784,0.7259091138839722,-0.17289628088474274,0.0
64.80081176757812,-82.05685424804688,17.080955505371094,-0.31156355142593384,-0.5868253707885742,0.6913419961929321,-0.1383170336484909,-0.03454866260290146
68.1670913696289,-80.21813201904297,11.813288688659668,-0.4361889958381653,-0.6213445067405701,0.6913419961929321,-0.06915851682424545,-0.03454866260290146
71.03466033935547,-77.78728485107422,6.51445198059082,-0.4050326347351074,-0.6213445067405701,0.6567749381065369,-0.034579258412122726,0.0
