1-220kV七东Ⅰ回线Ua_1,2-220kV七东Ⅰ回线Ub_2,3-220kV七东Ⅰ回线Uc_3,4-220kV七东Ⅰ回线3Uo_4,9-220kV七东Ⅰ回线Ia_9,10-220kV七东Ⅰ回线Ib_10,11-220kV七东Ⅰ回线Ic_11,12-220kV七东Ⅰ回线3Io_12
-20.2861385345459,82.94349670410156,-62.614768981933594,-0.031803425401449203,-0.03587620332837105,0.11512517929077148,-0.09349171817302704,-0.007181359454989433
-25.29387855529785,84.21563720703125,-58.79873275756836,0.12721370160579681,-0.05022668465971947,0.12951582670211792,-0.08630004525184631,-0.007181359454989433
-30.301620483398438,85.01072692871094,-54.37849426269531,0.31803426146507263,-0.05022668465971947,0.12951582670211792,-0.07910837233066559,-0.007181359454989433
-35.46884536743164,85.55138397216797,-49.67205047607422,0.6042650938034058,-0.06457716971635818,0.12951582670211792,-0.07191670686006546,0.007181359454989433
-40.60417175292969,85.7422103881836,-44.55220413208008,0.7950856685638428,-0.06457716971635818,0.12951582670211792,-0.07191670686006546,0.0
-45.739498138427734,85.55138397216797,-39.241554260253906,0.9222993850708008,-0.0717524066567421,0.12951582670211792,-0.06472503393888474,0.0
-50.7153434753418,84.97891998291016,-33.67650604248047,0.8904959559440613,-0.0789276510477066,0.12951582670211792,-0.05034169182181358,-0.007181359454989433
-55.340328216552734,84.12023162841797,-28.17505645751953,0.8904959559440613,-0.09327813237905502,0.1223205029964447,-0.04315002262592316,-0.007181359454989433
-59.45497131347656,82.65727233886719,-22.737205505371094,0.6360685229301453,-0.10045336931943893,0.1223205029964447,-0.028766682371497154,-0.007181359454989433
-63.346336364746094,80.97168731689453,-17.458358764648438,0.31803426146507263,-0.10045336931943893,0.11512517929077148,-0.028766682371497154,0.0
-66.53598022460938,79.15888214111328,-12.656515121459961,-0.12721370160579681,-0.10045336931943893,0.11512517929077148,-0.014383341185748577,0.0
-69.75752258300781,77.37789154052734,-7.7274699211120605,-0.31803426146507263,-0.10762861371040344,0.10792985558509827,-0.014383341185748577,0.0
-72.46871948242188,75.34246826171875,-3.1800289154052734,-0.6996753811836243,-0.11480385065078735,0.11512517929077148,0.0,-0.007181359454989433
-75.2118148803711,73.11621856689453,1.6536149978637695,-0.8268890976905823,-0.11480385065078735,0.10792985558509827,0.0071916705928742886,-0.007181359454989433
-77.54025268554688,70.79457092285156,6.3282575607299805,-0.9541028141975403,-0.12197909504175186,0.10073453187942505,0.02157501131296158,0.0
-79.74110412597656,67.99585723876953,11.257302284240723,-0.9541028141975403,-0.12197909504175186,0.09353920817375183,0.028766682371497154,0.0
-81.4316177368164,64.75190734863281,16.21814727783203,-0.8904959559440613,-0.12197909504175186,0.09353920817375183,0.03595835343003273,-0.007181359454989433
-82.86695861816406,61.126304626464844,21.369792938232422,-0.7632822394371033,-0.13632957637310028,0.0791485607624054,0.04315002262592316,0.0
-83.98333740234375,57.08726501464844,26.585041046142578,-0.5088548064231873,-0.12915433943271637,0.0791485607624054,0.05753336474299431,0.0
-84.65316009521484,52.539363861083984,31.863889694213867,-0.41344454884529114,-0.13632957637310028,0.07195323705673218,0.05753336474299431,-0.007181359454989433
-85.0997085571289,47.673431396484375,37.33353805541992,-0.15901713073253632,-0.13632957637310028,0.06475791335105896,0.06472503393888474,0.0
-85.227294921875,42.616676330566406,42.58058547973633,-0.15901713073253632,-0.13632957637310028,0.05756258964538574,0.07191670686006546,0.0
-84.87643432617188,37.178279876708984,47.5732307434082,-0.12721370160579681,-0.13632957637310028,0.050367265939712524,0.07910837233066559,0.0
-84.30229949951172,31.73988151550293,52.47047424316406,-0.19082055985927582,-0.12915433943271637,0.04317194223403931,0.08630004525184631,0.007181359454989433
