1-110kVⅠ段母线Ua_1,2-110kVⅠ段母线Ub_2,3-110kVⅠ段母线Uc_3,4-110kVⅠ段母线3Uo_4,37-110kV杨锡线线路电流Ia_37,38-110kV杨锡线线路电流Ib_38,39-110kV杨锡线线路电流Ic_39,40-110kV杨锡线线路电流3Io_40
-53.764808654785156,-30.058792114257812,83.90603637695312,0.22176402807235718,0.4594106376171112,0.07061268389225006,-0.5646655559539795,0.0
-49.28440856933594,-34.651546478271484,84.09608459472656,0.44352805614471436,0.42407137155532837,0.10591902583837509,-0.5646655559539795,0.0
-44.93111038208008,-39.624393463134766,84.50785064697266,0.0,0.38873207569122314,0.14122536778450012,-0.5646655559539795,0.0
-40.22827911376953,-44.47053909301758,84.7612533569336,0.22176402807235718,0.38873207569122314,0.21183805167675018,-0.5646655559539795,0.0
-35.46189498901367,-48.58818435668945,84.09608459472656,0.09504172950983047,0.3533928096294403,0.21183805167675018,-0.5999571681022644,0.0
-30.66373634338379,-53.180938720703125,83.71598815917969,-0.09504172950983047,0.3533928096294403,0.24714438617229462,-0.5999571681022644,0.0
-25.357162475585938,-57.26690673828125,82.79742431640625,0.4118475019931793,0.28271424770355225,0.28245073556900024,-0.5999571681022644,0.03533986955881119
-20.36834716796875,-61.06781005859375,81.49876403808594,0.2534446120262146,0.24737496674060822,0.3177570700645447,-0.5646655559539795,0.0
-15.347756385803223,-64.93206024169922,80.29512786865234,0.1267223060131073,0.21203568577766418,0.3530634045600891,-0.5646655559539795,0.0
-9.914078712463379,-68.44789123535156,78.33130645751953,0.0,0.17669640481472015,0.3530634045600891,-0.5646655559539795,0.0
-4.861711502075195,-71.29856872558594,76.01905822753906,-0.09504172950983047,0.14135712385177612,0.42367610335350037,-0.5646655559539795,0.03533986955881119
0.6355178356170654,-74.27593994140625,73.42173767089844,-0.19008345901966095,0.14135712385177612,0.4589824378490448,-0.5293739438056946,0.03533986955881119
6.005643844604492,-76.84154510498047,70.53935241699219,-0.3801669180393219,0.03533928096294403,0.49428877234458923,-0.5293739438056946,0.0
10.899130821228027,-78.74199676513672,67.46691131591797,-0.6336115002632141,0.0,0.4589824378490448,-0.5646655559539795,0.0
16.332809448242188,-81.14923858642578,64.42615509033203,-0.6019309759140015,0.07067856192588806,0.49428877234458923,-0.49408236145973206,0.03533986955881119
21.28984832763672,-82.41619873046875,60.81524658203125,-0.3484863340854645,-0.07067856192588806,0.529595136642456,-0.49408236145973206,0.0
25.89735221862793,-83.42977905273438,57.109317779541016,-0.696972668170929,-0.07067856192588806,0.529595136642456,-0.4234991669654846,0.03533986955881119
31.331029891967773,-84.53836822509766,52.92826843261719,-0.5068892240524292,-0.07067856192588806,0.529595136642456,-0.45879074931144714,0.03533986955881119
36.0020866394043,-84.5700454711914,48.27210235595703,-0.3801669180393219,-0.17669640481472015,0.529595136642456,-0.4234991669654846,0.0
40.768470764160156,-84.91846466064453,43.74263381958008,-0.6652920842170715,-0.17669640481472015,0.5649014711380005,-0.3882075548171997,0.0
45.757286071777344,-84.82344055175781,38.864742279052734,-0.31680575013160706,-0.21203568577766418,0.5649014711380005,-0.3529159724712372,0.07067973911762238
49.82460021972656,-84.0632553100586,33.7017822265625,-0.8236950039863586,-0.28271424770355225,0.5649014711380005,-0.31762436032295227,0.0
54.24144744873047,-83.49312591552734,28.82389259338379,-0.6652920842170715,-0.3180535137653351,0.5649014711380005,-0.28233277797698975,0.0
58.56296920776367,-82.41619873046875,23.660932540893555,-0.31680575013160706,-0.3533928096294403,0.6002078056335449,-0.24704118072986603,0.0
62.058319091796875,-81.05421447753906,18.592994689941406,-0.6652920842170715,-0.3533928096294403,0.5649014711380005,-0.2117495834827423,0.0
66.09385681152344,-79.62887573242188,13.303335189819336,-0.31680575013160706,-0.42407137155532837,0.5649014711380005,-0.1764579862356186,0.0
69.36677551269531,-77.69674682617188,8.140374183654785,-0.22176402807235718,-0.42407137155532837,0.5649014711380005,-0.14116638898849487,0.0
72.0677261352539,-75.1628189086914,3.0090878009796143,-0.22176402807235718,-0.4594106376171112,0.529595136642456,-0.14116638898849487,0.0
75.05465698242188,-72.40716552734375,-2.6923415660858154,0.031680576503276825,-0.42407137155532837,0.529595136642456,-0.07058319449424744,0.0
77.08831787109375,-69.4931411743164,-7.728604316711426,-0.1267223060131073,-0.5300891995429993,0.529595136642456,-0.07058319449424744,-0.03533986955881119
79.1855239868164,-66.26237487792969,-12.923239707946777,0.1267223060131073,-0.5300891995429993,0.529595136642456,-0.03529159724712372,0.0
81.473388671875,-63.06328201293945,-18.24457359313965,0.4118475019931793,-0.5300891995429993,0.49428877234458923,0.0,0.0
82.299560546875,-59.2940559387207,-22.80571746826172,0.4118475019931793,-0.5654284954071045,0.49428877234458923,0.07058319449424744,0.0
83.31639099121094,-55.30310821533203,-27.873655319213867,0.31680575013160706,-0.5654284954071045,0.4589824378490448,0.10587479174137115,0.0
84.14256286621094,-51.18546676635742,-32.75154495239258,0.3801669180393219,-0.5654284954071045,0.42367610335350037,0.14116638898849487,0.0
84.07901000976562,-46.65605926513672,-37.312686920166016,0.22176402807235718,-0.5654284954071045,0.42367610335350037,0.1764579862356186,0.03533986955881119
84.68275451660156,-42.09497833251953,-42.475650787353516,0.15840287506580353,-0.5654284954071045,0.3530634045600891,0.2117495834827423,0.03533986955881119
84.33322143554688,-37.34385299682617,-46.91009521484375,0.22176402807235718,-0.6361070275306702,0.3530634045600891,0.24704118072986603,0.0
