500kV_500kV建太甲线线路_Ua_1,500kV_500kV建太甲线线路_Ub_2,500kV_500kV建太甲线线路_Uc_3,500kV_500kV建太甲线线路_3U0_4,500kV_500kV建太甲线线路_Ia_21,500kV_500kV建太甲线线路_Ib_22,500kV_500kV建太甲线线路_Ic_23,500kV_500kV建太甲线线路_3I0_24
49.42086410522461,37.16572189331055,-86.72657775878906,-0.37375086545944214,0.036810941994190216,0.03322731330990791,0.010450544767081738,0.040303975343704224
44.967689514160156,41.929161071777344,-87.07684326171875,-0.4048967659473419,0.043822549283504486,0.031478505581617355,0.02438460849225521,0.03679928183555603
40.0551872253418,46.63811492919922,-86.86668395996094,-0.38932380080223083,0.04031674563884735,0.03672492504119873,0.01219230331480503,0.049065712839365005
34.83906173706055,51.45603942871094,-86.42301177978516,-0.19466190040111542,0.036810941994190216,0.050715371966362,0.027868125587701797,0.040303975343704224
30.027767181396484,55.596805572509766,-85.605712890625,-0.17130246758460999,0.04206964746117592,0.04721776023507118,0.01219230331480503,0.04205632209777832
24.95177459716797,59.605255126953125,-84.74950408935547,-0.3114590346813202,0.04206964746117592,0.055961791425943375,0.017417576164007187,0.040303975343704224
19.650009155273438,63.5670051574707,-83.43405151367188,-0.44382914900779724,0.043822549283504486,0.031478505581617355,0.020901093259453773,0.04205632209777832
13.88112735748291,67.49761962890625,-81.79167938232422,-0.6229180693626404,0.04206964746117592,0.03672492504119873,0.022642850875854492,0.04205632209777832
8.517080307006836,71.03128051757812,-79.9936294555664,-0.6696369647979736,0.03505804017186165,0.041971344500780106,0.019159335643053055,0.03855162858963013
3.3320934772491455,74.02788543701172,-77.806396484375,-0.6540639996528625,0.036810941994190216,0.055961791425943375,0.02438460849225521,0.03855162858963013
-1.7516846656799316,76.37847137451172,-75.04315948486328,-0.5216938853263855,0.038563843816518784,0.04546895623207092,0.020901093259453773,0.03679928183555603
-7.357075214385986,78.86138153076172,-71.78176879882812,-0.2102348506450653,0.03505804017186165,0.04546895623207092,0.006967029068619013,0.03679928183555603
-12.440853118896484,81.01737976074219,-68.4581069946289,0.25695371627807617,0.03330513834953308,0.04546895623207092,0.02612636610865593,0.03154224157333374
-17.719263076782227,82.77642822265625,-64.83866119384766,0.3270319998264313,0.03330513834953308,0.04896656796336174,0.019159335643053055,0.054322753101587296
-22.7874698638916,84.34088897705078,-61.32040786743164,0.4671885669231415,0.029799334704875946,0.043720148503780365,0.027868125587701797,0.04205632209777832
-28.26051139831543,85.60179901123047,-56.96928787231445,0.5528398156166077,0.03330513834953308,0.04022253677248955,0.02612636610865593,0.04205632209777832
-33.819190979003906,86.94832611083984,-52.63373947143555,0.7241422533988953,0.03505804017186165,0.03847373276948929,0.02612636610865593,0.03855162858963013
-38.918540954589844,87.44646453857422,-48.033538818359375,0.8020070195198059,0.029799334704875946,0.05246417969465256,0.02438460849225521,0.04205632209777832
-43.6208381652832,87.57878112792969,-43.581233978271484,0.7241422533988953,0.038563843816518784,0.06295701861381531,0.019159335643053055,0.04205632209777832
-48.33092498779297,87.24409484863281,-38.48287582397461,0.5450533032417297,0.01928192377090454,0.050715371966362,0.02438460849225521,0.04205632209777832
-52.970943450927734,86.66033935546875,-33.42343521118164,0.4516156017780304,0.02103482559323311,0.04896656796336174,0.027868125587701797,0.03855162858963013
-56.86357498168945,85.76525115966797,-28.659778594970703,0.3270319998264313,0.029799334704875946,0.041971344500780106,0.02612636610865593,0.040303975343704224
-60.94305419921875,84.8234634399414,-23.81828498840332,0.015572949312627316,0.03330513834953308,0.043720148503780365,0.022642850875854492,0.03855162858963013
-65.00696563720703,83.34461212158203,-18.260684967041016,-0.17130246758460999,0.029799334704875946,0.04896656796336174,0.031351640820503235,0.03329458832740784
-69.03972625732422,81.64783477783203,-12.60968017578125,-0.09343771636486053,0.031552236527204514,0.04546895623207092,0.02612636610865593,0.03855162858963013
-72.05262756347656,79.53853607177734,-7.394565582275391,-0.023359430953860283,0.02103482559323311,0.05246417969465256,0.022642850875854492,0.03679928183555603
-74.90982055664062,77.08676147460938,-2.218369483947754,-0.24138076603412628,0.017529020085930824,0.06295701861381531,0.031351640820503235,0.04380866885185242
-77.29989624023438,74.16020965576172,2.950042486190796,-0.3503914177417755,0.02103482559323311,0.057710595428943634,0.0330934002995491,0.040303975343704224
-79.75225830078125,70.9145278930664,8.671100616455078,-0.4516156017780304,0.029799334704875946,0.03847373276948929,0.03483515605330467,0.029789894819259644
-81.59735870361328,67.4820556640625,13.932917594909668,-0.3659643828868866,0.017529020085930824,0.04896656796336174,0.029609883204102516,0.03855162858963013
-83.3568344116211,64.03400421142578,19.101329803466797,-0.4516156017780304,0.01928192377090454,0.03847373276948929,0.031351640820503235,0.04731336236000061
